evaluation_num,pmse,r_square,adj_r_square
1,29.79754352325765,0.9608027030641778,0.960491613405957
2,28.37998653615102,0.9626674340311349,0.9623711438250327
3,32.281048227473306,0.9575357669405113,0.957198749217817
4,32.26336098956502,0.9575590336878432,0.9572222006218737
5,29.992312064499107,0.9605464940132928,0.9602333709499062
6,28.235971476989658,0.962856879212506,0.9625620925395894
7,30.666924793321446,0.9596590720206813,0.9593389059256074
8,30.536985398439533,0.9598300013135901,0.9595111918002058
9,32.49760141459448,0.9572509011907102,0.9569116226287318
10,31.58935839229604,0.9584456530804804,0.9581158566763572
11,33.02404827685896,0.95655838457554,0.9562136098499491
12,31.019364398499597,0.9591954539427238,0.9588716083390946
13,27.885361609799663,0.9633180903543623,0.9630269640873335
14,30.24364442443163,0.9602158778625297,0.9599001308614387
15,32.94731991003777,0.9566593172103172,0.9563153435373831
16,32.3304355058894,0.9574708002490318,0.9571332669176749
17,29.809158155756624,0.9607874245497423,0.9604762136334705
18,32.335977822871776,0.957463509586152,0.9571259183923914
19,33.18887460888069,0.9563415631226556,0.955995067591883
20,29.023145984739138,0.9618213873808896,0.9615183825188331
21,31.3964515395239,0.9586994131658767,0.9583716307306852
22,29.688295917212837,0.960946413261306,0.9606364641602053
23,29.866933835902223,0.9607114233019022,0.9603996092011237
24,32.618510055780426,0.9570918514386065,0.9567513105770081
25,33.12940480190964,0.9564197929163546,0.9560739182569606
26,31.502667975879902,0.9585596903329505,0.9582307989863866
27,31.000765283122433,0.9592199202228926,0.9588962687960901
28,32.38717449935208,0.9573961627148048,0.9570580370220652
29,29.36663203728208,0.9613695472892951,0.9610629563947657
30,30.710079004486985,0.9596023046422643,0.959281688012441
31,31.409794826514755,0.9586818606860265,0.9583539389454394
32,31.52480431813837,0.9585305709936365,0.958201448541205
33,28.962546702615906,0.961901102947162,0.96159873074833
34,27.92647249005205,0.9632640108837076,0.9629724554145307
35,33.60289729147917,0.955796935340996,0.9554461173675118
36,30.248153619838188,0.9602099462235287,0.9598941521459377
37,30.31663880998852,0.960119857108232,0.9598033480376624
38,31.37623005976991,0.9587260135917064,0.9583984422710057
39,30.0423468451884,0.960480675562377,0.9601670301303324
40,29.95946003077562,0.96058970935149,0.960276929266978
41,30.60871965298428,0.9597356382036356,0.9594160797766803
42,32.3750301633168,0.9574121380298602,0.9570741391253353
43,32.1919769907417,0.9576529360525183,0.9573168482434113
44,30.163446353917983,0.9603213747328052,0.9600064650084624
45,32.20627736414654,0.9576341245695448,0.9572978874629539
46,31.88671832215551,0.958054489780109,0.957721588905348
47,29.978619733331566,0.9605645056446912,0.9602515255307602
48,31.495846520019064,0.9585686636441465,0.9582398435143381
49,29.772407346140795,0.9608357685481668,0.960524941314422
50,32.24745463070336,0.9575799577707624,0.9572432907689431
51,29.32885402282797,0.9614192425284026,0.9611130460405328
52,27.041748098183184,0.9644278250977009,0.9641455062492699
53,29.37438909525851,0.9613593432365815,0.9610526713575067
54,31.760380406229906,0.9582206814932253,0.9578890996003143
55,32.659179448914344,0.9570383527239348,0.9566973872693628
56,32.513499362286964,0.9572299881722969,0.9568905436339817
57,28.3991374783879,0.9626422418481324,0.96234575170407
58,30.13924871894203,0.9603532056078086,0.9600385485094578
59,30.927953121988335,0.9593157012693497,0.9589928100095827
60,29.49018181220276,0.9612070232473338,0.9608991424794554
61,31.58772542371039,0.9584478011754898,0.9581180218197397
62,30.889011472945388,0.9593669272161972,0.9590444425115638
63,31.4130441845605,0.9586775863050839,0.9583496306408386
64,31.69647634517319,0.958304744344067,0.9579738296166389
65,28.52977299937821,0.9624703968333705,0.9621725428399845
66,30.650928101448308,0.9596801149325191,0.959360115844682
67,31.795486677384687,0.9581745008094488,0.9578425524031745
68,31.195469060832977,0.9589637963654515,0.9586381122096217
69,31.06912669455848,0.9591299939327969,0.9588056288052794
70,33.438631676931614,0.9560130191958527,0.9556639161735976
71,33.415873663863074,0.9560429563145021,0.9556940908884267
72,32.37755327802968,0.9574088189885934,0.9570707937424712
73,29.127653483342794,0.9616839125769149,0.9613798166449856
74,32.42104931412583,0.9573516019552141,0.9570131226056523
75,30.74141752864925,0.9595610802562285,0.9592401364487383
76,30.495015436529403,0.9598852108666223,0.9595668395242939
77,29.386524771548448,0.9613433793130224,0.9610365807361416
78,34.48544955997909,0.9546359784553126,0.9542759465382913
79,29.335129567657642,0.96141098733804,0.9611047253327863
80,29.020569019280405,0.9618247772603339,0.9615217993020826
81,30.535301641887564,0.9598322162178315,0.9595134242830524
82,30.636193513522915,0.9596994976047079,0.9593796523476024
83,33.6478737127788,0.955737770929023,0.9553864833967136
84,34.70471189947821,0.9543475489402594,0.9539852279001028
85,28.677633896163442,0.9622758926296275,0.9619764949520849
86,29.57798887736638,0.9610915170948352,0.9607827196114609
87,30.34722862494521,0.9600796176146934,0.959762789183064
88,31.992955751171078,0.9579147393323054,0.9575807293270062
89,31.095928241254022,0.9590947377317834,0.9587700927931468
90,28.48799677162828,0.9625253515380325,0.9622279336930963
91,31.916465131657525,0.9580153592214428,0.9576821477866924
92,33.41930524509737,0.9560384422273427,0.9556895409751788
93,33.34375959691111,0.9561378190501957,0.955789706502975
94,32.2150639313603,0.9576225662448172,0.9572862374054903
95,32.15031347854797,0.9577077424850544,0.9573720896476342
96,32.97295963740772,0.9566255893291484,0.9562813479746178
97,32.9196835081015,0.9566956716249718,0.9563519864791382
98,31.28334947344722,0.9588481937277576,0.9585215920906763
99,30.410980850362556,0.9599957544966463,0.9596782604847149
100,28.9055786358358,0.9619760418167939,0.9616742643708954
