username,active_num_days,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,num_watched,pause_video_sum,pause_video_avg,video_backward_seek_avg,video_events_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
os5,3.65972548904101,321.52979274243853,2.36359383689468,5.117212604679679,16.33036974463395,2.1046638655276158,3.1626890783326567,2.9642801138293566,0.9617157305910012,0.3060721531496142,125.15574787235869,0.6170644258369729,1.542661064129634,0.7713305316020187,2.504555609552236,55.73163305654082,1
os6,0.5118393430566598,356.72416547001734,0.34517267605665986,47.40620112303761,47.40620112303761,0.5118393430566598,0.701268831537001,0.6420721163957739,0.336293168781924,0.3096546469577164,4.999084135509094,0.9289639418021132,0.774136617858773,0.9289639418021132,0.6147555498312764,44.21120955478947,1
os7,0.7102313168507703,303.16269280686464,0.5580861998300702,41.92099809888504,42.417151055131576,0.7102313168507703,3.3042902331285298,2.5435646498507705,0.4004127124419925,0.07914244719985637,11.014877403498573,0.0,0.0,0.0,0.0,75.94914988244383,1
os8,1.1700363998932422,311.2729483654444,0.6734061328067025,35.121253418533264,39.71876241130628,0.8400727988269209,4.016848664526865,3.510109198720163,0.4438828228443869,0.09813953819289302,24.01037942648554,0.5235881303537862,0.8569214633537862,0.5235881303537862,1.3623012190701893,47.67003640277193,1
os9,2.333333333,628.7026237032953,2.0829765897739687,22.914966416700988,63.1909959207063,2.0829765897739687,7.972816795154972,6.751070231678092,0.5582079652165369,0.4826826855418554,76.44277963683645,0.7217465634768788,0.30543664070290977,0.9992865125479379,1.4941956871344084,54.62585652756008,1
os10,2.6109216245250746,634.8350147146483,1.4072810828312785,15.032564315757627,29.95050801519761,2.0739477496094354,6.277019831100299,5.925483790743946,0.9274788632412684,3.142668309204935,287.34755680402463,0.5557450424749253,0.6854378337811292,0.5557450424749253,1.2553701043303414,30.77247215670209,1
os11,1.6233373829956144,209.21533809720276,0.9566707161256024,11.053338732020752,17.466747652512044,1.1233373829956146,3.361648444629772,2.716646419631964,0.7393140331267024,0.08124803134408068,20.19477930394941,0.7250101232490119,0.29000404912560235,0.7250101232490119,1.0747208893178395,77.07829486635183,1
os12,1.8262061137513819,539.5139827403491,1.6559758381163818,21.764871677965274,44.081140038931046,1.6559758381163818,7.141721399597764,6.641721399597764,0.7774018864003672,0.4705277561632395,164.8760966155345,0.666666667,0.521381657767236,0.666666667,0.7889174650775668,71.83634562656313,1
os13,2.5997195216050137,589.8594614819623,2.433052854805855,18.84186591120041,56.008414357832756,2.5662459491083616,8.499298803713376,7.2991585642167225,0.6699531186175449,0.4797270735804847,86.95600847940905,0.4337540508916382,0.333333333,0.5007011962866247,0.7656958070507155,39.97844677096587,1
os14,0.6795068790695158,112.78414932617656,0.34617354606951584,7.667050813971505,7.667050813971505,0.5,2.410118511897827,1.8717259224489136,0.4310222648541076,0.9007337788914728,23.411142896206023,0.41024656019598177,1.5511047537587954,0.4871597873919635,0.420783191681399,52.92462335284336,1
os15,2.333333333,564.1175934238443,1.7764020788567725,29.41093966196582,60.22744231721722,1.7764020788567725,8.483774313759067,7.670793764429684,0.6022529420952909,0.2053346726316488,75.01209858793338,0.3129805493293825,0.2032451374726102,0.38613749071354464,0.718742512677905,67.29760297471655,1
os16,2.528125960742688,459.0429033307657,1.6854173074763743,17.56953789494942,34.02710702869465,1.9812493595236251,7.0822887847719365,6.915622117771937,0.8213169610437792,0.8238635856829111,119.79583202275988,0.6760419872100614,0.17604198721006134,0.6760419872100614,2.391173757602264,86.22291859148537,2
os17,4.257580698014188,1028.8407471185837,3.310610647951488,37.59080405412365,88.87110097661251,2.9621236821661836,7.977261787738062,7.204535221227103,0.9107774473415088,1.1358476493935878,182.5077553845515,2.204542984151996,2.4848386042898043,3.2954492522412915,7.033927907084713,66.15151303089652,2
os18,3.5055184348856647,1053.4976456061054,2.6122671176963723,53.581080269711066,105.792501909091,2.5860925507630785,9.642542513582267,8.762378480679871,0.906151667822358,1.0965887451351284,155.16492025335924,2.5805741158774143,3.988963130869162,4.1012302485655345,7.425821864287762,66.47382542942621,2
os19,3.854322682212564,902.078736152233,2.614817356100329,21.814518671700053,63.1544141807652,3.072838659112234,11.997503753784144,11.633310460408133,0.9807327033624346,0.5930075867596639,259.6974122407502,1.666666667,1.2703652867993416,2.385182643899671,6.792145127681392,72.00499249468358,2
os20,3.6627186601113184,545.0718355644353,2.2480259967068434,18.58616526993191,49.03003523836345,2.465087464184053,7.980569728450054,7.581359329706843,0.7730884367454233,0.4138979801487605,72.39441199787494,0.2015792028159464,0.0503948007795788,0.2015792028159464,0.7470288099731195,84.0737730822182,2
os21,4.469887264185365,822.8866361261269,3.146591509750093,18.294435639143348,67.25093946532273,3.9397745283707297,9.823295754435273,9.353408490249906,0.9008015780829643,2.270448231837559,195.7762227634808,2.4498121069956835,2.5562533023061884,3.7329575469913667,7.674357085766273,71.65453584575761,2
os22,3.9443610706841987,894.9002277616269,2.6110277370174324,19.620613547449405,57.55413819563049,3.4443610706841987,13.278294696358204,12.556039126765535,0.9354298315505559,1.5924703104923543,246.00805389337623,1.9443610706841992,2.1110277370174324,3.055438832091232,7.003813574837539,67.777244183179,2
os23,3.3313477321909204,959.6039544182868,2.333333333,21.902233104237013,62.33403648515939,3.0548936885067612,12.764540436841596,12.378299015449448,0.8674969223432529,1.2082549432894505,281.1045337366665,1.8902126233158405,1.1626954633818407,2.3313477321909204,5.993598913470386,66.22354595430393,2
os24,3.2718579475369203,964.3829671108928,2.333333333,22.16332715857855,64.01958038408598,3.035063760249101,12.367941872878196,12.061020163564852,0.851810748015873,1.2123478077542642,282.57194843273044,1.9298724797121805,1.043715894073841,2.2718579475369203,5.878188731241625,66.26320581034334,2
os25,3.231129815827426,967.654793686125,2.333333333,22.342078402941517,65.1735441161265,3.0214877163187843,12.096420995086422,11.843803460842695,0.8410716172938616,1.2151498808154049,283.57657568699506,1.9570245674913576,0.9622596306548532,2.231129815827426,5.799176155725207,66.29035789787814,2
os26,3.376952234072504,751.3588512994908,3.0,26.451288964820375,72.16114484168234,2.8859047249258403,9.701333075850023,9.078285308976243,0.9488143982599344,0.5768418911614767,117.3298705184556,0.456381099612068,0.1140952750741599,0.456381099612068,1.9530426455706185,86.77066589823464,2
os27,3.4243292328876302,565.7446564282786,2.1818553854713114,20.206942558629287,49.36439283882525,2.0303774379426223,6.636562055937853,6.348658465411549,0.7949639120886007,0.4207428808989612,94.67680810986069,0.5302410240023847,0.21209640947369607,0.5302410240023847,0.6737180069752218,85.71182358622951,2
os28,4.024836024841832,883.955633985373,2.691502691271636,19.385894930633217,58.92221241717938,3.5248360248418327,12.779349980349108,12.089284392110471,0.9294937876022848,1.7105002432826353,238.2341733186393,2.0248360248418327,2.191502691271636,3.168103767892605,7.108052309645938,68.29228388967196,2
os29,3.3859674237311603,955.2161725385035,2.333333333,21.66251334740702,60.7864785578218,3.0731002523899207,13.128671713412395,12.669604037361527,0.8818989580573009,1.2044971385523124,279.7572480047246,1.85379949565876,1.2719348464623204,2.3859674237311603,6.09956111505845,66.18713282697456,2
os30,4.011626161940773,879.8001673985817,2.846897188601445,22.876293881269582,71.17829283194077,3.003875387309716,9.627912793856336,9.620162019236906,0.9990157746465179,0.14540662126105894,249.03495352236905,1.6686043606490448,0.8352710266606711,2.170542054309716,6.904036021895398,76.54071658223077,2
os31,3.251704009256009,963.1900986843112,2.384355738374014,22.65192849183856,67.42518671179026,3.0,11.462577048197812,11.312917846995964,0.8420264018243416,1.1087351989824858,281.5270684465856,1.9659850631180056,0.833333333,2.166666667,5.799932896070416,67.38779637507659,2
os32,3.445169008390154,758.9442590416098,3.0348127927520983,24.768498868038073,73.32898595124131,3.0770228818469327,9.437771711047416,8.674063963342736,0.9263936526226612,0.9094777324904032,94.2340510794932,1.0496073864375712,0.6888585572370868,1.3281097278277254,3.8702938470093433,82.67276649791485,2
os33,3.881746024126225,944.2540670626953,2.6021825295287644,20.65235614709187,55.95198401018533,3.1935515865399595,13.601984178276265,12.795535767493606,0.9493690720647592,1.1834782060686455,262.6170638393272,1.6935515865399595,1.6989087348162732,2.6397817472987306,6.644592086843885,65.97311507981479,2
os34,3.7822972250625697,913.8188856938272,2.506779170267301,21.283330925407924,59.19301403211364,3.1088513877952693,13.149911069264427,12.605654133553614,0.9712066091877046,0.8202950636835046,264.739194239089,1.666666667,1.4864416584653983,2.493220829732699,6.735329752193628,69.70017786285871,2
os35,2.668861068444285,526.7034675108,2.004388803635279,19.700357629997907,43.88715010333523,2.211076335365388,7.715465139000669,7.379937403809673,0.8501519633343134,0.7584285795317526,106.78881577679995,0.666666667,0.166666667,0.666666667,2.567435024161689,86.04002086873011,2
os36,4.378252303013695,971.0033428320323,3.2228153784173865,21.164378247322574,63.15132505833601,3.2556148711681563,10.374693364576759,9.630308237677538,0.934261856273655,1.1795376802614732,239.03301559868905,1.755614871168156,1.3885923105581517,2.5777184622981544,6.645687321480024,65.91105179369708,2
os37,2.9110922590016024,1044.7435371945764,1.9555461290008016,58.954356278078755,107.10876166558927,2.4110922590016024,12.355489572005611,11.396227171487295,0.9144162196227598,1.0851577862245905,160.88239189860911,2.6740992107460047,4.7297018974975735,4.4296736187444035,7.5650295133786924,66.62964533748008,2
os38,4.708555763369537,999.4659631792597,3.7350506938711434,21.935822301447434,71.34532382063492,3.2803434718378166,7.181171113025661,6.593989238212543,0.9008347863768372,1.1817539026846031,221.5286985011433,1.8598282636605763,0.9735050693394236,2.4470101388378165,6.4923907701807275,65.91281812182278,2
os39,2.9448124294178477,543.6302564718229,1.9632082863153568,20.451619300508032,44.30537326157107,1.7034583806846433,5.832229378746457,5.665562711746457,0.8196634432977129,0.5648591121267889,119.24025012008455,0.8149374762128659,0.31493747621286594,0.8149374762128659,1.2146472577155338,87.05629152883567,2
os40,2.8281647947326367,519.9507866307251,1.8854431966029808,19.644806494712967,41.42806493778057,1.781223470397019,6.182172282802091,6.0155056158020885,0.8201263307406431,0.6373650884049932,119.39578028411181,0.7760549314733258,0.2760549314733258,0.7760549314733258,1.5440052850894577,86.82299625946527,2
os41,2.4484857925492998,675.060089360043,0.8454573783715345,32.68403234945228,39.378228658615434,1.9715162843486136,11.775148307338927,10.654542621628464,0.6379977057819054,0.3945319435669243,207.5167866613444,0.09212196761180352,0.023030491937496612,0.09212196761180352,0.3942278317236651,98.73755854294608,2
os42,3.2649578478400265,964.9372751189566,2.333333333,22.193610929409136,64.2150832088773,3.0327637270122034,12.321941208278234,12.024219631802087,0.8499913404091504,1.2128225308183556,282.7421508928405,1.9344725461721763,1.0299156946800534,2.2649578478400265,5.864802537829652,66.26780587676193,2
os43,3.7979414963390363,643.1533644718332,2.684362585330482,21.856065160302315,62.90056576889757,2.7281208618643444,8.702058503660963,8.079150113563554,0.8195000044457454,0.33384950989158435,57.9172986459059,0.24581678056355116,0.061454195233069074,0.24581678056355116,1.0519512220062917,84.0884795966524,2
os44,3.868322050020223,561.2939430250034,2.3508276915996147,18.800335467573785,51.80568100157854,2.547328820172288,8.124492101275262,7.684161024599613,0.7645404568961583,0.33831237498975203,64.00579369497021,0.1193378468277122,0.029834461751679725,0.1193378468277122,0.4422520203230409,83.7036869804562,2
os45,2.6618354596874694,466.10215106678766,1.7475843967951838,17.543578603699512,35.51811203534388,2.064734183894408,7.279951488693838,7.080917729795184,0.8147002478759771,0.7818508744616449,113.23044654898487,0.6019324831055921,0.1504831210021227,0.6019324831055921,2.2306909654221725,85.87536284262082,2
os46,4.004611574498804,610.4650471026744,2.5810275462505983,20.317521243964766,58.939389270146435,2.6936758489754964,8.495388425501195,7.941370061388148,0.781742970872197,0.27487547250996824,54.50724235626974,0.10803672838814904,0.027009182137551047,0.10803672838814904,0.462333646177151,83.57180440125299,2
os47,3.6891857211590553,759.3776343717059,2.7597539802650917,26.94013231906457,62.89281814508219,2.887885190758344,10.660164013476932,10.39739893558297,0.9418071974966252,0.6807878964272419,224.25927354227287,0.0,0.0,0.0,0.0,90.28781475857262,2
os48,4.1392027095077815,584.1271172504019,2.4882297325066984,19.151653142424614,55.594004557793134,2.6431261320133954,8.270558573051414,7.778405418039102,0.7537212111019342,0.23573990975738165,53.41839601996118,0.019617112480990077,0.007846844987687895,0.019617112480990077,0.024925272329064274,83.26082880994642,2
os49,3.8437829329403166,903.7967152874353,2.5990077321761493,21.73678802084491,62.574727970001135,3.078108533764168,12.166139742298194,11.775597075820613,0.9793387150683184,0.6262673967530964,260.4351946894913,1.666666667,1.3019845346477017,2.4009922678238507,6.783831125436289,71.667720517529,2
os50,2.3681917007144944,666.6144987431767,0.5580972795241572,33.49373043453896,34.4180581517683,1.8604453967856864,12.127935150239766,10.984507392049426,0.5994384604037459,0.3832307216602472,229.69002667872303,0.0,0.0,0.0,0.0,100.56221266307269,2
os51,4.236563679698312,799.6414683804666,3.1008075868257894,21.250145600097,66.60484551974504,3.6048455197450466,10.096769653301687,9.72848781206949,0.9279228106004548,1.7379564822108995,204.7148403743322,1.512113799362615,1.6129213861884044,2.3185744921543945,4.67154216146729,78.38025489718105,2
os52,3.3839470174145028,948.1937415531394,2.463701543300849,22.693805444615155,68.08640175337621,3.0,11.145193828014396,11.0219832289838,0.8699443702362794,0.9363509399081136,275.86706768984817,1.9130878598863459,0.833333333,2.166666667,5.995590316303425,69.0276096779558,2
os53,4.467343506467794,823.7746164247689,3.1340101734286074,18.095248106347864,66.44483960959982,3.9673435064677953,10.035803592993718,9.522740995706238,0.8968532737198509,2.3595112164756498,195.48795057647285,2.4673435064677958,2.6340101734286074,3.7876142420627517,7.681229647996311,71.12433177144092,2
os54,2.569005802002213,686.4612822403468,1.2070174064410242,31.655594936437534,45.356021122215566,2.1161402955764097,11.365380274996545,10.292982593558976,0.6878098337415192,0.4145778765762019,184.1600088523941,0.1885379751452087,0.04713449385700391,0.1885379751452087,0.8068316283937299,96.5440943779607,2
os55,4.060098280606584,871.2417361884228,2.8733988534845207,22.301261257268735,70.66584766454447,3.1201965612131692,9.686699427122065,9.62660114651548,0.9873125852720523,0.4066401232987076,242.62876324664063,1.7668304679709084,1.0536936953042741,2.366994268941817,7.005195781009294,76.02561834272845,2
os56,3.6730996710310455,545.8908973258381,2.2532165021635926,18.59697882296421,49.170178885751746,2.4692398685531898,7.987836436088258,7.586549835163593,0.7726568452614689,0.4100816277390193,71.97086675262166,0.19742679844681,0.04935669968573755,0.19742679844681,0.7316404879087874,84.05508726256643,2
os57,2.4124851456757392,651.1857694197541,0.6780915784313661,32.14299427596235,35.09139929745093,1.8135453799201116,11.39493649644123,10.346997545751655,0.6175974848340062,0.3938025716993319,216.6941324103122,0.09893976575562748,0.03957590627850545,0.09893976575562748,0.12571170237325288,99.21072114531201,2
os58,2.8410084103030115,522.5580405915114,1.894005606974669,19.733641502322442,41.744874122021066,1.7726610600253307,6.143641436090966,5.976974769090964,0.8200753640117815,0.6293817384777951,119.37865546506376,0.7803361366463262,0.2803361366463261,0.7803361366463262,1.507740958770082,86.84868349060602,2
os59,2.7928685027426647,512.7856393567611,1.8619123352998643,19.40067380868431,40.557423068223976,1.804754331700136,6.288061158772005,6.121394491772004,0.8202663953925174,0.6593045997944851,119.44284200205892,0.7642895008570637,0.26428950085706365,0.7642895008570637,1.6436654036576828,86.75240367548533,2
os60,2.7308141633487844,1071.4847880437353,1.8654070811743924,68.14603529373255,120.05873820992693,2.2308141633487844,11.724516237220746,10.735207486826036,0.9045151237857808,1.061291508101028,134.17118740473506,2.91447000488967,5.420767930953561,4.850322508540887,7.784756698123661,66.77987708325651,2
os61,4.30752788062998,917.1331009163999,3.1921158605041526,22.555733687009283,71.47419455062997,3.1025092934408174,8.641573731361715,8.436555144480081,0.9739658935975184,0.453529942006131,237.1988847748008,1.717921313566645,0.8845879798741727,2.2691759604408173,6.827101575036205,73.3351146277917,2
os62,3.14905607735213,905.305595927116,2.0123564239482983,41.54962178174717,82.31387465213105,2.5943762160234054,10.16666667,9.833333332999999,0.906578924792831,2.194994805978129,178.73058703149246,2.8059934028356377,2.169293748849786,3.791009896037553,7.482492231162829,86.06256110838595,3
os63,5.333333333,742.6444220957566,3.4851842538107283,22.426331031178808,69.04244405148859,1.9579107649842444,6.0528567025152,6.0528567025152,0.6144776913617178,0.19106603737625852,60.09792978546086,2.8457910766372123,1.447811024361718,3.6518509208107286,7.1988735331059885,81.80841784857608,3
os64,3.3965635430754237,553.529134941208,2.1954098965164643,27.8423888435313,68.40233177190468,1.3793078121611786,2.6206921878388214,2.454025520838821,0.5948269530402946,0.3157714264277578,24.58063283312408,2.454025520838821,1.5804614584787529,3.16092291719889,7.043344630440063,81.1839223969487,3
os65,4.403938404493831,992.6371286640613,3.0,27.372699737898245,83.86047284731117,3.762728261612077,10.088256338970137,10.088256338970137,0.9823487321000656,0.8931034277898828,200.5492300897013,3.0,2.0176512678999345,3.8078768098817535,9.537223595452883,83.01224453656805,3
os66,4.649066946055639,990.7986646032667,3.0,24.809063742829924,79.32559482823389,3.517599720417962,10.394667014543547,10.394667014543547,0.9210665966176904,0.80606933238407,203.61333684543544,3.0,2.078933403382309,4.298133892637677,9.71955597232741,89.99840796758647,3
os67,4.875778437720049,989.0983284166341,3.0,22.438039394447504,75.13143223227226,3.2908882290936186,10.678056377848806,10.678056377848806,0.8643887236165708,0.725574301208195,206.44723047848808,3.0,2.135611276383429,4.751556875626432,9.888189314151123,96.45968547679155,3
os68,4.868459088564479,975.7579740458133,3.043846970566201,20.561570446535576,68.97479992964527,3.385901519304841,11.140262124226489,11.052568184146416,0.8707859538509086,0.837725090930707,219.00558958133587,2.736918177128958,2.122819696433799,4.298448472256195,9.227400451645355,97.14994691977398,3
os69,3.549883687424372,952.4272851300676,2.4777002360217653,28.763985819869355,76.94044539145591,2.397008983039165,11.175174468363442,10.652874702034858,0.9584699148242232,1.562860512133702,224.99820521416362,3.0,1.4777002360217646,3.5360917258095785,7.945457755086747,89.35679622208487,3
os70,3.968551506405452,1227.8463417307687,2.9234787819820407,25.11205008548423,67.55234517176761,2.747899984531589,10.491087866090421,10.013624231369734,0.9692626893108914,3.5817087770141254,385.31827639462165,2.553984855738644,1.2568121158468226,4.806084871207055,7.121910751117781,89.8474696305409,3
os71,3.589662351400261,560.0531161035603,2.3195448446898213,27.121716504973154,68.9402498806559,1.3379294961033932,2.662070503896607,2.495403836896607,0.5844823740258482,0.2954654009856061,27.408151097348608,2.495403836896607,1.6080470024896911,3.216094005303523,7.006980392656706,81.41839952100031,3
os72,3.9081707665918417,1187.182517525804,2.8582791442471724,25.300314147914534,66.31779288973722,2.6995664895283524,10.283441708104355,9.858279144247172,0.972246332376098,3.4504897154519267,365.90523016558996,2.716558289344669,1.2913957229365112,4.942154366224475,7.36139400668237,87.66088020422674,3
os73,4.611011944748412,1258.7915197251082,3.3517857410915015,26.568293741445213,89.18184659812216,3.9257441212795294,11.240625046298744,10.870238151516038,0.9782976348688052,2.0873272168300625,338.52574109247865,2.018601156691204,1.685119074313823,3.092857035411674,7.759836174299517,94.6659229181131,3
os74,3.5265778235629317,1587.5994112678604,2.6288296602464576,28.929712963290573,75.98598323488095,2.7045036727535425,16.979702705226572,15.866191687511899,0.941730678347396,3.351056128791265,639.8553113738518,2.359911157562931,1.6779258491906115,3.428385446447602,6.020825870985197,83.72074150809387,3
os75,3.7846325707647024,1279.4820431089454,2.800866158208936,25.46031025205811,65.06166560161894,2.5324671747910648,11.388516512414125,10.791114990651323,0.9632920019923316,3.809677872226805,434.01364137310907,2.6179659047647017,1.2478346040263624,4.890695680935046,6.8341537154314915,88.02165395973637,3
os76,5.608358338044387,746.7735247023813,3.324908314687267,20.77364517470665,61.72597519673106,3.1332999930908016,10.099933318381805,9.45820830642822,0.8822635428493804,0.5377916925077441,93.65724145955996,3.0,2.3833833430887728,4.316649996820426,9.188766636048262,86.54212509431393,3
os77,5.26884390957198,678.1137053701921,2.8224471183009108,29.936503351849193,83.55105763011242,0.4891137853009108,1.467341355289669,1.4028519314747123,0.29564551424297697,0.050158440787959335,23.933916825225285,2.7311560904280197,1.3224471183009108,3.053603209115868,6.298886857834482,82.61809263322226,3
os78,5.089204790934961,700.9833135956002,2.434899055416772,34.892322511396195,87.73774217653845,0.2968685560688038,0.6953028336520315,0.6790275974818119,0.2114235663460401,0.036619281309755884,8.061804654213757,2.63411619465956,1.048825708413008,2.699217139242788,6.147804837676878,82.0039143082978,3
os79,4.93381309972759,988.6630684517952,3.0,21.83109355478223,74.05779098508921,3.232853567173129,10.750599705031789,10.750599705031789,0.8498800580929224,0.7049688087680791,207.17266375031792,3.0,2.1501199419070773,4.8676261995544605,9.931356861257328,98.1136733431795,3
os80,4.318237866873373,1000.0552310647136,2.994968177947728,28.01131330633059,84.49743433828563,3.7930787566723954,10.010063643983779,9.994968177947726,0.9990146015133796,1.0080824549243723,205.5689939555106,2.9899363559256464,1.9748408897990208,3.711953065379877,9.409317348242423,81.23649563588316,3
os81,5.224476660802437,649.9848695289132,3.044283362947235,26.158632103123804,79.11433273452391,0.7109500299472347,2.132850089494844,2.0239934166441413,0.3843800120482659,0.08466630117867341,35.469401551359574,2.775523339197563,1.5442833629472348,3.319806702797937,6.477399788813576,82.92866337407665,3
os82,3.418788125568023,1716.3003106737808,2.5569698616550447,30.3788855691875,80.54908045071734,2.776363471344955,19.315146163220113,17.98605574886889,0.9327244942362356,3.1594894176384463,725.835560467271,2.2521214595680226,1.857575345776932,2.817577157666068,5.681098105174445,81.92424654223069,3
os83,4.393025360947638,957.7950183190258,2.7387681114324005,27.573731980112616,71.9663950801552,3.6790760834847616,10.823278974916954,10.489945640424018,0.974837275832575,2.1327284151869352,216.671195302882,2.4278985555676,1.5721014444324006,3.4030797215980737,7.964131083238253,85.74347822289182,3
os84,2.457990262390772,578.9155967137816,1.7082189766307148,31.00791647838824,49.567552081975506,2.0004574277291995,9.506403982203304,8.71416553110482,0.8453565908086257,0.7170831982117905,92.27774795243613,1.0821897648030303,0.7493138587815438,1.2483990040738309,6.781575555802957,86.88083220035688,3
os85,4.245079336073202,1484.735601189271,3.107830668715468,28.819554464466282,91.76455002894336,3.7450793360732018,15.290970203724378,14.500105985918525,0.9595255374665804,2.133911574199268,507.3065345689433,1.964056443689624,1.898694888344812,2.4346384446551883,6.973174429444097,90.1239855859688,3
os86,5.670809718495822,728.7868151793788,2.5,30.804351298707207,76.83842096566288,1.9665407225277585,6.574574938924828,5.787130039209588,0.5846558129622467,0.4636006662759718,58.91304577388482,2.8916509237722314,2.237413413259703,3.6790958234874713,8.712621768970168,87.90376522342899,3
os87,4.839737570758263,1258.6896466869514,3.4807872867636327,26.844231356389862,95.75086067214365,4.288503668807426,11.474383048890092,11.153858194252921,0.9757336962385048,1.5360513159719071,317.94002620789814,1.8781629972309992,1.8461418085165289,2.596063566181837,8.05743908794547,96.47422656052812,3
os88,4.817137028978667,970.9165930881302,3.0609543237956855,20.336323629920713,67.46935284914575,3.4714382852469785,11.26001359693553,11.138104950807062,0.8853984847964413,0.8986901044353093,223.29953522992733,2.634274057957335,2.1057123432043143,4.024730821097652,8.933536376394665,96.03796896242355,3
os89,4.452107480048257,941.0068417899311,3.132457724159733,19.3549517637548,58.84400373769542,3.9178985372490414,11.97947463431226,11.632457726913428,0.9745161369576149,1.2945292793274386,249.1012619251723,2.0410507313754795,1.9726328457359967,2.381225852951744,7.134163941499125,89.2692934984387,3
os90,4.768526877887924,980.8752633571156,2.8263951585027454,25.04499782368823,75.20593283277721,3.282403227882433,10.601860210318392,10.48612364804712,0.8822988011057075,1.3514593107620696,204.5857714621276,2.884263439117567,1.8773252642731024,4.652790317005492,9.444455636278905,94.3867767904314,3
os91,4.43917647881228,960.0377621058457,3.1058431458122797,22.289738106201053,68.02007708270378,3.93917647881228,11.270117747207127,11.058431458122802,0.9845645416193906,1.1450419516471897,231.52545348344154,2.3649411263964364,2.0,2.8199215017718755,7.981484172112242,86.18631413654595,3
os92,4.333333333,993.0444554596253,2.997649783838944,28.131218514943924,85.14081429222837,3.8317665222275297,10.000783405402688,9.999216594611417,0.9998794760926176,0.9261296512184668,199.6596160515168,2.9984331892275287,1.9968663784503584,3.6682334777724703,9.479778722942903,81.01331789156364,3
os93,5.333333333,744.6014144952956,3.566725603776696,21.350232306185184,67.30783715189716,2.1061677649344976,6.512453402258687,6.512453402258687,0.6515419413381618,0.2068801173923012,64.47892413589668,2.860616776618895,1.484875274338162,3.733392270776696,7.294839417091234,81.77876644843481,3
os94,4.199806627528893,580.6672762753002,2.711780450660447,24.844570901900422,70.63993750652861,1.2071842941131845,2.792815705886816,2.626149038886816,0.5517960735282961,0.2313034038094817,36.34240656755117,2.626149038886816,1.6952104703960003,3.3904209413776316,6.892078432713107,82.1592889980732,3
os95,3.8080308352884127,953.5088017594991,2.4124495835396345,30.57951362243921,77.04015418144206,2.7120462534326197,10.867069998531107,10.35863582913568,0.9599823728471472,2.15406919659006,215.93940118839862,2.8417674993954285,1.333333333,3.7373487511442063,7.955046299044392,87.94820289890943,3
os96,5.333333333,735.5655555501977,3.190231481132745,26.31881383584887,75.31689394414286,1.4216329964349423,4.390395620382395,4.390395620382395,0.4804082492646132,0.13386307532044234,44.25092171793515,2.7921632998305475,1.3137415822646132,3.356898148132745,6.851744088036032,81.91567340283295,3
os97,3.502337140419446,1616.5427869411817,2.6126692048336277,29.2556154810008,77.01217215478344,2.7206641281663724,17.504917506991955,16.34292512284487,0.9397052894704288,3.307974943554858,659.1912962930222,2.335670474419446,1.718326987746926,3.291021575268865,5.944424941404232,83.31673012253074,3
os98,2.67070949412951,553.7438209438495,1.7791253869266686,30.40521199129807,59.352636741957475,1.7168317852690689,5.535644991164981,5.097938592822581,0.7204732817087773,0.5232134272946619,49.23755672921324,1.7912538703151997,1.1747523222590206,2.241088752046131,6.99004040290692,83.2646052607983,3
os99,3.650535075069296,957.6611572876036,2.5448011611519314,28.680109662827572,77.99728496172759,2.581536527021309,11.024197386896057,10.568998545999591,0.9638053703006024,1.4800360663733425,221.7438103503328,3.0,1.5448011611519312,3.5528669571172835,8.143208128424194,88.28318142020349,3
os100,4.1116788150259085,981.6406317653476,2.8522303212767213,28.295823209789443,82.83929423127205,3.4269667167880518,10.332481776961137,10.184712097572897,0.9882502582481912,1.100568126870057,206.83349610710712,3.0,1.8522303212767213,3.629724247263767,9.04921994676443,83.36431485912915,3
os101,3.301143857764401,726.8530026258449,1.8669526307163151,21.474458756493995,53.407721037886645,2.5168096488329432,10.291309208043717,9.757689913176113,0.7973733081724228,1.9542142629507588,149.51199786350818,1.7339052623822009,0.7759293844897726,1.7927390333731448,7.826599430404625,86.07707323865759,3
os102,4.558315421812461,991.4793010347504,3.0,25.758173433096086,81.00449802680072,3.608351244525012,10.281227609750053,10.281227609750053,0.9437544777125164,0.8382911078202528,202.4789427975005,3.0,2.056245522287484,4.1166308442874495,9.652052853291094,87.41198952794916,3
os103,3.155356970647527,724.6972344033105,1.8310713937403629,21.23651997997826,52.38237915798314,2.495476121467154,10.353690783418164,9.846904968571394,0.7996160004016305,2.0053580931549617,152.51820693577008,1.65309503138789,0.6644047277267912,1.65309503138789,7.69690230366049,85.87631017615027,3
