username,video_stop_backward_seek_sum,qz_mean,watched_time_weekday,active_num_days,hw_mean,final_score
Y1050160,-0.579869113206,0.050928545819,-0.366754830507,-0.153909867163,-0.691227421661,30.0
Y1050161,-0.579869113206,0.538791157639,-0.966047830144,-0.485010085599,-0.691227421661,40.0
Y1050162,0.0545176089339,-0.134122789699,2.62971016768,0.508290569707,-0.691227421661,30.0
Y1050163,-0.579869113206,-1.6061220495,-1.56534082978,-1.31276063169,-0.691227421661,0.0
Y1050164,0.0545176089339,-1.6061220495,-1.16581216336,-0.816110304034,-0.691227421661,0.0
Y1050165,-0.579869113206,-1.6061220495,-1.16581216336,-0.816110304034,-0.691227421661,0.0
Y1050166,-0.579869113206,-0.218237033116,-0.566519163719,-0.153909867163,-0.691227421661,20.0
Y1050167,0.0545176089339,0.799545312232,1.23135983519,-0.153909867163,-0.0693654362856,30.0
Y1050168,1.95767777535,-1.101436589,0.23253816913,-0.319459976381,-0.196564478772,10.0
Y1050169,-0.579869113206,-1.6061220495,0.23253816913,-0.153909867163,-0.691227421661,0.0
Y1050170,-0.579869113206,-1.6061220495,1.63088850162,0.0116402420544,0.907240545584,10.0
Y1050171,-0.579869113206,-0.950030950846,-0.566519163719,0.673840678925,-0.436829336689,10.0
Y1050172,0.0545176089339,-0.82385958572,-0.966047830144,-0.816110304034,-0.691227421661,10.0
Y1050173,-0.579869113206,1.11076801288,1.03159550198,0.673840678925,-0.182431251716,70.0
Y1050174,-0.579869113206,1.11917943722,0.831831168767,2.3293417711,1.43073527144,80.0
Y1050175,0.0545176089339,-0.563105431126,-0.366754830507,0.839390788143,-0.436829336689,30.0
Y1050176,-0.579869113206,1.05188804248,-0.566519163719,1.50159122501,2.50966581649,90.0
Y1050177,0.0545176089339,-0.150945638382,-0.166990497295,0.508290569707,-0.182431251716,20.0
Y1050178,-0.579869113206,0.0341056971356,0.831831168767,-0.981660413252,-0.54282853876,20.0
Y1050179,5.12961138605,1.48928210825,-0.766283496931,1.99824155267,2.0130242216,95.0
Y1050180,0.0545176089339,0.54720258198,-0.966047830144,1.3360411158,-0.521628698346,40.0
Y1050181,-0.579869113206,0.160277062261,-1.56534082978,0.673840678925,-0.691227421661,20.0
Y1050182,1.95767777535,1.12759086156,-0.766283496931,1.83269144345,1.69728793181,90.0
Y1050183,-0.579869113206,-1.32854504622,-1.56534082978,-1.31276063169,-0.691227421661,10.0
Y1050184,-0.579869113206,-0.655631098885,-1.56534082978,-1.14721052247,-0.380296428804,10.0
Y1050185,1.32329105321,1.41357928918,0.432302502342,2.82599209875,2.70074704464,99.0
Y1050186,-0.579869113206,1.32105362142,-0.766283496931,1.66714133423,2.26035569321,85.0
Y1050187,-0.579869113206,-0.260294154825,-1.16581216336,-0.981660413252,-0.691227421661,20.0
Y1050188,-0.579869113206,0.765899614865,-0.366754830507,1.99824155267,0.609029456975,45.0
Y1050189,-0.579869113206,1.31264219708,2.03041716804,1.00494089736,1.96129661099,91.0
Y1050190,1.32329105321,1.19488225629,0.632066835554,1.50159122501,2.12948201149,90.0
Y1050191,-0.579869113206,-0.251882730483,1.03159550198,0.508290569707,-0.549895152119,40.0
Y1050192,-0.579869113206,0.631316825398,0.632066835554,0.508290569707,2.0130242216,70.0
Y1050193,0.0545176089339,-0.554694006785,-0.566519163719,0.673840678925,-0.662960967888,20.0
Y1050194,-0.579869113206,-0.470579763368,1.03159550198,0.839390788143,-0.238964159601,20.0
Y1050195,-0.579869113206,0.328505549096,-0.766283496931,2.3293417711,-0.16829802466,40.0
Y1050196,-0.579869113206,-1.14349371071,0.0327738359176,-0.153909867163,-0.691227421661,10.0
Y1050197,3.22645121963,0.858425282624,-0.166990497295,1.00494089736,1.48528952766,80.0
Y1050198,0.688904331074,-0.352819822584,0.23253816913,-0.153909867163,-0.691227421661,20.0
Y1050199,0.0545176089339,0.160277062261,-0.766283496931,0.34274046049,1.30155757729,30.0
Y1050200,0.0545176089339,-0.588339704152,0.23253816913,0.508290569707,0.0437003794839,30.0
Y1050201,0.0545176089339,0.715431068815,-0.566519163719,1.17049100658,1.78067397066,68.0
Y1050202,0.688904331074,1.00141949643,-0.566519163719,1.3360411158,1.94942470035,75.0
Y1050203,-0.579869113206,-0.958442375187,-0.566519163719,-0.981660413252,-0.691227421661,10.0
Y1050204,1.95767777535,1.16123655893,-0.366754830507,0.0116402420544,1.77389002172,90.0
Y1050205,0.0545176089339,1.21170510498,0.632066835554,0.34274046049,2.08142904011,88.0
Y1050206,-0.579869113206,1.12759086156,-0.366754830507,0.508290569707,0.679695591916,70.0
Y1050207,-0.579869113206,0.900482404333,2.23018150125,-0.650560194816,-0.691227421661,40.0
Y1050208,-0.579869113206,0.286448427387,1.23135983519,1.99824155267,1.57008888932,70.0
Y1050209,0.688904331074,0.950950950383,-0.166990497295,2.16379166188,2.20184413367,85.0
Y1050210,-0.579869113206,-0.218237033116,0.0327738359176,-0.485010085599,-0.691227421661,20.0
Y1050211,0.0545176089339,-0.38646551995,1.83065283483,-0.153909867163,0.220365716157,40.0
Y1050212,0.0545176089339,-0.891150980454,0.0327738359176,0.177190351272,-0.691227421661,20.0
Y1050213,-0.579869113206,-1.43789356267,-1.56534082978,-0.981660413252,-0.691227421661,10.0
Y1050214,0.0545176089339,-0.487402612051,-0.166990497295,1.00494089736,-0.556961765816,20.0
Y1050215,0.0545176089339,-0.00795142457303,0.23253816913,0.34274046049,-0.691227421661,20.0
Y1050216,-0.579869113206,-1.43789356267,-0.166990497295,-0.650560194816,-0.691227421661,10.0
Y1050217,-0.579869113206,-1.39583644096,-1.56534082978,-1.31276063169,-0.691227421661,10.0
Y1050218,-0.579869113206,-1.39583644096,-0.766283496931,-0.981660413252,-0.691227421661,10.0
Y1050219,-0.579869113206,0.109808516211,0.0327738359176,0.34274046049,-0.0693654362856,20.0
Y1050220,0.688904331074,-0.134122789699,-0.566519163719,0.177190351272,-0.691227421661,30.0
Y1050221,-0.579869113206,1.02665376946,-0.366754830507,0.508290569707,1.78321795151,80.0
Y1050222,-0.579869113206,0.328505549096,0.432302502342,0.508290569707,-0.691227421661,50.0
Y1050223,0.688904331074,-0.361231246925,1.03159550198,0.0116402420544,-0.578161606231,20.0
Y1050224,1.95767777535,1.37152216747,-0.966047830144,0.34274046049,0.495963641544,68.0
Y1050225,4.49522466391,0.648139674081,-0.366754830507,1.99824155267,1.71990109469,75.0
Y1050226,-0.579869113206,1.10235658853,0.0327738359176,-0.319459976381,-0.691227421661,40.0
Y1050227,-0.579869113206,-0.722922493619,0.432302502342,-0.319459976381,-0.691227421661,10.0
Y1050228,1.95767777535,0.479911187247,-0.966047830144,0.839390788143,0.989495926391,66.0
Y1050229,0.688904331074,1.63227632206,0.23253816913,1.99824155267,2.69141911486,99.0
Y1050230,-0.579869113206,-1.6061220495,-1.56534082978,-1.31276063169,-0.691227421661,0.0
Y1050231,-0.579869113206,-1.26966507583,-0.366754830507,-0.981660413252,-0.521628698346,10.0
Y1050232,0.688904331074,-0.849093858745,0.0327738359176,-0.319459976381,-0.691227421661,10.0
Y1050233,-0.579869113206,-1.22760795412,0.23253816913,-0.816110304034,-0.691227421661,10.0
Y1050234,-0.579869113206,-1.31172219754,-0.966047830144,-1.14721052247,-0.521628698346,10.0
Y1050235,-0.579869113206,-1.22760795412,0.23253816913,-0.816110304034,-0.627627900418,10.0
Y1050236,-0.579869113206,-0.807036737036,-0.966047830144,-0.981660413252,-0.182431251716,20.0
Y1050237,-0.579869113206,-1.6061220495,-0.966047830144,-1.14721052247,-0.691227421661,0.0
Y1050238,0.0545176089339,1.16123655893,0.23253816913,-0.650560194816,0.467697187772,40.0
Y1050239,-0.579869113206,-1.26966507583,-0.966047830144,-1.14721052247,-0.662960967888,10.0
Y1050240,-0.579869113206,-1.35377931925,0.23253816913,-0.650560194816,-0.479229017517,10.0
Y1050241,-0.579869113206,-0.0668313949651,0.432302502342,-0.485010085599,-0.415629496274,20.0
Y1050242,1.32329105321,-0.176179911407,0.0327738359176,-0.650560194816,-0.691227421661,20.0
Y1050243,0.0545176089339,-0.807036737036,0.23253816913,-0.816110304034,-0.691227421661,10.0
Y1050244,1.32329105321,-0.891150980454,0.23253816913,-0.816110304034,-0.691227421661,10.0
Y1050245,-0.579869113206,-1.05937946729,0.23253816913,-0.816110304034,-0.691227421661,10.0
Y1050246,-0.579869113206,-0.554694006785,-0.366754830507,-0.816110304034,0.915155152558,30.0
Y1050247,-0.579869113206,-0.0331856975982,0.23253816913,-0.650560194816,1.00475981149,30.0
Y1050248,-0.579869113206,0.118219940553,0.23253816913,-0.816110304034,0.114366514085,30.0
Y1050249,-0.579869113206,0.353739822121,0.23253816913,-0.816110304034,-0.352029975031,30.0
Y1050250,-0.579869113206,-1.6061220495,-0.366754830507,-0.981660413252,-0.337896747975,10.0
Y1050251,-0.579869113206,-1.6061220495,-0.366754830507,-0.981660413252,-0.691227421661,0.0
Y1050252,0.0545176089339,-1.16031655939,0.23253816913,-0.816110304034,-0.691227421661,10.0
Y1050253,0.0545176089339,-0.807036737036,0.0327738359176,-0.485010085599,-0.578161606231,10.0
Y1050254,-0.579869113206,-0.319174125217,0.23253816913,-0.816110304034,0.0154339253719,20.0
Y1050255,1.32329105321,1.24535080234,0.432302502342,0.508290569707,0.797566704619,40.0
Y1050256,0.0545176089339,0.488322611588,-0.366754830507,-0.816110304034,-0.373229815445,30.0
