username,video_backward_seek_avg,video_avg_count,qz_mean,final_score
Y9999989,-0.491276513497,-0.285372043853,0.883038403787,59.0
Y9999990,0.092642901988,0.357528726105,1.41814985217,63.0
Y9999991,-0.491276513497,-0.49110029024,0.883038403787,36.0
Y9999992,-0.336192539767,0.0917964078559,-0.521629148219,38.0
Y9999993,0.442339381806,0.29323864911,1.41814985217,49.0
Y9999994,-0.491276513497,-0.456812249176,0.240904665727,20.0
Y9999995,-0.491276513497,-0.045355756402,1.20410527282,57.0
Y9999996,-0.491276513497,-0.49110029024,1.36463870733,54.0
Y9999997,-0.491276513497,-0.148219879595,1.57868328669,58.0
Y9999998,-0.377661880773,0.0460790197128,1.03019405209,49.0
Y9999999,-0.223765696629,0.794701249677,1.71246114878,73.0
