username,video_backward_seek_avg,qz_mean,incomplete_rate,watched_time_hour,watched_time_weekday,mt_online_num_day,video_avg_count,mt_practice_sum,predict_score,real_score
Y1050180,-1.67679424158,0.321982251936,0.0446751024456,-0.635382080629,-0.28371807944,0.354435139312,0.449711018813,-0.0262462870657,35.478940724,40.0
Y1050181,-2.22584260618,0.487877346889,0.46446202506,-0.39041491932,-0.410922378577,0.292838851089,0.0977811681172,-0.0118944544933,24.3928284085,20.0
Y1050182,2.20332322647,1.19999893568,-0.222483493623,-0.0984964389703,-1.23169468065,0.219914435302,-0.484046650647,-1.08594419126,81.1948257054,90.0
Y1050183,-2.54741035328,0.375231557619,0.620771422195,0.115464179007,-0.0384630322109,0.0584941043841,-0.214696599148,0.0522819865613,5.61146017052,10.0
Y1050184,-2.49262473711,0.394423062457,0.594140932313,0.0292773696625,-0.101919068999,0.0984195056746,-0.161459646206,0.0413482225298,8.81124883328,10.0
Y1050185,2.53899395468,3.77612672368,-0.0240810377484,-0.500356915597,0.400578968906,-0.396142973876,0.281770010405,0.686658992998,92.7275186424,99.0
Y1050186,2.2071945015,0.970491001237,0.595504333665,0.648961219549,-1.06478718134,0.121592177511,0.893250636907,0.177218233173,78.7315956325,85.0
Y1050187,-2.38067152145,0.433640485388,0.539722105162,-0.146843501607,-0.231590100697,0.180006195268,-0.0526710901956,0.0190053134219,15.349947405,20.0
Y1050188,1.77851397332,-1.70041932382,-2.88508595134,1.01657545003,-0.495575862013,0.0524988544769,-0.887369774558,-0.0491300147116,43.3676840962,45.0
Y1050189,3.87980557433,0.123568205054,0.225804265169,-1.04794603995,0.454606233829,-0.663362471193,0.207003846953,0.0138572653866,82.9126350792,91.0
Y1050190,4.14287644505,-0.0254943570248,1.72174999377,0.406834583069,-0.787766376707,0.175715804736,0.328275621248,0.577252764245,84.6703921498,90.0
Y1050191,2.38182624783,-2.2927798836,-1.21065783213,1.53510696296,1.03486287704,2.05366671686,0.327418789051,0.264633700382,39.3119960928,40.0
Y1050192,5.12204221724,5.88433835349,0.131169347735,1.54931397494,1.94797048027,-0.552849305281,-0.344552777631,-0.388165862979,87.9648606742,70.0
Y1050193,-1.56023523576,-0.0939358040117,-0.0777753450744,0.220638200605,0.0515782550187,0.0294591972239,-0.0480785203915,0.0396722411261,15.1215744364,20.0
Y1050194,3.08317408712,-2.7801625963,0.782215417734,2.30778834576,-0.643221182587,-1.5857627129,0.63716590506,-0.081835762205,24.8061212297,20.0
Y1050195,0.761673386366,-0.350042356728,1.00235835882,-0.544416059454,-0.748162469629,-0.352733720838,-0.922215303011,-0.200884675711,42.544098737,40.0
Y1050196,-1.66060614059,-0.116075232682,-0.353182562787,0.502725978838,-0.0582038315547,-0.0556761401934,-0.423670745553,0.0360226627249,9.55418375539,10.0
Y1050197,5.12341414897,-0.87395569586,3.9554855091,-0.239604391741,0.352356789042,2.64563317072,-1.31094076776,-0.565455274081,75.6686568935,80.0
Y1050198,0.570500628621,-1.06226539332,0.317339003574,1.05527834198,-1.38867085018,-0.807586252073,-0.0945425492783,-0.156864643217,31.9475197304,20.0
Y1050199,0.0345555031796,2.21094893934,0.486055415155,0.85949126276,0.0452175962952,0.234540836302,-0.475236639627,-0.0188720941505,37.8656531261,30.0
Y1050200,2.01300057834,-2.12086167097,1.05840758436,1.77549500356,-0.976910595839,-0.18805739696,-0.0614667310564,0.000283985328781,29.6327753584,30.0
Y1050201,2.38907692768,1.40294392349,0.374921742446,0.139875412332,-0.606073463661,-0.192561636792,-1.21971982223,0.445470765325,66.2039788899,68.0
Y1050202,1.08191203941,0.580249512046,0.242562170934,-1.46976274952,-0.740235438004,-0.552486424899,-1.30625225492,-0.206201183425,61.2823504999,75.0
Y1050203,-2.05540204033,-0.0015863071184,-0.27217434427,0.697641234039,0.0535341669335,0.279649263904,-0.138641828381,0.0859147002644,6.78859018275,10.0
Y1050204,0.632882243875,0.156683364618,-0.292940430235,-0.627603005457,-0.749660402615,0.858553300339,0.586641362002,-0.25877886772,70.8630601234,90.0
Y1050205,2.14273643877,0.3701755713,0.542795949833,-0.358421675502,-1.02106855796,-0.774166473054,0.581477064339,0.469518306458,76.4955988498,88.0
Y1050206,0.403670272114,-0.493556127974,-1.34059384888,-0.567773994013,-0.765240589531,0.611506481418,0.614437399262,-0.106782563174,66.3102573717,70.0
Y1050207,3.60033860182,-2.81002112086,0.682700116223,-0.858438023657,1.81428867112,1.91406150241,-1.4101034047,0.395486240611,43.9092961711,40.0
Y1050208,2.49251224217,0.501796549329,-1.38591622046,0.513525615509,0.157780468282,0.0730650155351,-0.187684006261,0.76997862502,65.8176642589,70.0
Y1050209,1.50112153667,1.84886614039,-1.80328972916,0.919646686905,-0.411252077902,1.26621052082,0.358910871601,-0.00564059012332,79.0917919004,85.0
Y1050210,-0.901241706219,-0.411000233668,-0.912610211319,0.241892744904,0.314999177374,-0.031996277305,0.102663464517,0.0382444841767,21.1667237709,20.0
Y1050211,1.49596371656,-1.83380989367,0.211677469831,0.298850793784,1.07585755101,-0.312039851015,-0.174205794328,0.137692933286,20.1089436457,40.0
Y1050212,-0.862465987755,-0.511950713899,1.1913915757,0.9733417331,-0.842984170202,-0.380500794898,0.217382523291,-0.0371264157532,16.3646598207,20.0
Y1050213,-2.54741035328,0.375231557619,0.620771422195,0.115464179007,-0.0384630322109,0.0584941043841,-0.214696599148,0.0522819865613,5.61146017052,10.0
Y1050214,0.0408542663635,-0.637989794035,0.216173218561,0.964832819545,-1.08372502349,-0.47072591658,-0.628033128854,-0.171436969007,24.7487031366,20.0
Y1050215,-0.96189867576,-0.241068714213,0.170998304859,-0.56130809532,0.396389937291,-0.701947231897,-0.311695688848,-0.0137911293839,17.2842193109,20.0
Y1050216,-1.19922717084,-0.393584704635,-0.368058077564,0.426741748561,0.407572827094,-0.335442851332,-0.159998951576,0.0549577045125,8.59747583304,10.0
Y1050217,-2.54741035328,0.375231557619,0.620771422195,0.115464179007,-0.0384630322109,0.0584941043841,-0.214696599148,0.0522819865613,5.61146017052,10.0
Y1050218,-2.54741035328,0.375231557619,0.620771422195,0.115464179007,-0.0384630322109,0.0584941043841,-0.214696599148,0.0522819865613,5.61146017052,10.0
Y1050219,0.289116454284,-1.02748857337,-2.24878617022,1.05319655724,-0.585943216002,-0.10340494051,-1.06285274316,-0.0450179562536,27.0917738479,20.0
Y1050220,0.148114751359,-1.00015037461,1.39883475758,0.242562557206,0.184899412632,0.281919103658,0.588387735231,0.0984917289148,27.0161177871,30.0
Y1050221,2.30730487031,0.578911753203,-2.93905209022,1.05738455297,0.0165780311987,0.422260068573,0.614353965028,-0.196784991767,73.5450902764,80.0
Y1050222,0.856040381444,-0.954822612073,-1.60344800956,-0.044924321668,-0.473417480817,-0.38687941323,-0.106958347636,-0.122563192947,47.7315763293,50.0
Y1050223,0.554429016652,-1.18846241405,-0.570369859974,0.0716114043136,0.61691621591,-0.867284505825,-0.680712662264,0.0156437113116,17.1177452854,20.0
Y1050224,1.37762712982,-1.03967386636,-1.16803354253,-0.400063357799,-0.695461020578,0.309974383098,0.524255712764,-0.112165972598,67.3237898573,68.0
Y1050225,2.73333584305,2.96625984726,0.907305845519,1.00676821113,-0.393230433576,-0.166943572546,0.459343994278,0.0649163801362,80.2094927551,75.0
Y1050226,0.635873012206,-1.15525686514,-0.499645427938,-0.286428254617,1.02917661938,1.22517751344,0.624031055071,0.199518476694,41.6521548717,40.0
Y1050227,-0.170278494724,-0.883107320755,-0.947448361723,0.54391669997,0.354665210422,-0.398001570519,-0.293904218095,0.0333235325104,16.8074136008,10.0
Y1050228,1.92743158166,-0.21360257034,-0.173046681653,0.210466804613,-0.600065513806,-0.139291988769,-0.371736132236,-0.0376912780209,57.4782722666,66.0
Y1050229,2.59100517059,3.761920726,0.243257666908,-0.727975939612,0.361276872539,-0.0323500576388,0.712522809056,1.2474459193,101.79528784,99.0
Y1050230,-2.54741035328,0.375231557619,0.620771422195,0.115464179007,-0.0384630322109,0.0584941043841,-0.214696599148,0.0522819865613,5.61146017052,0.0
Y1050231,-1.88237209443,0.00264124453455,0.43559356048,-0.152657456141,0.703081109652,-0.39473244845,-0.0627783032644,0.0761393005012,3.82019698092,10.0
Y1050232,-0.269612733078,-1.0452130199,1.53918699036,1.04096883619,0.221216014015,-0.482892650361,0.632836349034,0.0827117960984,7.6910982186,10.0
Y1050233,-1.46923483356,-0.327598413583,-0.116905266182,0.627615700946,0.414431498678,-0.152795425118,0.0941045294508,0.0842061519511,6.06486987768,10.0
Y1050234,-2.21585992111,0.192067514786,0.520680622179,-0.018662280796,0.322985366186,-0.185323020894,-0.141507779467,0.0614435228444,4.72626758395,10.0
Y1050235,-1.58569351062,-0.25339372589,-0.41009861806,0.509935725162,0.512658094462,-0.0830635550214,-0.0835021648836,0.0924326566627,5.64328441661,10.0
Y1050236,-0.577976265476,3.20969311803,0.329398968197,1.35496383341,1.10524689289,0.148120390934,-0.402124837715,-1.3882034987,18.9597339803,20.0
Y1050237,-2.54741035328,0.375231557619,0.620771422195,0.115464179007,-0.0384630322109,0.0584941043841,-0.214696599148,0.0522819865613,5.61146017052,0.0
Y1050238,-0.222001681335,0.141484714014,-1.43897242739,0.218144055019,-0.459463355884,0.830237519739,0.658198870609,-0.0614991085988,53.9686830191,40.0
Y1050239,-2.54741035328,0.375231557619,0.620771422195,0.115464179007,-0.0384630322109,0.0584941043841,-0.214696599148,0.0522819865613,5.61146017052,10.0
Y1050240,-1.70443563585,-0.142901585528,0.119749318635,0.186318747177,0.595227390457,-0.25242565656,-0.0363167716356,0.0839443650748,4.77950122191,10.0
Y1050241,1.77484227554,-2.05022496804,-0.0708090851993,0.531952016956,0.774495356954,0.675842168194,-1.27973314762,0.218814977256,21.4453414511,20.0
Y1050242,-0.755051491462,-0.545949066885,0.779942163244,0.426394747945,-0.102873530302,-0.0355542375891,0.159632902814,0.0423432196216,18.2961480421,20.0
Y1050243,-1.74038657841,-0.109013214202,0.296003364063,0.00675059715032,0.691064571613,-0.23361628812,-0.111831657647,0.0942601260384,4.278335798,10.0
Y1050244,-1.60332283961,-0.208995072461,0.30190414393,0.195924837935,0.605982374559,-0.198111724813,-0.0354836077609,0.095166007109,4.86251524758,10.0
Y1050245,-1.60197504585,-0.22917802639,-0.106641100189,0.413147788915,0.517655621283,-0.172730390725,-0.00837711313145,0.0865503295833,5.41386932011,10.0
Y1050246,-0.331829523334,2.32416022172,0.201200236191,0.805803097943,1.00330282306,-0.0640232751734,-0.046705771773,-1.110375894,25.04967393,30.0
Y1050247,-0.446482149742,0.0564970893338,-0.465188778595,1.23438959201,-0.0293445025846,0.141728984205,0.425644542662,0.266335098772,25.0443479756,30.0
Y1050248,-1.38214667445,0.156209643251,-0.0193678829231,-0.214881681831,0.334582746507,-0.0631486545099,0.210826421104,-0.0508712080843,21.4520066687,30.0
Y1050249,-1.42607110181,0.0233189011324,-0.0652274171172,-0.430811396574,0.235149378027,-0.00630787437086,0.275954523744,0.0156826921855,24.7052353837,30.0
Y1050250,-2.22206954678,0.191765777688,0.527048214037,-0.0164059074855,0.335198366418,-0.163899293325,-0.128990534934,0.0648011609009,4.71024734761,10.0
Y1050251,-1.88366655944,0.00191933623347,0.438682467135,-0.152100492139,0.707955395106,-0.386006163098,-0.0591896126098,0.0775216190973,3.81417461354,0.0
Y1050252,-1.45479901693,-0.345213395674,-0.21713958996,0.620785946234,0.465234794352,-0.0509382303469,0.0114168265746,0.098072670055,6.01363160747,10.0
Y1050253,-1.01074840045,-0.600436600242,-0.786851509915,1.03742991848,0.237135074941,0.392274650818,0.090770579572,0.112873608568,13.1551609968,10.0
Y1050254,-1.21195862992,-0.11712788629,-0.625681955918,0.485579863232,0.335407056522,0.177729606398,0.0565419704229,-0.00557949683964,16.6544225318,20.0
Y1050255,0.269069144919,0.798681415928,0.346491697893,-0.285123825677,-0.226134050732,-0.464196256475,0.12511255422,0.084326148628,47.1076605624,40.0
Y1050256,-1.23001312815,0.40497341452,-0.330327676167,0.237509196469,-0.23503680961,0.481319190076,0.251219783799,-0.0827318734453,31.6669938048,30.0
Y1050257,-0.583891309157,-0.155757404519,-0.783872864908,-0.450958336177,-0.44400629433,0.649158563186,0.720731647133,-0.0426906174938,51.6244957632,40.0
Y1050258,-0.885510566172,-0.726124219983,0.597645128922,1.1562851443,0.141362568621,-0.0882874482748,0.478492682422,0.0938329445206,7.8652091771,10.0
Y1050259,3.58042766895,2.0316504815,0.128547983016,0.14076491342,1.07657822056,0.0869629015358,1.03737131177,-1.54177391185,82.5232876946,80.0
Y1050260,3.06284256749,-2.19406573411,0.440131687339,-0.309892161633,0.46590953196,-1.00405510698,0.800399140228,-0.051351748651,50.8952283351,50.0
Y1050261,-0.984464909905,1.96914181184,0.231570594,-1.01262932938,-0.875122898933,0.774374032291,0.628342304249,-0.0851042926576,69.1107898949,82.0
Y1050262,0.370854266968,-0.334432186208,-1.31337035211,-0.965446201594,0.381982452026,-0.182293070803,0.864276276496,-0.153072316017,54.7765775654,50.0
Y1050263,-1.0183412893,-0.045673746816,1.28858810048,-0.667093172623,-0.460796687055,1.12974261836,0.306385365274,0.0543100917909,41.6770097431,40.0
Y1050264,0.0983718040774,-0.364347427533,-0.213194555162,-1.60675438497,0.463716035452,-0.462733735342,0.515757371574,-0.0748936491162,48.5721755048,40.0
Y1050265,-1.12506089625,-0.132147045532,0.420310657913,-0.711909657333,0.54765962476,-0.2273692161,0.26950562512,0.0312180920726,22.990260121,20.0
Y1050266,0.743972640022,-0.644799367883,-0.000381959940347,-1.54817425075,-0.00804610980938,-0.69367196296,-0.164345636563,-0.128407331016,50.6767748176,40.0
Y1050267,-0.669256299299,-0.0270735176649,-0.0935495918821,-0.0231574152959,-0.710476431166,0.256695081193,-0.0137939423954,-0.136859233849,38.5659817602,30.0
Y1050268,-0.029708371137,-0.224775412166,-1.10310247522,-0.66185583213,-1.09458030175,0.481778027728,0.216864916794,-0.145117728017,63.0982581461,60.0
Y1050269,-2.42831118769,0.416952220311,0.562879052886,-0.0718984500029,-0.176410938272,0.145288455016,-0.0989640927534,0.0285129343188,12.5675224809,10.0
Y1050270,0.110299539662,0.377353191867,-0.666902682775,-0.306632140055,0.538191572499,-0.568786405065,0.00663638029844,0.104494338292,36.2414033146,40.0
Y1050271,-2.54741035328,0.375231557619,0.620771422195,0.115464179007,-0.0384630322109,0.0584941043841,-0.214696599148,0.0522819865613,5.61146017052,0.0
Y1050272,-2.54741035328,0.375231557619,0.620771422195,0.115464179007,-0.0384630322109,0.0584941043841,-0.214696599148,0.0522819865613,5.61146017052,0.0
Y1050273,-0.449608201248,0.56278076869,-1.03500192722,0.24875834739,-0.0655740286529,0.352642801081,0.206272149838,0.0673078352983,41.297616657,40.0
Y9999986,2.07343324617,-0.994232277634,0.970988624119,-0.222156630784,-0.477234199632,-0.559251003728,0.989899460041,-0.220782222058,60.2614615634,58.0
Y9999987,-1.99240824161,0.569649845767,0.350992981214,-0.75764567218,-0.681300274457,0.462955778327,0.32461688065,-0.0584817968884,38.0267105367,27.0
Y9999988,1.47755312989,-1.3758677405,-1.3428408446,-0.851316151676,1.22460380731,-1.21211231724,0.0711874004135,-0.0336877582668,35.9944538153,33.0
Y9999989,0.518402792634,-0.33442114263,-0.447941187265,-2.16637682082,0.24517992219,-1.2442549315,0.283672081907,-0.201883422393,55.8384393331,59.0
Y9999990,1.50318905483,-0.852063347721,0.371889564459,-1.86660553652,-0.469953992458,-0.316798907756,-0.366098117646,-0.155216427337,65.7997156898,63.0
Y9999991,0.252014015665,-0.561701732299,0.0522821877081,-1.58728581113,0.811834545026,0.0848188619073,0.323209232929,0.0274046476788,45.7875066501,36.0
Y9999992,0.775676839648,-0.774427228824,-0.0559669356755,-1.5781531511,0.473986658793,-1.66121088672,-0.652248633242,-0.146869409134,34.7887012263,38.0
Y9999993,1.87702039236,-1.43134872937,1.49179306556,-1.58173721902,0.804992007109,1.18577823573,0.574415837284,0.151564144456,61.4964126259,49.0
Y9999994,-0.61272612658,-0.380502264312,-0.637248183102,-0.223195548293,0.0515977419127,-0.425068399799,-0.199427280441,-0.0388311045519,26.4567538766,20.0
Y9999995,1.28389946843,-1.03264940854,-1.71093682731,-1.08779315365,0.632323821467,-0.344915757993,0.579066584372,-0.0631303966577,56.8805280011,57.0
Y9999996,-1.59699901184,0.708162445906,0.158790315106,-1.37968960049,-1.13928732258,0.751113022424,0.70884880188,-0.137395050333,61.1208374071,54.0
Y9999997,-0.110346565772,0.00581086999613,-0.454440947323,-1.45206455593,-1.090290323,0.0532276884479,0.00329447851333,-0.201284672668,65.1203324353,58.0
Y9999998,0.309406892374,-0.662209108765,-0.122209644278,-0.96743137404,0.197504005295,0.717012969724,0.0301350959083,0.0445115479418,48.581820535,49.0
Y9999999,2.55326600727,-1.37358265517,-0.23381440121,-1.9294977583,-0.405007770669,0.515328792002,-1.01434144596,-0.0821989614459,76.5692052809,73.0
