username,forum_num_days,forum_avg_count,forum_sum_count,video_forward_seek_sum,video_forward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,qz_mean,final_score
Y1050160,-0.253192712774,0.420635780315,0.99002859964,-0.678381296473,0.321619796188,0.488748523213,-0.0194744135605,-0.00628063324775,30.0
Y1050161,-0.11357039089,-0.724567015813,0.109278783054,-1.080395866,0.115977162489,-0.00754199295886,-0.0234007216593,-0.00611173631584,40.0
Y1050162,-0.485699155337,2.31776096283,1.4584048363,0.678347781706,-0.256941610721,-0.694846082781,0.015868430253,0.00897645779575,30.0
Y1050163,-0.420741550268,-1.60872387191,0.334152713766,1.36772815888,-0.12567768002,-0.0484798922507,0.0043375219217,0.00244047702824,0.0
Y1050164,-0.421831901597,-0.936194932075,-0.726381596342,1.71426666759,-0.0637780999219,-0.0250107007564,0.0148982318452,0.00590109954453,0.0
Y1050165,-0.432170114635,-1.49860419696,0.41461690823,1.39140005417,-0.100615804972,0.0158029526372,0.00445132852884,0.00229554797871,0.0
Y1050166,-0.115263095535,-0.716618665507,0.117335156443,-1.07765491031,0.131164589526,0.0482851196119,-0.0236487352757,-0.0063489494501,20.0
Y1050167,-0.0698695919283,0.184143441428,-1.32176610231,-1.00201183746,0.531993904985,-0.0784040208852,-0.019433838409,-0.00497795740794,30.0
Y1050168,-0.331874883329,1.39312317426,-2.91127826686,1.64116429246,-0.640852786187,0.237741531237,0.0443631079116,0.0166577544493,10.0
Y1050169,-0.671050799829,0.995697003538,2.1854127133,1.90381291236,0.158945806835,0.293004880979,0.012930152257,0.00423495933385,0.0
Y1050170,-0.429631057663,-1.51052672245,0.402532348117,1.38728862062,-0.123396945544,-0.067937716268,0.00482334895363,0.00265136768026,10.0
Y1050171,-0.423845806485,-1.57475873924,0.357880761132,1.37452895249,-0.124434172405,-0.0534706465639,0.00449685604527,0.00250571584399,10.0
Y1050172,-0.354897595316,-0.5557810684,-0.485672076121,1.03370460939,-0.144813882928,0.0269615593916,0.00932924029309,0.00436787430377,10.0
Y1050173,-0.134237807178,-0.108593913203,0.462072766237,-1.19613797691,0.152022230676,-0.103686831525,-0.0233038871782,-0.00576669259302,70.0
Y1050174,-0.0847747986004,-0.151822233987,0.33367373724,-1.52119146092,0.199173047238,0.0127734601322,-0.0278191401276,-0.00748822892389,80.0
Y1050175,-0.294336038893,-0.61435417971,-0.395441058598,0.569762564302,-0.33706013208,0.0394917570053,0.00645376295145,0.00383212454272,30.0
Y1050176,-0.235544976367,0.476564872102,0.975060817724,-0.759821470669,0.160389473297,-0.163272701224,-0.0169296800139,-0.0036089340405,90.0
Y1050177,-0.237159160218,-0.277488920839,0.601441901536,-0.43351568314,0.0945701566666,-0.0841528923485,-0.0146665112677,-0.00319084524235,20.0
Y1050178,-0.122366797854,0.147816074571,0.564515357845,-1.38348952498,0.179897910908,-0.127888240532,-0.024989461769,-0.00619693782166,20.0
Y1050179,-0.346778842802,5.16461479462,-0.825455451528,0.372587014301,-1.92656896941,-1.05633882329,0.0648687112175,0.0295686974246,95.0
Y1050180,-0.140504220324,-0.337844456763,-0.725459767225,-0.540080472439,-0.126488411717,0.0385717503386,-0.00768368933848,-0.00067865051949,40.0
Y1050181,-0.119462375809,-0.908613321366,0.0296921789906,-0.959099522428,0.0842077600095,-0.0380953130571,-0.0220951441253,-0.00563472964201,20.0
Y1050182,-0.126668677939,-0.265963941713,-0.526447612167,-0.726222001978,-0.276116022293,0.0427075092963,-0.00767079382576,-0.000387409322944,90.0
Y1050183,-0.356598242157,-1.45966807728,0.269332083781,0.872339039637,-0.0809923927878,-0.0462689818418,-0.00129007794637,0.000721239479087,10.0
Y1050184,-0.245805255421,-1.20220806837,0.157369177445,0.0166669245738,-0.0038087148415,-0.0424501365899,-0.0110104777185,-0.00224835265126,10.0
Y1050185,7.77450243536,-0.458088059721,0.551527266207,-0.289702499809,0.297041952021,-0.00762304239537,1.29103320964,-0.2047282745,99.0
