username,video_stop_backward_seek_avg,watched_time_hour,qz_mean,final_score
Y1050160,-0.468961189572,0.360676267195,-0.0264823802136,30.0
Y1050161,-0.468961189572,-1.10315487633,0.475702017009,40.0
Y1050162,-0.468961189572,1.60258377483,-0.361271978466,30.0
Y1050163,-0.468961189572,-1.10315487633,-1.30286772326,0.0
Y1050164,-0.468961189572,-1.10315487633,-1.30286772326,0.0
Y1050165,-0.468961189572,-1.10315487633,-1.30286772326,0.0
Y1050166,-0.468961189572,-1.01036635716,-0.465893727783,20.0
Y1050167,-0.468961189572,-0.404781471956,0.747718565295,30.0
Y1050168,-0.468961189572,-0.572513144482,-1.04131334972,10.0
Y1050169,-0.468961189572,-0.139549558638,-1.30286772326,0.0
Y1050170,-0.468961189572,-0.227229458186,-1.30286772326,10.0
Y1050171,-0.468961189572,-0.133005312425,-0.486818077772,10.0
Y1050172,-0.468961189572,-0.43282466942,-0.32988545364,10.0
Y1050173,-0.468961189572,0.387531730474,1.03019728873,70.0
Y1050174,-0.468961189572,0.425176364531,1.04065946388,80.0
Y1050175,0.0580822742843,2.16186089918,-0.424045028119,30.0
Y1050176,-0.468961189572,1.0979603476,1.16620556319,90.0
Y1050177,0.268899664252,0.418376389514,-0.486818077772,20.0
Y1050178,-0.468961189572,-0.668386258368,-0.25665022915,20.0
Y1050179,2.85864658142,1.46182257432,1.73116301006,95.0
Y1050180,-0.468961189572,-1.10315487633,0.433853317031,40.0
Y1050181,-0.468961189572,-1.10315487633,0.109525893929,20.0
Y1050182,1.80972673831,1.47382479609,1.26036513767,90.0
Y1050183,-0.468961189572,-1.10315487633,-1.30286772326,10.0
Y1050184,-0.468961189572,-1.10315487633,-1.06223769958,10.0
Y1050185,0.493466013957,0.0824107627812,1.40683558665,99.0
Y1050186,-0.468961189572,-0.006573631846,1.29175166249,85.0
Y1050187,-0.468961189572,-1.10315487633,-0.570515477414,20.0
Y1050188,-0.468961189572,1.87606641933,0.674483340804,45.0
Y1050189,-0.468961189572,1.80889285414,1.6160790856,91.0
Y1050190,1.09899312481,1.76164734874,1.15574338804,90.0
Y1050191,-0.468961189572,-0.482800414357,-0.036944555365,40.0
Y1050192,-0.468961189572,1.19899193971,0.433853317031,70.0
Y1050193,-0.468961189572,-0.566594818543,-0.936691600179,20.0
Y1050194,-0.468961189572,2.53010046818,-0.570515477414,20.0
Y1050195,-0.468961189572,1.62233640151,0.266458518061,40.0
Y1050196,-0.468961189572,-0.222727840491,-1.09362422441,10.0
Y1050197,2.21760909795,1.49398108193,1.08250816355,80.0
Y1050198,3.22034307956,2.00695012179,-0.476355902934,20.0
Y1050199,-0.468961189572,0.087822051893,-0.0474067302025,30.0
Y1050200,-0.468961189572,0.448642289366,-0.507742427761,30.0
Y1050201,0.145922852823,1.70668338306,0.590785941163,68.0
Y1050202,0.484109082413,1.17916756806,0.894189014589,75.0
Y1050203,-0.468961189572,-1.07146187206,-1.30286772326,10.0
Y1050204,3.01910830326,-0.892393079448,1.12435686321,90.0
Y1050205,-0.468961189572,0.739328806409,1.20805426285,88.0
Y1050206,-0.468961189572,-0.780378148206,1.15574338804,70.0
Y1050207,-0.468961189572,0.727197016194,0.768642915284,40.0
Y1050208,-0.468961189572,0.0767667475266,0.266458518061,70.0
Y1050209,0.760806902597,-0.225597197573,0.936037714253,85.0
Y1050210,-0.468961189572,-0.280127247053,-0.152028479519,20.0
Y1050211,0.145922852823,0.339830066763,-0.832069850862,40.0
Y1050212,-0.468961189572,0.180569444455,-1.04131334972,20.0
Y1050213,-0.468961189572,-1.10315487633,-1.30286772326,10.0
Y1050214,0.201821405485,1.748135394,-0.277574578825,20.0
Y1050215,-0.0349253962427,0.576277996535,-0.308961103651,20.0
Y1050216,-0.468961189572,-0.116396406335,-1.09362422441,10.0
Y1050217,-0.468961189572,-1.10315487633,-1.30286772326,10.0
Y1050218,-0.468961189572,-1.10315487633,-1.30286772326,10.0
Y1050219,-0.468961189572,1.96593983327,-0.00555803053862,20.0
Y1050220,0.590169223677,-0.565168600238,-0.152028479519,30.0
Y1050221,-0.468961189572,-0.170344270438,1.00927293906,80.0
Y1050222,-0.468961189572,-0.0991068276907,0.0886015439405,50.0
Y1050223,0.872604000544,1.95565201567,-0.434507202957,20.0
Y1050224,2.03449527666,-0.329570972352,1.45914646146,68.0
Y1050225,3.26133534511,-0.151879538712,0.664021165967,75.0
Y1050226,-0.468961189572,-0.763572755759,1.01973511389,40.0
Y1050227,-0.468961189572,0.802626955721,-0.570515477414,10.0
Y1050228,1.21895579678,0.366209264725,0.329231567714,66.0
Y1050229,0.307734446809,0.266841891423,1.67885213525,99.0
Y1050230,-0.468961189572,-1.10315487633,-1.30286772326,0.0
Y1050231,-0.468961189572,-0.705594270173,-1.30286772326,10.0
Y1050232,1.37569094499,-0.354146662448,-1.30286772326,10.0
Y1050233,-0.468961189572,-0.70653473433,-1.30286772326,10.0
Y1050234,-0.468961189572,-0.886884641738,-1.30286772326,10.0
Y1050235,-0.468961189572,-0.688007531309,-1.30286772326,10.0
Y1050236,-0.468961189572,-0.895405571344,-1.30286772326,20.0
Y1050237,-0.468961189572,-1.10315487633,-1.30286772326,0.0
Y1050238,-0.468961189572,-0.702611779451,1.1452812132,40.0
Y1050239,-0.468961189572,-1.10315487633,-1.30286772326,10.0
Y1050240,-0.468961189572,-0.699104885601,-1.30286772326,10.0
Y1050241,-0.468961189572,1.07190232026,-0.25665022915,20.0
Y1050242,3.33214017751,-0.12795200582,-0.465893727783,20.0
Y1050243,0.45336487771,-0.68385392601,-1.30286772326,10.0
Y1050244,3.95820393338,-0.674663995931,-1.30286772326,10.0
Y1050245,-0.468961189572,-0.702994100724,-1.30286772326,10.0
Y1050246,-0.468961189572,-0.623957161149,-0.570515477414,30.0
Y1050247,-0.468961189572,-0.589593411922,-0.392658503293,30.0
Y1050248,-0.468961189572,-0.705786242727,-0.0997176050178,30.0
Y1050249,-0.468961189572,-0.726297745506,0.214147643246,30.0
Y1050250,-0.468961189572,-0.922830041029,-1.30286772326,10.0
Y1050251,-0.468961189572,-0.717876811202,-1.30286772326,0.0
Y1050252,-0.468961189572,-0.706049057367,-1.30286772326,10.0
Y1050253,-0.468961189572,-0.723011236495,-0.884380725678,10.0
Y1050254,-0.468961189572,-0.691814019596,-0.570515477414,20.0
Y1050255,1.08874505657,0.768048216756,1.24990296252,40.0
Y1050256,-0.468961189572,-0.902057361378,0.412928967356,30.0
Y1050257,-0.468961189572,-0.701721214237,1.26036513767,40.0
Y1050258,-0.468961189572,-0.674421093578,-1.30286772326,10.0
Y1050259,-0.468961189572,-0.386527709488,1.78347388457,80.0
Y1050260,-0.00779815593216,1.12540889664,0.433853317031,50.0
Y1050261,-0.468961189572,-1.10315487633,0.862802489763,82.0
Y1050262,-0.468961189572,-0.0590904666195,1.4172977618,50.0
Y1050263,-0.468961189572,-0.96834989331,1.20805426285,40.0
Y1050264,0.201821405485,0.0364978604525,1.21851643769,40.0
Y1050265,4.56190826966,-0.447313113472,0.161836768745,20.0
Y1050266,0.145922852823,1.12357084476,1.16620556319,40.0
Y1050267,-0.468961189572,-0.0166967585127,0.967424239079,30.0
Y1050268,0.145922852823,-0.151560997767,1.09297033839,60.0
Y1050269,-0.468961189572,-1.10315487633,-0.779758976047,10.0
Y1050270,-0.468961189572,0.644018380435,0.684945515642,40.0
Y1050271,-0.468961189572,-1.10315487633,-1.30286772326,0.0
Y1050272,-0.468961189572,-1.10315487633,-1.30286772326,0.0
Y1050273,-0.468961189572,-0.830655285338,0.465239841857,40.0
Y9999986,0.760806902597,0.760816967603,0.664021165967,58.0
Y9999987,-0.468961189572,-1.10315487633,-0.277574578825,27.0
Y9999988,-0.468961189572,1.65733616909,0.507088541835,33.0
Y9999989,-0.468961189572,0.819279896772,1.13481903836,59.0
Y9999990,-0.468961189572,1.54800657492,1.39637341181,63.0
Y9999991,0.585125745519,0.301138904622,0.925575539416,36.0
Y9999992,0.45336487771,2.47991501632,0.507088541835,38.0
Y9999993,0.0580822742843,-0.426222819916,1.39637341181,49.0
Y9999994,-0.468961189572,0.637258263408,-0.832069850862,20.0
Y9999995,-0.468961189572,0.0980391465348,0.862802489763,57.0
Y9999996,-0.468961189572,-1.10315487633,1.24990296252,54.0
Y9999997,0.382416715849,0.695401998464,1.26036513767,58.0
Y9999998,-0.468961189572,0.183018695877,0.360618092541,49.0
Y9999999,0.145922852823,2.39064938028,1.83578475938,73.0
