username,video_backward_seek_avg,problem_num_days,watched_time_weekday,qz_mean,watched_time_hour,final_score
Y1050160,-1.39623397765,-0.00532136983309,-0.122385108292,-0.105072384337,0.028491725609,30.0
Y1050161,-1.18402922515,-0.172079185845,-0.261556744115,-0.400891159189,0.19853426842,40.0
Y1050162,0.886763548857,0.44453710421,-0.938871289781,0.272434435766,-0.112332318707,30.0
Y1050163,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,0.0
Y1050164,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,0.0
Y1050165,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,0.0
Y1050166,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,20.0
Y1050167,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,30.0
Y1050168,-1.49930485743,0.0756752836585,-0.0547874566063,0.0386110205915,-0.0541003666135,10.0
Y1050169,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,0.0
Y1050170,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,10.0
Y1050171,1.03940745331,-0.562165595728,0.777292843525,1.86101936468,-0.276834459702,10.0
Y1050172,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,10.0
Y1050173,1.52782011419,-1.31677547703,-0.281990826408,-0.727484243496,0.0145412258205,70.0
Y1050174,0.627595969892,-1.62913566071,-1.59779576288,0.350911013543,0.789458663723,80.0
Y1050175,0.848690619606,-0.519390356043,0.27145494504,-0.258154009618,-0.627086771199,30.0
Y1050176,2.85555704802,-1.80492649035,-0.662405098771,0.677381123581,-1.04012994156,90.0
Y1050177,0.423315792452,0.434577421643,1.41284237149,0.415797676877,-0.52454290853,20.0
Y1050178,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,20.0
Y1050179,3.4646573263,-1.50793562984,-0.599884421539,-0.188638606324,-1.56221579711,95.0
Y1050180,-0.5859203246,0.0413123927602,0.830836295283,-0.129051427158,0.74793503286,40.0
Y1050181,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,20.0
Y1050182,2.23709817727,-0.725565375752,-0.850813978739,-0.488694808537,0.00960088346159,90.0
Y1050183,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,10.0
Y1050184,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,10.0
Y1050185,1.56440192577,-0.463308641192,-0.291916771194,-0.978668562655,-0.165062623351,99.0
Y1050186,2.72718631324,0.6732350288,-0.423570729958,0.139502340232,0.284272334675,85.0
Y1050187,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,20.0
Y1050188,1.36660231995,0.125788472304,2.75221957258,0.309990225686,0.590255307428,45.0
Y1050189,2.96273775157,0.746760198951,0.237710383587,-0.981969831362,0.335302537146,91.0
Y1050190,3.27440701058,1.18476150965,-0.959401809223,-0.219480592096,0.61743404308,90.0
Y1050191,1.23226387289,1.1545111008,-0.944667164361,0.411731344845,0.355292049909,40.0
Y1050192,2.88998630485,0.416467800057,0.907588821189,0.563094838718,0.954596859293,70.0
Y1050193,-1.365919013,-0.0291439149777,-0.142266770553,-0.147332209316,0.0527835174391,20.0
Y1050194,2.17679946066,4.84253852255,-0.861852761976,0.433134001678,0.304267592313,20.0
Y1050195,0.8173602452,-0.649828177166,0.0636321548789,0.256052329811,-0.377054977853,40.0
Y1050196,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,10.0
Y1050197,4.1341984011,2.73305104568,-1.81124075872,-0.377676126101,-0.260112933993,80.0
Y1050198,-1.12339929587,-0.219724276134,-0.301320068636,-0.485410809147,0.24711785208,20.0
Y1050199,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,30.0
Y1050200,2.07162997433,-0.0558988357401,0.531236735023,0.692302400242,-1.72559661072,30.0
Y1050201,1.64044298512,-0.0690305686311,0.409464664574,-0.459154332603,-0.674055255263,68.0
Y1050202,2.11559259553,-1.07635307424,0.287675824775,-0.663854081355,-1.65901423506,75.0
Y1050203,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,10.0
Y1050204,1.99787451392,-0.930553172464,-0.0830664318212,-0.728151499552,0.143623530468,90.0
Y1050205,3.40716587466,1.21365087152,-1.71854364759,0.0149970586228,-0.434422495137,88.0
Y1050206,2.81882380084,-1.56241045315,-0.716362230179,0.78304023832,0.0492438055566,70.0
Y1050207,1.81602065647,0.345439334122,1.23629320483,-0.599066127129,-1.28031977162,40.0
Y1050208,4.16946297719,-1.61007745657,-0.105931139662,1.55351272956,-0.509103500731,70.0
Y1050209,2.49055747766,-2.4047314136,-1.42329500116,2.1890740978,1.36008489817,85.0
Y1050210,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,20.0
Y1050211,0.44634889489,-0.293540103907,0.735532849586,-0.312809334714,-1.05601922536,40.0
Y1050212,-1.17457037458,-0.186196055335,-0.297381999157,0.241373638112,0.0339626905778,20.0
Y1050213,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,10.0
Y1050214,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,20.0
Y1050215,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,20.0
Y1050216,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,10.0
Y1050217,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,10.0
Y1050218,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,10.0
Y1050219,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,20.0
Y1050220,-0.156877240231,0.676696050408,0.760661665327,-0.0991716837935,0.234227301246,30.0
Y1050221,3.21284892759,-0.153331425511,1.37787994953,0.293723199311,1.13611334179,80.0
Y1050222,3.53979379787,-0.0479034269136,0.987251335088,-0.0306605111575,-0.578368232908,50.0
Y1050223,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,20.0
Y1050224,2.94640325421,-0.397819473007,2.26281813039,-0.544802029503,0.248990268484,68.0
Y1050225,3.18052007411,0.999806887345,-0.494301018951,-0.00965844583294,-0.103306868799,75.0
Y1050226,0.468165354846,0.406545076756,0.953091688663,0.784741852175,1.16493149081,40.0
Y1050227,-1.52961982207,0.0994978288031,-0.0349057943458,0.0808708455704,-0.0783921584436,10.0
Y1050228,4.02871365656,1.04451379112,0.529959547364,-0.00348423080521,-0.619471044905,66.0
Y1050229,1.95629190422,-0.265945016933,0.661154034042,-0.677485304995,1.89509037462,99.0
Y1050230,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,0.0
Y1050231,-1.54780880086,0.11379135589,-0.0229767969895,0.106226740558,-0.0929672335417,10.0
Y1050232,0.744927312079,3.07309125876,-0.46811451126,0.62157993202,0.480168721665,10.0
