username,video_stop_backward_seek_sum,qz_mean,watched_time_weekday,active_num_days,hw_mean,predict_score,real_score
Y1050160,-0.692229369083,0.0256895531003,-0.308536476869,-0.617552177484,0.135748681623,28.6972452707,30.0
Y1050161,-0.733447992377,-0.365003132239,-0.402016801239,-1.13502846834,-0.389541095689,35.5017436673,40.0
Y1050162,0.392799469776,2.38768258682,0.728459959523,0.496259662383,1.01992361777,28.6421355465,30.0
Y1050163,-2.42713147075,-1.2493449092,-0.115650984303,0.236737791208,-0.214602315604,-1.71830174301,0.0
Y1050164,-1.84775910941,-1.15036473437,0.403559623533,0.380202790007,0.201450502214,0.290426369788,0.0
Y1050165,-2.07940972511,-0.955269182576,-0.151628082795,0.333593681934,0.219239064033,-0.180899206455,0.0
Y1050166,-0.873182750581,-0.209970129031,-0.323327535888,-0.493377538217,0.227608189491,24.3130086354,20.0
Y1050167,0.56497365049,1.28818217004,0.285342779976,-0.188230147743,-0.30254274263,48.044401371,30.0
Y1050168,-0.0908759950253,-0.545042393859,2.01637548776,0.896000448314,0.257904117878,16.7431026016,10.0
Y1050169,-1.44467005383,0.21125860036,-0.0199031699455,0.746510594001,0.884340352081,2.01468976422,0.0
Y1050170,-0.265893516927,1.10568539941,-0.331826900539,2.18654989712,0.463190376082,19.4652541138,10.0
Y1050171,-0.680525998825,-0.523765999139,-0.538520410555,0.123439619418,1.07793509066,17.5968592713,10.0
Y1050172,-1.3971355894,-0.806152117263,0.367497891011,-0.105513787984,-0.103632151859,12.968011777,10.0
Y1050173,0.847827627584,1.28854859032,-0.500554114359,-0.64672349698,0.271312753269,53.837053738,70.0
Y1050174,2.52884499274,0.561903177643,-1.50696683881,0.170273761555,0.861890951649,75.7187922587,80.0
Y1050175,-0.116447965435,-0.479405425022,-0.019850432703,-0.0484752570219,1.05063418284,24.8458622208,30.0
Y1050176,2.31776775649,-0.824167083178,-1.97210152884,0.486401030584,-0.37388523119,83.2345901225,90.0
Y1050177,0.0898499468988,-0.224646344611,-0.0294885045891,-0.0926245616444,0.526588237664,33.2230848499,20.0
Y1050178,-0.83660373943,1.16885759134,0.0878994974218,-0.0637267942672,-0.45798816381,27.7295810295,20.0
Y1050179,4.60923563866,-2.62533128666,2.99564405537,0.189553970828,-0.126762910163,90.7863098646,95.0
Y1050180,0.574268341418,-0.826201750176,-0.343365186676,-1.11408524569,0.959830485829,43.2741160247,40.0
Y1050181,-0.423768514816,-1.12904621881,-0.766369831714,-1.14438486693,0.626754247349,32.7131616763,20.0
Y1050182,3.01075999564,-1.63899697708,0.4063098247,0.0265957629939,0.117967032388,78.789883201,90.0
Y1050183,-2.28124434664,-1.19061955094,-0.143161510875,0.041149529275,-0.32995254224,2.76826398604,10.0
Y1050184,-1.67989475396,-1.13462408285,-0.358919781143,-0.251218893692,-0.612990261468,17.3881757644,10.0
Y1050185,4.21407101598,-0.648402303725,-0.519395777324,0.726528426405,0.489919799666,96.5825539528,99.0
Y1050186,2.38256100484,-0.914732512781,-1.99214228692,0.0650033209749,-0.26645920913,85.4330342595,85.0
Y1050187,-1.46166074326,-0.649422828233,-0.245374799042,-0.60334053574,-0.471318383721,21.0820975361,20.0
Y1050188,1.50926429814,-0.370444352769,-1.35229623567,-0.461433394059,0.982095754069,60.2290653618,45.0
Y1050189,2.42056446465,1.73271189568,-1.14695669554,0.847451800679,-0.378622699859,80.6785439036,91.0
Y1050190,3.13148127107,-0.227132976509,0.0618982256775,0.682212121765,-0.202019893411,83.1836456098,90.0
Y1050191,-0.144775056687,1.09849344872,-0.196540275793,0.0965325867961,0.865466386057,27.4771896205,40.0
Y1050192,1.54362305355,0.39006719818,-1.26899833692,0.935377036172,-0.651714582961,68.5017620357,70.0
Y1050193,-0.356079521473,-0.587766628144,0.0570699491853,-0.248994515508,0.993812153578,22.0920769469,20.0
Y1050194,0.0775499388772,0.944738603333,-0.363569054996,0.421044861766,1.08423119842,28.1757576639,20.0
Y1050195,0.984319186068,-0.699514500006,-1.19758641768,-0.789845748611,1.72314754546,45.9388200206,40.0
Y1050196,-1.2410119263,0.130420317289,-0.107221980836,0.355043451808,0.672094717002,9.45867186912,10.0
Y1050197,2.89534717137,-1.39991572906,1.94056447938,0.431099716522,-0.310357370526,70.8143753317,80.0
Y1050198,-0.322666352959,0.0862213871207,0.966258046978,-0.043381827066,0.327939477877,23.2148649661,20.0
Y1050199,0.799951017304,-0.985255588004,-0.667371835553,0.424879709057,-0.436825269948,53.1898477272,30.0
Y1050200,0.0539241341871,-0.00721128859718,0.017212970143,0.487026677773,0.650390434703,28.5866649514,30.0
Y1050201,1.82274473293,-0.895224639889,-1.04773249244,0.339965421212,-0.198648816799,69.6599532477,68.0
Y1050202,2.38009171549,-1.08634649463,-0.619916413165,0.278518657389,-0.277096357185,77.0095264249,75.0
Y1050203,-1.71012772653,-0.260984361516,-0.0517778566396,0.0850536945214,-0.121209314366,9.89858727541,10.0
Y1050204,2.16096003626,-1.05823584528,0.894966101289,0.306546052243,-1.33332548197,74.8119274239,90.0
Y1050205,2.02551014217,0.32452300412,-0.75576924023,0.626896014351,-1.07160417809,78.5797741743,88.0
Y1050206,0.929048996336,-0.118697260293,-1.05627448806,-0.570038844922,-0.380371778808,62.4041488765,70.0
Y1050207,-0.00114190858486,2.59205721656,0.265260736328,-0.330726103494,-0.351205440445,41.3958646487,40.0
Y1050208,2.06185085294,0.756144930264,-1.31126791514,0.997326627848,0.925001791158,62.8043391766,70.0
Y1050209,3.00880310409,-0.898155305171,-0.819002896545,0.544999763332,0.3309457669,81.3524083958,85.0
Y1050210,-0.933886570589,0.368406200657,-0.119648426053,-0.274172407603,0.0250267182647,23.433792533,20.0
Y1050211,0.207420668147,1.51260365751,0.42532415662,1.02391289044,0.124801690039,32.0069329246,40.0
Y1050212,-0.697571594331,-0.0535232343261,0.343680845859,0.201100035332,0.812009556074,14.9887919957,20.0
Y1050213,-2.15954997391,-1.25598847213,-0.211599340733,0.0954544369426,-0.021944300581,1.98092743488,10.0
Y1050214,-0.00867555603332,-0.280582001522,0.0167561406905,-0.122332324815,1.22249107444,25.336175604,20.0
Y1050215,-0.104315682014,0.290926713933,0.257977630481,-0.367112053849,0.596264986687,29.7879050663,20.0
Y1050216,-1.70397536062,-0.0472260000436,-0.000599117860233,0.53111636271,0.38058974418,3.19641797255,10.0
Y1050217,-2.31661092218,-1.20485600142,-0.136492292312,0.0885648655012,-0.301988850934,1.68061168809,10.0
Y1050218,-1.97949754688,-0.532235169867,-0.0498958692516,0.327766674354,0.0405594217667,2.79521989519,10.0
Y1050219,0.00264074650267,0.201718789529,-0.569206000741,-0.175869813876,0.275752975881,37.6930227291,20.0
Y1050220,-0.186508241766,-0.624600358658,0.699436043544,-0.482173506054,0.419643695008,27.5953235933,30.0
Y1050221,1.43711504861,-0.371636123584,-1.43464210482,0.186617495235,-0.816433519988,72.31906836,80.0
Y1050222,-0.0300638116759,0.714801053767,-0.328725890403,-0.596683644265,0.625513970976,35.2785176399,50.0
Y1050223,-0.022064943851,0.754452118895,1.0535336212,0.283358476895,0.493723434845,24.8864999932,20.0
Y1050224,1.68238802813,-1.32393881225,1.12019652906,-0.854709107446,-0.664577547951,65.718831279,68.0
Y1050225,3.86543057219,-2.18924905576,2.70991861264,0.684515184444,0.407532991,73.7195734993,75.0
Y1050226,-0.150234996574,0.626679196912,-0.290169495361,-1.21607088789,-0.392477101962,45.2690180968,40.0
Y1050227,-1.0305791995,0.597943237773,-0.0263310753013,0.20104351852,0.406028539406,15.8337044019,10.0
Y1050228,1.73347838383,-1.67949604639,0.915957948105,0.0460201232254,-0.113988692207,57.9415231703,66.0
Y1050229,3.60521900724,-0.478207894372,-0.936255249309,0.511400580826,-0.255546467996,97.0646246315,99.0
Y1050230,-2.42713147075,-1.2493449092,-0.115650984303,0.236737791208,-0.214602315604,-1.71830174301,0.0
Y1050231,-1.74797398188,-0.183705896954,-0.0391530218367,0.475194937156,-0.0453462180523,6.67637170334,10.0
Y1050232,-0.712564455907,-0.176368970831,1.01361325562,0.252192078814,0.382892822258,14.6697526086,10.0
Y1050233,-1.60406318239,0.375808012665,0.101133095683,0.525289355129,0.201910101914,6.1725370742,10.0
Y1050234,-1.97812185858,-0.707627974465,-0.119750905036,0.319741912233,-0.21913830469,5.40565747004,10.0
