username,video_stop_backward_seek_sum,qz_mean,watched_time_weekday,active_num_days,hw_mean,predict_score,real_score
Y1050235,-1.57172427844,0.362461075624,0.078750007813,0.564798832735,0.174361014416,6.83799289761,10.0
Y1050236,-1.45081585861,-0.693155604596,-0.328784167911,0.163471597586,-0.444510834494,17.6021966461,20.0
Y1050237,-2.21908770377,-0.734320613244,-0.030884839502,0.421825401273,-0.0233329219005,-1.12737019593,0.0
Y1050238,0.561970088318,0.421778255869,-0.0279437132158,-0.402767998784,-1.17931147406,57.8716523387,40.0
Y1050239,-2.02788197992,-0.669070332797,-0.0741789713301,0.202308487896,-0.175395417267,4.60664943638,10.0
Y1050240,-1.47299663603,0.283507533287,-0.000610067423896,0.73451886239,0.293795353095,6.84142431008,10.0
Y1050241,-0.635202366512,0.700029247436,-0.14871168205,-0.0786757665418,-0.117280451624,28.8319069919,20.0
Y1050242,-0.306413142778,-0.186865328585,1.58138408634,-0.152607161675,-0.177099895903,25.0375027314,20.0
Y1050243,-1.15137146955,0.269690276425,0.614638185994,0.275552611788,0.00934846943473,13.4416895126,10.0
Y1050244,-0.732278457583,-0.138296390268,1.73335012186,0.428039998217,0.00872595992771,13.0247752927,10.0
Y1050245,-1.51564674353,0.411399138886,0.0844600492762,0.406751014563,0.13200087365,8.89166781908,10.0
Y1050246,-0.552049815458,-0.355083092744,-0.65530994913,0.852597481376,-0.833541313158,33.7561130307,30.0
Y1050247,-0.0243531655134,0.251469343175,-0.653765532031,0.725880699763,-0.897804130395,43.7139032037,30.0
Y1050248,-0.48710555484,0.491475819918,-0.3157703886,0.0774360136165,-0.706318832504,36.3546901298,30.0
Y1050249,-0.600474502742,0.639180934924,-0.174970009187,-0.378253832288,-0.602165110422,35.2814638009,30.0
Y1050250,-1.83138335924,-0.293445967536,-0.0704691829101,0.82641010922,0.0148859856543,3.16053814906,10.0
Y1050251,-2.01104393679,-0.219296317288,0.0538813052988,0.606913011337,0.167936471803,-0.536438648859,0.0
Y1050252,-1.33704599115,0.194948911362,0.649651583449,0.524483126976,0.156157848789,7.73151494839,10.0
Y1050253,-0.954202106144,0.0250138190448,0.454102786527,0.25755996368,0.202944299865,15.5711930759,10.0
Y1050254,-0.767293257623,0.419700793831,-0.237602331214,0.324176511629,-0.481700702862,28.2497966888,20.0
Y1050255,1.90377543659,0.0110490700831,0.722005908675,-0.178017304715,-0.4537505368,67.0893383601,40.0
Y1050256,-0.427331608594,-0.0591343774111,0.249936489494,-0.63610533945,-0.726683797747,37.6053930347,30.0
Y1050257,-0.299844299951,0.808477174458,-0.189266541384,-1.00403686074,-0.629835667602,43.5783430916,40.0
Y1050258,-1.44378251247,0.381739278772,0.0347198539688,0.494549853758,0.0707806791609,10.370458539,10.0
Y1050259,1.67791965209,2.40547784154,-0.623175462285,0.688168916676,-1.49815689026,77.5035151984,80.0
Y1050260,0.381947560819,2.99484113126,0.942058263172,0.204015328619,0.12036364979,37.2716238678,50.0
Y1050261,2.13095556583,-0.931279011448,-1.8420665939,-0.147937727372,0.76447184982,72.5479173798,82.0
Y1050262,0.627820673768,0.6850927708,-0.608202135422,-1.04116942555,-0.368583330027,58.1500626236,50.0
Y1050263,0.00653921898371,-0.515837011975,-0.704196933593,-1.70189648535,-0.0152778508142,48.1151025996,40.0
Y1050264,1.18969331918,1.19250643128,0.780375554876,-0.767708137018,0.190091368226,53.6650402786,40.0
Y1050265,0.742755179908,0.798509670848,2.92367936947,-0.0158661980411,-0.317392516991,35.7325035956,20.0
Y1050266,1.49128895759,0.624312509047,1.87801239113,-0.591018304701,-0.177913162822,54.5408526577,40.0
Y1050267,0.540324991477,-0.592314804651,-1.01132343957,-1.01360243476,-0.00739686547128,54.5788142891,30.0
Y1050268,0.939820874365,-0.503105771762,-0.342703293482,-1.59799459692,0.929404914991,51.9480710411,60.0
Y1050269,-2.20609037361,-1.16036709365,-0.157333600321,-0.0596080602057,-0.389375386264,5.07952511919,10.0
Y1050270,1.25132165838,1.12385997777,-0.880637312623,0.754562809712,-0.858916770029,65.154895929,40.0
Y1050271,-2.42713147075,-1.2493449092,-0.115650984303,0.236737791208,-0.214602315604,-1.71830174301,0.0
Y1050272,-2.42713147075,-1.2493449092,-0.115650984303,0.236737791208,-0.214602315604,-1.71830174301,0.0
Y1050273,-0.0534317601732,-0.776458588623,-1.01770313029,0.808037673062,-1.14607178254,46.2003762952,40.0
Y9999986,0.949034094872,1.20572104512,0.842102193394,-0.160902947961,0.427634440813,44.4249694639,58.0
Y9999987,-1.99389092036,-1.07494839072,-0.197348911698,-0.344100077563,-0.557157534097,11.6054389069,27.0
Y9999988,-0.136155526689,2.5861719027,0.294145545205,0.186168950706,0.21099397325,31.5330675457,33.0
Y9999989,-0.217126364979,1.58538018784,0.0352494837061,-0.86044675618,-0.689847141539,44.1029642021,59.0
Y9999990,0.891477417497,0.474231109404,-0.714056572046,-1.52538421833,0.805008887838,54.6560759908,63.0
Y9999991,-0.139038427139,1.27129169437,0.596650412643,-0.499229718402,-0.38410170399,37.5867294465,36.0
Y9999992,0.568516173491,0.76188041338,0.876712517235,-0.556707771925,0.383293513765,40.284940192,38.0
Y9999993,-0.162308626993,1.31910238361,0.623783282849,-0.576760966976,-0.567817246831,39.1360282886,49.0
Y9999994,-1.57840402271,0.280495947951,0.0701249862114,0.263733060351,-0.071709926545,10.4073392177,20.0
Y9999995,0.154452631396,2.76033109002,0.262089100665,-0.312173406876,-0.220899329927,42.7352805322,57.0
Y9999996,-1.06109749043,-0.69946200909,-0.373249551294,-1.59467957053,-1.29469989228,40.2922682654,54.0
Y9999997,0.688815651125,-0.177776471483,1.25381672801,-1.17040220004,-0.2067662629,47.7654223522,58.0
Y9999998,-0.3418319309,1.36364764243,-0.00946842481566,-0.367068661213,0.0150997891653,33.4729800369,49.0
Y9999999,0.893925453293,0.681588775236,0.763009854429,-1.44728921723,-0.38066515077,57.1838497881,73.0
