username,active_sum_count,video_num_days,stop_video_sum,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,Cumulative_num_days,hw_mean,exam_mean,predict_score,real_score
Y1050176,1.72144663978,2.01333257524,-0.826514866874,0.976308002645,0.304579395692,0.915720220924,2.37777811215,2.76624188391,1.1950187772,89.9450420134,90.0
Y1050177,1.08263323711,-0.0565997109504,-0.361486721995,0.655357507811,1.42558726737,-0.119342152569,-0.321146020604,-0.551002813895,-0.631352166894,22.1795385218,20.0
Y1050178,-0.894002849246,-0.884572625425,-0.128972649556,-0.296795626863,-0.525796805555,-0.585120220641,-0.528755569277,-0.551002813895,-0.462527961978,20.0072307069,20.0
Y1050179,1.36764229369,2.22032580385,0.801083640201,0.109741666593,0.263060585629,0.777711904458,1.33973036878,2.29548841954,1.72451287444,95.9901069089,95.0
Y1050180,-1.0186943115,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,0.0439446527712,28.0347605639,40.0
Y1050181,-0.594251944914,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,-0.193943999611,24.731973657,20.0
Y1050182,1.39466901457,2.22032580385,2.19616807484,-0.157717079102,0.678248686253,1.61438732303,1.13212082011,1.83645252764,1.41755977459,85.5877325311,90.0
Y1050183,-1.07520472789,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,-1.2299107116,6.14037761359,10.0
Y1050184,-1.03712162119,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,-1.05341267919,9.22859659068,10.0
Y1050185,0.671089987309,0.771373203524,1.9636540024,-0.328890676347,-0.172886920025,-0.0330869547777,2.58538766082,2.96426885444,1.29477853465,92.4798899976,99.0
Y1050186,1.38422687241,1.80633934662,1.73113992996,0.676754207466,2.23520406359,0.484444231969,1.9625590148,2.37604672873,1.17199729471,88.248428785,85.0
Y1050187,-1.07520472789,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,-0.692742786864,15.3298947114,20.0
Y1050188,-0.30494318274,0.564379974905,-0.594000794435,0.27021691401,-0.484277995493,0.311933836387,-0.528755569277,0.00558186680839,0.220442685184,40.1158839828,45.0
Y1050189,1.33754435452,0.564379974905,0.568569567762,1.31865519713,0.968880356689,0.363686955061,2.17016856348,2.13935176949,1.64010077198,89.828057505,91.0
Y1050190,2.72634926169,1.599346118,0.801083640201,0.90141955385,3.4392495554,2.82196009211,3.20821630684,2.05000528149,1.26408322467,82.9790853979,90.0
Y1050191,0.88177556146,1.18535966076,-0.826514866874,6.96738390621,0.263060585629,0.0704192825716,-0.321146020604,-0.40453316093,0.0439446527712,34.9670889147,40.0
Y1050192,1.80682650803,0.564379974905,-0.128972649556,0.345105362805,0.865083331533,0.156674480363,3.20821630684,2.16366573198,0.657850852467,71.4702094963,70.0
Y1050193,-0.720171894479,-0.263592939569,-0.826514866874,-0.446572524453,-0.525796805555,-0.438486384396,-0.528755569277,-0.551002813895,-0.807850199307,14.5378331491,20.0
Y1050194,0.226377580062,0.150393517668,-0.594000794435,-0.136320379446,1.71621893781,0.225678638596,-0.528755569277,-0.551002813895,-0.577635374421,22.0376629601,20.0
Y1050195,2.50399305806,1.599346118,0.801083640201,0.00275816831498,0.63672987619,3.46887407554,0.0940730767426,-0.243416542915,0.419962200085,43.2115909253,40.0
Y1050196,-0.999038514493,-0.884572625425,-0.826514866874,-0.446572524453,-0.588075020649,-0.749005096444,-0.528755569277,-0.551002813895,-1.07643416167,9.10110888622,10.0
Y1050197,2.82831370865,1.18535966076,3.35873843703,5.21285453445,4.22810694658,1.76102115928,1.54733991746,1.32380874244,1.24873556967,80.3710043793,80.0
Y1050198,-0.723243112761,-0.263592939569,-0.594000794435,-0.382382425486,-0.152127514994,-0.602371260199,-0.528755569277,-0.551002813895,-0.0865104146642,27.5060424425,20.0
Y1050199,-0.281601923797,0.150393517668,-0.128972649556,0.762341006089,0.0762259403488,-0.196971830581,0.924511271436,0.840458888039,-0.309051412054,39.0896715649,30.0
Y1050200,0.655733895898,0.771373203524,-0.826514866874,-0.382382425486,1.32179024222,2.82196009211,-0.528755569277,-0.551002813895,-0.454854134482,22.2205257243,30.0
Y1050201,1.02366584609,1.39235288938,0.103541422883,0.163233415732,0.657489281222,1.43325140767,1.75494946613,1.82034086559,0.657850852467,68.5518959469,68.0
Y1050202,1.60166912678,1.599346118,2.66119621972,-0.189812128585,-0.401240375368,2.48556482072,0.924511271436,2.11972483613,1.03386839978,81.1650079385,75.0
Y1050203,-1.06783380401,-0.884572625425,-0.826514866874,-0.446572524453,-0.588075020649,-0.749005096444,-0.528755569277,-0.551002813895,-1.2299107116,6.35123747201,10.0
Y1050204,0.525514240737,0.771373203524,3.12622436459,-0.200510478413,0.470654635941,0.518946311085,0.0940730767426,1.81331032225,1.31780001714,84.5331629252,90.0
Y1050205,0.846763673044,0.978366432143,2.66119621972,-0.36098572583,0.553692256066,0.510320791306,0.716901722763,2.07344042571,1.30245236215,86.7239116766,88.0
Y1050206,0.613965327262,1.18535966076,0.103541422883,-0.254002227552,-0.25592454015,-0.317729107488,-0.528755569277,0.122757589321,1.30245236215,63.6337982244,70.0
Y1050207,0.0672884730492,-0.470586168188,0.336055495322,3.46902351252,0.470654635941,0.1825510397,-0.528755569277,-0.551002813895,0.941782469826,46.4719883839,40.0
Y1050208,1.98925687398,2.22032580385,-0.826514866874,2.86991592216,-0.027571084807,0.165300000142,0.716901722763,1.82180556223,0.688546162452,74.4830009795,70.0
Y1050209,1.3350873799,2.42731903247,0.336055495322,-0.179113778758,-0.214405730088,0.587950469318,2.58538766082,2.43258401461,1.17967112221,85.0987189471,85.0
Y1050210,-0.412435822614,-0.470586168188,-0.826514866874,-0.403779125141,-0.567315615617,-0.610996779978,-0.528755569277,-0.551002813895,-0.385789687016,22.2578973615,20.0
Y1050211,0.357825722535,-0.0565997109504,-0.361486721995,1.07259315109,1.176474407,0.122172401246,-0.528755569277,-0.258063508317,-0.884588474269,20.2730428586,40.0
Y1050212,-0.323984736089,-0.0565997109504,-0.826514866874,-0.339589026175,0.657489281222,-0.231473909697,-0.528755569277,-0.551002813895,-1.03806502419,12.3787926742,20.0
Y1050213,-1.02852221,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,-1.2299107116,6.22472071754,10.0
Y1050214,-0.430863132306,0.978366432143,0.103541422883,-0.0293368811684,0.80280511644,0.337810395724,-0.321146020604,-0.521708883443,-0.47787561697,22.6333741709,20.0
Y1050215,-0.30678591371,-0.0565997109504,0.336055495322,-0.371684075658,-0.421999780399,-0.291852548151,-0.528755569277,-0.551002813895,-0.500897099459,21.238344825,20.0
Y1050216,-0.830735752635,-0.884572625425,-0.826514866874,-0.403779125141,-0.505037400524,-0.705877497548,-0.528755569277,-0.551002813895,-1.07643416167,9.43393370742,10.0
Y1050217,-1.07520472789,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,-1.2299107116,6.14037761359,10.0
Y1050218,-1.07520472789,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,-1.2299107116,6.14037761359,10.0
Y1050219,-0.569682198657,-0.263592939569,-0.826514866874,-0.328890676347,-0.588075020649,-0.628247819536,-0.528755569277,-0.551002813895,-0.278356102069,24.0184246786,20.0
Y1050220,0.349226311345,0.771373203524,0.568569567762,0.0348532177984,1.71621893781,1.27799205165,-0.528755569277,-0.551002813895,-0.385789687016,25.5716546218,30.0
Y1050221,0.712244312289,0.564379974905,-0.826514866874,-0.382382425486,-0.567315615617,-0.533367101966,1.54733991746,1.98409393771,1.15664963972,78.862362229,80.0
Y1050222,0.0740451532698,0.357386746287,-0.826514866874,-0.221907178069,-0.546556210586,-0.550618141524,-0.528755569277,-0.551002813895,0.558091095016,40.0646746462,50.0
Y1050223,0.727600403699,0.357386746287,-0.128972649556,0.0348532177984,-0.00681167977585,0.579324949539,-0.528755569277,-0.551002813895,-0.592983029413,21.147361438,20.0
Y1050224,0.52674272805,1.18535966076,1.49862585752,0.0776466171096,0.615970471159,0.648329107772,-0.528755569277,-0.0530059940963,1.52499335954,65.4608996206,68.0
Y1050225,1.69319143159,3.04829871833,3.12622436459,0.698150907122,1.75773774787,0.984724379157,2.37777811215,1.88918160266,0.980151607307,79.2581625429,75.0
Y1050226,-0.384180614418,-0.0565997109504,1.03359771264,-0.26470057738,-0.25592454015,0.0704192825716,-0.528755569277,-0.551002813895,0.473678992558,37.8629489168,40.0
Y1050227,-0.494130228917,-0.0565997109504,-0.826514866874,-0.382382425486,-0.401240375368,-0.222848389918,-0.528755569277,-0.551002813895,-0.692742786864,17.0003169234,10.0
Y1050228,2.46222448943,2.42731903247,1.26611178508,0.912117903678,0.885842736564,3.1152277646,0.716901722763,1.38122484659,0.696219989948,68.6918771897,66.0
Y1050229,1.71591844688,2.22032580385,0.103541422883,-0.211208828241,0.366857610785,2.01978675265,4.03865450154,2.95460185736,1.72451287444,96.8835355936,99.0
Y1050230,-1.07520472789,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,-1.2299107116,6.14037761359,0.0
Y1050231,-0.880489488805,-0.677579396806,1.03359771264,-0.446572524453,-0.588075020649,-0.628247819536,-0.528755569277,-0.551002813895,-1.2299107116,7.66227174478,10.0
Y1050232,-0.530984848302,-0.470586168188,-0.594000794435,-0.16841542893,-0.152127514994,-0.145218711906,-0.528755569277,-0.551002813895,-1.2299107116,7.58519188466,10.0
Y1050233,-0.91550137722,-0.677579396806,-0.826514866874,-0.446572524453,-0.463518590462,-0.680000938211,-0.528755569277,-0.551002813895,-1.2299107116,6.87195505428,10.0
Y1050234,-0.975083011893,-0.884572625425,-0.361486721995,-0.446572524453,-0.588075020649,-0.68862645799,-0.528755569277,-0.551002813895,-1.2299107116,6.67716679537,10.0
Y1050235,-0.978154230175,-0.677579396806,-0.128972649556,-0.446572524453,-0.588075020649,-0.680000938211,-0.528755569277,-0.551002813895,-1.2299107116,6.98137640852,10.0
Y1050236,-0.357153893536,-0.884572625425,-0.826514866874,-0.446572524453,-0.588075020649,-0.723128537106,0.301682625416,-0.40453316093,-1.2299107116,7.4639666802,20.0
Y1050237,-1.07520472789,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,-1.2299107116,6.14037761359,0.0
Y1050238,0.368882108351,-0.677579396806,-0.826514866874,-0.446572524453,-0.546556210586,-0.714503017327,0.301682625416,0.0641697280646,1.17967112221,56.1956366111,40.0
Y1050239,-1.07520472789,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,-1.2299107116,6.14037761359,10.0
Y1050240,-0.856533986204,-0.677579396806,0.103541422883,-0.446572524453,-0.546556210586,-0.619622299757,-0.528755569277,-0.551002813895,-1.2299107116,7.28525905702,10.0
Y1050241,0.38608093073,0.150393517668,-0.361486721995,0.259518564182,0.180022965505,-0.0417124745568,-0.528755569277,-0.551002813895,-0.462527961978,23.293189935,20.0
Y1050242,-0.672875132935,-0.470586168188,0.568569567762,0.184630115388,0.09698534538,-0.378107745942,-0.528755569277,-0.551002813895,-0.616004511902,18.8745391351,20.0
Y1050243,-0.858376717174,-0.677579396806,1.26611178508,-0.446572524453,-0.567315615617,-0.533367101966,-0.528755569277,-0.551002813895,-1.2299107116,7.7296060724,10.0
Y1050244,-0.855305498891,-0.677579396806,0.568569567762,-0.446572524453,-0.463518590462,-0.516116062408,-0.528755569277,-0.551002813895,-1.2299107116,7.47465167745,10.0
Y1050245,-0.550026401651,-0.677579396806,-0.594000794435,-0.435874174625,-0.505037400524,-0.662749898653,-0.528755569277,-0.551002813895,-1.2299107116,7.58758066225,10.0
Y1050246,-0.911201671626,-0.677579396806,-0.826514866874,-0.403779125141,-0.546556210586,-0.714503017327,0.924511271436,0.425363891986,-0.692742786864,24.9410895745,30.0
Y1050247,-0.862676422768,-0.470586168188,-0.826514866874,-0.425175824797,-0.276683945181,-0.576494700861,0.716901722763,0.562166547863,-0.562287719428,29.8055285634,30.0
Y1050248,-0.796338107875,-0.677579396806,-0.361486721995,-0.446572524453,-0.546556210586,-0.697251977769,-0.321146020604,-0.375239230478,-0.347420549535,24.0860768215,30.0
Y1050249,-0.817222392193,-0.677579396806,0.568569567762,-0.446572524453,-0.588075020649,-0.628247819536,-0.528755569277,-0.551002813895,-0.117205724649,26.5875751695,30.0
Y1050250,-0.978768473832,-0.884572625425,0.336055495322,-0.446572524453,-0.588075020649,-0.697251977769,-0.528755569277,-0.551002813895,-1.2299107116,7.0165959207,10.0
Y1050251,-0.863904910081,-0.677579396806,1.49862585752,-0.446572524453,-0.588075020649,-0.602371260199,-0.528755569277,-0.551002813895,-1.2299107116,7.88834809684,0.0
Y1050252,-0.542655477774,-0.677579396806,-0.128972649556,-0.446572524453,-0.44275918543,-0.619622299757,-0.528755569277,-0.551002813895,-1.2299107116,7.83516385139,10.0
Y1050253,-0.481231112133,-0.677579396806,-0.826514866874,-0.446572524453,-0.546556210586,-0.369482226163,-0.528755569277,-0.551002813895,-0.92295761175,12.491865852,10.0
Y1050254,-0.153224999605,-0.677579396806,-0.594000794435,-0.403779125141,-0.567315615617,-0.636873339315,-0.321146020604,-0.551002813895,-0.692742786864,16.9070383905,20.0
Y1050255,0.342469631125,0.771373203524,-0.128972649556,0.163233415732,0.0554665353177,-0.326354627267,1.13212082011,0.435323828263,0.642503197475,51.5846696239,40.0
Y1050256,0.190751447989,-0.677579396806,-0.826514866874,-0.446572524453,-0.546556210586,-0.723128537106,-0.113536471931,-0.433827091734,0.0285969977788,30.8591019265,30.0
Y1050257,-0.725700087387,-0.677579396806,-0.826514866874,-0.275398927208,-0.484277995493,-0.619622299757,-0.528755569277,-0.551002813895,1.26408322467,49.7951097792,40.0
Y1050258,-0.413664309927,-0.677579396806,-0.361486721995,-0.350287376002,0.138504155442,-0.585120220641,-0.528755569277,-0.551002813895,-1.2299107116,8.45021073824,10.0
Y1050259,1.34552952206,0.150393517668,1.03359771264,0.259518564182,0.242301180598,0.86396710225,2.17016856348,1.72279207679,1.64777459948,83.2739406434,80.0
Y1050260,1.37562746122,0.357386746287,0.568569567762,-0.211208828241,1.07267738184,0.881218141808,-0.528755569277,-0.551002813895,0.811327402391,47.337134293,50.0
Y1050261,0.801923886126,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,1.54733991746,1.69496284299,1.12595432974,73.3916488103,82.0
Y1050262,-0.709115508664,-0.263592939569,-0.594000794435,-0.371684075658,-0.567315615617,-0.628247819536,-0.321146020604,-0.433827091734,1.53266718703,55.8687183018,50.0
Y1050263,-0.00396379109533,-0.884572625425,-0.594000794435,-0.435874174625,0.263060585629,0.562073909981,-0.528755569277,-0.551002813895,0.61180788749,39.2368258767,40.0
Y1050264,0.488659621352,0.150393517668,2.19616807484,-0.446572524453,-0.44275918543,0.234304158375,-0.528755569277,-0.551002813895,1.31012618964,54.1673112218,40.0
Y1050265,-0.521771193456,-0.470586168188,0.801083640201,-0.125622029619,-0.401240375368,-0.412609825058,-0.528755569277,-0.551002813895,-0.15557486213,26.7186714918,20.0
Y1050266,0.36212542813,0.564379974905,0.801083640201,-0.221907178069,-0.0483304898382,1.21761341319,-0.528755569277,-0.551002813895,1.34849532712,53.6203172068,40.0
Y1050267,1.04823559235,1.18535966076,0.801083640201,-0.221907178069,0.242301180598,0.0876703221298,-0.321146020604,-0.433827091734,0.435309855077,42.3505149662,30.0
Y1050268,0.623178982108,1.39235288938,0.801083640201,-0.286097277036,-0.318202755243,-0.145218711906,-0.528755569277,-0.551002813895,1.25640939717,54.5891035112,60.0
Y1050269,-1.07520472789,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,-0.846219336788,12.7043183977,10.0
Y1050270,-0.438234056183,-0.263592939569,-0.361486721995,-0.435874174625,-0.525796805555,-0.447111904175,0.716901722763,1.01124250349,0.22811651268,49.8689989775,40.0
Y1050271,-1.07520472789,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,-1.2299107116,6.14037761359,0.0
Y1050272,-1.07520472789,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,-1.2299107116,6.14037761359,0.0
Y1050273,-0.936385661539,-0.884572625425,-0.826514866874,-0.393080775314,-0.588075020649,-0.740379576665,0.924511271436,0.986928541004,0.412288372589,50.7272414934,40.0
Y9999986,1.08447596808,0.771373203524,1.26611178508,0.0776466171096,2.38051989881,1.07960509673,-0.113536471931,-0.199475647061,0.826675057383,52.272895591,58.0
Y9999987,-1.07520472789,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,0.251137995169,31.4771890404,27.0
Y9999988,-0.121898573128,-0.0565997109504,-0.361486721995,-0.286097277036,-0.338962160275,-0.240099429476,-0.528755569277,-0.551002813895,0.251137995169,34.1202953531,33.0
Y9999989,0.0494754070131,-0.263592939569,0.336055495322,-0.446572524453,-0.588075020649,-0.619622299757,-0.528755569277,-0.551002813895,1.01852074479,47.8750451445,59.0
Y9999990,1.0433216431,1.39235288938,1.03359771264,-0.136320379446,-0.0898492999005,2.0801653911,-0.528755569277,-0.551002813895,1.44058125708,56.3844068297,63.0
Y9999991,0.0832588081161,-0.677579396806,0.103541422883,0.912117903678,-0.505037400524,-0.403984305279,-0.528755569277,-0.551002813895,0.941782469826,45.9347735231,36.0
Y9999992,0.307457742709,0.564379974905,1.73113992996,-0.403779125141,-0.297443350212,0.113546881467,-0.528755569277,-0.551002813895,0.0976614452446,33.5525245616,38.0
Y9999993,1.53348808092,0.357386746287,0.336055495322,1.28656014765,2.505076329,2.31305442514,-0.528755569277,-0.551002813895,1.47895039456,58.673101589,49.0
Y9999994,-0.883560707087,-0.677579396806,-0.594000794435,-0.414477474969,-0.505037400524,-0.662749898653,-0.528755569277,-0.551002813895,-0.270682274573,23.3947861225,20.0
Y9999995,-0.432705863275,-0.263592939569,-0.361486721995,0.0348532177984,-0.525796805555,-0.472988463512,-0.528755569277,-0.551002813895,1.04921605477,47.0880365073,57.0
Y9999996,-1.07520472789,-1.09156585404,-0.826514866874,-0.446572524453,-0.588075020649,-0.757630616223,-0.528755569277,-0.551002813895,1.25640939717,48.6747138949,54.0
Y9999997,0.351069042315,0.150393517668,1.26611178508,-0.307493976691,-0.318202755243,-0.360856706384,-0.528755569277,-0.551002813895,1.41755977459,56.0728985801,58.0
Y9999998,-0.255189446571,0.150393517668,0.568569567762,2.12103143422,-0.214405730088,-0.30047806793,-0.528755569277,-0.551002813895,0.565764922513,40.0936726119,49.0
Y9999999,1.37194199928,1.18535966076,1.26611178508,0.623262458327,0.304579395692,2.43381170205,-0.528755569277,-0.551002813895,1.83962028688,63.6826067896,73.0
