number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.737439900529,145.73675073,0.811996142176,0.810504048066
2.0,0.736052775924,148.743570542,0.812801528771,0.809806353232
3.0,0.761254886278,130.58628545,0.840590955657,0.836734285229
4.0,0.766042936271,127.068159432,0.854092571302,0.849347614271
5.0,0.794160273445,95.4752070094,0.889729599535,0.885210320827
