username,video_stop_backward_seek_avg,watched_time_hour,qz_mean,predict_score,real_score
Y1050160,0.00136673090294,-0.513779750069,0.294519581641,34.8963906811,30.0
Y1050161,-0.613665731341,-0.263209180216,-1.10331454495,44.3768252987,40.0
Y1050162,0.580407481054,-0.757990493771,1.41679016174,28.9360832848,30.0
Y1050163,-1.72939892342,0.353178304577,0.137054849092,3.7846757023,0.0
Y1050164,-1.72939892342,0.353178304577,0.137054849092,3.7846757023,0.0
Y1050165,-1.72939892342,0.353178304577,0.137054849092,3.7846757023,0.0
Y1050166,-1.14539368959,0.0361987006455,-0.380242933563,23.0124265616,20.0
Y1050167,0.000695894766137,-0.560055419462,-0.793216952109,51.5300857499,30.0
Y1050168,-1.22817080206,0.108611329223,0.334409106265,10.4721817982,10.0
Y1050169,-1.11716050593,0.0736680160663,0.826673096422,5.08864083806,0.0
Y1050170,-1.17286900189,0.0991010783059,0.763923693173,4.96999108591,10.0
Y1050171,-0.601077898064,-0.211043336297,0.262245918878,23.7221299531,10.0
Y1050172,-0.6931247451,-0.178462708372,-0.0617685499044,26.8980701709,10.0
Y1050173,0.681306456423,-0.887776320935,-0.423186258736,59.049244297,70.0
Y1050174,0.711787571386,-0.902321603029,-0.403541616167,59.3389629344,80.0
Y1050175,1.1337079628,-0.42831401788,1.84067477873,29.4312559728,30.0
Y1050176,1.21800673607,-1.1409838685,-0.00960939956851,63.1147124948,90.0
Y1050177,0.0815192482181,0.287228321503,0.628643123784,26.1076883975,20.0
Y1050178,-0.79684972519,-0.13551468087,-0.281425682119,28.2507461551,20.0
Y1050179,3.30207315432,1.52607329648,-0.270414609284,83.8945381157,95.0
Y1050180,-0.639918277167,-0.248705945208,-1.0741293826,43.4217158917,40.0
Y1050181,-0.843375506232,-0.136305874494,-0.847944375533,36.019618027,20.0
Y1050182,2.54201310519,0.750063404165,0.106606472328,70.8352502095,90.0
Y1050183,-1.72939892342,0.353178304577,0.137054849092,3.7846757023,10.0
Y1050184,-1.57844678567,0.269784703695,-0.0307598336296,9.27655476527,10.0
Y1050185,1.15711273936,-0.0712658509182,-0.941008977379,69.3707091953,99.0
Y1050186,0.59498520774,-0.864104503631,-0.887640792716,64.4853687917,85.0
Y1050187,-1.26997937383,0.0993716932431,-0.37368548953,20.4990902386,20.0
Y1050188,1.40391852816,-1.19627390112,0.890179253785,52.9451217966,45.0
Y1050189,1.95192126053,-1.50311183975,0.185439359066,74.3441830728,91.0
Y1050190,2.33919908768,0.0688230900024,0.412723950326,67.2578148287,90.0
Y1050191,-0.541109625743,-0.265489028892,-0.301830558535,33.5162080581,40.0
Y1050192,0.822778843321,-0.916483207259,0.573435676693,46.5370154136,70.0
Y1050193,-1.15877915702,0.0706365296594,0.265681737226,12.8679640736,20.0
Y1050194,1.03845382139,-0.954516481652,2.22650686805,25.4156657406,20.0
Y1050195,0.986745739279,-0.981268606754,0.993148984917,43.289453868,40.0
Y1050196,-1.03874611558,0.0252791320218,0.621219530691,9.75162975364,10.0
Y1050197,2.62692200133,1.16970727987,0.229475896279,67.709566853,80.0
Y1050198,2.42648229171,2.45564699009,1.64540415576,35.0538293889,20.0
Y1050199,-0.18512080301,-0.427382076561,0.113840050598,34.0496055703,30.0
Y1050200,-0.24464725725,-0.372508605265,0.693103118306,24.0316694884,30.0
Y1050201,1.52068555466,-0.569627138659,0.803822146997,52.1718750534,68.0
Y1050202,1.52814332785,-0.220081248306,0.201777017393,59.1339769886,75.0
Y1050203,-1.70926238575,0.343985203829,0.159736411403,3.82756314995,10.0
Y1050204,1.49788991924,2.56239094161,-1.53819282377,67.2162147462,90.0
Y1050205,1.01639834817,-1.05145985935,-0.295454472496,63.5845163264,88.0
Y1050206,0.0180182758226,-0.592513686951,-1.34657354163,60.3341393786,70.0
Y1050207,0.733038537173,-0.895656858208,0.00230743751239,53.5394506831,40.0
Y1050208,0.004749166931,-0.532949557484,-0.112960556342,41.1979658836,70.0
Y1050209,0.786462673854,0.419720212394,-0.843326299269,58.8029203638,85.0
Y1050210,-0.484533251994,-0.284393969386,-0.076525344432,31.1639175697,20.0
Y1050211,-0.240347961491,0.319962152179,0.817909083301,17.8485090187,40.0
Y1050212,-0.74969057367,-0.109833222547,0.873363681902,11.491264427,20.0
Y1050213,-1.72939892342,0.353178304577,0.137054849092,3.7846757023,10.0
Y1050214,1.02745424778,-0.230844530977,1.43694309335,32.5336469715,20.0
Y1050215,0.156600206177,-0.0912399053232,0.629225501123,29.7055226807,20.0
Y1050216,-0.971187139118,-0.00556412848452,0.697317177635,9.89551904153,10.0
Y1050217,-1.72939892342,0.353178304577,0.137054849092,3.7846757023,10.0
Y1050218,-1.72939892342,0.353178304577,0.137054849092,3.7846757023,10.0
Y1050219,1.0344168327,-0.986665662182,1.42875736371,37.5462120569,20.0
Y1050220,-0.188695115538,0.743085357805,-0.321008134232,33.1314304777,30.0
Y1050221,0.313726847179,-0.71870317858,-0.807845801974,57.8167634479,80.0
Y1050222,-0.218567578189,-0.420295654896,-0.11479011477,36.900756168,50.0
Y1050223,1.36291909847,0.361721018473,1.6692568686,30.7231835617,20.0
Y1050224,1.62211986629,1.40478394955,-1.3312421444,73.4310410246,68.0
Y1050225,1.78868479309,2.72320668044,-0.696456619574,58.2502789077,75.0
Y1050226,-0.056624986102,-0.550252866442,-1.23969473948,57.2527751323,40.0
Y1050227,-0.0591175909954,-0.453433090973,0.99021516843,23.0780227328,10.0
Y1050228,0.988123694369,0.867045589467,-0.0141207533575,46.7726162078,66.0
Y1050229,1.36129708951,-0.384716299408,-0.991621490215,75.4158265014,99.0
Y1050230,-1.72939892342,0.353178304577,0.137054849092,3.7846757023,0.0
Y1050231,-1.47680393261,0.237859015978,0.421574914923,4.32266066384,10.0
Y1050232,-0.422832294046,1.78143909457,0.602575590611,8.89679601121,10.0
Y1050233,-1.477401468,0.238131813775,0.420901857985,4.32138801367,10.0
Y1050234,-1.59198898623,0.290445404959,0.291831807448,4.07733582012,10.0
Y1050235,-1.46562998309,0.232757680022,0.43416112196,4.34645930205,10.0
Y1050236,-1.59740286302,0.292917047081,0.285733679476,4.06580517067,20.0
Y1050237,-1.72939892342,0.353178304577,0.137054849092,3.7846757023,0.0
Y1050238,0.0608649524515,-0.611445350455,-1.28362261129,60.2005966444,40.0
Y1050239,-1.72939892342,0.353178304577,0.137054849092,3.7846757023,10.0
Y1050240,-1.47268082279,0.235976658418,0.426219137959,4.33144219616,10.0
Y1050241,0.308863896133,-0.640315301803,0.964037307146,30.6057307023,20.0
Y1050242,1.12695321018,3.17101494215,0.105960099571,32.6520222765,20.0
Y1050243,-1.0476533867,1.05431460502,0.401874736387,6.40135561558,10.0
Y1050244,0.536468247162,4.17814355635,0.274467543169,14.2010388187,10.0
Y1050245,-1.47515188316,0.237104792127,0.42343576424,4.32617925205,10.0
Y1050246,-0.965515247888,-0.0396278423184,-0.0307406319208,21.1475477578,30.0
Y1050247,-0.832108500496,-0.111234387069,-0.130184651366,25.2532642592,30.0
Y1050248,-0.722165216068,-0.179053303441,-0.417635886541,31.7817961949,30.0
Y1050249,-0.538303357379,-0.281877851446,-0.651203960261,38.917360239,30.0
Y1050250,-1.61482733506,0.30087198599,0.266106956408,4.0286939679,10.0
Y1050251,-1.48460779519,0.241421778162,0.412784734688,4.30603974552,0.0
Y1050252,-1.47709288721,0.237990934822,0.421249439812,4.32204523901,10.0
Y1050253,-1.22534455818,0.09787875717,0.11725858605,13.8501857841,10.0
Y1050254,-1.00862893237,-0.0199447939441,-0.0793033857083,21.0557228415,20.0
Y1050255,1.76235709939,0.315259523442,-0.363634657706,68.039488039,40.0
Y1050256,-0.525274785589,-0.299786119254,-0.915618422133,43.216289362,30.0
Y1050257,0.133625284671,-0.651587570315,-1.36324446142,62.828352629,40.0
Y1050258,-1.4569976738,0.228816700183,0.443884454952,4.3648446729,10.0
Y1050259,0.662044151816,-0.924305301733,-1.50248614459,75.1937447192,80.0
Y1050260,0.983695733688,-0.483758305783,0.503145408085,47.462079535,50.0
Y1050261,-0.370829683734,-0.397364103333,-1.37327729533,53.2115872668,82.0
Y1050262,0.640375631896,-0.892380797652,-1.0127807207,67.2796304316,50.0
Y1050263,-0.0685961879697,-0.556118294416,-1.5175797247,61.2736599554,40.0
Y1050264,0.87847292661,-0.252845287101,-0.831384905116,64.3625945717,40.0
Y1050265,1.87161481647,4.14311826612,-0.60738474934,49.2788665421,20.0
Y1050266,1.51117037905,-0.599904802602,-0.0147868550525,64.5155527258,40.0
Y1050267,0.385096126207,-0.748768045884,-0.668700549179,57.0695721533,30.0
Y1050268,0.655057820882,-0.20465022865,-0.87627958485,61.1185837762,60.0
Y1050269,-1.40124210217,0.171887867848,-0.22775967862,15.7235432323,10.0
Y1050270,0.627684882732,-0.842522995008,0.00114975406253,51.5166733016,40.0
Y1050271,-1.72939892342,0.353178304577,0.137054849092,3.7846757023,0.0
Y1050272,-1.72939892342,0.353178304577,0.137054849092,3.7846757023,0.0
Y1050273,-0.447092921788,-0.338626562536,-0.900999934112,44.5067984677,40.0
Y9999986,1.24255142452,0.227864852553,0.0523189877824,53.9295396636,58.0
Y9999987,-1.08621155384,-0.00215095137765,-0.577981625153,27.1848560589,27.0
Y9999988,1.15993540725,-1.07481449197,0.850382397997,48.8286951424,33.0
Y9999989,1.02125429584,-1.04927038651,-0.18716227085,62.0212658868,59.0
Y9999990,1.64833810912,-1.35129530595,0.151954377055,68.9768234941,63.0
Y9999991,1.03545584333,0.113840634115,-0.45234761372,58.8865919802,36.0
Y9999992,2.09790848534,-0.490655878602,1.40381401392,51.9910967406,38.0
Y9999993,0.631323073429,-0.308486561017,-1.28107976592,67.4762813511,49.0
Y9999994,-0.32826502161,-0.314819840471,1.05427390746,16.8848095823,20.0
Y9999995,0.392363621814,-0.745791080358,-0.513625214193,54.8370609938,57.0
Y9999996,-0.127993636127,-0.53151902645,-1.64324004571,62.0463492349,54.0
Y9999997,1.40469310469,-0.297374795499,-0.395919533393,66.61059967,58.0
Y9999998,0.131325868928,-0.596402040371,-0.102586409553,43.4907437651,49.0
Y9999999,2.73626494612,-1.19949447413,0.425053846446,81.5119327943,73.0
