username,watched_time_hour,qz_mean,mt_online_num_day,video_pause_backward_seek_avg,hw_mean,watched_time_weekday,predict_score,real_score
Y1050181,-1.27853519142,0.657628902584,0.500552248496,-1.14165979632,0.240502073337,-0.938406769635,38.7125855205,20.0
Y1050182,2.30273592457,0.137440996766,1.98893332399,-0.156639875257,-0.451904980222,0.591239672855,79.8517329017,90.0
Y1050183,-2.32408553796,0.528362546021,0.325202705003,0.187268592386,-0.199046512317,0.163567053926,5.84979002106,10.0
Y1050184,-2.32408553796,0.528362546021,0.325202705003,0.187268592386,-0.199046512317,0.163567053926,5.84979002106,10.0
Y1050185,2.63723615956,2.34723305813,-1.04852628675,-0.187980769846,0.364222007684,0.322827429163,87.0129558353,99.0
Y1050186,1.45904250136,1.51123274474,0.880087099099,-0.967693573572,-0.174413359194,0.574230162002,82.1739330161,85.0
Y1050187,-1.78194832123,0.59538954572,0.416124690518,-0.501805386941,0.0288675691331,-0.407826780513,22.8897580578,20.0
Y1050188,1.27134755422,-0.466917005149,0.762479726797,-0.294950518939,-1.10865005062,-0.168552007157,54.0946516008,45.0
Y1050189,3.1157593476,-0.00787543263352,-0.607398949329,-0.732194553952,-0.0305409212929,0.924613531241,85.8318397438,91.0
Y1050190,3.70452018846,-0.401801241045,1.94467048808,1.02140188183,0.00861971482501,0.903979690518,83.534380772,90.0
Y1050191,0.0413624082161,-0.618923786952,-1.18427843265,-0.0990876038137,1.208223839,0.184775907721,32.1224097139,40.0
Y1050192,3.27138365258,4.82212702365,-2.42531575438,3.53754051457,-0.45082909325,-1.50216052832,57.0727563606,70.0
Y1050193,-0.693292457662,-0.624597810008,0.693230845688,0.857016354995,0.466933883198,0.0771312453449,17.1865704865,20.0
Y1050194,1.35056436767,-1.97962449181,0.134097139109,1.06227464723,-0.818468986094,-0.00683023340805,27.0700501412,20.0
Y1050195,1.15996820382,-0.750859260724,1.34719226287,0.478895360374,-0.644020422231,-0.817387644195,45.5421276891,40.0
Y1050196,-1.28814662994,-0.183680417339,-0.247129118869,0.175808058175,-0.768061395779,0.178721602672,10.9468231273,10.0
Y1050197,2.13028018511,2.04640104511,-0.301269450368,0.442764363523,-0.461526246529,-0.294571554744,70.8614617387,80.0
Y1050198,0.49565177693,-1.22257119677,-0.190180847461,0.393748438526,-2.26478656935,-0.116450652214,21.3247733761,20.0
Y1050199,1.63700646165,2.64685122343,-0.121611927373,0.729824804563,-0.549414678824,-0.174802164008,65.2076324645,30.0
Y1050200,0.585887287881,-1.33443411071,1.64971564016,1.39426125167,0.513337821442,-0.284637729181,28.6973431471,30.0
Y1050201,1.52611928799,0.154190176074,1.1576913661,-0.241942297176,-1.22296930378,0.679397088631,63.336060334,68.0
Y1050202,1.734330203,0.420339649071,1.71638798788,-0.343627567708,-0.204068671942,0.656108657975,75.5325751933,75.0
Y1050203,-2.13092942885,0.300443949669,-0.0349958138752,0.216847856339,-0.0112011173282,0.302036802714,5.64607910067,10.0
Y1050204,0.834126880143,1.40683572813,1.42344473507,-1.02922181671,0.837647812696,0.968411596733,79.977219815,90.0
Y1050205,1.07107041414,0.904573036803,0.193624779256,-1.31555643452,0.060620723245,0.973982874442,74.5253788096,88.0
Y1050206,-0.264163857232,0.850157890794,0.312921702906,-1.31881503483,0.639786247472,-0.0453409826218,57.3832891296,70.0
Y1050207,1.51061926227,-2.03270869144,-1.45821210961,0.0499647461515,0.187224331846,0.0573702246229,36.5509414133,40.0
Y1050208,0.872253115294,0.548029526924,-0.304531256001,-0.896801104505,0.0377659262029,1.31013924775,62.0880675823,70.0
Y1050209,1.32222264495,1.342551034,1.33386054484,0.0885082411809,0.367858053791,0.599404333628,70.7816776381,85.0
Y1050210,-0.0895523961538,-0.695876246425,-0.825981446127,-0.50056537302,0.271245972867,-0.216022588181,32.7884578579,20.0
Y1050211,0.77591410149,-1.55323230849,-1.19076160744,0.669879560238,0.389767085266,0.967289468888,24.7851834528,40.0
Y1050212,-0.457216005334,-0.73333779511,0.908100965717,0.994267427685,-0.660521099808,-0.00267511896263,15.2433985549,20.0
Y1050213,-2.32408553796,0.528362546021,0.325202705003,0.187268592386,-0.199046512317,0.163567053926,5.84979002106,10.0
Y1050214,0.78089851287,-0.985137952831,1.21592157649,1.02309211494,-1.0005280585,-0.573893685681,30.5106437563,20.0
Y1050215,0.567850162894,-1.24286748115,-0.625670991472,0.0193827332183,-0.538413821974,-0.139555409309,30.4447634348,20.0
Y1050216,-0.794230506139,-0.721219943881,-0.840365581366,0.348085477581,-0.355322065185,0.446767253776,10.9202629597,10.0
Y1050217,-2.32408553796,0.528362546021,0.325202705003,0.187268592386,-0.199046512317,0.163567053926,5.84979002106,10.0
Y1050218,-2.32408553796,0.528362546021,0.325202705003,0.187268592386,-0.199046512317,0.163567053926,5.84979002106,10.0
Y1050219,0.294313677026,-0.796832760582,-0.339449049273,-0.346545997,-1.6536471347,-0.449764721237,31.2434483601,20.0
Y1050220,-0.154290582416,-0.512887149076,1.44789401462,0.423386254764,1.24621817598,-0.619505466526,36.5888731426,30.0
Y1050221,1.28131074404,1.08770559671,-0.298503794443,-1.08295902074,0.0498420167651,0.686830626751,73.2199940032,80.0
Y1050222,-0.387173094252,-0.432056895435,-0.412192709917,-0.432661397137,-0.369693335799,-0.304156341964,29.3418243982,50.0
Y1050223,0.835769836507,-1.89072311414,-1.45986708143,0.55559987843,-0.714166839341,0.494155705032,19.2234052911,20.0
Y1050224,0.749410797541,0.0964083417526,1.33687705593,-0.731521836466,0.48973920596,-0.647245453628,63.7728247306,68.0
Y1050225,1.30616045641,1.24415853894,1.16280212407,-0.415089405602,0.0668752831188,0.597663626246,73.9771483424,75.0
Y1050226,-0.326117120024,-0.0987422852283,0.801861795047,-0.558485267821,1.0200488135,-0.902875545417,44.355932348,40.0
Y1050227,-0.0324773610554,-1.10848753184,-0.807549245963,0.308227354119,-0.514018243212,0.244076826978,18.9579421488,10.0
Y1050228,0.767048959928,0.148804515392,1.29754111373,0.0137146492383,-0.317373384024,0.468723283956,53.3333286946,66.0
Y1050229,2.21381863513,1.27560934085,0.993277382847,-0.915733885309,0.342629170854,0.699304601726,93.0141953479,99.0
Y1050230,-2.32408553796,0.528362546021,0.325202705003,0.187268592386,-0.199046512317,0.163567053926,5.84979002106,0.0
Y1050231,-1.5298704415,-0.296781859136,-0.776461108361,0.327231404766,0.0318597913927,0.568337282232,5.43260471933,10.0
Y1050232,-0.363195609989,-1.155675667,1.07002879157,1.75064226787,0.629601125432,0.390200215429,10.3631973839,10.0
Y1050233,-1.45342331783,-0.357970663035,-0.64624382085,0.432918255264,0.1171683208,0.560987009929,5.78532730228,10.0
Y1050234,-1.91456101505,0.107615045286,-0.226847399333,0.260211904756,-0.102826510413,0.365337004376,5.65241169813,10.0
Y1050235,-1.4556928936,-0.354305131003,-0.673564622462,0.414886599087,0.0799396488014,0.561812032993,5.7265415965,10.0
Y1050236,-0.358231384655,3.24110255318,-1.68652469995,3.23092556213,0.194433063354,-1.48668878387,5.36695150387,20.0
Y1050237,-2.32408553796,0.528362546021,0.325202705003,0.187268592386,-0.199046512317,0.163567053926,5.84979002106,0.0
Y1050238,0.239029817173,0.740638735778,-0.60433643582,-1.01650149841,0.532197535573,-0.134206182743,55.0966161375,40.0
Y1050239,-2.32408553796,0.528362546021,0.325202705003,0.187268592386,-0.199046512317,0.163567053926,5.84979002106,10.0
Y1050240,-1.44814849767,-0.361443588504,-0.646761319977,0.434176494317,0.10899794034,0.560725683962,5.79009122947,10.0
Y1050241,-0.287449352703,-0.42078077965,-0.193841202471,-0.429099171723,-0.62156784403,-0.42323337274,30.900397573,20.0
Y1050242,0.0220553687477,-0.86919115493,0.491649976393,0.459374616756,0.209748205362,-0.232965424125,28.1730244563,20.0
Y1050243,-1.37305874253,-0.419929329858,-0.539363751267,0.524964330021,0.162455527932,0.554036478116,6.09430795326,10.0
Y1050244,-1.44621965233,-0.360542284081,-0.674494017953,0.417146316334,0.0652661655677,0.561342708191,5.73509730648,10.0
Y1050245,-1.46633260667,-0.347299976454,-0.672520787403,0.412348635314,0.0964199269868,0.562339147324,5.71693239341,10.0
Y1050246,0.811459584425,3.03066530664,-1.78654930054,1.54790943633,0.265657612336,-0.389444863199,40.8490587274,30.0
Y1050247,0.728344310206,0.566808081948,0.471846052271,0.442708816423,0.839553806901,1.01876906499,50.7624855559,30.0
Y1050248,-0.435563198142,0.143529501774,-0.675452839746,-0.700296490213,0.413682628514,-0.269217938096,37.0825626603,30.0
Y1050249,-0.421570350855,-0.14826281573,-0.586680684417,-1.10364224114,0.526734518665,-0.614536040057,40.7164065543,30.0
Y1050250,-1.94008044676,0.124416961082,-0.224343753104,0.254124579587,-0.0632984394129,0.366601292057,5.62936395234,10.0
Y1050251,-1.53859042996,-0.2910406454,-0.775605612578,0.325151366079,0.0453665311559,0.568769289266,5.42472930582,0.0
Y1050252,-1.32455383464,-0.460911689123,-0.42935801058,0.609410700025,0.257091452199,0.54866434292,6.37451470773,10.0
Y1050253,-0.862291850117,-0.546155863316,-0.0985640146354,0.438586658919,0.585766102586,0.206999033529,16.8545246335,10.0
Y1050254,-0.905814510136,-0.0627394553455,-0.78437817387,-0.203780618474,0.251223418588,-0.115494005129,22.2464655079,20.0
Y1050255,1.7164259061,0.889022723586,0.320976444065,-0.2804665117,-0.796505480702,-0.27541994769,67.9376452755,40.0
Y1050256,-0.84136271321,0.671381502966,-0.245670133714,-0.54784726421,0.285601169009,-0.61386664133,34.5437503544,30.0
Y1050257,-0.28828335259,-0.21659135601,-0.451746263004,-1.04285367744,0.60026235539,-0.663597652868,42.3026308934,40.0
Y1050258,-1.14786995358,-0.598952319021,-0.171257375728,0.826459105608,0.390859793452,0.532785208553,7.10144536113,10.0
Y1050259,3.09770577544,2.2612872198,-2.16418677861,0.576765785648,1.51641842535,-0.325556927649,81.7797476014,80.0
Y1050260,1.25400688473,-1.82128271275,-1.18292056161,0.0175921730561,1.07675751,-0.0136455807695,39.1563170453,50.0
Y1050261,0.0666238981901,2.2682703654,0.724067271318,-1.43365542473,0.32342058548,0.367585206254,74.0235947951,82.0
Y1050262,-0.0091163715866,0.205317253733,-0.133581992761,-1.07241407748,-0.359226605476,-0.935672602158,47.4171522602,50.0
Y1050263,0.822822776827,-1.01088043236,3.49436529836,1.42670105481,2.27618293223,-1.09432355934,48.5252899076,40.0
Y1050264,1.09175945797,-1.330302905,-0.850163474827,-0.57516598421,0.736251786594,-0.493023866105,47.3020254155,40.0
Y1050265,0.0205933221251,-0.586201605127,-0.781286146565,-0.829006775042,0.548942037841,-0.454689717081,39.968043537,20.0
Y1050266,0.88701399966,-1.04224493719,0.0698672928257,-0.387940864467,0.33995261386,-0.745955125237,47.160376678,40.0
Y1050267,0.365741697993,-0.00447978547212,0.564253670441,-0.681606059119,-0.288053689461,-1.08148356258,50.267488054,30.0
Y1050268,-0.959067502517,0.447465522029,0.446296633738,-1.10989179129,0.329753549019,-0.961293915888,41.4382241591,60.0
Y1050269,-1.93684466887,0.576238974378,0.390146980371,-0.304927107133,-0.0362507398525,-0.244571399245,18.0211957616,10.0
Y1050270,2.83641692185,0.535654282213,-1.16405477464,-1.07233521509,-0.117113673285,0.865417428579,86.4323588931,40.0
Y1050271,-2.32408553796,0.528362546021,0.325202705003,0.187268592386,-0.199046512317,0.163567053926,5.84979002106,0.0
Y1050272,-2.32408553796,0.528362546021,0.325202705003,0.187268592386,-0.199046512317,0.163567053926,5.84979002106,0.0
Y1050273,0.336455518224,1.90902282813,0.712257078077,-0.0870841675404,0.346430610194,1.13985964326,60.0276234808,40.0
Y9999986,1.88493772348,-0.830775868232,0.697824994612,0.488848531162,-0.020359744805,-0.585483877375,54.1330407771,58.0
Y9999987,-2.16918919032,0.547513117363,0.35118041515,-0.00960968742186,-0.133928203331,0.000311672657566,10.7183523173,27.0
Y9999988,1.4064395648,-1.84690506752,-1.33634998148,-0.134079013792,0.139892657032,-0.0872202148467,38.8463618546,33.0
Y9999989,1.38901270516,-1.63781457904,-1.86923623705,-0.802673686323,-0.318753935567,-0.265671512385,43.5342434935,59.0
Y9999990,0.839268428467,-0.689789899075,0.839296598895,-0.544196668223,-0.812337699161,-1.18865923402,50.2025370267,63.0
Y9999991,0.968497301154,-1.42500495886,-1.80430136155,-0.757959350576,0.245559102186,-0.168192754623,40.8813056867,36.0
Y9999992,1.64087881329,-1.73322623805,-0.732069565209,-0.210214457376,-1.15691659226,-0.470742692936,42.022601375,38.0
Y9999993,1.35369781048,-1.59113577051,-0.585141512935,-0.25786181776,1.87447509387,-0.451569670916,50.7841352128,49.0
Y9999994,-0.984843155578,-0.494014517219,-0.928501734666,0.0397958643429,-0.0350124296639,0.34308742081,14.0109336909,20.0
Y9999995,0.923426904685,-1.48075504353,-1.50513777581,-0.451560988505,0.629304083904,-0.0963270776,39.125802934,57.0
Y9999996,-1.16236293069,0.671991831091,0.520035531107,-1.28931850617,0.289340805076,-1.06084830559,42.3640072426,54.0
Y9999997,-0.370766021678,0.122366745107,0.387979696143,-1.09992764692,-0.460310089703,-1.06768223997,44.2902368511,58.0
Y9999998,-0.00393623078344,-0.896683965274,-0.974381335696,-0.244078053899,-0.37363588672,-0.0234968983427,26.7725805583,49.0
Y9999999,2.07487105828,-1.63372369945,-0.118551252408,-0.570083620085,-0.62211110388,-1.04237168721,57.535212619,73.0
