username,watched_time_hour,qz_mean,mt_online_num_day,video_pause_backward_seek_avg,hw_mean,watched_time_weekday,predict_score,real_score
Y1050160,-0.291757459999,-0.480207095879,0.637851101454,0.15750806032,-0.621191710891,-0.429220256238,27.6401904887,30.0
Y1050161,-1.54960379978,0.624115402734,0.455091255739,-0.797122806653,0.126545032612,-0.652709852416,30.1926015021,40.0
Y1050162,2.3140680525,-2.92932895836,2.04678886087,2.8617818529,0.971144732739,0.0789989861773,28.7543356917,30.0
Y1050163,-2.32408553796,0.528362546021,0.325202705003,0.187268592386,-0.199046512317,0.163567053926,5.84979002106,0.0
Y1050164,-2.32408553796,0.528362546021,0.325202705003,0.187268592386,-0.199046512317,0.163567053926,5.84979002106,0.0
Y1050165,-2.32408553796,0.528362546021,0.325202705003,0.187268592386,-0.199046512317,0.163567053926,5.84979002106,0.0
Y1050166,-1.70450014742,0.604964831392,0.429113545591,-0.600244526845,0.061426723626,-0.489454471148,25.3240392059,20.0
Y1050167,-0.0765115141157,-0.575816821595,-0.881375915164,-0.79179070802,0.415131745845,-0.369784893157,37.3326206441,30.0
Y1050168,-1.15644124616,-0.441601785603,-0.932253782008,0.115776778506,0.0782609969802,0.429379501362,11.4916215212,10.0
Y1050169,-0.706178265418,-0.936843605024,-0.426947372995,0.897070638567,-0.111511352438,0.586002081081,7.22531397455,0.0
Y1050170,0.260146140729,-0.361093253988,-0.343471370133,1.07599766699,0.414962313577,1.57788861342,25.4058786715,10.0
Y1050171,-2.02317072861,0.271973097743,0.225214539348,0.314401086227,-0.273468811313,0.220087432504,6.13879281374,10.0
Y1050172,-1.33689190355,0.161142769199,0.170956463186,-0.228520743181,-0.645764447144,-0.239170164123,19.5561277385,10.0
Y1050173,1.34555026172,-0.76994858214,-0.368819979529,-0.525223479981,0.0675169868581,-0.581872126348,53.9925403807,70.0
Y1050174,2.06001850165,0.382476929886,-1.00068930351,-1.04985674142,0.0486434340409,0.755808066506,75.5947327984,80.0
Y1050175,0.38118132797,-0.318978758344,-0.122335487807,0.576328831358,-1.88711101764,-0.0328070849886,25.2535304047,30.0
Y1050176,2.10893033933,1.76533492582,0.6462441042,-0.796010152334,-0.677493295998,0.340731709878,87.8350857832,90.0
Y1050177,-0.482027764322,-0.330996846351,1.09266081748,0.910222215164,0.266184266226,-0.348660276589,22.4488764981,20.0
Y1050178,-0.61560329998,-0.34738361472,-0.780831754332,-0.60026331013,0.458528636889,-0.182140941113,29.8157395116,20.0
Y1050179,2.9284012162,0.30413391853,1.72293578988,-0.159179030152,-0.828540320926,-7.21496119364e-05,86.6815250911,95.0
Y1050180,-1.54960379978,0.624115402734,0.455091255739,-0.797122806653,0.126545032612,-0.652709852416,30.1926015021,40.0
