evaluation_num,kfold_split_num,username,video_stop_backward_seek_avg,qz_mean,mt_online_num_day,watched_time_weekday,video_avg_count,hw_mean,label_val_predict,label_val_test
1,1,Y1050167,0.607193562647,0.390524430929,0.214618788171,0.942452928617,-0.477395494163,-0.150306363134,39.2345089287,30.0
1,1,Y1050180,-0.119295312535,0.192998902114,-0.467895618932,-1.03221035039,-0.7688431627,-0.518913411328,34.0617576659,40.0
1,1,Y1050195,-0.119295312535,0.449782089574,-0.12663841538,-0.493665819752,1.01384507657,-0.115749452377,45.4922138497,40.0
1,1,Y1050200,0.0882729382089,-0.53126137021,0.214618788171,0.224393554433,1.75426093921,-0.0581546013453,27.1919115367,30.0
1,1,Y1050216,-0.603621229322,-1.36086859124,-0.638524220707,-0.314150976206,-0.743861933968,-0.657141054357,3.0944056532,10.0
1,1,Y1050219,-0.603621229322,-0.149378681167,-0.467895618932,-0.13463613266,-0.680021016095,-0.150306363134,32.0592453863,20.0
1,1,Y1050231,-0.603621229322,-1.22918490536,0.214618788171,-0.493665819752,-0.685572400261,-0.518913411328,6.34938144598,10.0
1,1,Y1050239,-0.603621229322,-1.22918490536,-0.467895618932,-1.03221035039,-0.910403458846,-0.634103113737,5.96933590914,10.0
1,1,Y1050252,-0.0654813223188,-1.14359050954,-0.638524220707,0.0448787108865,-0.452414265431,-0.657141054357,6.63519131766,10.0
1,1,Y1050257,-0.603621229322,1.07527959749,-0.467895618932,0.0448787108865,-0.0610416819671,-0.588027232843,50.9743613678,40.0
1,1,Y1050258,-0.603621229322,-1.06458029801,-0.467895618932,0.0448787108865,-0.169293673138,-0.541951351948,10.4613080276,10.0
1,1,Y1050269,-0.603621229322,-1.16334306242,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,7.56701114212,10.0
1,1,Y9999987,-0.603621229322,-0.221804708399,-0.638524220707,-1.57075488103,-0.927057611334,-0.657141054357,25.5675777675,27.0
1,2,Y1050172,0.0017861666621,-0.880223137785,-0.467895618932,-1.03221035039,0.297022596521,-0.657141054357,12.8849365746,10.0
