number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.541148091346,426.800293823,0.459047820437,0.45475454917
2.0,0.588913424076,346.8116575,0.581089437982,0.57438686899
3.0,0.601640449344,335.323052418,0.595387504357,0.585598492366
4.0,0.601936482243,340.001455461,0.596527831243,0.583406785105
5.0,0.600446016442,346.01479149,0.610968804959,0.595024903523
6.0,0.642800767854,285.071961004,0.671499393346,0.655210107066
7.0,0.640683222652,288.107649313,0.677907333757,0.659118594892
