username,mt_online_num_day,qz_mean,final_score
Y1050254,3.49453652866,2.79698042413,20.0
Y1050255,0.826428711158,-0.375812356426,40.0
Y1050256,0.616143309886,-0.165526955154,30.0
Y1050257,-0.169483780036,-0.110012439988,40.0
Y1050258,-0.169483780036,-0.110012439988,10.0
Y1050259,0.251087022508,-0.530583242532,80.0
Y1050260,0.173701579455,-0.818254086857,50.0
Y1050261,0.356229723144,-0.635725943168,82.0
Y1050262,0.566515124416,-0.84601134444,50.0
Y1050263,0.173701579455,-0.818254086857,40.0
Y1050264,0.566515124416,-0.84601134444,40.0
Y1050265,0.383986980727,-1.02853948813,20.0
Y1050266,0.931571411794,-0.480955057062,40.0
Y1050267,0.356229723144,-0.635725943168,30.0
Y1050268,0.383986980727,-1.02853948813,60.0
Y1050269,-1.71886703199,1.07431452459,10.0
Y1050270,1.96365465355,0.677299425455,40.0
Y1050271,-1.71886703199,1.07431452459,0.0
Y1050272,-1.71886703199,1.07431452459,0.0
Y1050273,-1.5363388883,1.25684266828,40.0
Y9999986,-0.141726522453,-0.502825984949,58.0
Y9999987,-1.71886703199,1.07431452459,27.0
Y9999988,-0.772582726268,0.128030218866,33.0
Y9999989,0.173701579455,-0.818254086857,59.0
Y9999990,0.320901360345,-0.965453867747,63.0
Y9999991,-0.562297324997,-0.0822551824057,36.0
Y9999992,0.173701579455,-0.818254086857,38.0
Y9999993,-1.01062538512,0.731129165099,49.0
Y9999994,-0.98286812754,0.338315620138,20.0
Y9999995,0.320901360345,-0.965453867747,57.0
Y9999996,-0.352011923725,-0.292540583678,54.0
Y9999997,-0.0786409020713,-0.565911605331,58.0
Y9999998,-0.141726522453,-0.502825984949,49.0
Y9999999,0.278844280091,-0.923396787493,73.0
