username,mt_online_num_day,qz_mean,final_score
Y1050160,-0.141726522453,-0.502825984949,30.0
Y1050161,0.068558878819,-0.713111386221,40.0
Y1050162,0.068558878819,-0.713111386221,30.0
Y1050163,-1.71886703199,1.07431452459,0.0
Y1050164,-1.71886703199,1.07431452459,0.0
Y1050165,-1.71886703199,1.07431452459,0.0
Y1050166,0.068558878819,-0.713111386221,20.0
Y1050167,1.0863422979,0.0943866315885,30.0
Y1050168,-0.800339983851,0.520843763827,10.0
Y1050169,-1.71886703199,1.07431452459,0.0
Y1050170,-0.988754457235,1.80442709935,10.0
Y1050171,-1.5363388883,1.25684266828,10.0
Y1050172,-1.5363388883,1.25684266828,10.0
Y1050173,0.566515124416,-0.84601134444,70.0
Y1050174,0.566515124416,-0.84601134444,80.0
Y1050175,-0.877725426904,0.233172919502,30.0
Y1050176,0.145944321872,-0.425440541896,90.0
Y1050177,0.46137242378,-0.740868643804,20.0
Y1050178,0.46137242378,-0.740868643804,20.0
Y1050179,0.103887241618,-0.383383461642,95.0
Y1050180,0.356229723144,-0.635725943168,40.0
Y1050181,-0.141726522453,-0.502825984949,20.0
Y1050182,0.145944321872,-0.425440541896,90.0
Y1050183,-1.02492520779,0.380372700392,10.0
Y1050184,0.356229723144,-0.635725943168,10.0
Y1050185,0.931571411794,-0.480955057062,99.0
Y1050186,0.566515124416,-0.84601134444,85.0
Y1050187,0.173701579455,-0.818254086857,20.0
Y1050188,2.06206863673,0.943941729653,45.0
Y1050189,-0.106398159654,-0.17309806037,91.0
Y1050190,0.524458044161,-0.803954264185,90.0
Y1050191,-0.877725426904,0.233172919502,40.0
Y1050192,0.931571411794,-0.480955057062,70.0
Y1050193,0.356229723144,-0.635725943168,20.0
Y1050194,-0.169483780036,-0.110012439988,20.0
Y1050195,0.145944321872,-0.425440541896,40.0
Y1050196,-0.98286812754,0.338315620138,10.0
Y1050197,-0.169483780036,-0.110012439988,80.0
Y1050198,-0.246869223089,-0.397683284313,20.0
Y1050199,0.356229723144,-0.635725943168,30.0
Y1050200,0.140057992177,1.04067093731,30.0
Y1050201,0.826428711158,-0.375812356426,68.0
Y1050202,0.566515124416,-0.84601134444,75.0
Y1050203,-0.0996694421985,-0.544883065204,10.0
Y1050204,0.320901360345,-0.965453867747,90.0
Y1050205,0.46137242378,-0.740868643804,88.0
Y1050206,0.356229723144,-0.635725943168,70.0
Y1050207,0.383986980727,-1.02853948813,40.0
Y1050208,0.0408016212362,-0.32029784126,70.0
Y1050209,0.356229723144,-0.635725943168,85.0
Y1050210,-0.562297324997,-0.0822551824057,20.0
Y1050211,2.02674027393,0.614213805073,40.0
Y1050212,-0.457154624361,-0.187397883042,20.0
Y1050213,-1.29829622945,0.653743722046,10.0
Y1050214,-0.800339983851,0.520843763827,20.0
Y1050215,0.278844280091,-0.923396787493,20.0
Y1050216,-1.71886703199,1.07431452459,10.0
Y1050217,-1.19315352881,0.54860102141,10.0
Y1050218,-1.19315352881,0.54860102141,10.0
Y1050219,0.145944321872,-0.425440541896,20.0
Y1050220,-0.352011923725,-0.292540583678,30.0
Y1050221,0.398286803398,-0.677783023422,80.0
Y1050222,0.320901360345,-0.965453867747,50.0
Y1050223,-0.169483780036,-0.110012439988,20.0
Y1050224,0.356229723144,-0.635725943168,68.0
Y1050225,0.145944321872,-0.425440541896,75.0
Y1050226,0.566515124416,-0.84601134444,40.0
Y1050227,-0.800339983851,0.520843763827,10.0
Y1050228,0.398286803398,-0.677783023422,66.0
Y1050229,0.566515124416,-0.84601134444,99.0
Y1050230,-1.71886703199,1.07431452459,0.0
Y1050231,0.0349152915414,1.14581363795,10.0
Y1050232,0.173701579455,-0.818254086857,10.0
Y1050233,-0.772582726268,0.128030218866,10.0
Y1050234,0.659885165662,1.98106891334,10.0
Y1050235,-0.224998295201,0.675614649934,10.0
Y1050236,0.46137242378,-0.740868643804,20.0
Y1050237,-1.71886703199,1.07431452459,0.0
Y1050238,4.47699158494,3.27475051736,40.0
Y1050239,-0.695197283215,0.415701063191,10.0
Y1050240,0.554742465026,2.08621161398,10.0
Y1050241,0.756614373321,0.0590582687897,20.0
Y1050242,0.356229723144,-0.635725943168,20.0
Y1050243,0.278844280091,-0.923396787493,10.0
Y1050244,0.068558878819,-0.713111386221,10.0
Y1050245,-0.352011923725,-0.292540583678,10.0
Y1050246,-0.379769181307,0.100272961283,30.0
Y1050247,0.566515124416,-0.84601134444,30.0
Y1050248,1.0863422979,0.0943866315885,30.0
Y1050249,3.59967922929,2.69183772349,30.0
Y1050250,1.93169584179,4.72487739837,10.0
Y1050251,-1.71886703199,1.07431452459,0.0
Y1050252,-0.604354405251,-0.0401981021513,10.0
Y1050253,-0.379769181307,0.100272961283,10.0
