username,watched_time_hour,qz_mean,mt_online_num_day,video_pause_backward_seek_avg,hw_mean,watched_time_weekday,final_score
Y1050160,0.497581344189,-0.127413049652,-0.343890529268,0.271410572624,-0.598712068129,-0.709430364624,30.0
Y1050161,-1.19426084379,0.180301485357,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,40.0
Y1050162,1.62833939896,-0.512056218414,-0.343890529268,4.75667453465,-0.598712068129,1.11714896498,30.0
Y1050163,-1.19426084379,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,0.0
Y1050164,-1.19426084379,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,0.0
Y1050165,-1.19426084379,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,0.0
Y1050166,-1.19426084379,-0.127413049652,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,20.0
Y1050167,-0.214903297799,0.641873287871,-0.343890529268,-0.618267538475,-0.598712068129,0.856209060753,30.0
Y1050168,-0.450120272214,-0.973628020929,-0.343890529268,-0.789771752642,-0.598712068129,0.595269156523,10.0
Y1050169,0.157042246119,-1.35827118969,-0.343890529268,0.136351004031,-0.598712068129,0.595269156523,0.0
Y1050170,0.0340851422036,-1.35827118969,-0.0580594400063,0.635244513079,0.796707845154,1.11714896498,10.0
Y1050171,-0.879198817026,-1.35827118969,-0.343890529268,-0.635417959722,-0.598712068129,-0.970370268853,10.0
Y1050172,-0.254229418864,-0.512056218414,-0.343890529268,-0.789771752642,-0.598712068129,-0.970370268853,10.0
Y1050173,0.854379672178,1.25730235789,-0.0580594400063,0.271410572624,-0.193508463677,0.856209060753,70.0
Y1050174,0.781237149977,1.25730235789,0.227771649256,-0.506789799521,1.63345328846,1.37808886921,80.0
Y1050175,1.85560745989,-0.588984852167,0.227771649256,-0.304659832884,-0.142858013006,-0.448490460394,30.0
Y1050176,0.87374299385,1.4111596254,0.79943382778,-0.0278972622287,2.30051972245,-0.709430364624,90.0
Y1050177,-0.278041932005,-0.512056218414,-0.0580594400063,1.16280372585,-0.598712068129,-0.709430364624,20.0
Y1050178,-0.584567055203,0.180301485357,-0.343890529268,-0.712594856182,-0.598712068129,0.595269156523,20.0
Y1050179,1.92607866011,1.5650168929,0.227771649256,1.62389785001,1.73120865816,-0.709430364624,95.0
Y1050180,-1.19426084379,0.180301485357,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,40.0
Y1050181,-1.19426084379,0.718801921624,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,20.0
Y1050182,1.34181028,1.02651645663,-0.343890529268,1.73833908068,1.83250955919,-0.709430364624,90.0
Y1050183,-1.19426084379,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,10.0
Y1050184,-1.19426084379,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,10.0
Y1050185,0.288417328138,1.4111596254,2.22858927409,-0.32671037473,2.44031496602,0.856209060753,99.0
Y1050186,0.19672528598,1.18037372414,0.227771649256,0.0591741075706,2.11969761392,-0.709430364624,85.0
Y1050187,-1.19426084379,-0.281270317157,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,20.0
Y1050188,1.59937116676,0.718801921624,-0.343890529268,0.483647037677,0.363646492787,-0.448490460394,45.0
Y1050189,1.52251699737,1.48808825915,0.227771649256,0.35244631344,2.01839671288,1.63902877344,91.0
Y1050190,2.00670740976,0.872659189129,0.227771649256,3.13660285084,2.17642611866,0.334329252294,90.0
Y1050191,-0.67798928277,0.103372851605,-0.0580594400063,-0.107583114607,-0.345459815384,1.63902877344,40.0
Y1050192,0.987720876243,0.180301485357,7.08771779154,-0.0614147934137,1.85783478438,0.334329252294,70.0
Y1050193,-0.441820762051,-0.819770753424,-0.343890529268,0.964716358747,-0.598712068129,-0.187550556165,20.0
Y1050194,2.10719654268,-0.281270317157,-0.343890529268,1.35280589472,-0.598712068129,0.856209060753,20.0
Y1050195,1.35396375112,0.641873287871,-0.0580594400063,1.47719356696,-0.320134589897,-0.709430364624,40.0
Y1050196,0.0403979445379,-1.05055665468,-0.343890529268,-0.789771752642,-0.598712068129,-0.448490460394,10.0
Y1050197,0.8341040889,0.949587822881,2.22858927409,0.0428482258393,1.6466224055,-0.187550556165,80.0
Y1050198,2.49432483999,-0.512056218414,-0.343890529268,-0.280404236514,-0.598712068129,-0.187550556165,20.0
Y1050199,0.475894741252,0.488016020367,2.51442036335,-0.0964659665187,1.80718433401,-0.709430364624,30.0
Y1050200,0.432437642901,-0.281270317157,-0.343890529268,2.52111710219,-0.598712068129,-0.187550556165,30.0
Y1050201,1.57647417772,0.411087386614,-0.343890529268,0.589765270203,1.44402060343,-0.709430364624,68.0
Y1050202,0.754736647768,0.872659189129,-0.343890529268,1.28542923861,1.76514445983,-0.709430364624,75.0
Y1050203,-1.14981644958,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-0.709430364624,10.0
Y1050204,-0.922776741821,0.949587822881,-0.343890529268,0.553106244576,2.17237408241,-0.709430364624,90.0
Y1050205,0.000276658982706,0.949587822881,-0.343890529268,-0.420664856639,1.86644536118,0.0733893480645,88.0
Y1050206,-1.09247763006,0.949587822881,-0.343890529268,-0.553046464567,0.566248294861,-0.448490460394,70.0
Y1050207,1.37251636528,0.488016020367,-0.343890529268,0.342156060692,-0.598712068129,2.42184848613,40.0
Y1050208,0.103269325249,0.334158752862,-0.343890529268,-0.506789799521,1.68055820749,0.595269156523,70.0
Y1050209,-0.137168210559,0.564944654119,0.513602738518,1.07790913983,1.88822505472,-0.709430364624,85.0
Y1050210,-0.0400955874326,0.334158752862,-0.343890529268,-0.471417055062,-0.598712068129,0.856209060753,20.0
Y1050211,0.720673859344,-0.665913485919,-0.343890529268,0.457921404958,-0.0922075623358,2.1609085819,40.0
Y1050212,0.605958197573,-0.973628020929,-0.343890529268,0.837374479715,-0.598712068129,-0.709430364624,20.0
Y1050213,-1.19426084379,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,10.0
Y1050214,1.58583820973,-0.127413049652,-0.0580594400063,1.44835824216,-0.548061617459,-0.709430364624,20.0
Y1050215,1.16087646059,0.103372851605,-0.343890529268,-0.0157328799954,-0.598712068129,0.856209060753,20.0
Y1050216,0.189510857149,-1.05055665468,-0.343890529268,-0.577535287589,-0.598712068129,0.595269156523,10.0
Y1050217,-1.19426084379,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,10.0
Y1050218,-1.19426084379,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,10.0
