username,watched_time_hour,qz_mean,mt_online_num_day,video_pause_backward_seek_avg,hw_mean,watched_time_weekday,final_score
Y1050219,1.69762690705,0.180301485357,-0.343890529268,-0.683653520115,-0.598712068129,-0.187550556165,20.0
Y1050220,-0.889646066623,0.334158752862,-0.343890529268,1.70832252497,-0.598712068129,-0.448490460394,30.0
Y1050221,0.113857564129,1.02651645663,0.227771649256,-0.577535287589,1.73120865816,0.334329252294,80.0
Y1050222,0.213756739377,0.103372851605,-0.343890529268,-0.619982580599,-0.598712068129,0.0733893480645,50.0
Y1050223,1.74056998761,-0.588984852167,-0.343890529268,-0.0662383492833,-0.598712068129,1.89996867767,20.0
Y1050224,-0.175281297592,1.4111596254,-0.343890529268,0.916282909073,0.262345591446,-0.709430364624,68.0
Y1050225,0.0712416241135,0.795730555376,0.227771649256,0.625138014662,1.88569253229,-0.709430364624,75.0
Y1050226,-1.01670161023,0.949587822881,-0.343890529268,0.559834486888,-0.598712068129,-0.448490460394,40.0
Y1050227,0.827325453239,-0.588984852167,-0.343890529268,-0.244020842384,-0.598712068129,0.856209060753,10.0
Y1050228,0.513054753193,0.180301485357,-0.343890529268,0.895708478634,0.946126674131,-0.709430364624,66.0
Y1050229,0.249444725562,1.5650168929,0.227771649256,0.698117570828,2.42360031734,-0.187550556165,99.0
Y1050230,-1.19426084379,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,0.0
Y1050231,-0.636745369703,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,0.334329252294,10.0
Y1050232,-0.143896036538,-1.35827118969,-0.343890529268,1.96930229305,-0.598712068129,0.0733893480645,10.0
Y1050233,-0.638064220998,-1.35827118969,-0.343890529268,-0.577535287589,-0.598712068129,0.334329252294,10.0
Y1050234,-0.89097626151,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-0.448490460394,10.0
Y1050235,-0.612082767567,-1.35827118969,-0.343890529268,-0.619982580599,-0.598712068129,0.334329252294,10.0
Y1050236,-0.902925509086,-1.35827118969,4.80106907745,-0.365298822536,-0.345459815384,-0.448490460394,20.0
Y1050237,-1.19426084379,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,0.0
Y1050238,-0.632562901161,0.949587822881,0.227771649256,-0.789771752642,0.464947393824,0.334329252294,40.0
Y1050239,-1.19426084379,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,10.0
Y1050240,-0.627645040698,-1.35827118969,-0.343890529268,-0.577535287589,-0.598712068129,0.334329252294,10.0
Y1050241,0.45056784351,0.180301485357,-0.343890529268,-0.547215792339,-0.598712068129,-0.187550556165,20.0
Y1050242,0.17330596807,-0.127413049652,-0.343890529268,0.882394335064,-0.598712068129,0.0733893480645,20.0
Y1050243,-0.606257997224,-1.35827118969,-0.343890529268,-0.400671566994,-0.598712068129,0.334329252294,10.0
Y1050244,-0.593370582966,-1.35827118969,-0.343890529268,-0.619982580599,-0.598712068129,0.334329252294,10.0
Y1050245,-0.633099045895,-1.35827118969,-0.343890529268,-0.619982580599,-0.598712068129,0.334329252294,10.0
Y1050246,-0.522262317723,-0.281270317157,3.6577447204,-0.789771752642,1.08946744934,0.334329252294,30.0
Y1050247,-0.47407262879,-0.204341683405,0.227771649256,0.908119967783,1.3260050534,0.334329252294,30.0
Y1050248,-0.637014580655,0.411087386614,-0.0580594400063,-0.789771752642,-0.294809364714,0.334329252294,30.0
Y1050249,-0.665778698677,0.872659189129,-0.343890529268,-0.789771752642,-0.598712068129,0.334329252294,30.0
Y1050250,-0.94138396292,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-0.448490460394,10.0
Y1050251,-0.6539696786,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,0.334329252294,0.0
Y1050252,-0.63738313636,-1.35827118969,-0.343890529268,-0.223807845551,-0.598712068129,0.334329252294,10.0
Y1050253,-0.661169892873,-0.742842119672,-0.343890529268,0.228963279613,-0.598712068129,0.334329252294,10.0
Y1050254,-0.617420761544,-0.281270317157,-0.0580594400063,-0.789771752642,-0.598712068129,0.334329252294,20.0
Y1050255,1.15431888457,1.10344509039,0.79943382778,0.115770498534,1.10668860264,-0.448490460394,40.0
Y1050256,-0.912253585904,0.334158752862,0.227771649256,-0.789771752642,-0.396110265751,-0.448490460394,30.0
Y1050257,-0.631314025193,0.949587822881,-0.343890529268,-0.577535287589,-0.598712068129,0.334329252294,40.0
Y1050258,-0.593029951076,-1.35827118969,-0.343890529268,0.200665084556,-0.598712068129,0.334329252294,10.0
Y1050259,-0.189305301218,1.64194552665,3.37191363114,0.0428482258393,1.83250955919,2.1609085819,80.0
Y1050260,0.458786846055,0.641873287871,-0.343890529268,0.69588350273,-0.598712068129,2.42184848613,50.0
Y1050261,-1.19426084379,1.02651645663,0.227771649256,-0.789771752642,1.81579491051,-1.23131017308,82.0
Y1050262,0.109237973028,1.10344509039,-0.0580594400063,-0.789771752642,-0.396110265751,-0.448490460394,50.0
Y1050263,-1.00521831077,0.795730555376,-0.343890529268,4.38879799465,-0.598712068129,-0.970370268853,40.0
Y1050264,0.403920731552,1.18037372414,-0.343890529268,0.284273388559,-0.598712068129,1.63902877344,40.0
Y1050265,-0.274547155655,0.795730555376,-0.343890529268,-0.481064166801,-0.598712068129,0.856209060753,20.0
Y1050266,0.498272878965,1.10344509039,-0.343890529268,0.635244513079,-0.598712068129,0.595269156523,40.0
Y1050267,0.32932374495,1.18037372414,-0.0580594400063,0.0635276759757,-0.396110265751,-0.709430364624,30.0
Y1050268,-1.02535812922,0.872659189129,-0.343890529268,-0.59386116932,-0.598712068129,-0.970370268853,60.0
Y1050269,-1.19426084379,-0.588984852167,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,10.0
Y1050270,1.2558715674,1.5650168929,0.513602738518,-0.450193408557,2.10247646063,1.63902877344,40.0
Y1050271,-1.19426084379,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,0.0
Y1050272,-1.19426084379,-1.35827118969,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,0.0
Y1050273,-0.812123538668,-0.127413049652,0.513602738518,0.0591741075706,2.06043658675,-0.709430364624,40.0
Y9999986,1.28620901994,0.949587822881,0.227771649256,1.61013289072,0.00909333870138,0.334329252294,58.0
Y9999987,-1.19426084379,-1.05055665468,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,27.0
Y9999988,1.27030651381,0.641873287871,-0.343890529268,0.219530547927,-0.598712068129,2.1609085819,33.0
Y9999989,1.50164794931,1.02651645663,-0.343890529268,-0.683653520115,-0.598712068129,2.1609085819,59.0
Y9999990,1.21422697456,1.25730235789,-0.343890529268,0.467321155946,-0.598712068129,-0.709430364624,63.0
Y9999991,0.775037675531,0.872659189129,-0.343890529268,-0.615434656227,-0.598712068129,2.1609085819,36.0
Y9999992,2.33842939982,0.795730555376,-0.343890529268,0.102709793319,-0.598712068129,1.11714896498,38.0
Y9999993,-0.244971375689,1.33423099164,-0.343890529268,1.22647466536,-0.598712068129,2.1609085819,49.0
Y9999994,-0.264149011291,-0.819770753424,-0.343890529268,-0.789771752642,-0.598712068129,0.595269156523,20.0
Y9999995,0.490222590326,0.718801921624,-0.343890529268,-0.129480527844,-0.598712068129,2.1609085819,57.0
Y9999996,-1.19426084379,0.949587822881,-0.343890529268,-0.789771752642,-0.598712068129,-1.23131017308,54.0
Y9999997,0.0071479621684,1.02651645663,-0.343890529268,-0.626512933632,-0.598712068129,-0.970370268853,58.0
Y9999998,0.609392882868,-0.0504844159,-0.343890529268,-0.607854782839,-0.598712068129,0.856209060753,49.0
Y9999999,2.04600588816,1.7188741604,-0.343890529268,0.660510758272,-0.598712068129,0.856209060753,73.0
