username,active_sum_count,video_num_days,video_forward_seek_sum,video_pause_sum,exam_mean,hw_mean,final_score
Y1050160,-0.315697357841,-0.0597140571494,-0.0776182545534,-0.403772180953,-0.189157716847,-0.640521439278,30
Y1050161,-0.698904247158,-1.01513897154,-0.396470194484,-0.665367946889,0.319019548217,-0.640521439278,40
Y1050162,1.93826455706,0.89571085724,1.23402268016,3.80297054154,0.0458059649586,-0.640521439278,30
Y1050163,-1.12262430263,-1.17437645727,-0.439950004475,-0.813841219448,-1.402226027,-0.640521439278,0
Y1050164,-1.07067212485,-0.696664000076,-0.439950004475,-0.778490440267,-1.402226027,-0.640521439278,0
Y1050165,-1.05351360742,-0.855901485807,-0.418210099479,-0.637087323545,-1.402226027,-0.640521439278,0
Y1050166,-0.93483386185,-0.378189028613,-0.410963464481,-0.672438102726,-0.500621201886,-0.640521439278,20
Y1050167,-0.23324114907,-0.378189028613,-0.403716829482,-0.509824518495,0.160555669973,-0.176379051924,30
Y1050168,-0.668400216168,-0.537426514344,-0.258784129514,-0.644157479381,-1.03065555373,-0.271317267397,10
Y1050169,-0.11932765834,-0.0597140571494,0.444139465333,0.0840685717388,-1.402226027,-0.640521439278,0
Y1050170,-0.10693539575,-0.218951542881,-0.396470194484,0.225471688461,-1.402226027,0.552535470004,10
Y1050171,0.281514373894,1.05494834297,-0.418210099479,-0.170457038361,-0.976012836946,-0.450645007974,10
Y1050172,-0.672213220041,-0.855901485807,-0.345743749495,0.0204371692138,-0.894048761936,-0.640521439278,10
Y1050173,0.464061934352,0.417998400045,-0.113851429546,0.543628701086,1.45558805514,-0.260768577028,70
Y1050174,0.631357479315,-0.218951542881,-0.244290859517,-0.234088440886,1.32990980657,1.76605683926,80
Y1050175,0.523640119881,1.37342331444,-0.295017304506,0.267892623478,-0.18369344507,-0.450645007974,30
Y1050176,1.71758695787,2.48808571456,0.668785150284,1.13752179132,1.25341000333,2.76122031243,90
Y1050177,0.971668075053,-0.0597140571494,0.342686575355,-0.262369064231,-0.456907028657,-0.260768577028,20
Y1050178,-0.735604409443,-0.855901485807,-0.0776182545534,-0.545175297675,-0.336693051866,-0.529760187893,20
