username,video_stop_backward_seek_avg,qz_mean,mt_online_num_day,watched_time_weekday,video_avg_count,hw_mean,predict_score,real_score
Y1050160,-0.953783330423,0.50384260545,-0.13750513843,-0.315561940814,-0.346044266095,-0.310915906036,26.6795995059,30.0
Y1050161,-1.15461664937,-0.105689643334,0.033925488421,-0.937353252332,-0.0715228230332,-0.697943293409,36.2773004212,40.0
Y1050162,1.84424883224,3.56086276081,-0.240463492963,1.06836857194,-0.820684384762,0.17822779356,33.635057191,30.0
Y1050163,-2.46862624913,-0.601818111037,0.0850340296202,0.0237694246225,-0.521955792092,0.147617505264,1.78224267956,0.0
Y1050164,-2.07587478526,-0.497542830377,0.730098048085,0.309698605026,-0.249079565364,0.357731656218,0.442511192895,0.0
Y1050165,-2.26843605664,-0.350905066332,-0.00488402315699,0.141313799695,-0.406323735455,0.250745850721,1.69314895305,0.0
Y1050166,-1.49543486992,-0.070546864872,-0.0831292048721,-0.419800728351,0.157200172739,-0.144208927771,21.4691249695,20.0
Y1050167,0.576648976533,0.10952972088,0.318636753599,0.19622379901,1.10373250152,0.0564903917218,38.8416205968,30.0
Y1050168,-0.650528763728,-0.182896041388,1.53927841196,0.716883657894,0.486439690211,0.89112172682,9.91974090687,10.0
Y1050169,-1.43433050351,0.705610528305,-0.327377577976,0.624604757441,-0.24444663956,0.569104191728,1.91288728086,0.0
Y1050170,-0.0474404728351,0.284524616991,-1.11210747427,1.07317644624,0.246847156277,1.48883700958,15.4968161979,10.0
Y1050171,-1.34132439736,0.107206400724,-0.331611541795,0.1623956804,0.173969452479,0.380999280951,12.9293131703,10.0
Y1050172,-1.21850958499,0.162981078898,0.456359271083,0.271801282966,-0.873796089197,-0.149162664586,13.6121064333,10.0
Y1050173,1.51634496557,1.15137481703,0.818635242742,-0.247738789172,0.519582898074,-0.329808364231,56.547451099,70.0
Y1050174,1.70782724495,-1.0834599764,-1.22753507817,-0.694363661872,0.431125394773,0.123040676107,78.0904211597,80.0
Y1050175,-0.659510564649,0.14382979824,-0.0353477297973,-0.0994079878152,0.1854194862,-0.106741779516,27.5327507709,30.0
Y1050176,1.74091726039,-1.60427256874,-1.06988818522,-1.23255797258,-0.90867539462,0.550943288024,89.6086847039,90.0
Y1050177,0.523432357204,0.919933698772,0.980073695526,0.7075980753,-0.477055931786,0.274095162513,26.8505637899,20.0
Y1050178,-0.385674134709,0.926399744862,-0.470702770688,0.0386317968775,0.23183081949,0.0591457223446,26.8503787035,20.0
Y1050179,2.81247175232,-1.74523229201,1.65316509115,-0.423670728691,-0.785642272556,0.0872835232884,88.185688142,95.0
Y1050180,-1.05172549543,-0.418616921279,0.396406140111,-0.700907867771,0.060934036574,-0.512607193092,33.8194079459,40.0
Y1050181,-1.75122440567,-0.569316058541,0.150361266341,-0.852416105228,-0.236162988972,-0.588882560492,27.582905809,20.0
Y1050182,2.23693398574,-1.83377109033,1.07710096612,-0.308270456834,-0.508478505961,-0.0883553348235,79.3871060705,90.0
