username,active_sum_count,video_num_days,video_forward_seek_sum,video_pause_sum,exam_mean,hw_mean,final_score
Y1050179,5.06847719902,0.100025614454,-0.562663545582,-0.398359324653,0.453075588889,0.0434594274292,95
Y1050180,-1.07793162681,-0.311020632506,-0.20800422077,0.658989555681,0.0581469084506,-0.203837681337,40
Y1050181,-1.59172589373,-0.0479385883223,-0.221024124573,0.420079704716,-0.344882544953,0.296469326739,20
Y1050182,4.13780522601,-1.26204980639,0.821916832142,-0.457412579635,0.359806206981,-0.425387318128,90
Y1050183,-2.27600158224,0.189335826315,-0.0572119087557,-0.363615615795,-0.20780763849,-0.0628794811692,10
Y1050184,-2.00007653894,-0.0434663942459,-0.270902658217,-0.135742141251,-0.31062404887,-0.148497283755,10
Y1050185,2.84438897924,-2.08710752301,-1.28926901353,-0.620980310225,0.132206208415,-0.0900123676508,99
Y1050186,3.5053340627,-1.08425080746,-0.786077961407,-0.626225270706,0.410029959672,0.152628024211,85
Y1050187,-1.7796683391,0.161584498608,-0.256011352496,0.168666882307,-0.147846480146,-0.14004340554,20
Y1050188,0.87762338699,-0.0418970349356,0.027908920802,-0.0493376727285,0.446782034649,-0.668404494028,45
Y1050189,2.70203104403,-0.486301081654,-1.41239695213,0.0411581427132,-0.517468785316,0.0888208782225,91
Y1050190,4.44833470105,-0.0499091225695,0.679871238558,-0.246535725314,-1.22050161047,-0.0015296082368,90
Y1050191,1.6380736826,3.90613050307,-1.73194838583,0.109896332205,1.04390735021,-0.500452734215,40
Y1050192,2.47487530641,-0.924995435645,-0.952112126207,-0.704887725835,-0.377939464316,0.879710525196,70
Y1050193,-0.608237843792,0.0584690545516,0.513168569181,-0.170185671164,0.688228578982,-0.041966531031,20
Y1050194,0.114781825514,0.234957828005,0.683732204939,-0.409459248596,0.279455739401,0.274853542265,20
Y1050195,3.82472480749,0.744453250953,2.89634598843,-0.270882081562,-0.403786447143,0.568578012716,40
Y1050196,-2.00008662039,0.140043405754,0.004563539304,-0.325755771855,0.0182481528065,-0.0265079550498,10
Y1050197,6.97788086172,6.15880494361,-2.22278184595,-0.2059218775,-0.649378141599,0.273120927133,80
Y1050198,-1.03727216655,-0.065957537812,0.0691442449006,0.269297339145,0.337325812161,-0.0390289972905,20
Y1050199,0.496021151191,0.252319068951,-0.722194582288,-0.710147900396,0.0433151678242,-0.222870980234,30
Y1050200,1.48929256103,0.412038106699,2.17173698945,-0.687038677319,-0.595235799582,-0.338900551811,30
Y1050201,3.55976247886,-0.330195833495,0.584405589802,-0.835259153291,-0.151921056395,-0.273850397045,68
Y1050202,3.58816941482,-1.00153283048,1.08816694491,-0.612248309822,-0.566270696346,-0.510603440029,75
Y1050203,-1.9500824937,0.107449514178,-0.0387116408952,-0.226464560861,0.0179365541523,-0.024278863438,10
Y1050204,2.07440746148,-1.25545775348,-0.774419362425,0.0859213096676,-0.100164953305,-0.294221394256,90
Y1050205,2.65684731865,-1.53925958752,-0.330796806326,-0.308071844098,-0.254731055128,-0.235594187164,88
Y1050206,1.80377763349,-0.774198631443,-0.192180373431,0.667051112442,1.00964486613,0.396829106365,70
Y1050207,1.30557269159,3.15649600368,-1.29107269184,0.92026059593,-0.143807764564,-0.467233648706,40
Y1050208,3.47235748186,0.978262882546,-1.56616648135,-0.719632667936,0.894178017121,0.259840747151,70
Y1050209,3.04530151817,-1.66335608241,-0.425884013808,-0.667232144919,0.619926030878,-0.19640755994,85
Y1050210,-1.46080664182,0.00659270346489,-0.0175694924087,0.125633877695,0.0245884476875,0.125127185279,20
Y1050211,0.413885063854,0.941393922687,-0.344605758718,-0.255387607788,-0.0946647289543,0.280176974742,40
Y1050212,-0.742266518115,0.359557974289,0.507463180132,-0.281890857686,0.247585924811,0.191786056115,20
Y1050213,-2.28665976603,0.214501577889,-0.0373077557468,-0.421502714581,-0.207400106752,-0.0197051618166,10
Y1050214,0.283469861457,0.463697919817,1.10064212711,-0.500510259385,0.749333548052,-0.37260712963,20
Y1050215,-0.716329007389,0.0443085883649,0.371578627672,0.0873126298352,0.298579916413,0.178300648498,20
Y1050216,-2.11308993262,0.241535159034,0.0220879099357,-0.453956309177,-0.112292161829,0.0643574026556,10
Y1050217,-2.2934071833,0.20270269152,-0.0471196353732,-0.39914872459,-0.204910832499,-0.0553659181874,10
Y1050218,-1.89594690521,0.257930686495,0.10548559131,-0.466608487914,-0.0383584168267,0.178897248813,10
Y1050219,-0.768541925944,-0.236992416533,-0.161881781972,-0.0751482385302,0.35089481704,0.0407802987359,20
Y1050220,0.283960301785,0.421650835545,1.16282782509,-0.00931388825424,0.0878285337181,-0.250125466029,30
Y1050221,1.17295613312,-1.63618133,-1.35795003311,-0.0519459560144,-0.242389808964,0.10282683951,80
Y1050222,0.192618636881,-0.266466857935,0.130645960133,0.852035236794,0.783216002348,0.390798186604,50
Y1050223,-0.251949395723,0.412742399375,0.667979378246,-0.189636754529,-0.00595444305938,0.343378802298,20
Y1050224,1.10146514985,-0.610610018858,-0.0668525030763,0.891474340428,0.13761923384,-0.387317548105,68
Y1050225,3.37566017703,-0.964605334525,-0.358438803057,-0.944584834663,1.01748622157,-0.29046630871,75
Y1050226,-0.180366383213,-0.109076053103,0.199648833387,0.909873830229,-0.141813555767,0.420064273879,40
Y1050227,-1.31687406737,0.126784098632,0.313691869432,-0.209219050264,0.168468931544,-0.0271733986333,10
Y1050228,3.45004572083,-0.0876378695594,0.896525545217,-0.60177185408,-0.454480701469,-0.221501289234,66
Y1050229,4.24974122073,-1.82456245335,-0.00951142758577,-0.573436184466,-0.554745201476,-0.311107820886,99
Y1050230,-2.34779968662,0.244474145297,-0.0155812810424,-0.510189689608,-0.195858313777,-0.0318860338618,0
Y1050231,-1.94879585678,0.117545694269,0.0158962777552,-0.467927617547,-0.0515552807095,-0.0514643603513,10
Y1050232,-0.903748030436,0.487294047529,0.492364649951,-0.348360633463,0.112116690604,-0.0155539872061,10
Y1050233,-1.8442111731,0.252537672749,0.0436529300288,-0.404007847196,0.117289492396,-0.00839039011951,10
Y1050234,-2.08927445882,0.128932859401,-0.0477767979857,-0.457446048219,-0.150179736682,-0.0650730657089,10
Y1050235,-1.8308254755,0.275520039846,-0.00742262237118,-0.430391396651,0.107353172313,-0.0706050272335,10
Y1050236,-1.64045191613,-0.0413396727941,-0.221472077982,-0.329607156543,-0.29307175173,0.263065919026,20
Y1050237,-2.24815545118,0.233228711278,0.0322767365667,-0.540532923964,-0.0781862153779,-0.034198501884,0
Y1050238,-0.324674239171,-0.738513517959,-0.741494408043,0.738211312134,-0.36746658841,0.346061640245,40
Y1050239,-2.16931134291,0.15279388432,-0.0399880541264,-0.373260767019,-0.0901633991622,-0.087361404262,10
Y1050240,-1.53285000231,0.384778813815,0.109987817786,-0.606188755878,0.0829593160603,-0.0775143981902,10
Y1050241,-0.0761354847319,0.545210971439,0.249862051151,-0.109792416874,0.205676325077,0.259924617499,20
Y1050242,-1.14413599621,0.517936295511,-0.11029242871,0.0979780393458,0.0602963018984,-0.22995068615,20
Y1050243,-1.73132050417,0.0878205597744,0.127189320425,-0.192773134458,0.0361386580088,-0.125351195694,10
Y1050244,-1.70995485404,0.127525597766,0.164986230089,-0.240656736625,0.0158042108511,-0.0979598996981,10
Y1050245,-1.70384243092,0.16377560051,0.111384100488,-0.318862818596,0.0637992110555,0.17117923054,10
Y1050246,-1.38938680078,-0.485207713738,-0.687263843802,-0.673240160183,-0.37235914443,-0.288295789695,30
Y1050247,-1.00162730317,-0.639083377059,-0.641301217835,-0.501810167697,-0.217902501018,-0.397902210471,30
Y1050248,-1.28563441988,-0.376452859842,-0.400075285729,-0.022929347577,-0.128851785143,-0.188921178039,30
Y1050249,-1.31363303623,-0.24769197158,-0.19673939029,0.284243028959,-0.0803091384577,-0.212167685844,30
Y1050250,-2.02326102851,0.112954851702,-0.0339986240916,-0.717366909172,-0.0541948652232,-0.0557573008865,10
Y1050251,-2.06838425684,0.244717363893,0.144566404766,-0.577835170283,-0.00984933991655,0.00822836585067,0
Y1050252,-1.65836551419,0.191291297322,0.220928678578,-0.381730657087,0.00629335918451,0.186789348228,10
Y1050253,-1.10904058556,0.196038292057,0.426769319602,-0.33007715157,0.0294159428517,0.0745295724698,10
Y1050254,-1.08958201735,-0.0167404549287,-0.324888135512,-0.218730898902,-0.162146419265,0.264315436935,20
Y1050255,0.415217248812,-0.468261167483,-0.473356907939,0.0600336455109,0.327158523002,-0.0305392229949,40
Y1050256,-0.974528006746,-0.208781084837,-0.24391976422,0.373005716773,-0.100922591863,0.486600267389,30
Y1050257,-0.93345600568,-0.244529750224,-0.385066466113,1.08487557182,-0.0878194070475,-0.286123616095,40
Y1050258,-1.59961316032,0.16489853796,0.0608400622839,-0.378738511903,0.0130293031164,0.214935867712,10
Y1050259,2.19424986827,-0.777886581121,-0.600151027507,0.297071967879,-0.96517027768,0.199986448144,80
Y1050260,1.14004828374,0.0413959526459,0.970858269282,0.921089533799,-0.190956501467,0.78487925902,50
Y1050261,0.660607224875,-1.30987689899,-1.4489119287,0.447600459648,-1.18064484706,0.863893599161,82
Y1050262,-0.268866849355,-0.665698554731,-0.488176189149,1.07442038604,0.279112886037,-0.27509999985,50
Y1050263,-0.213446359766,-0.0375196931893,0.580034042495,0.833557297067,-0.649735117922,0.175931936297,40
Y1050264,0.56571877838,-0.404574333896,0.484272118329,0.945974882957,0.267736649221,0.206408204863,40
Y1050265,-0.878073353395,0.123168774831,0.0986331753533,0.399028799435,-0.0708747098846,0.0569795238519,20
Y1050266,1.10620896149,-0.143795080542,1.01940212784,0.823311292339,-0.236931244677,-0.268725539469,40
Y1050267,0.76204590634,-0.327635583021,0.267761249924,0.0814850898981,0.668239539259,0.514525447423,30
Y1050268,1.0095708863,-0.531099794278,0.355624891763,1.19491227612,1.25508601998,0.267307180465,60
Y1050269,-2.23901468,0.160931237752,-0.0786579896964,-0.288107759598,-0.21396335122,-0.0788458025074,10
Y1050270,0.0964708023399,-0.905155689693,-0.57607266335,-0.398001847997,-0.232607485697,-0.150892393708,40
Y1050271,-2.34779968662,0.244474145297,-0.0155812810424,-0.510189689608,-0.195858313777,-0.0318860338618,0
Y1050272,-2.34779968662,0.244474145297,-0.0155812810424,-0.510189689608,-0.195858313777,-0.0318860338618,0
Y1050273,-0.900809014761,-0.811430374837,-0.971253800341,-0.54488005036,-0.423325853,-0.397397360254,40
Y9999986,1.70333760724,0.148803833223,0.983098058218,0.759036052991,0.121100126437,0.137189021291,58
Y9999987,-1.84086155578,-0.144835803842,-0.309518743357,0.524712104192,-0.280227788257,-0.25071855574,27
Y9999988,-0.798650059691,-0.0902864695022,0.0777804566529,0.568149080305,0.0830921118689,0.0221362937997,33
Y9999989,-0.543230174808,-0.525291292638,-0.338229309977,1.48641436168,0.00253012107772,0.120913823098,59
Y9999990,2.07672784314,-0.166294958823,1.50120714866,1.18212005896,0.516939040579,-0.368712916181,63
Y9999991,-0.588710799111,0.476605109147,-0.577017275021,1.04139067208,-0.273230199194,0.0526510977948,36
Y9999992,0.188096312588,-0.183132770131,0.562024987975,0.532250682761,0.600503329162,0.245401262318,38
Y9999993,1.48749796347,0.945677542376,0.931121660828,1.04542751779,-0.776693394401,-0.105498477288,49
Y9999994,-1.68808658285,-0.0563109928169,-0.132988643861,0.247780848019,-0.0518564014093,-0.163137119751,20
Y9999995,-0.481387300049,-0.281681635127,-0.402604630648,1.45226378044,0.118453461714,-0.320733046215,57
Y9999996,-1.33827482516,-0.530804036712,-0.60093313735,1.55073062088,-0.363873061246,-0.467672686892,54
Y9999997,-0.0136606369262,-0.481090312831,-0.147868990867,1.49314437926,0.255884827394,0.152728987759,58
Y9999998,0.231632770919,1.19537256825,-0.799577310255,0.950664413277,0.470725680542,-0.410248925364,49
Y9999999,1.99396366995,0.237228615869,1.11117272902,1.652327567,-0.354841031664,-0.420005146866,73
