username,incomplete_rate,video_forward_seek_avg,qz_mean,video_pause_backward_seek_avg,forum_avg_count,watched_time_hour,mt_unit_sum,predict_score,real_score
Y1050232,-0.425804283113,-0.974869188506,-0.634357398518,0.96152782377,0.346426399825,-0.241971643407,0.545237931448,28.0272012197,10.0
Y1050233,-1.200845954,-1.23258841326,1.49219756981,0.653835158387,0.407337127781,0.188230321408,0.00995707870164,2.80412113614,10.0
Y1050234,-1.92745927,0.143978121655,-0.812497875919,-0.00636190046233,-0.569766528892,0.447697510972,-0.26002848309,13.0153757764,10.0
Y1050235,-1.1425638844,-0.731456101857,1.35037018149,0.362415918718,-0.232134279461,0.476195270173,-0.215501347202,7.14593949031,10.0
Y1050236,-0.360452727855,0.66321593762,0.185431320348,-0.294141412852,-1.6762899448,1.07083788932,0.436551949039,34.9687648161,20.0
Y1050237,-2.52264828044,-0.267692394401,-0.923299770383,0.141990076351,0.0098827708976,0.455909035674,-0.408271674798,-0.339257214892,0.0
Y1050238,0.294240754159,0.556549745129,1.33687614343,-0.173306112814,-1.72126502296,0.330956677034,0.26661917197,44.5911722028,40.0
Y1050239,-1.90660286291,0.174064059254,-0.803553954217,-0.0091903994603,-0.585561651141,0.392959868043,-0.208995318183,14.232649344,10.0
Y1050240,-0.530625524169,-1.22873151875,0.880913589133,1.04573853413,-0.475398977895,0.868722938841,-0.0681834031069,10.7328498871,10.0
Y1050241,-0.321174500058,-0.771034679846,2.23784538476,0.249047061688,0.0236030058547,0.0808734954375,0.333988079393,18.6158841077,20.0
Y1050242,0.761863148638,-1.70830227942,0.251162184305,1.56628516895,0.144925013802,0.460184076009,1.0640124144,30.7798013289,20.0
Y1050243,-1.20711106065,-0.271710352851,0.921062526236,-0.284408806507,0.536938275119,-0.148790923517,0.378379026294,15.8904312672,10.0
Y1050244,-1.43374233736,-0.219100585772,0.773018046092,-0.225903496823,0.376753264496,-0.220422203785,0.0831386936141,14.1783161822,10.0
Y1050245,-1.41142586484,-0.587256392715,1.37227373213,-0.151225525714,0.588206560489,0.203866614717,0.262129857705,5.52156777914,10.0
Y1050246,-0.822034344016,0.89752483149,-0.600698694261,-0.247526733139,-1.98781829051,0.949586940588,-0.137753410642,33.9420903165,30.0
Y1050247,0.626491644722,0.453256823618,1.30090520644,-0.455392161847,-1.22335981147,0.875544249881,0.934329507358,43.5642425866,30.0
Y1050248,-0.215820857013,0.915356134991,0.613732053422,-0.527477591454,-1.22580627029,-0.214709540516,0.519287284101,47.177730711,30.0
Y1050249,-0.502114476056,0.82056264518,0.238537397228,-0.45180248632,-0.751941741305,-0.745646137223,0.537312341168,46.9773593975,30.0
Y1050250,-1.98884330343,-0.0717419157197,-0.368875159746,0.0358344753667,-0.72897181972,1.10163017371,-0.38257498807,3.38974729027,10.0
Y1050251,-2.51444826909,-0.268145359593,-0.924178489841,0.137417021378,0.0151734059247,0.455801844975,-0.418787038242,-0.299426146521,0.0
Y1050252,-1.3614175411,-0.620690036159,0.71624104682,-0.131512266,0.701355250184,0.472704006308,0.399155248956,5.77026348244,10.0
Y1050253,0.807414997423,-0.783742591866,1.39103758931,-0.423054380574,0.786060634489,1.15683512608,0.649476971471,23.7478445897,10.0
Y1050254,0.0687319635042,-0.0487133846812,1.27463661719,0.457476367206,-1.1058372455,-0.533701847753,0.265025271681,42.515800205,20.0
Y1050255,1.27324956483,0.731477421509,0.65894733822,-0.227850828832,-1.57601356855,-0.27239741056,0.0745982302161,64.598902123,40.0
Y1050256,0.0290959562342,0.395779034047,1.2947662261,-0.104022634339,-1.45438133781,0.252940744827,0.267553250546,39.7454254466,30.0
Y1050257,0.049513593833,-0.973623740061,1.74557800061,0.658235659154,-0.00779598290383,0.0130741654681,0.731410398751,25.6947569588,40.0
Y1050258,-0.599112807542,-0.745895232894,1.64164980394,-0.10133076285,0.373187430622,0.887017206153,0.577881341231,9.52580552321,10.0
Y1050259,1.12718864709,0.873754681245,-0.453857751386,-0.290663792966,-1.46956761318,0.163069636868,0.746366753203,65.8845974037,80.0
Y1050260,0.356003149084,-0.107869113544,-0.355142146122,-0.416706303233,1.0537086475,-0.505130033975,1.16319901992,45.0935171435,50.0
Y1050261,0.717779431598,1.23359219899,0.13211969206,-0.592826523555,-1.74061276562,-0.307608609639,-0.0504017939574,63.8387741591,82.0
Y1050262,0.490286871214,0.71062009378,1.34211014304,-0.647691066464,-0.90947352489,-0.381459401059,0.224990598989,50.9379831626,50.0
Y1050263,-0.935951988257,0.375749072986,-0.661374788591,-0.16154097789,0.15383630825,-0.959005576137,1.05133726846,41.2448833788,40.0
Y1050264,0.904165637353,0.621869446362,-0.659806178646,-1.20332485068,0.809018936911,-1.18180208689,-1.09613001777,57.0593213988,40.0
Y1050265,-0.36776430292,0.36623386773,-0.682263511295,-0.506633641363,0.507479957657,-1.02077829923,0.179604739871,44.0306931113,20.0
Y1050266,1.69504735702,0.631316991838,-1.24740188302,-0.941705975881,0.140582365696,-0.246716957367,-0.460777176971,65.9625086547,40.0
Y1050267,0.583328857413,0.716323624514,-0.0731264850821,-0.598221938605,-0.803671120666,-0.0846778447725,-0.0362707653126,52.9034857104,30.0
Y1050268,-0.69904434818,5.09213325755,0.759124636391,3.59903418475,2.44407154783,-0.121914375048,0.749051542145,67.7067657822,60.0
Y1050269,-2.30378990843,0.032598328702,-0.834963698511,0.107964069285,-0.141426583898,-0.0916019609068,0.0888589780978,11.8834824185,10.0
Y1050270,1.43680115589,1.02960461859,-0.132831913316,-0.804328410487,-1.12321068142,0.19215494876,0.556697869096,67.332750824,40.0
Y1050271,-2.67507562642,-0.259272371651,-0.906965539957,0.226997109004,-0.088463124162,0.457901568731,-0.212805001228,-1.07966399971,0.0
Y1050272,-2.67507562642,-0.259272371651,-0.906965539957,0.226997109004,-0.088463124162,0.457901568731,-0.212805001228,-1.07966399971,0.0
Y1050273,0.533842433797,-0.63617317783,2.30730090339,0.37046173023,-1.20046346353,1.50521159674,0.589008225688,23.5386020763,40.0
Y9999986,2.02695600003,-0.420499004674,-1.26345309119,-0.244343454881,1.0908780604,0.0766614795025,0.760196385414,59.8133843969,58.0
Y9999987,-2.67507562642,-0.259272371651,-0.906965539957,0.226997109004,-0.088463124162,0.457901568731,-0.212805001228,-1.07966399971,27.0
Y9999988,-0.472413682915,0.0219752517444,-0.259669458558,-0.367024008649,0.628374861827,-0.603676275037,0.318994642537,34.8854774918,33.0
Y9999989,-0.373725112573,0.773899388038,-0.764627929974,-0.682334730069,0.289938311163,-1.59629745593,-0.0744354960196,52.5066484938,59.0
Y9999990,0.901358431229,0.0947483641881,-0.851836069114,-0.796990080903,1.23546851907,-0.900348935719,-0.338954253605,52.1936991421,63.0
Y9999991,-0.3796168365,-0.295922505925,-0.310322166204,0.569471021139,-0.0300769314642,-1.41133755699,-0.481297330345,40.9006079092,36.0
Y9999992,0.619022873606,0.226136526041,-0.536018105928,-0.94289877726,1.11209125233,-1.03668322076,-0.817702170057,48.4965678719,38.0
Y9999993,-0.753885569929,0.106193614779,-0.658238643634,0.265878702755,-0.479636907385,-0.273790662252,0.700552626457,36.6886919602,49.0
Y9999994,-2.22953276484,0.0909724687726,-0.820563330221,0.0841574613413,-0.152019275845,-0.201502666834,0.149191773963,14.4761117022,20.0
Y9999995,-0.0998259531428,-0.0313285620694,0.242841262068,-0.3592252468,0.662342499227,-0.931158546683,0.135355116892,39.5089341209,57.0
Y9999996,-1.52408990067,0.645526799443,-0.683759831473,-0.142005314125,-0.252649849344,-1.24555937315,0.722353334683,39.1060898968,54.0
Y9999997,-0.788933481929,0.623659888856,-0.755832406825,-0.546712126331,0.204120982764,-1.28784835587,-0.173714424087,43.3466474461,58.0
Y9999998,0.902946696578,-0.839092195164,0.396400937266,0.43925220762,0.650702839109,-1.37722517224,-1.36118716716,43.7342007766,49.0
Y9999999,0.303319277635,0.304115525885,-0.196416873255,-0.545004241474,0.662680232214,-1.40656707149,0.0879590548083,52.7320806023,73.0
