username,incomplete_rate,video_forward_seek_avg,qz_mean,video_pause_backward_seek_avg,forum_avg_count,watched_time_hour,mt_unit_sum,predict_score,real_score
Y1050160,1.35694038568,-0.921563620359,1.13901801148,-0.341812930722,1.6115834278,-0.392731606605,0.05950794724,38.5919647732,30.0
Y1050161,-0.385122969436,0.108105673421,0.688782235519,-0.445619217202,0.532867483387,-1.03214867887,0.342839530471,37.724336899,40.0
Y1050162,2.74620615971,-2.29883493052,-2.43218654786,1.14591645635,2.33229674838,1.25029257227,1.91402590525,47.0248371421,30.0
Y1050163,-2.67507562642,-0.259272371651,-0.906965539957,0.226997109004,-0.088463124162,0.457901568731,-0.212805001228,-1.07966399971,0.0
Y1050164,-2.14812738985,-0.439561749014,-0.34059116517,-0.0554035921281,0.324975758865,0.559630986727,-0.675652278341,-2.30884095356,0.0
Y1050165,-1.85286630082,-0.766081525275,0.165741419317,0.0766933900324,0.514459630674,0.730074092078,-0.448123732301,-4.33757951972,0.0
Y1050166,-0.663431488968,0.0899832634623,1.12919164299,-0.330363097496,0.34694450746,-1.11427852287,0.461026043139,34.5832152283,20.0
Y1050167,0.513105223652,0.626862783074,0.712901349951,-0.836941406574,-0.122135130976,-0.717788475766,0.090579423931,51.8624858006,30.0
Y1050168,0.525501598142,-0.547207621513,0.927880182464,-0.38940131719,0.144176160926,1.05515103364,-0.887312341512,21.4376088549,10.0
Y1050169,-1.02975685641,-1.96006731249,0.471438083527,1.53623696311,0.403608468169,0.754687501151,0.222350637131,-1.32778229543,0.0
Y1050170,0.138813495668,0.00891985477889,-1.09263904116,-0.400349199845,-0.900041916384,2.23917468457,-1.03659760953,21.0947146699,10.0
Y1050171,-1.30832986973,-0.241552711406,-1.11156843707,-0.207808576667,0.040837799858,1.00949850813,-1.00738709693,8.27403770214,10.0
Y1050172,-1.51855999115,-0.0656388664123,-0.959922219619,0.233600190106,-0.487175697908,0.424975739946,-0.0344116704122,17.7626820128,10.0
Y1050173,1.05986635261,0.177695303517,0.57753330187,-0.581065330515,0.164861828952,-0.435753758562,0.126536922816,52.1051443448,70.0
Y1050174,2.01466118362,0.878028024236,0.211845177686,-0.848803051709,-1.00454344231,-0.197275171378,-0.669304109569,70.5187811075,80.0
Y1050175,-0.119568026345,-0.42361772249,0.0842421312905,-0.788787246159,1.26684231495,0.02889309156,-1.41838274369,19.5719389708,30.0
Y1050176,1.94011800562,0.415121731757,-1.1620809514,-0.0923953105347,-1.10936301104,0.336757582294,-0.241259983118,68.1043471505,90.0
Y1050177,1.93299616527,-0.532268784575,0.679539422359,-0.265437787909,0.195969561316,0.908186457704,0.177106088425,45.2082989537,20.0
Y1050178,0.588803557462,0.0606807663575,0.999316446616,-0.0956565797262,-0.0855399478754,-1.14644001756,0.206501083232,51.677231984,20.0
Y1050179,3.02949696426,-1.08959021427,-1.03485439931,0.836541216536,0.514963115156,-0.399743320026,-0.0848607759557,70.0569434166,95.0
Y1050180,-0.401914495527,0.556960410467,-0.438078024954,-0.489684231763,-0.20789218534,-0.61829054758,-0.0415650512387,42.8352063774,40.0
Y1050181,-1.52408990067,0.645526799443,-0.683759831473,-0.142005314125,-0.252649849344,-1.24555937315,0.722353334683,39.1060898968,20.0
Y1050182,2.17864655363,-0.203931192737,-0.0866072574483,-0.856437297005,0.860419009829,0.778007268322,0.443999353136,52.7354651613,90.0
Y1050183,-2.43002705255,-0.0666377094179,-0.859444324603,0.14843530279,-0.123419007588,0.0952292391702,-0.0137067748731,7.47601263633,10.0
Y1050184,-1.53896485427,0.579077382629,-0.682996006079,-0.0652101047173,-1.02033002901,0.0339159463756,0.280866081865,28.5039692537,10.0
Y1050185,1.3629635709,5.72672147979,0.582175542937,2.86405120217,1.16985681397,1.30478626855,-0.910128052535,85.2355729657,99.0
Y1050186,2.21811228296,0.415243826951,0.106574292001,-0.0376387323064,-1.28571441025,-0.382537930665,-0.513583213506,73.4106919711,85.0
Y1050187,-0.183918592756,-0.18841190356,0.437087475124,0.1235834063,0.280999368954,-1.32783607066,-0.127616702724,40.8256470128,20.0
Y1050188,2.03517863924,-0.468494125616,2.13961441411,-0.223193212774,0.0550944656009,-0.560188067172,-1.01084391113,51.2348641548,45.0
Y1050189,2.34216713625,0.0240448145246,-1.1386835091,0.55467931613,-1.3157043946,-0.0179353688037,-0.451829924291,73.3800790275,91.0
Y1050190,4.25928040845,-1.15754142992,-1.94181731544,1.00544683823,-0.106288186555,1.12556768664,0.573614923603,79.5230206443,90.0
Y1050191,0.014133721257,-2.49404312649,0.589290328688,3.66966537592,-1.25021588836,-1.25247656913,-0.505512791547,29.8095766691,40.0
Y1050192,1.82757233087,0.749383924166,-0.3267408436,-0.924510073255,-0.762791404074,0.489397966377,-0.403434929357,62.8314283535,70.0
Y1050193,0.996152984076,-0.411021955301,-0.229171871809,-0.46826951392,0.940013271189,0.472974143954,0.476028814303,39.3914588046,20.0
Y1050194,2.11780708383,-0.735884601979,-0.964968564441,-0.45753186638,1.20954678713,0.979444997352,-0.286602881659,44.8370742318,20.0
Y1050195,2.16469437573,0.0249143119337,-1.05391025019,-0.26625370968,-0.346818814818,0.642445590629,-0.390013919188,60.9277315776,40.0
Y1050196,-0.766599099647,-1.20395777328,2.56580287415,-0.45865051152,1.35529827716,0.857726406868,-0.284554293009,-6.56485345825,10.0
Y1050197,1.18900980694,0.498641150463,-0.219354999551,-0.527440164203,-0.815734040814,0.316037646166,-0.415110544554,54.3169459101,80.0
Y1050198,0.180583160192,-0.0762551381519,-0.644178755472,-0.685906973114,1.0242995831,-0.618477995711,-1.22734897231,36.1228326206,20.0
Y1050199,1.4948822761,-0.0199641773142,-0.179611753461,0.869619500182,-1.85059686207,-0.200282707579,-0.447147690644,63.1149727476,30.0
Y1050200,2.12561803689,-0.908108261958,-1.24851525935,-0.0465463852385,0.881434188825,1.57079860372,0.696761356151,44.4674820667,30.0
Y1050201,1.51837844314,-0.165882249656,-1.25019165245,-0.441642192872,0.848793272233,-0.112762358503,-0.174950970507,54.5140685663,68.0
Y1050202,1.49763821022,0.512763410161,-1.46880983034,-0.733806749151,0.142997759855,0.137174326281,0.519943825469,63.6423050674,75.0
Y1050203,-1.21663101827,-0.626785573602,1.92241422716,-0.219471670446,0.644417926915,0.0330615071193,0.108828695716,6.46415842758,10.0
Y1050204,-0.000477312422183,-0.263397791252,0.0351133698712,0.198714194379,0.489547176313,-0.946187673149,1.0842706618,44.2370225885,90.0
Y1050205,-0.0202909849964,0.584001478261,-0.958296100787,-0.531273606268,-0.0545711154207,-0.638962729338,-0.0173185389053,49.2299663068,88.0
Y1050206,1.25092892246,0.545647549977,0.935930536578,-0.975602638704,-0.110397743147,-0.584789304841,-0.602568192882,55.795786956,70.0
Y1050207,1.05892769698,-0.269460301879,-0.682271011598,-0.126994179566,0.965325596692,-1.14497633363,-0.111168450587,55.0725458352,40.0
Y1050208,2.43968852553,-3.2166577195,-0.354878923387,5.36992461527,-2.11996936662,-2.18293601235,-0.781427716158,69.0782240675,70.0
Y1050209,1.49431047582,0.570423037695,-0.291084651916,-0.638491983869,-0.800308888828,0.957792325117,0.919324528641,58.1847553725,85.0
Y1050210,-1.38652572967,0.156326642156,-0.16705585924,-0.049996615841,0.0655751290079,-0.689605861123,0.738648455664,28.9806641084,20.0
Y1050211,1.81990227904,-0.949651420429,-0.0772105942552,0.545939541997,-0.0728482951063,0.127064659542,-1.51842208972,44.9681741923,40.0
Y1050212,0.595576367493,-0.849539889945,-0.619583770874,-0.190513593076,1.38670756021,0.115725392952,-0.668568102836,29.2950782834,20.0
Y1050213,-2.52656133922,-0.14252409151,-0.878164803379,0.179383893117,-0.109648508057,0.238100156876,-0.0921394094979,4.10559456759,10.0
Y1050214,1.33706707801,-1.08094183867,0.00788010958615,-0.479257288216,1.50331364466,1.28540044564,-0.316055608766,24.9238520215,20.0
Y1050215,-0.539797567831,0.0723268984276,-0.940481370785,-0.313501383381,0.555285731293,-0.599788535608,-0.103555279193,35.4445602726,20.0
Y1050216,-1.29720988481,-0.805172583449,0.797652713133,-0.212903330039,0.825990383432,0.583198499343,-0.725965881318,-0.964099808013,10.0
Y1050217,-2.48943276743,-0.113337021474,-0.870964619234,0.167480589145,-0.11494485403,0.183149803912,-0.0619730115653,5.40190920941,10.0
Y1050218,-1.43838313465,-0.481606239888,-0.445622912285,-0.12191727931,0.562172652677,0.343713227254,-0.803637176439,7.04436864135,10.0
Y1050219,1.26755727888,0.039779639085,2.13408569742,-1.17673441652,0.378348248333,0.165364716293,-0.739020348721,38.5885243426,20.0
Y1050220,-1.23833182705,-0.0694554508972,-1.22060548651,0.164445406691,0.245397038553,-0.193798167011,0.987781941764,28.4642648666,30.0
Y1050221,0.386950580444,0.500497756359,1.16698528899,-0.561121769081,-0.808185713764,0.00695310057835,0.172088956769,44.504315937,80.0
Y1050222,0.0153860978146,-0.365341897784,2.88161669994,-0.937000901251,1.19888476948,-0.581298256421,-0.0211364870821,23.1816438703,50.0
Y1050223,-0.598785141998,-0.103699080048,0.312444431628,-0.23550979427,-0.289922429122,0.438550379923,-0.712896228924,20.994072712,20.0
Y1050224,0.612370211619,0.522286266382,-0.758540758602,-0.168124719189,-0.635254769832,-0.312302429902,0.698599831379,58.3090556109,68.0
Y1050225,1.67859962804,-0.245199624366,-0.245045904677,0.0114916022532,-0.0295776639793,0.0178975201993,0.150363493687,56.3263621762,75.0
Y1050226,-0.509771004794,0.617593524433,0.000236580877433,-0.295265285793,-0.387841112383,-0.768737816143,1.17978707293,47.2540853255,40.0
Y1050227,-0.768875746753,-0.141867940235,1.00882309947,-0.382107057198,0.0610800527147,0.23393570218,-0.155594054746,18.6222095504,10.0
Y1050228,0.680445964626,5.08431445741,0.765642384397,3.29511041737,1.93996225409,1.04161154622,-0.427984552298,72.0576612521,66.0
Y1050229,1.97504980915,0.955479575138,-0.364281027089,-1.09457410793,-0.717430582329,0.332953540584,-0.0617851614124,68.897299511,99.0
Y1050230,-2.67507562642,-0.259272371651,-0.906965539957,0.226997109004,-0.088463124162,0.457901568731,-0.212805001228,-1.07966399971,0.0
Y1050231,-1.89018699275,0.173157253462,-0.805313091359,-0.0183453473609,-0.574970156327,0.392745279487,-0.23004636722,14.3123884589,10.0
