number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.377519515584,739.627357321,0.0541353282571,0.0466284657829
2.0,0.444748819003,610.116608021,0.241360184233,0.229221947181
3.0,0.439020503564,641.358645606,0.242893714688,0.224576627141
4.0,0.610023875274,339.015001447,0.598899182866,0.585855253853
5.0,0.609567427355,338.937266527,0.612148942883,0.596253407755
6.0,0.60469338168,349.2071784,0.612678232024,0.593472193943
7.0,0.60456481569,354.345905062,0.625448132105,0.603599273145
8.0,0.604620090347,356.99205824,0.628213465109,0.603219412344
