number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.626752116779,316.822826922,0.593641766155,0.590416700807
2.0,0.692090682764,214.682864726,0.703948586764,0.699211764152
3.0,0.698097735133,208.551520723,0.72289376354,0.7161895804
4.0,0.761781373832,135.750870766,0.828938067411,0.823375077733
5.0,0.791623448115,101.322659084,0.901947544136,0.897929000863
6.0,0.815989587899,75.2278177466,0.923463850029,0.919668669038
7.0,0.847896462394,51.5849417134,0.947684955141,0.944633244191
8.0,0.847137149723,52.3079781203,0.948066354467,0.944575016952
