evaluation_num,kfold_split_num,label_val_predict,label_val_test,positive_error,negative_error,positive_error_rate,negative_error_rate
1.0,1.0,1127.98891857,30.0,3.5855462747,0.0,0.119518209157,0.0
1.0,1.0,4815.63861413,85.0,0.0,-15.6051974992,0.0,-0.183590558814
1.0,1.0,547.426234377,20.0,3.3971415856,0.0,0.16985707928,0.0
1.0,1.0,86.7938379933,10.0,0.0,-0.68367894535,0.0,-0.068367894535
1.0,1.0,2829.0928577,40.0,13.1892174947,0.0,0.329730437368,0.0
1.0,1.0,555.807286575,30.0,0.0,-6.4244345439,0.0,-0.21414781813
1.0,1.0,329.385532253,10.0,8.1489815762,0.0,0.81489815762,0.0
1.0,1.0,1184.93168989,20.0,14.4228367496,0.0,0.72114183748,0.0
1.0,1.0,25.7528818876,10.0,0.0,-4.92527026458,0.0,-0.492527026458
1.0,1.0,21.9467087448,10.0,0.0,-5.31526855148,0.0,-0.531526855148
1.0,1.0,658.648669541,30.0,0.0,-4.3358485521,0.0,-0.14452828507
1.0,1.0,9558.91146978,80.0,17.7696858427,0.0,0.222121073034,0.0
1.0,1.0,755.396403932,20.0,7.4844756896,0.0,0.37422378448,0.0
1.0,2.0,28.5306052192,0.0,5.34140479829,0.0,inf,0.0
1.0,2.0,6171.50201306,91.0,0.0,-12.4410920833,0.0,-0.136715297619
1.0,2.0,1021.52339641,40.0,0.0,-8.0387203572,0.0,-0.20096800893
1.0,2.0,4206.6851152,88.0,0.0,-23.1410367397,0.0,-0.262966326587
1.0,2.0,4475.43926717,85.0,0.0,-18.1012760423,0.0,-0.212956188733
1.0,2.0,28.5306052192,10.0,0.0,-4.65859520171,0.0,-0.465859520171
1.0,2.0,28.5306052192,10.0,0.0,-4.65859520171,0.0,-0.465859520171
1.0,2.0,4272.01466993,68.0,0.0,-2.6393492235,0.0,-0.0388139591691
1.0,2.0,3597.44699883,40.0,19.978721217,0.0,0.499468030425,0.0
1.0,2.0,366.714953453,20.0,0.0,-0.8501970388,0.0,-0.04250985194
1.0,2.0,3923.53755439,82.0,0.0,-19.3618522433,0.0,-0.236120149309
1.0,2.0,4033.49214589,49.0,14.5097799232,0.0,0.296117957616,0.0
1.0,2.0,6025.43973384,73.0,4.6237060043,0.0,0.0633384384151,0.0
1.0,3.0,36.6270704665,0.0,6.0520302764,0.0,inf,0.0
1.0,3.0,515.011305183,10.0,12.6938605174,0.0,1.26938605174,0.0
1.0,3.0,1744.84722386,30.0,11.77136847,0.0,0.392378949,0.0
1.0,3.0,98.5278864452,10.0,0.0,-0.07387857997,0.0,-0.007387857997
1.0,3.0,5036.91347019,90.0,0.0,-19.0287842137,0.0,-0.211430935708
1.0,3.0,925.425506003,20.0,10.4208071228,0.0,0.52104035614,0.0
1.0,3.0,2075.34432564,50.0,0.0,-4.4440527961,0.0,-0.088881055922
1.0,3.0,2886.11353371,66.0,0.0,-12.2774392484,0.0,-0.186021806794
1.0,3.0,30.8568408698,10.0,0.0,-4.4451065834,0.0,-0.44451065834
1.0,3.0,27.7900308404,10.0,0.0,-4.72837493363,0.0,-0.472837493363
1.0,3.0,19.8492600002,10.0,0.0,-5.54474916529,0.0,-0.554474916529
1.0,3.0,36.6270704665,0.0,6.0520302764,0.0,inf,0.0
1.0,3.0,3044.18865723,59.0,0.0,-3.8258334251,0.0,-0.0648446343237
1.0,4.0,25.4045168527,0.0,5.040289362,0.0,inf,0.0
1.0,4.0,348.539619939,20.0,0.0,-1.3307841638,0.0,-0.06653920819
1.0,4.0,5361.86068643,80.0,0.0,-6.7752727118,0.0,-0.0846909088975
1.0,4.0,6888.53495566,90.0,0.0,-7.0028015192,0.0,-0.0778089057689
1.0,4.0,216.109048533,20.0,0.0,-5.299352105,0.0,-0.26496760525
1.0,4.0,1853.26864682,40.0,3.0496068138,0.0,0.076240170345,0.0
1.0,4.0,2992.24684586,40.0,14.7014336728,0.0,0.36753584182,0.0
1.0,4.0,2685.6002404,50.0,1.8227772355,0.0,0.03645554471,0.0
1.0,4.0,4734.43601604,50.0,18.8072381079,0.0,0.376144762158,0.0
1.0,4.0,4400.49697031,40.0,26.336241756,0.0,0.6584060439,0.0
1.0,4.0,2952.56966091,36.0,18.3375529529,0.0,0.509376470914,0.0
1.0,4.0,1470.21311145,38.0,0.3433581139,0.0,0.00903573983947,0.0
1.0,4.0,2169.56984324,49.0,0.0,-2.421358508,0.0,-0.0494154797551
1.0,5.0,66.9816698017,10.0,0.0,-1.81576699979,0.0,-0.181576699979
1.0,5.0,1105.61315091,40.0,0.0,-6.7492383409,0.0,-0.168730958523
1.0,5.0,788.594536889,20.0,8.0819254484,0.0,0.40409627242,0.0
1.0,5.0,31.052504752,10.0,0.0,-4.42752256604,0.0,-0.442752256604
1.0,5.0,297.357021438,20.0,0.0,-2.7559569289,0.0,-0.137797846445
1.0,5.0,6588.03873245,80.0,1.1667341492,0.0,0.014584176865,0.0
1.0,5.0,4152.30154156,90.0,0.0,-25.5616454155,0.0,-0.284018282394
1.0,5.0,3696.73314098,70.0,0.0,-9.1992340428,0.0,-0.131417629183
1.0,5.0,4359.71606396,80.0,0.0,-13.9718540018,0.0,-0.174648175022
1.0,5.0,667.711572418,20.0,5.8401155651,0.0,0.292005778255,0.0
1.0,5.0,17.4483202257,10.0,0.0,-5.82288134886,0.0,-0.582288134886
