username,incomplete_rate,video_forward_seek_avg,qz_mean,video_pause_backward_seek_avg,forum_avg_count,watched_time_hour,mt_unit_sum,final_score
Y1050160,1.7084961473,0.284025596232,0.633335194452,0.887510733162,-0.154919333848,1.32865325483,-0.939152498712,30.0
Y1050161,0.57027252744,-0.38089031145,0.793104419699,-0.517840372279,-0.154919333848,-0.162335191112,-0.939152498712,40.0
Y1050162,-0.459794094618,1.31498106932,-0.245395544402,5.20810411403,-0.154919333848,0.83073483676,-0.939152498712,30.0
Y1050163,-1.10358573541,-0.582379980444,-1.84308779686,-0.826708746724,-0.154919333848,-1.34783388284,-0.939152498712,0.0
Y1050164,-0.434042430674,-0.582379980444,-1.84308779686,-0.826708746724,-0.154919333848,-0.53670581556,-0.939152498712,0.0
Y1050165,0.235500876074,-0.38089031145,-1.84308779686,-0.517840372279,-0.154919333848,-0.529302854003,-0.939152498712,0.0
Y1050166,0.905044180814,-0.313727088519,0.793104419699,-0.826708746724,-0.154919333848,-0.520562155452,-0.939152498712,20.0
Y1050167,0.494188060672,-0.513690320542,1.19252748281,-0.510820636096,-0.154919333848,0.371291214564,0.224184790015,30.0
Y1050168,1.12822528239,-0.022686455415,-0.884472445386,-0.00305974727631,-0.154919333848,1.0273408199,0.611963886258,10.0
Y1050169,0.905044180814,1.35924773888,-1.84308779686,0.521080525352,-0.154919333848,-1.01255588018,-0.939152498712,0.0
Y1050170,-0.936199909731,-0.481635145947,-1.84308779686,0.408764751984,-0.154919333848,0.651001869219,1.77530117499,10.0
Y1050171,-1.10358573541,-0.545745495136,-1.84308779686,-0.321287769348,-0.154919333848,0.133139425189,-0.163594306227,10.0
Y1050172,-1.10358573541,-0.254959268328,-1.12412628326,-0.363406184593,-0.154919333848,-0.987971948304,-0.163594306227,10.0
Y1050173,0.63722685932,-0.12567006399,1.03275825757,0.161670052799,-0.154919333848,0.68579123144,0.224184790015,70.0
Y1050174,-0.0323164474285,0.0131339302287,1.35229670806,-0.208971996907,-0.154919333848,1.42893110782,1.77530117499,80.0
Y1050175,0.235500876074,-0.464844340265,-0.72470322014,-0.363406184593,-0.154919333848,1.61423581362,-0.939152498712,30.0
Y1050176,-1.10358573541,0.514619328436,0.713219807075,0.833458767889,-0.154919333848,0.914268284698,1.77530117499,90.0
Y1050177,1.22068602451,0.286904020017,0.233912131337,1.30448303908,-0.154919333848,1.0460991132,0.9997429825,20.0
Y1050178,0.813742821898,0.399424224893,1.27241209544,-0.464490379882,-0.154919333848,0.123190007908,-0.163594306227,20.0
Y1050179,-0.328325066556,1.96275268107,1.00080441252,2.13192515869,-0.154919333848,1.72823551595,0.224184790015,95.0
Y1050180,-0.701859752168,-0.501784112847,0.473565969206,-0.548727209445,-0.154919333848,-0.100744213435,-0.163594306227,40.0
Y1050181,-1.10358573541,-0.582379980444,0.633335194452,-0.826708746724,-0.154919333848,-1.34783388284,-0.939152498712,20.0
Y1050182,0.653965441285,-0.418669624386,0.633335194452,1.8951938058,-0.154919333848,1.44135287991,0.611963886258,90.0
Y1050183,-1.10358573541,-0.582379980444,-1.31584935355,-0.826708746724,-0.154919333848,-1.34783388284,-0.939152498712,10.0
Y1050184,-1.10358573541,-0.582379980444,-0.405164769648,-0.826708746724,-0.154919333848,-1.34783388284,0.224184790015,10.0
Y1050185,-0.485545760572,-0.566880775122,1.03275825757,-0.39904484279,6.45497224368,0.701994063663,1.77530117499,99.0
Y1050186,-0.0992707772999,0.96237414858,1.35229670806,0.0226792841591,-0.154919333848,1.10790574162,1.77530117499,85.0
Y1050187,0.235500876074,0.458649976094,0.713219807075,-0.672274559038,-0.154919333848,0.0396895088723,-0.939152498712,20.0
Y1050188,2.11022213055,1.02953737151,1.00080441252,-0.456066697019,-0.154919333848,1.79074415597,0.611963886258,45.0
Y1050189,-1.10358573541,1.4728146433,0.841035187272,0.841180476949,-0.154919333848,1.02393400419,1.77530117499,91.0
Y1050190,-0.768814082039,2.05377652217,0.681265962026,3.80631687459,-0.154919333848,1.71267178665,1.77530117499,90.0
Y1050191,0.402886701757,4.58079278754,-0.644818607517,-0.479231825125,-0.154919333848,-1.1410483702,-0.55137340247,40.0
Y1050192,-0.318394040706,-0.355246171815,0.793104419699,0.419996329136,-0.154919333848,1.28004522418,1.77530117499,70.0
Y1050193,0.369409535817,-0.330517894201,0.154027518714,1.39714355151,-0.154919333848,0.703410024252,-0.163594306227,20.0
Y1050194,-0.0688369909947,0.0739878807594,-0.165510931778,2.14965922807,-0.154919333848,1.98461322491,0.224184790015,20.0
Y1050195,-0.701859752168,0.384770430729,0.393681356583,1.29124582328,-0.154919333848,1.46324881661,1.38752207874,40.0
Y1050196,2.91367409704,-0.481635145947,-1.2838955085,-0.363406184593,-0.154919333848,0.276521300694,-0.939152498712,10.0
Y1050197,-0.305284100908,-0.0721978057573,0.473565969206,0.0820770484399,-0.154919333848,0.804789320521,1.38752207874,80.0
Y1050198,-0.601428256357,-0.270070993503,-0.00574170653228,-0.270745672166,-0.154919333848,1.56459325208,-0.939152498712,20.0
Y1050199,-0.47230204803,1.68006116007,0.633335194452,-0.125136295629,-0.154919333848,0.224034510519,1.77530117499,30.0
Y1050200,-0.127965489815,0.171767066392,-0.325280157025,2.98560947855,-0.154919333848,1.08149452814,0.611963886258,30.0
Y1050201,-0.768814084048,0.022089026539,0.553450581829,1.33536987625,-0.154919333848,1.45703254988,-0.163594306227,68.0
Y1050202,-1.10358573541,-0.53760449849,0.952873644945,1.43832600106,-0.154919333848,0.793194921965,0.611963886258,75.0
Y1050203,1.90935913893,-0.38089031145,-0.612864762468,-0.826708746724,-0.154919333848,-0.537883762551,-0.939152498712,10.0
Y1050204,0.190864654151,0.196713406401,0.904942877371,0.470538427244,-0.154919333848,-0.631829410234,-0.939152498712,90.0
Y1050205,-1.10358573541,-0.481635145947,0.633335194452,-0.131754903527,-0.154919333848,0.185725632888,-0.163594306227,88.0
Y1050206,0.737658355131,-0.26335467127,1.19252748281,-0.556448918505,-0.154919333848,1.28989262715,0.611963886258,70.0
Y1050207,-0.434042430674,0.425068364528,1.03275825757,0.64041603305,-0.154919333848,1.08578774966,-0.939152498712,40.0
Y1050208,-0.434042430674,7.36526807546,0.473565969206,0.511720876799,-0.154919333848,-0.367637018061,0.224184790015,70.0
Y1050209,-0.0323164474285,-0.542082046646,0.713219807075,1.21182252665,-0.154919333848,0.0773219462982,1.77530117499,85.0
Y1050210,-0.350349516828,-0.481635145947,0.154027518714,-0.479231825125,-0.154919333848,-1.22010023758,-0.939152498712,20.0
Y1050211,0.128982623002,1.63400637849,-0.245395544402,0.366646337666,-0.154919333848,1.88817103544,0.611963886258,40.0
Y1050212,-0.0992707772999,0.156415472602,-0.485049382271,0.872067315042,-0.154919333848,1.39421663894,-0.939152498712,20.0
Y1050213,-1.10358573541,-0.582379980444,-1.52354934637,-0.826708746724,-0.154919333848,-1.34783388284,-0.939152498712,10.0
Y1050214,0.905044180814,-0.145819030889,-0.804587832763,1.721455345,-0.154919333848,1.64198943369,-0.163594306227,20.0
Y1050215,-0.936199909731,-0.389285714392,0.0741429060908,-0.0545378101472,-0.154919333848,0.125381616741,-0.939152498712,20.0
Y1050216,0.905044180814,-0.38089031145,-1.52354934637,-0.595057465658,-0.154919333848,0.128667417859,-0.939152498712,10.0
Y1050217,-1.10358573541,-0.582379980444,-1.44366473375,-0.826708746724,-0.154919333848,-1.34783388284,-0.939152498712,10.0
Y1050218,-0.434042430674,-0.38089031145,-1.44366473375,-0.517840372279,-0.154919333848,0.0503945354214,-0.939152498712,10.0
Y1050219,2.16043787846,-0.456448937323,0.553450581829,-0.479231825125,-0.154919333848,1.56641167713,0.611963886258,20.0
Y1050220,-1.10358573541,-0.435842039413,-0.245395544402,0.436843695789,-0.154919333848,-1.25051263777,-0.939152498712,30.0
Y1050221,0.905044180814,-0.330517894201,0.665289039502,-0.595057465658,-0.154919333848,-0.105982029969,0.9997429825,80.0
Y1050222,2.91367409704,-0.582379980444,0.585404426879,-0.826708746724,-0.154919333848,0.574682292186,-0.939152498712,50.0
Y1050223,0.151807962228,-0.20458685108,-0.804587832763,-0.710883106191,-0.154919333848,0.122920246428,0.224184790015,20.0
Y1050224,-0.794565747992,-0.0864054105189,0.952873644945,0.45628296415,-0.154919333848,-0.295111217977,0.611963886258,68.0
Y1050225,0.0681150483828,0.576185616274,0.713219807075,1.0265015018,-0.154919333848,0.815037612824,0.611963886258,75.0
Y1050226,-0.210861329094,-0.559992239467,1.03275825757,-0.208971996907,-0.154919333848,-1.15873644981,-0.163594306227,40.0
Y1050227,0.905044180814,-0.46724302682,-0.485049382271,-0.694336585983,-0.154919333848,-0.228324682918,-0.163594306227,10.0
Y1050228,-0.0992707772999,-0.369696440861,0.745173652125,-0.157493934962,6.45497224368,0.144966726514,0.611963886258,66.0
Y1050229,-0.336654312489,-0.56406273779,1.19252748281,0.580046305397,-0.154919333848,1.1866615122,1.77530117499,99.0
Y1050230,-1.10358573541,-0.582379980444,-1.84308779686,-0.826708746724,-0.154919333848,-1.34783388284,-0.939152498712,0.0
Y1050231,-1.10358573541,-0.582379980444,-1.20401089588,-0.826708746724,-0.154919333848,-1.02396107924,-0.163594306227,10.0
Y1050232,-0.350349516828,0.878420119765,-0.405164769648,0.679024580203,-0.154919333848,-0.713346506321,-0.939152498712,10.0
Y1050233,1.57458748756,0.559394810591,-1.12412628326,-0.517840372279,-0.154919333848,-0.766053691716,-0.939152498712,10.0
Y1050234,-1.10358573541,-0.582379980444,-1.2838955085,-0.826708746724,-0.154919333848,-1.02422553045,-0.163594306227,10.0
Y1050235,1.23981583419,0.2571603071,-1.12412628326,-0.826708746724,-0.154919333848,-0.721989749131,-0.163594306227,10.0
Y1050236,-0.0992707772999,-0.582379980444,-0.325280157025,-0.363406184593,-0.154919333848,-1.03697552352,1.77530117499,20.0
Y1050237,-1.10358573541,-0.582379980444,-1.84308779686,-0.826708746724,-0.154919333848,-1.06733236589,-0.939152498712,0.0
Y1050238,0.905044180814,0.022089026539,0.473565969206,-0.826708746724,-0.154919333848,-0.673773122577,1.77530117499,40.0
Y1050239,-1.10358573541,-0.582379980444,-1.20401089588,-0.826708746724,-0.154919333848,-1.0541700713,-0.163594306227,10.0
Y1050240,1.00547567662,1.06983530531,-1.36378012112,-0.0390943911006,-0.154919333848,-0.745011951189,0.224184790015,10.0
Y1050241,2.2441307923,0.391486752962,-0.197464776828,-0.517840372279,-0.154919333848,-0.58221183977,-0.163594306227,20.0
Y1050242,0.905044180814,1.76833282456,-0.405164769648,1.64423825069,-0.154919333848,-0.71792193836,-0.163594306227,20.0
Y1050243,0.905044180814,-0.582379980444,-0.325280157025,-0.517840372279,-0.154919333848,-0.689605433845,-0.939152498712,10.0
Y1050244,0.63722685932,-0.515216757513,-0.485049382271,-0.826708746724,-0.154919333848,-0.673363505272,-0.939152498712,10.0
Y1050245,1.40720165987,-0.481635145947,-0.804587832763,-0.595057465658,-0.154919333848,-0.76131905643,-0.939152498712,10.0
Y1050246,-1.10358573541,-0.582379980444,-0.644818607517,-0.826708746724,-0.154919333848,-0.971345478873,1.77530117499,30.0
Y1050247,1.23981583419,-0.448053534381,0.473565969206,0.0998963775388,-0.154919333848,-0.697133379409,1.77530117499,30.0
Y1050248,0.158981641362,-0.582379980444,0.793104419699,-0.826708746724,-0.154919333848,-0.810756445645,0.9997429825,30.0
Y1050249,-0.194919819686,-0.548798368878,0.920919799896,-0.826708746724,-0.154919333848,-0.807219820669,0.224184790015,30.0
Y1050250,-0.601428256357,-0.582379980444,-1.84308779686,-0.826708746724,-0.154919333848,-1.06479527052,0.224184790015,10.0
Y1050251,-1.10358573541,-0.582379980444,-1.84308779686,-0.826708746724,-0.154919333848,-1.05224245136,-0.939152498712,0.0
Y1050252,0.905044180814,-0.582379980444,-0.996310903059,-0.106015872091,-0.154919333848,-0.758637018207,-0.939152498712,10.0
Y1050253,2.02094969072,-0.336114829496,-0.325280157025,1.12945762662,-0.154919333848,0.324283543626,0.224184790015,10.0
Y1050254,0.905044180814,0.777675285268,0.601381349403,-0.826708746724,-0.154919333848,-0.742658591554,0.611963886258,20.0
Y1050255,0.27376049343,0.34447249693,1.27241209544,-0.456066697019,-0.154919333848,0.0980078425042,1.77530117499,40.0
Y1050256,0.905044180814,0.022089026539,0.31379674396,-0.826708746724,-0.154919333848,-0.73809930462,1.38752207874,30.0
Y1050257,1.90935913893,0.828047702517,-0.00574170653228,0.0998963775388,-0.154919333848,-0.757504940852,-0.163594306227,40.0
Y1050258,1.90935913893,-0.330517894201,-0.804587832763,0.0998963775388,-0.154919333848,-0.646215691643,-0.163594306227,10.0
Y1050259,-0.601428256357,-0.112237419525,1.11264287019,0.408764751984,-0.154919333848,-0.335689689731,1.77530117499,80.0
Y1050260,0.0681150483828,-0.506821354572,0.872989032322,1.10371859518,-0.154919333848,-0.0938869048213,-0.939152498712,50.0
Y1050261,-0.434042430674,-0.246563865387,1.19252748281,-0.826708746724,-0.154919333848,-0.0479806301045,1.77530117499,82.0
Y1050262,0.960839456711,-0.330517894201,1.11264287019,-0.826708746724,-0.154919333848,-0.109715744791,0.9997429825,50.0
Y1050263,-0.768814082039,-0.548798368878,0.713219807075,-0.0545378101472,-0.154919333848,-1.10428887585,-0.939152498712,40.0
Y1050264,-0.768814082039,-0.565589174762,1.11264287019,-0.363406184593,-0.154919333848,1.93163758986,-0.55137340247,40.0
Y1050265,-0.768814082039,-0.532007563196,0.713219807075,-0.180893054028,-0.154919333848,0.0424468359321,-0.939152498712,20.0
Y1050266,-1.10358573541,-0.38089031145,1.03275825757,0.717633127356,-0.154919333848,1.63231459223,0.611963886258,40.0
Y1050267,-0.300133768923,-0.35978187009,0.713219807075,-0.261920861018,-0.154919333848,0.225139740136,0.9997429825,30.0
Y1050268,-0.210861329094,-0.582379980444,1.27241209544,-0.414884247463,6.45497224368,-1.33182729542,-0.939152498712,60.0
Y1050269,-1.10358573541,-0.582379980444,-1.04424167063,-0.826708746724,-0.154919333848,-1.34783388284,-0.939152498712,10.0
