username,incomplete_rate,video_forward_seek_avg,qz_mean,video_pause_backward_seek_avg,forum_avg_count,watched_time_hour,mt_unit_sum,final_score
Y1050270,-0.233179439051,-0.517455531591,1.30436594049,0.388173527206,-0.154919333848,0.218251424207,1.77530117499,40.0
Y1050271,-1.10358573541,-0.582379980444,-1.84308779686,-0.826708746724,-0.154919333848,-1.34783388284,-0.939152498712,0.0
Y1050272,-1.10358573541,-0.582379980444,-1.84308779686,-0.826708746724,-0.154919333848,-1.34783388284,-0.939152498712,0.0
Y1050273,2.41151661798,0.525813199025,-0.564933994894,0.0998963775388,-0.154919333848,-0.779469493307,1.77530117499,40.0
Y9999986,-0.446918262646,0.133166664719,0.872989032322,2.33325231783,-0.154919333848,1.11389825645,-0.163594306227,58.0
Y9999987,-1.10358573541,-0.582379980444,-1.84308779686,-0.826708746724,-0.154919333848,-1.34783388284,-0.939152498712,27.0
Y9999988,-0.210861329094,-0.470441275358,0.31379674396,-0.00305974727631,-0.154919333848,-0.12871431946,-0.939152498712,33.0
Y9999989,-1.10358573541,-0.582379980444,1.19252748281,-0.710883106191,-0.154919333848,0.189857293987,-0.939152498712,59.0
Y9999990,-0.601428256357,-0.369265907408,0.904942877371,0.545379610571,-0.154919333848,1.45385748984,-0.939152498712,63.0
Y9999991,-0.601428256357,0.928792537014,0.393681356583,-0.768795926457,-0.154919333848,-0.0170433959258,-0.939152498712,36.0
Y9999992,-0.489837706571,-0.448053534582,0.793104419699,-0.106015872091,-0.154919333848,1.61364249541,-0.939152498712,38.0
Y9999993,-0.768814082039,-0.0282833907097,0.0741429060908,-0.015929262994,-0.154919333848,-1.1094989649,-0.163594306227,49.0
Y9999994,-1.10358573541,-0.582379980444,-0.884472445386,-0.826708746724,-0.154919333848,-1.34783388284,-0.939152498712,20.0
Y9999995,0.235500876074,-0.201788383433,0.665289039502,-0.208971996907,-0.154919333848,0.18593213145,-0.939152498712,57.0
Y9999996,-1.10358573541,-0.582379980444,0.633335194452,-0.826708746724,-0.154919333848,-1.34783388284,-0.939152498712,54.0
Y9999997,-1.10358573541,-0.582379980444,0.681265962026,-0.826708746724,-0.154919333848,-0.0359713890102,-0.939152498712,58.0
Y9999998,0.34709142586,1.46050138577,0.473565969206,-0.517840372279,-0.154919333848,1.54612126555,-0.939152498712,49.0
Y9999999,-0.266656602983,-0.238168462646,1.27241209544,-0.17036345068,-0.154919333848,0.513339301419,-0.939152498712,73.0
