evaluation_num,kfold_split_num,username,video_stop_backward_seek_avg,watched_time_hour,qz_mean,label_val_predict,label_val_test
1,1,Y1050170,-0.468961189572,-0.227229458186,-1.30286772326,4.85899091449,10.0
1,1,Y1050185,0.493466013957,0.0824107627812,1.40683558665,68.1706213848,99.0
1,1,Y1050189,-0.468961189572,1.80889285414,1.6160790856,73.1516072975,91.0
1,1,Y1050194,-0.468961189572,2.53010046818,-0.570515477414,25.0929530347,20.0
1,1,Y1050222,-0.468961189572,-0.0991068276907,0.0886015439405,36.251795285,50.0
1,1,Y1050229,0.307734446809,0.266841891423,1.67885213525,74.1231186331,99.0
1,1,Y1050240,-0.468961189572,-0.699104885601,-1.30286772326,4.20791234318,10.0
1,1,Y1050243,0.45336487771,-0.68385392601,-1.30286772326,6.23694880134,10.0
1,1,Y1050248,-0.468961189572,-0.705786242727,-0.0997176050178,31.1899933261,30.0
1,1,Y1050250,-0.468961189572,-0.922830041029,-1.30286772326,3.89922355351,10.0
1,1,Y1050257,-0.468961189572,-0.701721214237,1.26036513767,61.7075061437,40.0
1,1,Y1050258,-0.468961189572,-0.674421093578,-1.30286772326,4.24197024726,10.0
1,1,Y9999990,-0.468961189572,1.54800657492,1.39637341181,67.8627987482,63.0
1,2,Y1050165,-0.468961189572,-1.10315487633,-1.30286772326,3.49529636233,0.0
1,2,Y1050182,1.80972673831,1.47382479609,1.26036513767,69.5578485781,90.0
1,2,Y1050191,-0.468961189572,-0.482800414357,-0.036944555365,33.04861712,40.0
1,2,Y1050195,-0.468961189572,1.62233640151,0.266458518061,42.7183056242,40.0
1,2,Y1050201,0.145922852823,1.70668338306,0.590785941163,51.3992346377,68.0
1,2,Y1050209,0.760806902597,-0.225597197573,0.936037714253,57.8888777526,85.0
1,2,Y1050213,-0.468961189572,-1.10315487633,-1.30286772326,3.49529636233,10.0
1,2,Y1050215,-0.0349253962427,0.576277996535,-0.308961103651,29.1275041012,20.0
1,2,Y1050217,-0.468961189572,-1.10315487633,-1.30286772326,3.49529636233,10.0
1,2,Y1050220,0.590169223677,-0.565168600238,-0.152028479519,32.4084294533,30.0
1,2,Y1050224,2.03449527666,-0.329570972352,1.45914646146,72.1269577805,68.0
1,2,Y1050236,-0.468961189572,-0.895405571344,-1.30286772326,3.76996486681,20.0
1,2,Y1050254,-0.468961189572,-0.691814019596,-0.570515477414,20.6616144455,20.0
1,3,Y1050167,-0.468961189572,-0.404781471956,0.747718565295,51.7778332031,30.0
1,3,Y1050173,-0.468961189572,0.387531730474,1.03019728873,59.4535041386,70.0
1,3,Y1050190,1.09899312481,1.76164734874,1.15574338804,67.4776414952,90.0
1,3,Y1050203,-0.468961189572,-1.07146187206,-1.30286772326,3.91359326248,10.0
1,3,Y1050207,-0.468961189572,0.727197016194,0.768642915284,54.0044706287,40.0
1,3,Y1050216,-0.468961189572,-0.116396406335,-1.09362422441,10.1680376667,10.0
1,3,Y1050218,-0.468961189572,-1.10315487633,-1.30286772326,3.86463234612,10.0
1,3,Y1050219,-0.468961189572,1.96593983327,-0.00555803053862,38.2357966408,20.0
1,3,Y1050223,0.872604000544,1.95565201567,-0.434507202957,31.0188032175,20.0
1,3,Y1050247,-0.468961189572,-0.589593411922,-0.392658503293,25.4467103284,30.0
1,3,Y1050251,-0.468961189572,-0.717876811202,-1.30286772326,4.45982890627,0.0
1,3,Y9999996,-0.468961189572,-1.10315487633,1.24990296252,62.168580704,54.0
1,3,Y9999998,-0.468961189572,0.183018695877,0.360618092541,43.8447234027,49.0
1,4,Y1050163,-0.468961189572,-1.10315487633,-1.30286772326,3.67134435909,0.0
1,4,Y1050168,-0.468961189572,-0.572513144482,-1.04131334972,10.5599850156,10.0
1,4,Y1050175,0.0580822742843,2.16186089918,-0.424045028119,30.9449498693,30.0
1,4,Y1050181,-0.468961189572,-1.10315487633,0.109525893929,35.4344852386,20.0
1,4,Y1050186,-0.468961189572,-0.006573631846,1.29175166249,64.1015222067,85.0
1,4,Y1050187,-0.468961189572,-1.10315487633,-0.570515477414,20.1411211091,20.0
1,4,Y1050199,-0.468961189572,0.087822051893,-0.0474067302025,34.1644187471,30.0
1,4,Y1050227,-0.468961189572,0.802626955721,-0.570515477414,23.7562102658,10.0
1,4,Y1050235,-0.468961189572,-0.688007531309,-1.30286772326,4.45883988463,10.0
1,4,Y1050255,1.08874505657,0.768048216756,1.24990296252,68.5206036821,40.0
1,4,Y1050261,-0.468961189572,-1.10315487633,0.862802489763,52.374827041,82.0
1,4,Y9999989,-0.468961189572,0.819279896772,1.13481903836,62.1388509162,59.0
1,4,Y9999997,0.382416715849,0.695401998464,1.26036513767,66.8538216613,58.0
