evaluation_num,kfold_split_num,username,video_backward_seek_avg,video_avg_count,qz_mean,label_val_predict,label_val_test
1,1,Y1050160,-0.491276513497,-0.285372043853,-0.401229072333,25.1875383644,30.0
1,1,Y1050177,1.91848984754,2.33766309758,-0.655407010315,26.3163061846,20.0
1,1,Y1050178,-0.491276513497,-0.49110029024,-0.963096093135,12.3597294672,20.0
1,1,Y1050219,-0.491276513497,-0.371092146514,-0.642029224105,19.6886180069,20.0
1,1,Y1050220,0.558522693291,-0.268228023321,-0.963096093135,15.8845852577,30.0
1,1,Y1050222,-0.332216027779,-0.256798676242,0.883038403787,55.292336345,50.0
1,1,Y1050240,-0.491276513497,-0.49110029024,-0.963096093135,12.3597294672,10.0
1,1,Y1050247,-0.491276513497,-0.49110029024,-0.80256265862,16.0557290744,30.0
1,1,Y1050265,-0.491276513497,-0.49110029024,-0.963096093135,12.3597294672,20.0
1,1,Y1050271,-0.491276513497,-0.49110029024,-0.963096093135,12.3597294672,0.0
1,1,Y1050272,-0.491276513497,-0.49110029024,-0.963096093135,12.3597294672,0.0
1,1,Y9999988,-0.317755983276,0.331812695307,-0.120295561932,31.9329621012,33.0
1,1,Y9999999,-0.223765696629,0.794701249677,1.71246114878,74.2116105985,73.0
1,2,Y1050164,-0.491276513497,-0.49110029024,-0.963096093135,13.0020769589,0.0
1,2,Y1050171,-0.431628831293,-0.156791889862,0.0803712312123,36.7767796926,10.0
1,2,Y1050174,-0.491276513497,-0.473956269708,1.03019405209,58.3595732784,80.0
1,2,Y1050186,2.6104029611,0.858991326673,1.01681626588,66.7718890884,85.0
1,2,Y1050199,-0.491276513497,-0.49110029024,-0.963096093135,13.0020769589,30.0
1,2,Y1050206,0.00759501017309,-0.153934553049,1.44490542459,69.1516704124,70.0
1,2,Y1050230,-0.491276513497,-0.49110029024,-0.963096093135,13.0020769589,0.0
1,2,Y1050239,-0.491276513497,-0.49110029024,-0.963096093135,13.0020769589,10.0
1,2,Y1050248,-0.491276513497,-0.49110029024,-0.963096093135,13.0020769589,30.0
1,2,Y1050251,-0.491276513497,-0.49110029024,-0.963096093135,13.0020769589,0.0
1,2,Y1050253,-0.491276513497,-0.49110029024,-0.963096093135,13.0020769589,10.0
1,2,Y1050268,-0.0324481886315,-0.104502627238,1.43152763838,68.7041802266,60.0
1,2,Y9999998,-0.377661880773,0.0460790197128,1.03019405209,58.4632790631,49.0
1,3,Y1050162,4.39983342722,1.33188055963,0.374682527823,65.2160233286,30.0
1,3,Y1050168,-0.491276513497,-0.49110029024,-0.963096093135,12.748502313,10.0
1,3,Y1050179,0.26426079426,0.248949929407,1.64557221773,73.9177116876,95.0
1,3,Y1050180,-0.491276513497,-0.49110029024,-0.0801622033028,32.407620881,40.0
1,3,Y1050183,-0.491276513497,-0.49110029024,-0.963096093135,12.748502313,10.0
1,3,Y1050192,1.54592124782,0.983285475532,0.990060693464,65.0315374523,70.0
1,3,Y1050209,-0.411746270399,-0.131075859063,1.56530550048,69.1125510198,85.0
1,3,Y1050214,1.03570415092,-0.0853584709201,-0.722295941363,25.3399796467,20.0
1,3,Y1050223,-0.014095055866,0.108940428388,-0.521629148219,24.4057963523,20.0
1,3,Y1050228,1.08061534691,1.06471957306,1.05694962451,64.1307190071,66.0
1,3,Y1050269,-0.491276513497,-0.49110029024,-0.963096093135,12.748502313,10.0
1,3,Y9999990,0.092642901988,0.357528726105,1.41814985217,67.9008133354,63.0
1,3,Y9999996,-0.491276513497,-0.49110029024,1.36463870733,64.5770876286,54.0
1,4,Y1050165,-0.491276513497,-0.49110029024,-0.963096093135,13.0416269905,0.0
1,4,Y1050167,-0.491276513497,-0.49110029024,-0.0801622033028,33.8779518614,30.0
1,4,Y1050184,-0.491276513497,-0.49110029024,-0.655407010315,20.3027705062,10.0
