username,video_stop_backward_seek_avg,watched_time_hour,qz_mean,final_score
Y1050259,0.662044151816,-0.924305301733,-1.50248614459,80.0
Y1050260,0.983695733688,-0.483758305783,0.503145408085,50.0
Y1050261,-0.370829683734,-0.397364103333,-1.37327729533,82.0
Y1050262,0.640375631896,-0.892380797652,-1.0127807207,50.0
Y1050263,-0.0685961879697,-0.556118294416,-1.5175797247,40.0
Y1050264,0.87847292661,-0.252845287101,-0.831384905116,40.0
Y1050265,1.87161481647,4.14311826612,-0.60738474934,20.0
Y1050266,1.51117037905,-0.599904802602,-0.0147868550525,40.0
Y1050267,0.385096126207,-0.748768045884,-0.668700549179,30.0
Y1050268,0.655057820882,-0.20465022865,-0.87627958485,60.0
Y1050269,-1.40124210217,0.171887867848,-0.22775967862,10.0
Y1050270,0.627684882732,-0.842522995008,0.00114975406253,40.0
Y1050271,-1.72939892342,0.353178304577,0.137054849092,0.0
Y1050272,-1.72939892342,0.353178304577,0.137054849092,0.0
Y1050273,-0.447092921788,-0.338626562536,-0.900999934112,40.0
Y9999986,1.24255142452,0.227864852553,0.0523189877824,58.0
Y9999987,-1.08621155384,-0.00215095137765,-0.577981625153,27.0
Y9999988,1.15993540725,-1.07481449197,0.850382397997,33.0
Y9999989,1.02125429584,-1.04927038651,-0.18716227085,59.0
Y9999990,1.64833810912,-1.35129530595,0.151954377055,63.0
Y9999991,1.03545584333,0.113840634115,-0.45234761372,36.0
Y9999992,2.09790848534,-0.490655878602,1.40381401392,38.0
Y9999993,0.631323073429,-0.308486561017,-1.28107976592,49.0
Y9999994,-0.32826502161,-0.314819840471,1.05427390746,20.0
Y9999995,0.392363621814,-0.745791080358,-0.513625214193,57.0
Y9999996,-0.127993636127,-0.53151902645,-1.64324004571,54.0
Y9999997,1.40469310469,-0.297374795499,-0.395919533393,58.0
Y9999998,0.131325868928,-0.596402040371,-0.102586409553,49.0
Y9999999,2.73626494612,-1.19949447413,0.425053846446,73.0
