username,video_stop_backward_seek_avg,watched_time_hour,qz_mean,final_score
Y1050160,0.00136673090294,-0.513779750069,0.294519581641,30.0
Y1050161,-0.613665731341,-0.263209180216,-1.10331454495,40.0
Y1050162,0.580407481054,-0.757990493771,1.41679016174,30.0
Y1050163,-1.72939892342,0.353178304577,0.137054849092,0.0
Y1050164,-1.72939892342,0.353178304577,0.137054849092,0.0
Y1050165,-1.72939892342,0.353178304577,0.137054849092,0.0
Y1050166,-1.14539368959,0.0361987006455,-0.380242933563,20.0
Y1050167,0.000695894766137,-0.560055419462,-0.793216952109,30.0
Y1050168,-1.22817080206,0.108611329223,0.334409106265,10.0
Y1050169,-1.11716050593,0.0736680160663,0.826673096422,0.0
Y1050170,-1.17286900189,0.0991010783059,0.763923693173,10.0
Y1050171,-0.601077898064,-0.211043336297,0.262245918878,10.0
Y1050172,-0.6931247451,-0.178462708372,-0.0617685499044,10.0
Y1050173,0.681306456423,-0.887776320935,-0.423186258736,70.0
Y1050174,0.711787571386,-0.902321603029,-0.403541616167,80.0
Y1050175,1.1337079628,-0.42831401788,1.84067477873,30.0
Y1050176,1.21800673607,-1.1409838685,-0.00960939956851,90.0
Y1050177,0.0815192482181,0.287228321503,0.628643123784,20.0
Y1050178,-0.79684972519,-0.13551468087,-0.281425682119,20.0
Y1050179,3.30207315432,1.52607329648,-0.270414609284,95.0
Y1050180,-0.639918277167,-0.248705945208,-1.0741293826,40.0
Y1050181,-0.843375506232,-0.136305874494,-0.847944375533,20.0
Y1050182,2.54201310519,0.750063404165,0.106606472328,90.0
Y1050183,-1.72939892342,0.353178304577,0.137054849092,10.0
Y1050184,-1.57844678567,0.269784703695,-0.0307598336296,10.0
Y1050185,1.15711273936,-0.0712658509182,-0.941008977379,99.0
Y1050186,0.59498520774,-0.864104503631,-0.887640792716,85.0
Y1050187,-1.26997937383,0.0993716932431,-0.37368548953,20.0
Y1050188,1.40391852816,-1.19627390112,0.890179253785,45.0
Y1050189,1.95192126053,-1.50311183975,0.185439359066,91.0
Y1050190,2.33919908768,0.0688230900024,0.412723950326,90.0
Y1050191,-0.541109625743,-0.265489028892,-0.301830558535,40.0
Y1050192,0.822778843321,-0.916483207259,0.573435676693,70.0
Y1050193,-1.15877915702,0.0706365296594,0.265681737226,20.0
Y1050194,1.03845382139,-0.954516481652,2.22650686805,20.0
Y1050195,0.986745739279,-0.981268606754,0.993148984917,40.0
Y1050196,-1.03874611558,0.0252791320218,0.621219530691,10.0
Y1050197,2.62692200133,1.16970727987,0.229475896279,80.0
Y1050198,2.42648229171,2.45564699009,1.64540415576,20.0
Y1050199,-0.18512080301,-0.427382076561,0.113840050598,30.0
Y1050200,-0.24464725725,-0.372508605265,0.693103118306,30.0
Y1050201,1.52068555466,-0.569627138659,0.803822146997,68.0
Y1050202,1.52814332785,-0.220081248306,0.201777017393,75.0
Y1050203,-1.70926238575,0.343985203829,0.159736411403,10.0
Y1050204,1.49788991924,2.56239094161,-1.53819282377,90.0
Y1050205,1.01639834817,-1.05145985935,-0.295454472496,88.0
Y1050206,0.0180182758226,-0.592513686951,-1.34657354163,70.0
Y1050207,0.733038537173,-0.895656858208,0.00230743751239,40.0
Y1050208,0.004749166931,-0.532949557484,-0.112960556342,70.0
Y1050209,0.786462673854,0.419720212394,-0.843326299269,85.0
Y1050210,-0.484533251994,-0.284393969386,-0.076525344432,20.0
Y1050211,-0.240347961491,0.319962152179,0.817909083301,40.0
Y1050212,-0.74969057367,-0.109833222547,0.873363681902,20.0
Y1050213,-1.72939892342,0.353178304577,0.137054849092,10.0
Y1050214,1.02745424778,-0.230844530977,1.43694309335,20.0
Y1050215,0.156600206177,-0.0912399053232,0.629225501123,20.0
Y1050216,-0.971187139118,-0.00556412848452,0.697317177635,10.0
Y1050217,-1.72939892342,0.353178304577,0.137054849092,10.0
Y1050218,-1.72939892342,0.353178304577,0.137054849092,10.0
Y1050219,1.0344168327,-0.986665662182,1.42875736371,20.0
Y1050220,-0.188695115538,0.743085357805,-0.321008134232,30.0
Y1050221,0.313726847179,-0.71870317858,-0.807845801974,80.0
Y1050222,-0.218567578189,-0.420295654896,-0.11479011477,50.0
Y1050223,1.36291909847,0.361721018473,1.6692568686,20.0
Y1050224,1.62211986629,1.40478394955,-1.3312421444,68.0
Y1050225,1.78868479309,2.72320668044,-0.696456619574,75.0
Y1050226,-0.056624986102,-0.550252866442,-1.23969473948,40.0
Y1050227,-0.0591175909954,-0.453433090973,0.99021516843,10.0
Y1050228,0.988123694369,0.867045589467,-0.0141207533575,66.0
Y1050229,1.36129708951,-0.384716299408,-0.991621490215,99.0
Y1050230,-1.72939892342,0.353178304577,0.137054849092,0.0
Y1050231,-1.47680393261,0.237859015978,0.421574914923,10.0
Y1050232,-0.422832294046,1.78143909457,0.602575590611,10.0
Y1050233,-1.477401468,0.238131813775,0.420901857985,10.0
Y1050234,-1.59198898623,0.290445404959,0.291831807448,10.0
Y1050235,-1.46562998309,0.232757680022,0.43416112196,10.0
Y1050236,-1.59740286302,0.292917047081,0.285733679476,20.0
Y1050237,-1.72939892342,0.353178304577,0.137054849092,0.0
Y1050238,0.0608649524515,-0.611445350455,-1.28362261129,40.0
Y1050239,-1.72939892342,0.353178304577,0.137054849092,10.0
Y1050240,-1.47268082279,0.235976658418,0.426219137959,10.0
Y1050241,0.308863896133,-0.640315301803,0.964037307146,20.0
Y1050242,1.12695321018,3.17101494215,0.105960099571,20.0
Y1050243,-1.0476533867,1.05431460502,0.401874736387,10.0
Y1050244,0.536468247162,4.17814355635,0.274467543169,10.0
Y1050245,-1.47515188316,0.237104792127,0.42343576424,10.0
Y1050246,-0.965515247888,-0.0396278423184,-0.0307406319208,30.0
Y1050247,-0.832108500496,-0.111234387069,-0.130184651366,30.0
Y1050248,-0.722165216068,-0.179053303441,-0.417635886541,30.0
Y1050249,-0.538303357379,-0.281877851446,-0.651203960261,30.0
Y1050250,-1.61482733506,0.30087198599,0.266106956408,10.0
Y1050251,-1.48460779519,0.241421778162,0.412784734688,0.0
Y1050252,-1.47709288721,0.237990934822,0.421249439812,10.0
Y1050253,-1.22534455818,0.09787875717,0.11725858605,10.0
Y1050254,-1.00862893237,-0.0199447939441,-0.0793033857083,20.0
Y1050255,1.76235709939,0.315259523442,-0.363634657706,40.0
Y1050256,-0.525274785589,-0.299786119254,-0.915618422133,30.0
Y1050257,0.133625284671,-0.651587570315,-1.36324446142,40.0
Y1050258,-1.4569976738,0.228816700183,0.443884454952,10.0
