evaluation_num,kfold_split_num,username,video_backward_seek_avg,qz_mean,incomplete_rate,watched_time_hour,watched_time_weekday,mt_online_num_day,video_avg_count,mt_practice_sum,label_val_predict,label_val_test
1,1,Y1050174,-0.604303001374,1.29261690174,0.338895608207,0.000266313559046,0.736545250848,1.61446768195,-0.48690661019,2.08469785301,77.5096298943,80.0
1,1,Y1050183,-0.669513805528,-1.171894358,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,5.94288662087,10.0
1,1,Y1050198,1.63894866384,-0.253863913747,0.698223612976,1.13340772106,-0.422607930814,-0.466618554602,-0.399117737857,-0.451650370646,32.2536720825,20.0
1,1,Y1050199,-0.115221969728,-0.432540980077,-0.279947067074,-0.241405505114,-1.00218452165,1.61446768195,-0.177889779577,1.47247586799,37.9937315195,30.0
1,1,Y1050205,1.5077022548,1.41584246472,-0.184710154646,1.208104606,0.543353053904,0.157707316364,0.00986135536284,1.12263473369,76.2470379158,88.0
1,1,Y1050243,-0.64777687081,-1.171894358,-0.798976406898,-0.794214021324,-0.229415733871,-0.466618554602,-0.38155996339,-0.451650370646,4.3460214099,10.0
1,1,Y1050251,-0.669513805528,-1.171894358,-1.09841641087,-0.81858712768,-0.229415733871,-0.466618554602,-0.500952829763,-0.451650370646,3.88011913344,0.0
1,1,Y1050254,-0.620605702363,-0.740604887544,0.398783609002,-0.799916424471,-0.229415733871,-0.258509930947,-0.522022159123,-0.364190087071,16.7192077753,20.0
1,1,Y1050265,-0.464989010565,-0.309315417091,-1.09841641087,-0.624762361112,0.156968660017,-0.466618554602,-0.19193599915,-0.451650370646,23.1246932059,20.0
1,1,Y1050270,-0.610824081731,-0.00125150962408,-0.0204323965632,0.157039018114,0.736545250848,0.157707316364,-0.489247646762,0.335492181524,36.0787258597,40.0
1,1,Y9999987,-0.669513805528,0.263683450797,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,38.5639697462,27.0
1,1,Y9999991,-0.604885240604,0.756585702744,-0.798976406898,-0.0885908831535,1.12292964473,-0.466618554602,0.636790955675,-0.451650370646,45.9876830664,36.0
1,1,Y9999999,-0.228896258176,1.97035749816,0.351599123999,2.14397737154,0.929737447791,-0.466618554602,1.92553160153,-0.451650370646,77.4503682658,73.0
1,2,Y1050162,5.17337425318,-0.0628642911174,-0.0175805862601,1.25177696276,1.70250623557,-0.466618554602,1.99927425379,-0.451650370646,38.5689562623,30.0
