username,video_backward_seek_avg,video_stop_backward_seek_avg,watched_time_hour,qz_mean,video_pause_backward_seek_avg,watched_time_weekday,predict_score,real_score
Y1050210,-1.44826736756,-0.0874021694566,0.074818725526,-0.133541911567,0.303239983711,-0.249463626235,15.5155037597,20.0
Y1050211,0.859474520083,-0.989592374314,0.682036831767,-0.779277992847,0.0361328606803,0.360742534993,28.5208906005,40.0
Y1050212,-1.53330031615,0.268916240198,0.457527085053,0.19835282874,0.10223541678,-0.0163588699999,14.3233842786,20.0
Y1050213,-2.08349264641,0.375162109321,0.286397025005,0.0667136135218,0.0618948454766,-0.117616759903,8.76037368904,10.0
Y1050214,0.445139022361,0.781594740705,1.0862511002,-0.446269815999,-0.181763317129,-1.06663139959,24.0763820555,20.0
Y1050215,-1.14791867784,0.34175539567,-0.0521754095976,0.0994902498476,0.318410308938,-0.343960313296,22.0818157109,20.0
Y1050216,-2.08349264641,0.375162109321,0.286397025005,0.0667136135218,0.0618948454766,-0.117616759903,8.76037368904,10.0
Y1050217,-2.08349264641,0.375162109321,0.286397025005,0.0667136135218,0.0618948454766,-0.117616759903,8.76037368904,10.0
Y1050218,-2.08349264641,0.375162109321,0.286397025005,0.0667136135218,0.0618948454766,-0.117616759903,8.76037368904,10.0
Y1050219,-0.515202721648,-0.728695052292,-0.0295574973679,-0.602335958103,0.949768412392,-0.455637627579,17.3001654686,20.0
Y1050220,0.956193885999,0.278057152157,1.40649273358,0.120515420906,-0.531113676075,0.398301494515,33.9750630173,30.0
Y1050221,0.985175859327,-1.93108958945,-0.942419173866,-0.509546564228,-0.957480547579,0.637281081933,66.6583315819,80.0
Y1050222,1.50817119421,-0.685491303177,-0.696567309162,-0.568989212942,0.485551230362,-0.204098817658,51.7184203501,50.0
Y1050223,0.724430530245,0.313578149915,-0.0171061367711,-0.600955584357,0.812319560583,0.0233146139407,25.7331384144,20.0
Y1050224,2.53047736236,1.03086632206,-1.92433775595,-0.438389519933,-0.177673573671,0.910780183322,74.4630316775,68.0
Y1050225,3.43888795178,3.50016993847,-1.01795999761,-0.366481275029,-0.404611169559,0.810457510154,66.4272009671,75.0
Y1050226,0.214063614179,-1.2115318699,-0.112997949425,-0.340849839862,-0.733976648702,1.23255683335,42.7229171474,40.0
Y1050227,-0.28607304452,-0.899763157297,0.364055978915,-1.08184956287,0.249436043098,0.554546469331,11.9665701949,10.0
Y1050228,2.4143642095,0.157112372791,0.325723348388,-0.0933234623656,0.0513405268151,-0.0851070493854,56.5303927965,66.0
Y1050229,1.94872489799,-0.415094644534,-0.337030567891,1.53230516848,-0.738601310186,0.929001450522,89.5336635913,99.0
Y1050230,-2.08349264641,0.375162109321,0.286397025005,0.0667136135218,0.0618948454766,-0.117616759903,8.76037368904,0.0
Y1050231,-1.69374599357,-0.0498704238545,0.228440911936,-0.335387271143,0.0895536497979,0.225501545277,8.12946514646,10.0
Y1050232,0.852969640416,1.66187989397,1.2238287473,-0.958936012767,-0.521671425491,0.31474732486,13.5064462482,10.0
Y1050233,-1.62790842083,-0.0316807651736,0.290331728403,-0.255320479648,0.137305371755,0.279864067201,8.48303998537,10.0
Y1050234,-2.08349264641,0.375162109321,0.286397025005,0.0667136135218,0.0618948454766,-0.117616759903,8.76037368904,10.0
Y1050235,-1.64113838121,-0.0352919016965,0.27795633904,-0.271312343268,0.127669850365,0.269065748611,8.41236995166,10.0
Y1050236,-2.08349264641,0.375162109321,0.286397025005,0.0667136135218,0.0618948454766,-0.117616759903,8.76037368904,20.0
Y1050237,-2.08349264641,0.375162109321,0.286397025005,0.0667136135218,0.0618948454766,-0.117616759903,8.76037368904,0.0
Y1050238,-0.837873041974,-0.47825505043,-0.766037758565,0.656396309157,-0.808179147835,-0.204403467643,56.8024145467,40.0
Y1050239,-2.08349264641,0.375162109321,0.286397025005,0.0667136135218,0.0618948454766,-0.117616759903,8.76037368904,10.0
Y1050240,-1.69365394503,-0.0499099214471,0.228436823012,-0.335418955461,0.0896792052984,0.225392191407,8.1293989112,10.0
Y1050241,1.60128409493,-0.362942335639,0.479856927875,-1.15302006731,0.88661679697,-0.26925397291,24.7871975915,20.0
Y1050242,-0.583945417734,0.938559656401,-0.274887476412,-0.196128665082,0.146182069077,-0.0721673362537,24.7404951071,20.0
Y1050243,-1.38380021251,0.59288741684,-0.150808969546,-0.51119553752,0.217688459685,0.405148710185,8.70888709067,10.0
Y1050244,-0.268509751758,3.08151534643,-1.5730598563,-1.3445094633,0.435665714204,0.98735797471,10.5479835651,10.0
Y1050245,-1.54649257783,0.017728606022,0.393578871847,-0.326281397628,0.00580605447193,0.194046380194,8.57810249795,10.0
Y1050246,-1.40861001056,-0.0778419409128,0.170226614362,-0.215239044673,-0.196640628812,0.040255346103,17.5239082256,30.0
Y1050247,-1.29674343842,-0.0534971993681,0.305988530821,0.145753744927,0.159270241869,0.373818012507,17.2657431044,30.0
Y1050248,-1.56343205933,-0.123916903223,0.0663868261946,-0.183215691528,-0.0218333241807,0.156065031524,15.4815530209,30.0
Y1050249,-1.5119478321,-0.155073234652,-0.0140328545665,-0.102423564526,-0.0961766213036,0.137590020928,19.1674354359,30.0
Y1050250,-1.69407261699,-0.0497302712827,0.228455421003,-0.335274843058,0.0891081308397,0.225889574651,8.1297001745,10.0
Y1050251,-1.69100558176,-0.0510463216504,0.228319179035,-0.336330556992,0.0932916101807,0.222245929769,8.12749323148,0.0
Y1050252,-1.60752098658,-0.00326865382602,0.33159891915,-0.385058770514,-0.0169074446256,0.156476809815,8.27620310135,10.0
Y1050253,-1.64692224452,-0.0328100732077,0.278213266287,-0.269321461322,0.119780579205,0.275936991455,8.41653183954,10.0
Y1050254,-1.65577320741,-0.036904187473,0.264199992666,-0.35545510501,0.0629234386848,0.192083557975,8.17521508681,20.0
Y1050255,0.324172064595,0.172111444372,0.081736686117,0.223265227164,0.177809848839,0.351411144433,37.8921745968,40.0
Y1050256,-1.74165589014,0.176812822893,-0.174144113856,0.510576853389,-0.295875499862,-0.280395904333,29.7350931159,30.0
Y1050257,-0.654484374572,-0.427711053252,-0.640004045007,0.729191685349,-0.914875636052,-0.231132003461,59.3382360765,40.0
Y1050258,-1.45842463701,0.075182324879,0.510837116771,-0.394549351925,-0.140336652029,0.112282838429,8.714594729,10.0
Y1050259,1.98180433718,-0.945161894291,0.0165554866299,0.0512457240925,-1.22631845851,0.00475839536951,75.1710362347,80.0
Y1050260,3.32409501344,-0.921671140274,0.660807884174,-1.47499388809,-0.628977502792,-0.274383760968,54.9384769111,50.0
Y1050261,-1.17492653108,-0.152029415131,-0.937672844073,1.24645538264,-0.889021072397,-0.550266591152,64.5089700604,82.0
Y1050262,0.732200022378,-1.77383300392,-0.778868868208,-0.215782952394,-0.347754400538,0.890856470275,58.1995968226,50.0
Y1050263,0.563119780266,0.682742499728,1.62816444373,2.36948523466,-0.145574915618,0.828455696192,52.1578072432,40.0
Y1050264,0.124480380889,-0.347111832626,-0.726408685463,0.386891321677,-0.319815672368,0.434577393348,54.8762369389,40.0
Y1050265,-0.235321128648,2.2707925276,-1.67908843491,-1.02859208717,0.0813142854277,0.882041654684,24.4089698561,20.0
Y1050266,0.932363491425,-1.06338425766,-0.985047726335,-0.205624964172,0.4055636641,0.13781979493,55.2340671413,40.0
Y1050267,-0.52860589851,-0.159252358888,0.109861323993,0.385124773512,0.0765431336883,-0.567663085855,36.6923562811,30.0
Y1050268,0.769288985199,-0.122868751782,-1.16107627702,0.410377480619,0.0515878423061,-0.256822944507,65.576173153,60.0
Y1050269,-2.08349264641,0.375162109321,0.286397025005,0.0667136135218,0.0618948454766,-0.117616759903,8.76037368904,10.0
Y1050270,-0.634604182923,-0.82829939512,-0.142586360587,-0.537320748025,0.115349731969,0.349604455322,24.0324596947,40.0
Y1050271,-2.08349264641,0.375162109321,0.286397025005,0.0667136135218,0.0618948454766,-0.117616759903,8.76037368904,0.0
Y1050272,-2.08349264641,0.375162109321,0.286397025005,0.0667136135218,0.0618948454766,-0.117616759903,8.76037368904,0.0
Y1050273,-1.07812512915,-0.460695233431,-0.335942452387,0.023434564044,-0.207326861524,0.0488673631535,32.5132872545,40.0
Y9999986,2.59214993243,-0.0279960289561,0.437263344668,-0.621737950674,-1.03098145958,-0.105074586128,61.4499158025,58.0
Y9999987,-1.3848262937,-0.0302359936408,-0.654884425474,0.973907779215,-0.669337527013,-0.450314484923,51.6297563772,27.0
Y9999988,1.0204597273,-2.04322995286,-0.37071163937,-1.27864486249,0.590759101969,0.634980675793,33.621551869,33.0
Y9999989,0.481751800986,-1.62948600477,-1.07459436346,-0.201515238311,-0.0327454576149,-0.132005856112,59.4733023162,59.0
Y9999990,2.31827371162,-1.40827601435,-0.542839074306,0.213128060986,0.20222034826,-0.344291080767,76.8106956367,63.0
Y9999991,-0.204506493105,-0.146731412181,-1.16536442836,-0.0758857643042,-0.412685850812,0.381879065515,50.1076262584,36.0
Y9999992,1.14310687301,-0.683392137897,-0.525742246926,-0.713025430457,1.17435597329,-0.376501116652,37.1665605559,38.0
Y9999993,1.56446853579,-0.224260157655,-0.235252875911,0.431591685835,-0.708717418049,-0.0132757296094,70.7265716788,49.0
Y9999994,-0.102284887325,-1.17225372477,-0.338408210921,-0.725248954588,0.391359650831,-0.0360818515348,29.7854247292,20.0
Y9999995,0.997859382537,-1.92548977601,-1.10463203123,-0.236590625412,-0.0818241501536,0.0908853647136,65.9311268657,57.0
Y9999996,-1.15693512286,-0.162468851259,-0.961911851381,1.26981660579,-0.907851090572,-0.558833914543,65.6129026618,54.0
Y9999997,0.906053172557,-0.570609543409,-1.31721804218,0.54104192952,0.242691402477,-0.636362897522,72.4141521781,58.0
Y9999998,-0.771880864876,-0.308520114614,-0.536686880839,0.784141398686,-0.548384041654,-0.368416887449,53.8675700366,49.0
Y9999999,1.54264606864,-1.36056569153,-0.953579695574,0.984114746159,0.541090415881,-1.33474218719,84.7195707059,73.0
