number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.605784127715,353.072822606,0.549607003443,0.546032455851
2.0,0.614153889032,349.840621825,0.571095156706,0.564232679213
3.0,0.661735096056,260.667516825,0.70501018138,0.697873330929
4.0,0.748377599812,137.743544187,0.841049093282,0.835879958104
5.0,0.778324996313,110.179534445,0.883568268178,0.87879647589
6.0,0.789184964184,99.0755625954,0.889513470466,0.88403479958
