evaluation_num,kfold_split_num,username,qz_mean,label_val_predict,label_val_test
1,1,Y1050195,0.10478612453101707,47.55494910437705,40
1,1,Y1050202,0.9148519240061108,69.39710792900388,75
1,1,Y1050205,1.2286098038121136,77.85709901570523,88
1,1,Y1050219,-0.5455483904489408,30.01969483918864,20
1,1,Y1050223,-0.8650109590969315,21.40588572954087,20
1,1,Y1050234,-1.5096407854744982,4.024449480838534,10
1,1,Y1050242,-0.739507807311443,24.78988216052977,20
1,1,Y1050262,0.9148519240061108,69.39710792900388,50
1,2,Y1050228,0.5611612226484727,59.92626670783412,66
1,2,Y1050238,0.6239127988834982,61.642205092853864,40
1,2,Y1050239,-1.4811173418122074,4.080272201881328,10
1,2,Y1050240,-1.5381642291025606,2.5203282208602715,10
1,2,Y1050247,-0.6425280987090511,27.01144872111254,30
1,2,Y1050254,-0.8364875155715534,21.707639183581815,20
1,2,Y1050256,-0.2888373976936942,36.68310139838888,30
1,2,Y1050270,-0.072059226147802,42.61088852196345,40
1,3,Y1050173,1.274247313863456,77.89898709390228,70
1,3,Y1050176,1.0631738308172707,72.28694435168681,90
1,3,Y1050197,1.0460597646335876,71.83191385932072,80
1,3,Y1050209,1.0802878970009537,72.74197484405292,85
1,3,Y1050224,1.2400191814960897,76.98892610917007,68
1,3,Y1050241,-0.6653468537347225,26.328864622710526,20
1,3,Y1050261,1.103106652026625,73.34868217024126,82
1,3,Y1050273,-0.48850150305590334,31.03084638019378,40
1,4,Y1050180,0.04773923713797971,45.600285147881884,40
1,4,Y1050186,1.1601535390773812,75.42774838420047,85
1,4,Y1050193,-0.8250781382298585,22.19719860861653,20
1,4,Y1050194,-0.8536015817552366,21.432391862026563,20
1,4,Y1050211,-0.5512530792909288,29.5393434052488,40
1,4,Y1050221,1.0460597646335876,72.36852138866291,80
1,4,Y1050255,0.22458458781679877,50.34208699876611,40
1,4,Y1050258,-1.3385001237403513,8.430677114931036,10
1,5,Y1050175,-0.4371593045048541,32.775131124598474,30
1,5,Y1050178,-0.59689058899999,28.48984220820553,20
1,5,Y1050189,1.428273909516604,82.82118379101172,91
1,5,Y1050190,1.3312942009142121,80.21940123036687,90
1,5,Y1050192,0.5782752888321558,60.017324924658766,70
1,5,Y1050235,-1.452593898184145,5.532937315355419,10
