evaluation_num,kfold_split_num,username,mt_online_num_day,qz_mean,label_val_predict,label_val_test
1,1,Y1050176,-0.197633672495,0.404030111838,43.2529246698,90.0
1,1,Y1050184,-0.197633672495,0.701418578286,48.2098301892,10.0
1,1,Y1050196,-0.455767448815,-0.934217987177,21.7056300449,10.0
1,1,Y1050202,-0.197633672495,0.998807044733,53.1667357086,75.0
1,1,Y1050207,-0.455767448815,0.998807044733,53.9255159211,40.0
1,1,Y1050223,-0.197633672495,-0.0420525878336,35.8175663907,20.0
1,1,Y1050240,1.86743653806,-1.0829122204,12.3981553728,10.0
1,1,Y1050246,-0.197633672495,-0.339441054281,30.8606608713,30.0
1,1,Y1050250,4.70690807758,-1.97507761974,0.0,10.0
1,1,Y1050255,0.318633880145,0.850112811509,49.1707225239,40.0
1,1,Y1050262,-0.197633672495,0.998807044733,53.1667357086,50.0
1,1,Y9999986,-0.455767448815,0.255335878614,41.5332521226,58.0
1,1,Y9999991,-0.455767448815,-0.339441054281,31.6194410838,36.0
1,2,Y1050210,-0.455767448815,-0.339441054281,32.5600587246,20.0
1,2,Y1050214,-0.197633672495,-0.934217987177,22.3015599756,20.0
1,2,Y1050227,-0.197633672495,-0.934217987177,22.3015599756,10.0
1,2,Y1050233,-0.455767448815,-0.636829520729,27.7435041042,10.0
1,2,Y1050237,-0.455767448815,-1.97507761974,6.06900831234,0.0
1,2,Y1050241,0.576767656465,0.493246651772,43.5448536292,20.0
1,2,Y1050243,-0.455767448815,0.850112811509,51.8262772062,10.0
1,2,Y1050252,-0.455767448815,-0.398918747571,31.5967478005,10.0
1,2,Y1050259,-0.197633672495,0.552724345062,46.3843330776,80.0
1,2,Y1050267,-0.197633672495,0.701418578286,48.7926103878,30.0
1,2,Y1050269,-0.455767448815,-1.97507761974,6.06900831234,10.0
1,2,Y1050272,-0.455767448815,-1.97507761974,6.06900831234,0.0
1,2,Y9999990,-0.455767448815,0.909590504799,52.7895881303,63.0
1,3,Y1050165,-0.455767448815,-1.97507761974,2.65791431532,0.0
1,3,Y1050172,-0.197633672495,-1.97507761974,2.04768606271,10.0
1,3,Y1050178,-0.197633672495,0.850112811509,51.42172321,20.0
1,3,Y1050187,-0.455767448815,0.701418578286,49.4333179286,20.0
1,3,Y1050194,-0.197633672495,-0.0420525878336,35.8299220056,20.0
1,3,Y1050197,-0.197633672495,-0.0420525878336,35.8299220056,80.0
1,3,Y1050224,-0.197633672495,0.701418578286,48.823089676,68.0
1,3,Y1050244,-0.455767448815,0.552724345062,46.8346843945,10.0
1,3,Y1050251,-0.455767448815,-1.97507761974,2.65791431532,0.0
1,3,Y1050258,-0.197633672495,-0.0420525878336,35.8299220056,10.0
1,3,Y9999987,-0.455767448815,-1.97507761974,2.65791431532,27.0
1,3,Y9999989,-0.455767448815,0.701418578286,49.4333179286,59.0
1,3,Y9999993,-0.197633672495,-1.23160645362,15.0408537331,49.0
1,4,Y1050162,-0.455767448815,0.552724345062,45.9251515031,30.0
1,4,Y1050166,-0.455767448815,0.552724345062,45.9251515031,20.0
1,4,Y1050179,-0.197633672495,0.344552418548,41.9987588896,95.0
1,4,Y1050201,0.318633880145,0.850112811509,48.8654446961,68.0
1,4,Y1050212,-0.455767448815,-0.190746821057,34.054610347,20.0
1,4,Y1050218,-0.455767448815,-1.23160645362,17.4358527284,10.0
1,4,Y1050225,-0.197633672495,0.404030111838,42.9484021821,75.0
1,4,Y1050228,-0.197633672495,0.760896271575,48.646261937,66.0
1,4,Y1050234,1.86743653806,-0.934217987177,16.7602993825,10.0
1,4,Y1050245,-0.455767448815,-0.0420525878336,36.4287185782,10.0
1,4,Y1050247,-0.197633672495,0.998807044733,52.444835107,30.0
1,4,Y1050271,-0.455767448815,-1.97507761974,5.56531157229,0.0
1,4,Y9999995,-0.455767448815,0.909590504799,51.6230112581,57.0
1,5,Y1050169,-0.455767448815,-1.97507761974,3.11368148497,0.0
1,5,Y1050171,-0.197633672495,-1.97507761974,2.58753279186,10.0
1,5,Y1050189,-0.197633672495,0.0471639521007,36.1862991706,91.0
1,5,Y1050193,-0.197633672495,0.701418578286,47.0564882931,20.0
1,5,Y1050198,-0.455767448815,0.10664164539,37.7006468748,20.0
1,5,Y1050204,-0.455767448815,0.909590504799,51.0413335252,90.0
1,5,Y1050208,-0.197633672495,0.255335878614,39.6449957096,70.0
1,5,Y1050226,-0.197633672495,0.998807044733,51.9974833488,40.0
1,5,Y1050229,-0.197633672495,0.998807044733,51.9974833488,99.0
1,5,Y1050238,5.48130940654,0.850112811509,37.9517145725,40.0
1,5,Y1050256,0.318633880145,0.552724345062,43.533693379,30.0
1,5,Y1050273,-0.197633672495,-1.97507761974,2.58753279186,40.0
1,5,Y9999992,-0.455767448815,0.701418578286,47.5826369862,38.0
1,6,Y1050160,-0.455767448815,0.255335878614,41.1161588368,30.0
1,6,Y1050163,-0.455767448815,-1.97507761974,6.02707481508,0.0
1,6,Y1050168,-0.197633672495,-0.934217987177,21.827697801,10.0
1,6,Y1050174,-0.197633672495,0.998807044733,52.2382372864,80.0
1,6,Y1050175,-0.455767448815,-0.785523753953,24.74125296,30.0
1,6,Y1050177,-0.197633672495,0.850112811509,49.8989650183,20.0
1,6,Y1050209,-0.197633672495,0.701418578286,47.5596927502,85.0
1,6,Y1050213,-0.455767448815,-1.38030068685,15.3841638875,10.0
1,6,Y1050219,-0.197633672495,0.404030111838,42.881148214,20.0
1,6,Y1050220,-0.455767448815,-0.0420525878336,36.4376143005,30.0
1,6,Y1050221,-0.197633672495,0.760896271575,48.4954016575,80.0
1,6,Y1050239,-0.197633672495,-0.785523753953,24.1669700691,10.0
1,6,Y1050260,-0.455767448815,0.701418578286,48.1339756411,50.0
1,7,Y1050170,0.576767656465,-1.97507761974,2.69333618328,10.0
1,7,Y1050182,-0.197633672495,0.404030111838,41.8134443539,90.0
1,7,Y1050185,0.318633880145,0.998807044733,50.2176370687,99.0
1,7,Y1050205,-0.197633672495,0.850112811509,48.8670439779,88.0
1,7,Y1050206,-0.197633672495,0.701418578286,46.5158441033,70.0
1,7,Y1050211,1.86743653806,0.998807044733,47.215816717,40.0
1,7,Y1050231,0.834901432785,-0.785523753953,21.0026317887,10.0
1,7,Y1050242,-0.197633672495,0.701418578286,46.5158441033,20.0
1,7,Y1050263,-0.455767448815,0.701418578286,47.0161474952,40.0
1,7,Y1050266,0.318633880145,0.998807044733,50.2176370687,40.0
1,7,Y9999988,-0.455767448815,-0.636829520729,25.8553486231,33.0
1,7,Y9999994,-0.455767448815,-0.934217987177,21.1529488738,20.0
1,7,Y9999996,-0.455767448815,-0.0420525878336,35.2601481218,54.0
1,8,Y1050190,-0.197633672495,0.939329351444,50.5403630092,90.0
1,8,Y1050191,-0.455767448815,-0.785523753953,23.6392567525,40.0
1,8,Y1050192,0.318633880145,0.998807044733,50.9146320031,70.0
1,8,Y1050217,-0.455767448815,-1.23160645362,16.6092641842,10.0
1,8,Y1050248,0.834901432785,0.701418578286,45.6649069423,30.0
1,8,Y1050253,-0.197633672495,-0.339441054281,30.3877176466,10.0
1,8,Y1050254,4.44877430126,0.493246651772,38.4428003037,20.0
1,8,Y1050257,-0.197633672495,-0.0420525878336,35.0743793589,40.0
1,8,Y1050268,-0.455767448815,0.998807044733,51.759227026,60.0
1,8,Y1050270,1.86743653806,0.909590504799,47.8194434437,40.0
1,8,Y9999997,-0.455767448815,0.344552418548,41.4485712591,58.0
1,8,Y9999998,-0.455767448815,0.255335878614,40.0425727454,49.0
1,8,Y9999999,-0.455767448815,0.850112811509,49.4158961699,73.0
1,9,Y1050161,-0.455767448815,0.552724345062,47.5137884035,40.0
1,9,Y1050164,-0.455767448815,-1.97507761974,5.84649402955,0.0
1,9,Y1050167,0.834901432785,0.701418578286,46.6949631694,30.0
1,9,Y1050180,-0.197633672495,0.701418578286,49.3108372096,40.0
1,9,Y1050183,-0.455767448815,-0.993695680466,22.0232083159,10.0
1,9,Y1050186,-0.197633672495,0.998807044733,54.2128718418,85.0
1,9,Y1050195,-0.197633672495,0.404030111838,44.4088025774,40.0
1,9,Y1050203,-0.455767448815,0.314813571904,43.5921606978,10.0
1,9,Y1050215,-0.455767448815,0.850112811509,52.4158230358,20.0
1,9,Y1050230,-0.455767448815,-1.97507761974,5.84649402955,0.0
1,9,Y1050232,-0.455767448815,0.701418578286,49.9648057197,10.0
1,9,Y1050235,0.318633880145,-0.636829520729,25.9437443445,10.0
1,10,Y1050173,-0.197633672495,0.998807044733,53.994858225,70.0
1,10,Y1050181,-0.455767448815,0.255335878614,41.9591191252,20.0
1,10,Y1050188,2.12557031438,0.79063511822,45.267370564,45.0
1,10,Y1050199,-0.197633672495,0.701418578286,48.9496366923,30.0
1,10,Y1050200,0.834901432785,-0.636829520729,23.9368808669,30.0
1,10,Y1050216,-0.455767448815,-1.97507761974,4.11995762972,10.0
1,10,Y1050222,-0.455767448815,0.909590504799,53.0586064972,50.0
1,10,Y1050236,-0.197633672495,0.850112811509,51.4722474586,20.0
1,10,Y1050249,4.44877430126,0.641940884996,37.5489272094,30.0
1,10,Y1050261,-0.197633672495,0.701418578286,48.9496366923,82.0
1,10,Y1050264,-0.197633672495,0.998807044733,53.994858225,40.0
1,10,Y1050265,-0.455767448815,0.998807044733,54.572172957,20.0
2,1,Y1050162,-0.455767448815,0.552724345062,44.9237086033,30.0
2,1,Y1050164,-0.455767448815,-1.97507761974,6.37586328375,0.0
2,1,Y1050169,-0.455767448815,-1.97507761974,6.37586328375,0.0
2,1,Y1050186,-0.197633672495,0.998807044733,51.1937231758,85.0
2,1,Y1050187,-0.455767448815,0.701418578286,47.1912289162,20.0
2,1,Y1050206,-0.197633672495,0.701418578286,46.65868255,70.0
2,1,Y1050221,-0.197633672495,0.760896271575,47.5656906752,80.0
2,1,Y1050229,-0.197633672495,0.998807044733,51.1937231758,99.0
2,1,Y1050239,-0.197633672495,-0.785523753953,23.9834794209,10.0
2,1,Y1050262,-0.197633672495,0.998807044733,51.1937231758,50.0
2,1,Y1050270,1.86743653806,0.909590504799,45.5728400588,40.0
2,1,Y1050272,-0.455767448815,-1.97507761974,6.37586328375,0.0
2,1,Y9999998,-0.455767448815,0.255335878614,40.3886679774,49.0
2,2,Y1050168,-0.197633672495,-0.934217987177,21.0127186639,10.0
2,2,Y1050179,-0.197633672495,0.344552418548,40.7670698123,95.0
2,2,Y1050181,-0.455767448815,0.255335878614,39.7803149461,20.0
2,2,Y1050188,2.12557031438,0.79063511822,44.1350214278,45.0
2,2,Y1050190,-0.197633672495,0.939329351444,49.9551401139,90.0
2,2,Y1050192,0.318633880145,0.998807044733,50.0910357862,70.0
2,2,Y1050195,-0.197633672495,0.404030111838,41.6858768425,40.0
2,2,Y1050197,-0.197633672495,-0.0420525878336,34.7948241163,80.0
2,2,Y1050224,-0.197633672495,0.701418578286,46.2799119933,68.0
2,2,Y1050254,4.44877430126,0.493246651772,36.0178851662,20.0
2,2,Y1050258,-0.197633672495,-0.0420525878336,34.7948241163,10.0
2,2,Y1050271,-0.455767448815,-1.97507761974,5.32505131509,0.0
2,2,Y9999990,-0.455767448815,0.909590504799,49.8871922778,63.0
2,3,Y1050166,-0.455767448815,0.552724345062,46.9559485299,20.0
2,3,Y1050185,0.318633880145,0.998807044733,52.3428921278,99.0
2,3,Y1050200,0.834901432785,-0.636829520729,24.0586719911,30.0
2,3,Y1050202,-0.197633672495,0.998807044733,53.6555219141,75.0
2,3,Y1050212,-0.455767448815,-0.190746821057,34.6961347343,20.0
2,3,Y1050218,-0.455767448815,-1.23160645362,17.5323954204,10.0
2,3,Y1050232,-0.455767448815,0.701418578286,49.407911289,10.0
2,3,Y1050236,-0.197633672495,0.850112811509,51.203559155,20.0
2,3,Y1050242,-0.197633672495,0.701418578286,48.7515963959,20.0
2,3,Y1050249,4.44877430126,0.641940884996,35.9571432154,30.0
2,3,Y1050251,-0.455767448815,-1.97507761974,5.27258162471,0.0
2,3,Y9999992,-0.455767448815,0.701418578286,49.407911289,38.0
2,3,Y9999996,-0.455767448815,-0.0420525878336,37.1480974934,54.0
2,4,Y1050177,-0.197633672495,0.850112811509,50.8576838097,20.0
2,4,Y1050178,-0.197633672495,0.850112811509,50.8576838097,20.0
