features_begin_index,features_mid_index,leaf_node_num,tn,fp,fn,tp,acc
1,1,3,129,5,13,15,0.8888888888888888
1,2,3,127,7,6,22,0.9197530864197531
1,3,3,131,3,7,21,0.9382716049382716
1,4,3,132,2,5,23,0.9567901234567902
1,5,3,132,2,3,25,0.9691358024691358
1,6,3,132,2,2,26,0.9753086419753086
1,7,3,131,3,2,26,0.9691358024691358
1,8,3,133,1,2,26,0.9814814814814815
1,9,3,131,3,4,24,0.9567901234567902
1,10,3,133,1,3,25,0.9753086419753086
1,11,3,131,3,4,24,0.9567901234567902
1,12,3,132,2,2,26,0.9753086419753086
1,13,3,131,3,3,25,0.9629629629629629
1,14,3,131,3,2,26,0.9691358024691358
1,15,3,131,3,2,26,0.9691358024691358
1,16,3,131,3,2,26,0.9691358024691358
1,17,3,131,3,2,26,0.9691358024691358
1,18,3,131,3,2,26,0.9691358024691358
1,19,3,131,3,2,26,0.9691358024691358
1,20,3,131,3,3,25,0.9629629629629629
1,21,3,131,3,3,25,0.9629629629629629
1,22,3,131,3,3,25,0.9629629629629629
1,23,3,131,3,3,25,0.9629629629629629
1,24,3,131,3,3,25,0.9629629629629629
1,25,3,131,3,3,25,0.9629629629629629
1,26,3,131,3,3,25,0.9629629629629629
1,27,3,131,3,3,25,0.9629629629629629
1,28,3,131,3,3,25,0.9629629629629629
1,29,3,130,4,2,26,0.9629629629629629
1,30,3,130,4,1,27,0.9691358024691358
1,31,3,130,4,1,27,0.9691358024691358
1,32,3,132,2,1,27,0.9814814814814815
1,33,3,132,2,3,25,0.9691358024691358
1,34,3,132,2,3,25,0.9691358024691358
1,35,3,131,3,2,26,0.9691358024691358
1,36,3,132,2,3,25,0.9691358024691358
1,37,3,131,3,2,26,0.9691358024691358
1,38,3,131,3,2,26,0.9691358024691358
1,39,3,131,3,2,26,0.9691358024691358
1,40,3,132,2,3,25,0.9691358024691358
1,41,3,132,2,3,25,0.9691358024691358
1,42,3,131,3,2,26,0.9691358024691358
1,43,3,132,2,3,25,0.9691358024691358
1,44,3,131,3,2,26,0.9691358024691358
1,45,3,132,2,3,25,0.9691358024691358
1,46,3,131,3,2,26,0.9691358024691358
1,47,3,132,2,3,25,0.9691358024691358
1,48,3,134,0,3,25,0.9814814814814815
1,49,3,134,0,3,25,0.9814814814814815
1,50,3,134,0,3,25,0.9814814814814815
1,51,3,134,0,3,25,0.9814814814814815
1,52,3,131,3,0,28,0.9814814814814815
2,2,3,130,4,10,18,0.9135802469135802
2,3,3,130,4,5,23,0.9444444444444444
2,4,3,129,5,2,26,0.9567901234567902
2,5,3,132,2,3,25,0.9691358024691358
2,6,3,132,2,5,23,0.9567901234567902
2,7,3,131,3,3,25,0.9629629629629629
2,8,3,133,1,1,27,0.9876543209876543
2,9,3,131,3,4,24,0.9567901234567902
2,10,3,131,3,4,24,0.9567901234567902
2,11,3,129,5,1,27,0.9629629629629629
2,12,3,132,2,2,26,0.9753086419753086
2,13,3,131,3,2,26,0.9691358024691358
2,14,3,129,5,2,26,0.9567901234567902
2,15,3,130,4,1,27,0.9691358024691358
2,16,3,131,3,2,26,0.9691358024691358
2,17,3,131,3,2,26,0.9691358024691358
2,18,3,131,3,2,26,0.9691358024691358
2,19,3,131,3,3,25,0.9629629629629629
2,20,3,131,3,3,25,0.9629629629629629
2,21,3,131,3,3,25,0.9629629629629629
2,22,3,131,3,3,25,0.9629629629629629
2,23,3,132,2,5,23,0.9567901234567902
2,24,3,132,2,5,23,0.9567901234567902
2,25,3,132,2,5,23,0.9567901234567902
2,26,3,132,2,5,23,0.9567901234567902
2,27,3,132,2,5,23,0.9567901234567902
2,28,3,130,4,2,26,0.9629629629629629
2,29,3,130,4,1,27,0.9691358024691358
2,30,3,130,4,1,27,0.9691358024691358
2,31,3,130,4,2,26,0.9629629629629629
2,32,3,132,2,1,27,0.9814814814814815
2,33,3,132,2,3,25,0.9691358024691358
2,34,3,131,3,2,26,0.9691358024691358
2,35,3,131,3,2,26,0.9691358024691358
2,36,3,132,2,3,25,0.9691358024691358
2,37,3,132,2,3,25,0.9691358024691358
2,38,3,131,3,2,26,0.9691358024691358
2,39,3,132,2,3,25,0.9691358024691358
2,40,3,131,3,2,26,0.9691358024691358
2,41,3,132,2,3,25,0.9691358024691358
2,42,3,131,3,2,26,0.9691358024691358
2,43,3,132,2,3,25,0.9691358024691358
2,44,3,132,2,3,25,0.9691358024691358
2,45,3,131,3,2,26,0.9691358024691358
2,46,3,132,2,3,25,0.9691358024691358
2,47,3,131,3,2,26,0.9691358024691358
2,48,3,134,0,3,25,0.9814814814814815
2,49,3,134,0,3,25,0.9814814814814815
2,50,3,134,0,3,25,0.9814814814814815
2,51,3,134,0,3,25,0.9814814814814815
2,52,3,131,3,0,28,0.9814814814814815
3,3,3,129,5,6,22,0.9320987654320988
3,4,3,127,7,5,23,0.9259259259259259
3,5,3,130,4,5,23,0.9444444444444444
3,6,3,132,2,3,25,0.9691358024691358
3,7,3,131,3,1,27,0.9753086419753086
3,8,3,132,2,2,26,0.9753086419753086
3,9,3,131,3,4,24,0.9567901234567902
3,10,3,133,1,3,25,0.9753086419753086
3,11,3,129,5,1,27,0.9629629629629629
3,12,3,133,1,3,25,0.9753086419753086
3,13,3,131,3,3,25,0.9629629629629629
3,14,3,129,5,2,26,0.9567901234567902
3,15,3,129,5,2,26,0.9567901234567902
3,16,3,131,3,2,26,0.9691358024691358
3,17,3,131,3,2,26,0.9691358024691358
3,18,3,131,3,2,26,0.9691358024691358
3,19,3,131,3,3,25,0.9629629629629629
3,20,3,131,3,3,25,0.9629629629629629
3,21,3,131,3,3,25,0.9629629629629629
3,22,3,131,3,3,25,0.9629629629629629
3,23,3,132,2,5,23,0.9567901234567902
3,24,3,132,2,5,23,0.9567901234567902
3,25,3,132,2,5,23,0.9567901234567902
