evaluation_num,kfold_split_num,username,watched_time_weekday,qz_mean,video_pause_backward_seek_avg,label_val_predict,label_val_test
2,2,Y1050439,0.814872843724,0.0498983887306,-0.476544255947,22.8707205238,10.0
2,3,Y1050274,2.01167645851,1.37329043731,-0.417136430824,75.2168827461,80.0
2,3,Y1050284,-0.142570048097,0.579255208083,-0.592935096712,29.3330006815,30.0
2,3,Y1050293,-0.142570048097,2.29966487167,-0.328071323871,87.9238836655,80.0
2,3,Y1050294,0.814872843724,0.446916003344,0.0710895727204,27.9188973958,40.0
2,3,Y1050297,-0.621291494011,-1.27349365985,-0.883912199642,4.51191718332,10.0
2,3,Y1050304,-0.621291494011,-0.744136840497,-0.233255067578,12.0362074498,10.0
2,3,Y1050324,1.53295501259,0.711594413219,0.996123191267,32.0164787142,30.0
2,3,Y1050354,-0.142570048097,0.843933617958,1.64675959848,34.4891707374,50.0
2,3,Y1050367,0.575512120771,1.50562964245,-0.0675597723728,77.4365910366,90.0
2,3,Y1050372,0.575512120771,0.446916003344,0.238664236171,28.0746784449,50.0
2,3,Y1050384,0.0967906748565,0.314576798606,0.926611994784,26.8805234852,30.0
2,3,Y1050398,-1.10001293992,-1.53817206972,-0.748122885077,1.15306336106,0.0
2,3,Y1050400,-0.621291494011,0.314576798606,0.176941820396,26.4358839931,20.0
2,3,Y1050401,-0.381930771057,-0.479458430622,-0.714175556436,15.1774943479,10.0
2,3,Y1050414,-0.142570048097,0.18223759347,1.2660852812,25.3988577891,53.0
2,3,Y1050430,-1.33937366288,-1.53817206972,-0.883912199642,1.08793737533,0.0
2,3,Y1050434,1.77231573554,0.314576798606,1.83187409165,27.3034451821,20.0
2,3,Y1050448,1.53295501259,0.314576798606,0.680897996256,26.49906893,20.0
2,3,Y1050453,1.53295501259,-0.214780021144,0.160620989007,19.0697203417,20.0
2,4,Y1050278,3.20848007328,0.314576798606,-0.634965122714,23.5756040183,54.0
2,4,Y1050288,-1.33937366288,-1.53817206972,-0.883912199642,0.984961619617,0.0
2,4,Y1050296,0.0967906748565,-0.479458430622,-0.606161329003,15.0755967476,20.0
2,4,Y1050298,2.01167645851,0.0498983887306,-0.204965626818,21.3566871461,10.0
2,4,Y1050300,1.77231573554,0.0498983887306,-0.0918078644533,21.6959392755,10.0
2,4,Y1050306,0.0967906748565,-1.40583286499,-0.883912199642,1.59477410863,10.0
2,4,Y1050315,-0.381930771057,0.0498983887306,0.468323058127,24.2334060567,20.0
2,4,Y1050323,-0.621291494011,2.16732566654,0.697602237602,88.9972058606,88.0
2,4,Y1050329,-0.381930771057,-0.0824408160083,-0.257870554623,21.5349044369,20.0
2,4,Y1050334,-0.621291494011,-0.0824408160083,0.0213498972308,22.0610594648,20.0
2,4,Y1050338,-0.621291494011,-0.214780021144,-0.544438913229,19.5430928083,10.0
2,4,Y1050347,0.575512120771,1.37329043731,-0.0532596156614,41.6105286601,20.0
2,4,Y1050364,0.814872843724,1.77030805192,-0.178852297406,81.095877887,72.0
2,4,Y1050374,1.05423356668,0.843933617958,0.304244302801,34.0644165104,30.0
2,4,Y1050383,-0.142570048097,-0.744136840497,-0.883912199642,11.2125355783,10.0
2,4,Y1050418,2.01167645851,-0.876476045236,-0.883912199642,7.42432034093,20.0
2,4,Y1050443,-1.10001293992,-1.53817206972,-0.883912199642,0.773068103057,0.0
2,4,Y1050452,1.53295501259,0.711594413219,-0.184787144568,31.2090529342,40.0
2,5,Y1050285,-1.33937366288,-1.53817206972,-0.883912199642,1.17523315622,0.0
2,5,Y1050286,0.33615139781,1.10861202783,1.14161174239,72.7056265955,72.0
2,5,Y1050301,0.33615139781,-1.53817206972,-0.165795632021,1.6394829356,10.0
2,5,Y1050332,0.0967906748565,0.446916003344,0.297814884478,28.4074211289,40.0
2,5,Y1050342,-0.142570048097,0.976272822697,-0.253461810299,34.9935093751,50.0
2,5,Y1050355,-0.381930771057,-0.744136840497,-0.883912199642,11.639638604,10.0
2,5,Y1050371,-0.381930771057,0.446916003344,-0.250228731898,27.9869606447,40.0
2,5,Y1050373,0.0967906748565,0.0498983887306,-0.500916697092,22.4651378543,20.0
2,5,Y1050378,-0.621291494011,1.63796884719,5.05687031258,83.1005030322,93.0
2,5,Y1050397,-1.33937366288,0.0498983887306,-0.883912199642,22.2624076615,20.0
2,5,Y1050403,-0.142570048097,-0.214780021144,-0.374702270023,19.0763540389,20.0
2,5,Y1050409,-1.33937366288,-0.744136840497,-0.883912199642,11.7188204089,10.0
2,5,Y1050411,-1.10001293992,-0.479458430622,-0.883912199642,15.2135540436,10.0
2,5,Y1050416,-0.621291494011,0.446916003344,0.399032297944,63.3751325591,63.0
2,5,Y1050417,1.29359428964,0.976272822697,-0.224550624214,69.7223647867,62.0
2,5,Y1050419,-1.33937366288,-0.611797635758,-0.883912199642,13.4760849492,10.0
2,5,Y1050437,-0.621291494011,-1.53817206972,3.18976723731,4.53546855809,0.0
2,5,Y1050454,0.33615139781,0.976272822697,-0.173928069008,69.844041342,90.0
2,6,Y1050280,0.575512120771,-0.744136840497,0.0213498972308,12.2614204553,10.0
2,6,Y1050291,-0.142570048097,1.63796884719,0.419018604366,45.9599265944,40.0
2,6,Y1050302,-0.381930771057,-1.53817206972,-0.476544255947,0.900717101708,10.0
2,6,Y1050311,0.33615139781,-0.214780021144,0.664005975939,20.1763645886,20.0
2,6,Y1050349,1.29359428964,0.843933617958,-0.578386241871,68.4760688962,65.0
2,6,Y1050351,0.575512120771,1.37329043731,-0.154999861441,76.2848972835,70.0
2,6,Y1050370,0.0967906748565,0.314576798606,-0.309418945818,26.8766480482,20.0
2,6,Y1050375,-0.381930771057,0.18223759347,0.473980946008,25.673504188,30.0
2,6,Y1050387,1.05423356668,-1.53817206972,0.645432101084,1.56793653184,10.0
2,6,Y1050389,-1.33937366288,-1.53817206972,-0.883912199642,0.711914347812,0.0
2,6,Y1050402,-1.33937366288,-1.53817206972,-0.883912199642,0.711914347812,0.0
2,6,Y1050408,-0.381930771057,-0.479458430622,-0.883912199642,15.3996828516,10.0
2,6,Y1050410,-0.621291494011,0.0498983887306,-0.883912199642,22.8316010296,20.0
2,6,Y1050415,0.33615139781,0.711594413219,1.72281253822,33.9266765969,30.0
2,6,Y1050438,0.0967906748565,-0.876476045236,-0.0540886107854,10.4127661134,10.0
2,6,Y1050445,1.53295501259,0.843933617958,-0.453912703746,33.9945509476,20.0
2,6,Y1050447,2.01167645851,-0.611797635758,-0.520190821148,13.528969218,10.0
2,6,Y1050451,-1.33937366288,-1.53817206972,-0.883912199642,0.711914347812,0.0
2,7,Y1050295,0.814872843724,0.711594413219,0.710583539918,32.0899193156,30.0
2,7,Y1050303,0.33615139781,0.314576798606,0.144206896157,26.4176252453,20.0
2,7,Y1050309,-1.33937366288,-1.53817206972,-0.883912199642,1.23491004714,0.0
2,7,Y1050312,0.33615139781,-0.214780021144,-0.883912199642,18.5794589744,10.0
2,7,Y1050319,0.814872843724,1.37329043731,-0.310579538448,75.4778806203,76.0
2,7,Y1050325,0.814872843724,-0.347119225883,1.03976975647,18.3806891699,20.0
2,7,Y1050352,-0.142570048097,1.77030805192,-0.509825950799,80.6313684897,80.0
2,7,Y1050353,-0.621291494011,0.0498983887306,1.12641517388,23.8074507691,50.0
2,7,Y1050358,0.33615139781,0.18223759347,-0.463611940307,24.1688110402,50.0
2,7,Y1050360,1.29359428964,0.0498983887306,0.115648032422,22.8238674094,30.0
2,7,Y1050365,0.814872843724,1.50562964245,1.59380191653,78.7958846175,96.0
2,7,Y1050368,0.814872843724,0.314576798606,0.196230075368,26.4230077663,20.0
2,7,Y1050369,2.01167645851,0.0498983887306,-0.0788755488135,22.6071802719,10.0
2,7,Y1050388,-0.621291494011,0.18223759347,-0.476544255947,24.2331817479,20.0
2,7,Y1050394,0.0967906748565,0.18223759347,-0.204965626818,24.4008584031,20.0
2,7,Y1050413,-0.860652216966,0.843933617958,1.13368611796,69.8098387027,60.0
2,7,Y1050423,0.0967906748565,-1.00881525037,0.0860114761124,8.91253367803,10.0
2,7,Y9999985,1.05423356668,1.63796884719,-0.544438913229,43.2693284686,59.0
2,8,Y1050275,0.814872843724,0.446916003344,-0.0252444754273,28.7167921707,20.0
2,8,Y1050277,-0.142570048097,-0.744136840497,0.27595486204,13.6506871019,10.0
