username,video_stop_backward_seek_avg,qz_mean,watched_time_hour,watched_time_weekday,active_num_days,video_stop_backward_seek_sum,hw_mean,indicator,final_score
Y1050301,-1.78222412707,-0.0852502432317,0.00518324076723,0.466134848875,0.379693907661,-0.772441382444,0.171716365268,0.0,10
Y1050302,-1.39279120804,0.43450357759,-0.795180905974,0.301026756469,0.58632664087,-0.681077972319,0.226886555033,0.0,10
Y1050303,0.541762604063,1.62934040692,-0.125483357988,-0.0750645270997,-0.0185237808421,-0.348411891863,0.0616409381587,0.0,20
Y1050304,-2.17874902095,0.060809284829,-0.494357460254,0.512572309087,-0.23973511583,-0.245520136431,0.0639271645956,0.0,10
Y1050305,-0.457227554496,-0.339672837331,-0.903663495171,0.476785896796,-0.0260838605484,0.0857153825223,-0.0887225855034,0.0,20
Y1050306,-0.469123531058,-0.637937325939,0.0333130445836,1.10899396262,0.944053041681,-0.490570253283,0.166287995113,0.0,10
Y1050307,-2.31110477072,0.0605404639564,-0.540450228316,0.11055600957,0.329525739578,-0.652370648288,0.154137309184,0.0,10
Y1050308,0.0906618136072,1.01593280894,-0.498307510081,0.835372825957,1.37930123628,0.447279529224,0.359359310225,0.0,10
Y1050310,-2.33012662141,0.0139921323319,-0.758343746387,0.097680949285,-0.292524010649,0.0113797118361,0.0270418631703,0.0,10
Y1050311,0.506562891578,-0.558440835666,0.479543264817,0.909243871997,0.905739627487,1.3438753357,-0.338631097634,0.0,20
Y1050312,-2.0574158328,-0.0843973363603,0.267990492668,-0.2293555095,-0.0998385462612,-0.142872187009,0.0400581318984,0.0,10
Y1050313,-0.98497869301,-0.638606479855,0.646054645292,-0.247920920641,0.145507635535,-0.266706025105,0.0974980977861,0.0,30
Y1050314,-1.17723695883,0.4924718335,-0.816794479961,-0.227737211619,-0.191860258251,-0.674013224032,-0.161798381967,0.0,30
Y1050315,-0.782265610458,-0.100796726511,0.0202657393166,0.259020337147,-0.237744113855,-0.51749388293,-0.0115441475049,0.0,20
Y1050316,-0.766584349928,0.781760694995,-0.803081541745,0.686655198099,-0.209520610004,-0.183110213473,-0.0170985441075,0.0,10
Y1050317,2.72893943512,1.59518126484,-0.897630773912,-0.940823704055,0.18266858653,-0.126726625133,0.00832552501321,0.0,55
Y1050318,2.32711479706,0.383919809469,-0.787101632797,0.811858236253,0.189494803477,0.104636284533,-0.251956303733,0.0,40
Y1050319,1.45847646508,-1.5527420347,0.825962007225,-0.525101254985,-1.02917554172,-0.533250075624,0.0194171136118,1.0,76
Y1050320,-0.0591342076232,0.651258519398,-0.0706037070941,0.686039714571,0.504592035127,0.807037791035,-0.0826689947087,0.0,10
Y1050321,-2.14750860822,-0.25596924958,-0.959483589274,-0.304415091881,-1.12888382936,0.134297289989,0.0140383954464,0.0,20
Y1050322,2.79697140335,-2.93278503296,-0.73221066364,-0.0190288221069,-0.55904139954,0.16225344696,0.204333431778,1.0,99
Y1050323,3.81131050435,-1.86379297405,-1.65069366115,1.11651147333,-0.59187077202,0.0638561343484,0.114110549566,1.0,88
Y1050324,0.232881844522,-0.158902794176,1.19106238011,-0.839280400084,0.245477417783,-0.196493640596,-0.230220134879,0.0,30
Y1050325,0.376758315625,0.661983579578,0.519110984901,0.253937528602,0.103129015132,-0.448212999192,-0.266630188711,0.0,20
Y1050326,-0.488833248215,0.0785170043018,1.60221075856,0.0575411089428,-0.154806468284,-0.236049178028,0.0523298281083,0.0,20
Y1050327,-2.45613826182,1.00671443437,-0.858424737643,-0.23748671396,0.231697949085,-0.219592981977,-0.478881831913,0.0,0
Y1050328,2.15506000706,-1.6368110378,-1.68095818075,-0.173359204973,0.749254499357,-0.59456933544,-0.157502024997,1.0,71
Y1050329,-0.163951178404,-0.907779596461,0.527626064668,0.481009730225,0.630657897771,0.602328820574,-0.0360038181157,0.0,20
Y1050330,-0.186544956029,0.2351273452,-0.0317665780961,1.64834633313,-0.468610277304,-0.00514022881781,0.171648064353,0.0,10
Y1050331,-0.616006214104,-0.437618733246,0.724482295405,1.49396826561,-0.171310027449,-0.425934383011,0.0975265922214,0.0,10
Y1050332,3.3718139414,2.24291174953,-0.0949910886891,-0.0138794642761,-0.152383021777,-1.13774672144,-0.610804785823,0.0,40
Y1050333,-1.33673803411,-0.347066811096,0.0865603489827,0.304457432863,0.48620445271,0.606111191031,-0.066959659338,0.0,10
Y1050334,-1.32230882771,0.154517715031,-0.920460916588,0.185369356944,0.0985661855864,-0.0328673673035,-0.0359704363145,0.0,20
Y1050335,-0.782873323349,0.787262742727,0.618720129414,-0.118295720624,0.04342272766,-0.0237566670641,-0.077881509709,0.0,10
Y1050336,-0.488195019325,-1.04817080664,0.470022741796,-0.34609255462,-1.49850225016,0.518844602147,-0.0472791321239,0.0,50
Y1050337,-1.86086874575,-0.186808607289,0.391224237533,-0.249828549507,-0.0966094341415,-0.269735885312,0.0679138377455,0.0,10
Y1050338,-1.81345487118,-0.154031984652,-0.303993245323,0.299797119907,0.0427252096296,0.220951521795,-0.00675766256909,0.0,10
Y1050339,-1.46510604155,-0.440803695155,-0.650253536546,0.181461944949,-0.232031955358,-0.0714368635257,0.0730073067937,0.0,20
Y1050340,1.50252153589,1.17967999846,1.25559368978,1.54995014171,0.24363398842,-0.13319531368,-1.09416839722,0.0,10
Y1050341,-0.910139714309,-0.526329952584,0.717596655994,0.437053632212,-0.199660342257,-0.27854584047,0.0801827532442,0.0,20
Y1050342,-0.779666066145,-0.879489232018,-0.194987634894,-0.0149689326246,-1.40915289851,0.550844037951,-0.0467821385815,0.0,50
Y1050344,1.89209307538,-0.960822191227,-0.293416166782,2.5185663298,-0.514565123836,0.429023044471,0.00554354177525,0.0,40
Y1050345,-2.84192268437,0.197367776469,-1.17157688574,-0.216993187546,0.0345523644867,0.171063573859,0.00299798443159,0.0,10
Y1050346,0.0695479058734,-0.647599362482,-1.24113141005,-0.297553584781,0.724919999685,1.02658692903,-0.0671568430686,0.0,50
Y1050347,0.181866390132,0.975482290979,0.241886807512,-0.122319386661,-0.236998016869,0.55203923632,-0.176876083901,0.0,20
Y1050348,-1.70046343417,-0.161329623606,0.137693929638,0.374190099341,-0.173460001907,-0.122797438908,0.0414895155701,0.0,10
Y1050349,0.713049489833,-1.86193865689,-0.450696720673,-1.00469176876,1.08023319557,0.292881596493,0.13171903525,0.0,65
Y1050350,1.54662577977,1.8350167002,-0.0752973941901,1.32595272779,0.778133786512,1.09094308403,0.116212680026,0.0,10
Y1050351,2.1796791553,-2.23403028617,0.313903404876,0.807720461009,-0.144162546502,-0.0359791758261,0.167685581602,1.0,70
Y1050352,4.69583006397,1.56825890631,-1.57005142917,-0.16913685295,-0.370502453982,-0.0975097563953,1.58891659342,1.0,80
Y1050353,2.87790100549,0.734411374469,-1.18673153821,0.448533923613,0.900325578999,0.387593003536,-0.999424055961,0.0,50
Y1050354,1.56907646448,-1.18872726619,0.336615001177,0.179235554798,0.26971869515,0.067134819437,0.128715584417,0.0,50
Y1050355,-2.04625332248,-0.033672833491,-0.215032950692,0.257091723524,-0.121593222687,-0.10496682427,0.0401238572893,0.0,10
Y1050356,0.539634536628,-0.0397405322017,0.123439471884,-0.215934546511,0.830705229206,0.355849623187,-0.0952072618065,0.0,30
Y1050357,-1.05258473498,0.0066733537814,-0.135320941855,-0.708422828595,0.577906454935,-0.0665133060377,0.0591302910088,0.0,20
Y1050358,2.50876754744,-0.0995039954016,-0.126665681471,0.733868893753,0.146333269034,-0.744667681131,0.224187876765,0.0,50
Y1050359,-2.19854479855,-0.236912840916,-1.59532791222,-0.385083735156,0.475923886319,0.0740425212724,0.0731582509201,0.0,20
Y1050360,-0.0162004093493,0.652993959255,0.213892379664,-0.524090582401,-0.0115647110811,-0.511379582363,-0.244966115662,0.0,30
Y1050361,0.466910870124,-1.09543002291,0.486301879312,1.41791506688,-0.103456318475,-0.385261861281,0.145154979138,0.0,30
Y1050362,2.41022403327,-2.08516621548,-0.931478573859,0.022439052204,0.427242897486,0.588156449571,-0.0779314816328,1.0,80
Y1050364,1.5950084924,-0.876624125,0.0514702463289,-0.4731932977,-0.715823694291,0.817354726451,-0.225828331632,1.0,72
Y1050365,3.67041032091,-1.33085570036,-0.111818555931,-0.720429543468,-0.310243184567,-0.859287234676,0.155872957868,1.0,96
Y1050366,-0.540013777002,1.42348066491,0.420030319351,-0.25166884215,-0.286465776054,-0.352216130199,-0.674877635015,0.0,10
Y1050367,2.05073005814,-1.09146601768,-1.11451510967,-1.25729808021,-0.670431990332,-0.471474313368,-0.274521893096,1.0,90
Y1050368,-0.723966062727,-0.0368815226264,-0.0114804632067,-0.209206568648,0.137625073902,-0.466283567881,0.154509382724,0.0,20
Y1050369,-1.3853829457,0.221574973296,1.0975688236,-0.853471601481,0.329345542212,0.0993651990455,-0.0945204026219,0.0,10
Y1050370,-1.14347804248,-0.445982941154,0.784649741405,0.207523421102,-0.334975539846,-0.0346525736324,0.0252283497403,0.0,20
Y1050371,-0.80364140147,-0.83590490768,0.888145408803,-0.635562833143,-0.531712299315,0.3717056691,-0.02618495652,0.0,40
Y1050372,3.59164514075,1.40240286712,0.0167011792117,-0.575475517185,0.509376732884,-1.4307398256,-0.355472149022,0.0,50
Y1050373,-1.53548326139,0.279352875182,-0.284175442125,-0.377510691423,-0.0974280388143,0.38473463635,-0.0820260817993,0.0,20
Y1050374,0.752771150702,1.24155857798,1.34726058129,-0.339662306335,-0.56100705749,-0.0353315888119,-0.335714791875,0.0,30
Y1050375,0.732140256588,0.148440120166,-0.298670088401,0.804006810509,0.680902608907,1.8813788242,0.377834140365,0.0,30
Y1050376,2.43413530716,-2.06742380732,-1.95477352502,-0.203749030499,-0.0715584085408,0.525301034675,0.163238493522,1.0,90
Y1050377,0.252531036947,-0.155097236415,-0.47264682444,-0.132084777627,-0.696737797532,0.152574934647,0.496606318493,0.0,40
Y1050378,3.98643519935,-0.483251559145,-1.56337909663,0.342002337946,-0.960312073774,-1.03565553791,-0.342616250629,1.0,93
Y1050379,0.725252396141,-1.61700991714,0.495372287869,-0.238883132653,-0.160722387922,2.19503151066,-0.295016012057,1.0,60
Y1050380,2.08517864644,-2.56104014385,-1.18934586365,-0.301818207313,1.10900111378,0.209320422236,0.215299031422,1.0,80
Y1050381,3.48393134842,0.777974497059,-1.54278131773,0.706883772968,0.0314446785209,-0.133712462462,-0.540658436351,0.0,55
Y1050382,0.0442373332045,2.46376555042,-0.043988306478,-0.922469293593,0.0102378099735,0.869484980672,1.78771328213,0.0,20
Y1050383,-2.45892347094,0.0630628037852,-0.253576577148,-0.300828811392,-0.0883289319788,-0.108955458911,0.0378930779943,0.0,10
Y1050384,1.81070012837,2.88039296633,0.570677645243,-0.111953896633,-0.22156793583,0.274497019834,-0.537244306212,0.0,30
Y1050385,2.75454542437,-0.326427347693,2.27559865277,-0.121901028413,-0.269565201033,0.348752225676,-0.179879712569,0.0,40
Y1050386,-0.243772732044,-1.03000999749,0.341696032829,-0.145859174843,0.712417134343,0.787379062512,-0.0526768374153,0.0,30
Y1050387,1.0763329933,2.64615026882,0.492898745628,0.979469770426,0.393520791429,-0.0507388641683,0.0894408566251,0.0,10
Y1050388,-2.13244869884,-0.159663755642,-0.615054940629,-0.159145671,-0.619058478613,0.0835215586567,0.0166846092278,0.0,20
Y1050390,-2.46090891498,0.048508852069,-0.173433066827,-0.477818835683,0.222030257259,-0.104170439594,0.0426658692565,0.0,10
Y1050391,-1.84349271842,0.426187648983,-0.671915449528,-0.0269105146724,-0.336510003165,0.057901016964,-0.0695606241924,0.0,10
Y1050394,-0.942816687126,0.816925082393,-0.29167302835,-0.0414089651593,-0.360682844264,-0.244080711567,0.710410535374,0.0,20
Y1050395,-2.15383447441,1.08491496456,-0.794853836166,0.0250997697063,-0.0302203951367,-0.166444491325,0.350177120932,0.0,10
Y1050396,1.83792671106,1.91605910915,-1.31235583366,0.871694715112,0.266496268426,0.153118678788,0.110705291857,0.0,20
Y1050398,-3.06326183125,0.375455891182,-0.901271779707,-0.14352273516,0.133099492015,-0.204382977425,0.054766020325,0.0,0
Y1050400,0.349869110935,1.70775465949,-1.09590576938,0.49737072648,-0.208575244825,-0.102581119073,-0.688444676364,0.0,20
Y1050401,-2.33743170596,0.055303905392,-0.361432459401,0.0543430781894,-0.269933050418,-0.224458204132,0.0580046139466,0.0,10
Y1050403,-2.14009057879,-0.129287756082,-0.338714045191,-0.275988741204,-0.210969809287,-0.133264473599,0.0560267492098,0.0,20
Y1050404,-2.72921892113,0.160502711561,-0.910767387287,-0.146860391056,-0.310510490548,-0.112869246832,0.0445876159288,0.0,10
Y1050406,-2.61372225877,0.172438075118,-0.874398174393,0.14728861279,-0.259676083321,-0.180049003192,0.0551270620943,0.0,10
Y1050407,-0.0148155914317,0.281631751329,1.3190861436,0.610428548473,0.161871809762,-0.63029886338,-0.241056298821,0.0,10
Y1050408,-2.39611926632,0.0345327487607,-0.378251572421,-0.140572673064,-0.366047828849,-0.199462666023,0.0541687087247,0.0,10
Y1050410,-2.28337816728,-0.0642144101758,-0.585835352694,-0.148414022693,-0.530802556402,-0.0352132551346,0.0329614636741,0.0,20
Y1050411,-2.4471122666,0.0646776059566,-0.941550879155,0.126683561616,-0.265292252246,-0.151889306658,0.0593783344949,0.0,10
Y1050412,1.49956725496,1.09727993752,0.129018705418,-1.1401450848,0.827873564546,0.685404639801,-0.603556990587,0.0,30
Y1050413,2.04029248404,1.56091202046,-1.49680753576,-1.25818837755,0.644930877533,0.428573670673,-0.336673666384,1.0,60
Y1050414,4.34220675414,2.63120432453,-0.922686070764,-0.104773970417,0.401226532324,-0.735389034678,0.910404298649,0.0,53
Y1050415,-0.00779570871276,-0.642701651462,0.00918269615493,0.103771026357,0.26931811503,-0.000933784121415,-0.144102469901,0.0,30
Y1050416,3.92135642889,0.696430286312,-1.27765010121,0.281079846182,0.567855082114,0.332082568885,0.244346112083,1.0,63
Y1050417,1.8596724643,-1.43832743748,0.525095818462,0.148585070197,-0.278278022748,-0.379065473656,0.156141744419,1.0,62
Y1050418,-0.348552504367,-0.661009255964,2.05097057084,0.434476803952,0.307056840426,-0.981681451095,0.19499379193,0.0,20
Y1050419,-2.02389585398,-0.0394746175451,-0.0247384637215,0.200166360911,-0.155415932645,-0.195510169747,0.051855013533,0.0,10
Y1050420,0.860996816752,-2.14773686416,-1.80467266372,-1.11548144442,0.915761677617,0.315869842298,0.182026626481,1.0,75
Y1050421,1.04952907179,-0.415324528561,-0.129362685068,-1.2242457229,0.178359205275,-1.15417614563,-0.259060217499,1.0,60
Y1050422,-0.303290771938,-0.477217472149,1.22432769964,-0.653322801704,-0.621379449873,0.43763141858,-0.218919072928,0.0,40
Y1050423,-1.4562406115,-0.292510613694,0.748025241706,-0.156196815072,0.81688916804,0.438828173912,-0.0492546131415,0.0,10
Y1050424,-0.0108572614315,1.24773713047,-0.273670272837,0.500603775697,-0.59964278279,0.148293939354,-0.0278705518887,0.0,30
Y1050425,-2.98777279168,0.252603609029,-1.1182979293,-0.308836637502,-0.144855435157,-0.0310551934958,0.032252284419,0.0,10
Y1050426,0.487388852778,0.501911741599,0.237177618949,0.193014074426,-1.33024408608,0.370950595373,0.273721766657,0.0,40
Y1050427,3.39158865421,-1.00006446405,-0.146020652625,-0.616736306001,-1.21436415044,-0.804652796625,-0.400243576108,1.0,96
Y1050428,-0.629931247792,0.0599626197245,1.47263427078,-0.248875384723,0.266463229274,0.121405976941,-0.0316769950152,0.0,20
Y1050429,-0.805700779396,2.19370342638,-0.0368347583498,-0.397515882557,0.298671241357,-0.455291246635,-1.45085952267,0.0,10
Y1050432,-3.14893533446,0.399918403724,-1.08042084582,-0.150223903,0.116618916425,-0.166052892615,0.0504318105377,0.0,0
Y1050434,1.78226547302,3.067402063,2.06708465853,-0.191323014795,-0.225335476045,0.282042258483,3.50797100885,0.0,20
Y1050436,-2.70752095892,0.16622755532,-0.824042191131,-0.197164350728,0.0658083298887,-0.230810706513,0.071479512272,0.0,10
Y1050437,-2.66065749687,0.279711946818,-0.497879948335,0.219527880035,0.0802873572164,-0.349292014357,0.0752348157072,0.0,0
Y1050438,-1.70227699394,0.277449912974,0.403176778667,-0.446546570669,0.458785460376,-0.324179020512,-0.122611659072,0.0,10
Y1050439,-0.630913061503,-0.564885573685,0.590448919696,0.763628676062,0.648517207105,0.717670329302,-0.0846383646274,0.0,10
Y1050440,0.473154803539,1.38616760793,0.298915622286,0.39038490833,0.393405492934,-0.794408715633,-0.935683275191,0.0,10
Y1050442,-1.7986961975,0.506056377466,-0.0487887814735,-0.46854836616,0.0400683866387,0.0898413018121,0.0117166738433,0.0,10
Y1050443,-3.06552173703,0.375807385201,-0.902049496347,-0.147470303318,0.134900776822,-0.20270485973,0.0544993487797,0.0,0
Y1050444,-1.82228418494,-0.216352334375,-0.457765842394,0.022181725024,0.348173511853,0.383800310034,-0.0214519819749,0.0,10
Y1050445,-0.382669996229,-0.766315699723,1.34147526193,0.291104965892,-0.00112270919689,0.395648915315,-0.0413126236418,0.0,20
Y1050447,-1.77738296738,-0.122801438368,1.34351404639,-0.323537403868,0.153519683727,-0.429896525693,0.0725368623606,0.0,10
Y1050448,0.665672117069,-0.499633255631,1.12518110929,1.05003962555,0.587745051988,0.399079841153,-0.13490050289,0.0,20
Y1050449,0.875219955471,-0.137792996669,2.44941053853,0.332304722841,0.257730686418,0.194082355968,-0.393105369656,0.0,20
Y1050450,0.199854649493,0.240708164575,2.19650953385,0.226276832942,0.27840692315,-0.317206353097,-0.26731147556,0.0,10
Y1050452,1.52652324792,0.274846155718,2.2173535262,-0.0966386043602,-0.795007503564,0.201911928117,-0.260789169659,0.0,40
Y1050453,1.3695595449,2.5481499602,1.50467638481,-0.909821498096,0.579897430242,0.250564887153,-0.317813550761,0.0,20
Y1050454,2.05088682145,-2.06698149592,-0.571308375192,-0.783440596344,-0.0754381477873,-0.207573351392,0.0531971923261,1.0,90
Y9999984,4.32567225002,2.82758368181,0.0462399833423,-0.258414017111,-0.773311593363,-0.22381845842,-0.468086231523,1.0,66
Y9999985,0.0311880857024,-1.30062611191,0.807818197403,-0.277867414447,-1.79514783294,0.575847012321,-0.0551867864077,0.0,59
