username,forum_num_days,qz_mean,video_stop_backward_seek_avg,watched_time_hour,seek_video_avg,watched_time_weekday,video_avg_count,indicator,predict_score,real_score
Y1050274,1.74094301235,-1.37911217628,-0.807317146153,-1.16906524274,0.842960881716,1.07085196267,-0.00415281118679,1.0,71.18536622,80.0
Y1050275,-0.430568053567,-0.400352020333,-0.347529259336,-0.345160222465,0.239687069589,0.00675527846016,0.0236078570603,0.0,21.2421615452,20.0
Y1050276,-0.0285973212381,-0.947981607416,-0.815652019081,-0.276781891643,1.93484685842,1.5726509143,-0.081764325547,0.0,18.5980563915,40.0
Y1050277,-0.718708789239,-0.312998182846,-0.348460425954,-0.216162315771,0.264624910809,0.0292169121607,0.525812467693,0.0,16.8760052258,10.0
Y1050278,1.57139521911,-1.46261767247,-0.218277654827,-1.74465121044,1.27702510886,0.136770815471,0.131178360514,0.0,35.1243962704,54.0
Y1050279,2.31228862777,4.42139798182,-1.93547029174,-1.82877138775,0.468911156737,0.268504689301,0.282476285892,1.0,67.617458996,70.0
Y1050280,-0.788783873181,-0.576795142525,-0.155492234449,-0.612413825897,1.17937833081,0.282967395853,0.304690659557,0.0,11.2073002218,10.0
Y1050281,-1.8230492119,0.245983156129,-0.117426560778,0.188296257932,-0.340865379089,-0.469057139134,-0.11918934658,0.0,9.6303542356,10.0
Y1050282,-0.933467106886,-0.176868011712,-0.335014366507,-0.0645586468316,0.149842980731,-0.00350835357698,-0.295331121848,0.0,17.1842691817,10.0
Y1050283,0.108203030628,-0.109742084503,0.557125326716,0.0122944497375,0.185744524704,0.472092105078,-0.740400457386,0.0,27.3448395481,20.0
Y1050284,0.157497273306,-0.588897243533,-0.365861274678,-0.52805595886,0.327193105806,-0.145347517341,-0.32550710411,0.0,25.7865777292,30.0
Y1050285,-2.8482162499,0.452457507139,0.00600291483039,0.309670124762,-0.0973105158792,-0.0714304055524,0.0360714022949,0.0,0.671187724655,0.0
Y1050286,1.33737944582,-0.166600831566,-0.0139489491394,0.566349098659,-0.584105799316,1.4337885527,-0.446497464378,1.0,74.4464568589,72.0
Y1050287,2.18107940695,-0.154201389477,0.832380958657,0.317944430766,-0.644499496212,1.07855938685,-0.939805516845,0.0,54.7241865563,50.0
Y1050288,-2.8482162499,0.452457507139,0.00600291483039,0.309670124762,-0.0973105158792,-0.0714304055524,0.0360714022949,0.0,0.671187724655,0.0
Y1050289,3.34192165175,5.13420354344,-2.15531300134,0.188922549322,-0.619382358386,0.849856651787,-0.568336762508,1.0,81.0223524951,60.0
Y1050290,-2.8482162499,0.452457507139,0.00600291483039,0.309670124762,-0.0973105158792,-0.0714304055524,0.0360714022949,0.0,0.671187724655,0.0
Y1050291,-0.0418548465352,-0.46661531803,-0.876689523833,-0.331803011533,-0.699789077434,1.34555293568,0.0636035387933,0.0,44.9088068017,40.0
Y1050292,1.13165674728,-0.5534176464,-0.404407940027,-0.533517965185,-0.679001301004,-1.15699689342,-0.526950904674,0.0,37.1282371869,50.0
Y1050293,2.299652704,-0.823632703179,0.103843635285,-1.03139923912,-0.969577450116,0.175598335741,1.17364366659,1.0,82.7555551961,80.0
Y1050294,1.5399731605,0.255575927053,2.37569988351,0.317536090553,-0.0337084132652,0.894004019733,-0.00267024245783,0.0,36.8344860537,40.0
Y1050295,1.77136393468,-1.0441275371,-0.286964761009,-1.25037079812,-0.0309171232696,-0.88919475846,-0.274935260663,0.0,40.9306756641,30.0
Y1050296,-0.179767364735,-0.362586022085,-0.410777591008,-0.0605529865274,0.363820920306,-0.431772972156,-0.39546394101,0.0,17.9353394653,20.0
Y1050297,-2.23342892129,0.139775447251,0.0818558092218,-0.134567535077,0.170543810646,-0.183347384957,0.383197819969,0.0,3.6170217219,10.0
Y1050298,-0.207035263701,-0.697794873569,-0.2483731617,-0.660694236748,1.0776033486,0.140572718985,-0.040370571041,0.0,17.0514348666,10.0
Y1050299,-1.64840213472,0.113207185076,-0.267017058025,0.318981210779,0.17058929961,-0.228764546981,0.0391215759487,0.0,6.38219444936,10.0
Y1050300,0.307498162414,-0.600864858857,-0.408537686869,-0.216175817806,0.895280520898,-0.480108105537,-1.06527538773,0.0,18.3155507674,10.0
Y1050301,-1.0570720001,-0.153386899875,-0.116975725189,0.0415612477727,0.728860605864,-0.79867396721,0.205512544482,0.0,1.91315398281,10.0
Y1050302,-1.50491502617,0.21111804807,0.492457421081,0.190646582327,0.358334258718,-0.509173505839,0.423065761186,0.0,1.9335216247,10.0
Y1050303,1.33138991201,0.129425000749,1.00134900351,0.883659039977,0.189435128861,-0.448932629497,-0.281657996815,0.0,22.4850327896,20.0
