username,forum_num_days,stop_video_avg,qz_mean,video_pause_backward_seek_avg,seek_video_avg,num_incomplete,watched_time_hour,final_score
Y1050274,-0.14948701855,-0.915509397263,1.42659801557,-0.588801478773,-0.371315953794,-0.504865945811,0.874753393794,80.0
Y1050275,-0.14948701855,-0.545883527878,1.05628959451,0.41596909634,0.970577648216,0.652909343455,1.17407543366,20.0
Y1050276,-0.14948701855,-0.915509397263,0.13051854185,-0.341249308007,-1.0230928458,0.652909343455,-1.12168086983,40.0
Y1050277,-0.14948701855,-0.217327197207,-0.610098300276,0.855252850366,-0.0816373345449,-0.967976061517,-0.171382808515,10.0
Y1050278,-0.14948701855,2.4357651563,0.500826962913,-0.638311912926,-0.892737467401,-0.504865945811,0.668284632267,54.0
Y1050279,-0.14948701855,-0.235461802581,0.871135383976,2.6358066682,0.779874400334,0.884464401308,0.117796793514,70.0
Y1050280,-0.14948701855,4.66994819062,-0.610098300276,0.153855033525,-0.950673190555,-0.736421003664,-0.679393885255,10.0
Y1050281,-0.14948701855,0.480854998659,-0.610098300276,-0.176214527166,0.497719902216,-0.504865945811,-0.173305976262,10.0
Y1050282,-0.14948701855,1.70267384771,0.500826962913,-0.0936971372407,0.497719902216,-0.273310887958,0.0973014903587,10.0
Y1050283,-0.14948701855,-0.496600078068,-0.610098300276,-0.638311912926,-0.545123124996,0.884464401308,-0.706913734001,20.0
Y1050284,-0.14948701855,-0.3170675121,0.871135383976,-0.41197849923,-0.743759891588,1.11601945916,0.117434965464,30.0
Y1050285,-0.14948701855,-0.915509397263,-1.72102356346,-0.836353649539,-1.2403518098,-0.967976061517,-1.47277128912,0.0
Y1050286,-0.14948701855,0.411036781586,1.6117522261,1.29259501905,0.917753899867,-0.504865945811,-0.146019646523,72.0
Y1050287,-0.14948701855,1.89256406389,1.6117522261,-0.161705975679,0.707816483,-0.0417558301047,0.00496287085429,50.0
Y1050288,-0.14948701855,-0.915509397263,-1.72102356346,-0.836353649539,-1.2403518098,-0.967976061517,-1.47277128912,0.0
Y1050289,6.68954408013,1.67474655837,0.500826962913,4.86064697336,2.16337195899,1.11601945916,-0.0761738882254,60.0
Y1050290,-0.14948701855,-0.915509397263,-1.72102356346,-0.836353649539,-1.2403518098,-0.967976061517,-1.47277128912,0.0
Y1050291,-0.14948701855,-0.0776907588718,1.6117522261,-0.53929104462,-0.718930296198,-0.504865945811,-0.827212239451,40.0
Y1050292,-0.14948701855,-0.391872748269,0.500826962913,-0.167962788471,0.584623487817,1.57912957487,0.916944608172,50.0
Y1050293,-0.14948701855,1.86954706621,1.98206064716,-0.237875873462,-0.457264554155,-0.736421003664,1.25656870282,80.0
Y1050294,-0.14948701855,1.57032612572,0.871135383976,0.556467354623,0.0202276731613,-0.736421003664,0.73499486655,40.0
Y1050295,-0.14948701855,-0.153856088873,0.13051854185,-0.161211365451,0.181706863351,2.04223969057,-0.23103202424,30.0
Y1050296,-0.14948701855,-0.915509397263,-0.239789879213,-0.836353649539,-1.2403518098,-0.967976061517,-1.47277128912,20.0
Y1050297,-0.14948701855,-0.915509397263,-1.3507151424,-0.836353649539,-1.2403518098,-0.736421003664,0.0108161889881,10.0
Y1050298,-0.14948701855,0.131763900726,0.500826962913,-0.0936971372407,0.497719902216,-0.273310887958,0.141943376469,10.0
Y1050299,-0.14948701855,-0.915509397263,-0.980406721339,-0.341249308007,0.208041282966,-0.504865945811,-0.268123020612,10.0
Y1050300,-0.14948701855,1.17903719872,0.500826962913,0.153855033525,2.23579161424,-0.736421003664,0.00500665473708,10.0
Y1050301,-0.14948701855,-0.271033520933,-1.72102356346,0.210982457853,0.99908674142,-0.736421003664,1.33736316052,10.0
Y1050302,-0.14948701855,-0.0776907588718,-1.72102356346,-0.2422284397,-0.120261151719,1.34757451701,0.90764306009,10.0
Y1050303,-0.14948701855,-0.0776907588718,0.871135383976,-0.0441867030875,1.88817727183,-0.0417558301047,-0.406506897485,20.0
Y1050304,-0.14948701855,0.131763900726,-0.610098300276,0.112596338068,-0.697204399798,0.884464401308,0.962088488217,10.0
Y1050305,-0.14948701855,0.746829171705,0.871135383976,0.0438318466282,0.166658622825,1.81068463272,1.46015304259,20.0
Y1050306,-0.14948701855,-0.915509397263,-1.72102356346,-0.836353649539,1.54056292943,0.189799227748,-0.0801060118261,10.0
Y1050307,-0.14948701855,-0.3170675121,-1.72102356346,-0.836353649539,0.0838933042813,-0.0417558301047,0.0769082594344,10.0
Y1050308,-0.14948701855,-0.695030807992,-1.72102356346,2.35316063527,0.900220719096,0.884464401308,0.261970556025,10.0
Y1050309,-0.14948701855,-0.915509397263,-1.72102356346,-0.836353649539,-1.2403518098,-0.967976061517,-1.47277128912,0.0
Y1050310,-0.14948701855,0.73020578589,0.13051854185,-0.19979092457,-0.0609460044744,-0.0417558301047,-0.0314119461179,10.0
Y1050311,-0.14948701855,-0.259641273619,-0.239789879213,0.80232502979,1.9139264827,4.82090038481,-1.20763970096,20.0
Y1050312,-0.14948701855,-0.915509397263,0.13051854185,-0.836353649539,0.150105559812,0.884464401308,-0.344316279842,10.0
Y1050313,-0.14948701855,-0.915509397263,-0.239789879213,-0.836353649539,0.208041282966,-0.273310887958,0.111332985096,30.0
Y1050314,-0.14948701855,0.967466833412,-0.424944089744,0.108845548382,0.919070619544,1.34757451701,0.768905362412,30.0
Y1050315,-0.14948701855,-0.496600078068,0.500826962913,1.13581197789,1.93162906463,1.34757451701,0.9574442289,20.0
Y1050316,-0.14948701855,1.39386249362,-0.610098300276,-0.22064696919,-0.293325556237,-0.967976061517,0.916898990362,10.0
Y1050317,-0.14948701855,-0.504617482989,0.500826962913,0.682124259212,0.19002299769,2.27379474843,-0.169702825694,55.0
Y1050318,-0.14948701855,1.34527105687,0.871135383976,1.35625129125,1.58746327724,-0.273310887958,0.151519070448,40.0
Y1050319,-0.14948701855,0.220200312091,0.871135383976,-0.000177428724787,0.173279848726,0.884464401308,0.766923692226,76.0
Y1050320,-0.14948701855,0.544326111183,0.500826962913,-0.746334678261,0.418716643369,-0.273310887958,0.581444991357,10.0
Y1050321,-0.14948701855,-0.915509397263,0.500826962913,-0.836353649539,-0.892737467401,-0.504865945811,-0.00745274211367,20.0
Y1050322,-0.14948701855,1.31867363705,1.98206064716,1.16606835377,0.439784179061,0.884464401308,1.31921939189,99.0
Y1050323,-0.14948701855,0.148387286541,1.98206064716,0.727547365415,0.994311820433,-0.0417558301047,1.38479351638,88.0
Y1050324,-0.14948701855,-0.716028767479,0.871135383976,0.766841361089,1.73919969602,1.81068463272,0.480369960879,30.0
Y1050325,-0.14948701855,0.248127601434,-0.424944089744,0.582945462523,1.40537957366,1.81068463272,0.780991791981,20.0
Y1050326,-0.14948701855,0.893417209116,0.13051854185,1.14406371659,0.853234571374,-0.273310887958,0.000342917804226,20.0
Y1050327,-0.14948701855,-0.915509397263,-1.72102356346,-0.836353649539,-1.2403518098,-0.967976061517,-1.47277128912,0.0
Y1050328,-0.14948701855,-0.711163387082,0.685981173444,4.25959835314,2.19339962109,-0.0417558301047,0.566468654209,71.0
Y1050329,-0.14948701855,-0.915509397263,-0.795252510807,-0.553436882666,0.249423943108,0.421354285602,0.126696215137,20.0
Y1050330,-0.14948701855,1.17903719872,0.13051854185,-0.506284088847,-0.443735609041,-0.273310887958,1.47749547172,10.0
Y1050331,-0.14948701855,0.480854998659,-0.424944089744,-0.836353649539,-0.0816373345449,0.189799227748,1.43150347241,10.0
Y1050332,-0.14948701855,1.62333496124,0.500826962913,0.206366100021,0.938821433821,-0.736421003664,1.5282836638,40.0
Y1050333,-0.14948701855,-0.391872748269,0.13051854185,-0.712577564156,-0.588574917797,0.189799227748,0.137654351151,10.0
Y1050334,-0.14948701855,0.568127776285,0.315672752382,0.483924594217,0.0994118009652,0.884464401308,0.680238918306,20.0
Y1050335,-0.14948701855,0.468218217838,0.315672752382,1.36809283051,-0.296602462763,0.884464401308,0.366399617925,10.0
Y1050336,-0.14948701855,-0.450054598622,1.24144380504,-0.355002206493,1.46331529856,1.34757451701,1.22555561911,50.0
Y1050337,-0.14948701855,-0.0776907588718,0.315672752382,-0.638311912926,-0.545123124996,-0.273310887958,0.101406711474,10.0
Y1050338,-0.14948701855,0.655400549721,0.13051854185,-0.341249308007,-0.154056989792,-0.736421003664,-0.549582491477,10.0
Y1050339,-0.14948701855,-0.915509397263,1.24144380504,-0.694895266102,-0.743759891588,-0.736421003664,-0.325557590671,20.0
Y1050340,-0.14948701855,0.131763900726,0.13051854185,0.648959375057,-0.371315953794,-0.736421003664,1.56116457715,10.0
Y1050341,-0.14948701855,-0.915509397263,-0.610098300276,1.02245914201,0.375749958549,-0.0417558301047,2.34888086197,20.0
Y1050342,-0.14948701855,-0.3170675121,0.871135383976,0.0831258423022,-0.278204968477,-0.273310887958,1.54239021208,50.0
Y1050343,-0.14948701855,-0.915509397263,-1.72102356346,-0.836353649539,-1.2403518098,-0.967976061517,-1.47277128912,0.0
