evaluation_num,kfold_split_num,username,problem_avg_count,video_forward_seek_avg,video_backward_seek_avg,qz_mean,watched_time_weekday,watched_time_hour,label_val_predict,label_val_test
1,3,Y1050431,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3507673189,0.0
1,3,Y1050440,0.54267465333,0.14663626333,0.140333649641,-0.666549670293,-0.270966662823,-0.275837600824,13.6602207066,10.0
1,3,Y1050445,-0.58855620084,-0.144049324805,-0.467959771047,-0.666549670293,0.251000698194,-0.159517555976,13.5783917173,20.0
1,4,Y1050277,-0.58855620084,-0.444111867473,-0.467959771047,0.285664144411,1.81690278124,1.18901781937,35.334009641,10.0
1,4,Y1050291,-0.396006268215,-0.444111867473,-0.467959771047,0.793511512254,-0.79293402384,-0.727030105598,34.7267228294,40.0
1,4,Y1050295,0.133506046503,0.231028853445,0.0534345895429,0.285664144411,0.772968059211,0.601277860775,32.8456468926,30.0
1,4,Y1050297,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.7895617075,10.0
1,4,Y1050314,-0.58855620084,-0.444111867473,-0.467959771047,-0.349145065392,-0.79293402384,-0.727030105598,15.9279032822,30.0
1,4,Y1050337,3.11803000218,0.986543469677,-0.186572338182,-0.666549670293,0.251000698194,-0.51704567747,17.8421412331,10.0
1,4,Y1050347,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.7895617075,20.0
1,4,Y1050350,-0.58855620084,-0.444111867473,0.227232709739,-0.666549670293,-0.270966662823,0.82779339753,15.8209022146,10.0
1,4,Y1050352,0.598835050265,1.29196427208,-0.467959771047,1.95203832014,0.251000698194,1.13481204506,77.8689392762,80.0
1,4,Y1050355,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.7895617075,10.0
1,4,Y1050369,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.7895617075,10.0
1,4,Y1050375,0.255855482778,0.113147140338,3.6149167034,0.523717598087,1.29493542023,1.86851569621,40.128857489,30.0
1,4,Y1050376,0.0372310801904,1.55534334445,0.842210673431,1.99964901088,-0.270966662823,-0.599806782116,71.3816038287,90.0
1,4,Y1050390,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.7895617075,10.0
1,4,Y1050412,-0.0710782569109,0.534842177857,0.1924730857,-0.190442762941,1.81690278124,-0.171273033941,23.7537314641,30.0
1,4,Y1050419,1.98679914801,0.343552306818,1.62534203213,-0.491977137597,2.33887014226,1.82977905821,28.2615093551,10.0
1,4,Y1050420,0.464451243201,-0.444111867473,-0.467959771047,1.7615955572,-0.79293402384,-0.727030105598,68.4934443383,75.0
1,4,Y1050444,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.270966662823,0.0245652529044,13.6996229719,10.0
1,5,Y1050286,0.927774518579,0.961328130057,0.240863934757,2.26944292505,0.772968059211,-0.401256401799,82.2469892332,72.0
1,5,Y1050298,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2337492258,10.0
1,5,Y1050322,-0.347868785059,1.10957735547,0.516896243284,2.79316052313,0.772968059211,1.07775208708,91.8546285172,99.0
1,5,Y1050327,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2337492258,0.0
1,5,Y1050330,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2337492258,10.0
1,5,Y1050344,-0.131250110856,-0.247195823984,-0.236228944002,0.285664144411,0.251000698194,2.90202385519,35.5293778222,40.0
1,5,Y1050357,-0.58855620084,-0.444111867473,-0.467959771047,-0.555458058577,-0.79293402384,-0.727030105598,13.1081285724,20.0
1,5,Y1050371,0.0372310801904,-0.382735438237,-0.0571642141553,0.920473354214,1.81690278124,-0.421256697243,41.4733401397,40.0
1,5,Y1050382,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2337492258,20.0
1,5,Y1050383,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2337492258,10.0
1,5,Y1050394,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2337492258,20.0
1,5,Y1050398,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2337492258,0.0
1,5,Y1050414,-0.095146998489,0.544487045444,3.35559887328,0.920473354214,1.81690278124,2.65223706725,45.3850910474,53.0
1,5,Y1050417,0.125483132724,-0.382735438237,0.622228437332,1.52354210353,0.772968059211,-0.000450670814144,69.1623737476,62.0
1,5,Y1050422,-0.58855620084,-0.444111867473,-0.0571642141553,0.603068749313,1.29493542023,0.688015585473,36.8563978941,40.0
1,5,Y1050429,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2337492258,10.0
1,5,Y1050438,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.270966662823,-0.0602358566973,12.9200326026,10.0
1,5,Y1050439,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2337492258,10.0
1,6,Y1050275,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6169740092,20.0
1,6,Y1050285,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6169740092,0.0
1,6,Y1050292,1.29482282765,1.56006460824,0.907840732872,0.714160361028,0.772968059211,2.34035371936,45.484707435,50.0
1,6,Y1050300,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6169740092,10.0
1,6,Y1050305,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6169740092,20.0
1,6,Y1050311,0.54267465333,3.14699377661,0.117988177144,0.111091611715,1.29493542023,2.12446961272,36.0476243887,20.0
1,6,Y1050315,-0.58855620084,-0.444111867473,-0.467959771047,-0.555458058577,-0.79293402384,-0.727030105598,12.4971516105,20.0
1,6,Y1050323,0.0372310801904,0.484206623789,1.15415601757,2.11074062259,0.251000698194,2.9053430095,84.8517709313,88.0
1,6,Y1050324,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6169740092,30.0
1,6,Y1050346,-0.347868785059,-0.34766319296,-0.170020136474,1.4441909523,-0.270966662823,0.743090077118,50.7425296541,50.0
1,6,Y1050348,-0.0229407737548,3.77551763826,0.401030829936,-0.666549670293,1.29493542023,0.932066319584,19.095951678,10.0
1,6,Y1050367,0.855568293845,0.136509152516,0.102098063198,2.55510706946,-0.270966662823,-0.153823294376,85.6004548981,90.0
1,6,Y1050372,1.6739055075,0.934300437621,0.401030829936,0.285664144411,2.86083750328,2.24040552718,40.2747525576,50.0
1,6,Y1050408,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6169740092,10.0
1,6,Y1050413,0.458434057807,1.06691736499,4.17769156774,0.761771051763,1.29493542023,-0.280643732636,51.9378038996,60.0
1,6,Y1050415,-0.516349976105,-0.444111867473,0.435790453975,-0.666549670293,0.251000698194,0.000649549037171,12.5460071014,30.0
1,6,Y1050416,2.37189901326,0.943677392153,0.0572967699531,1.47593141279,1.81690278124,2.21335853353,77.7320171837,63.0
1,6,Y1050434,0.687087102799,-0.376597795381,-0.467959771047,-0.666549670293,1.29493542023,0.198694306562,16.3559530744,20.0
1,7,Y1050274,-0.143284481645,0.384469926534,0.29043202589,1.99964901088,0.251000698194,0.191154853454,75.8278218466,80.0
1,7,Y1050280,-0.564487459262,-0.16280323387,-0.352094357698,-0.555458058577,1.81690278124,1.28999288935,19.8707047905,10.0
1,7,Y1050301,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3227134272,10.0
1,7,Y1050332,1.48135557488,2.02390254562,1.03829060422,0.126961841961,1.81690278124,0.500126122919,30.6845572963,40.0
1,7,Y1050340,0.418892553854,0.315421443559,0.346718917374,-0.666549670293,0.251000698194,0.986638437365,17.2692711895,10.0
1,7,Y1050341,0.446399687018,-0.331588414099,-0.2651952976,-0.666549670293,1.81690278124,-0.635274876622,14.1174706712,20.0
1,7,Y1050345,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3227134272,10.0
1,7,Y1050356,0.410296574651,-0.259982580103,-0.0255645559062,-0.190442762941,1.81690278124,0.772976925046,25.5451933063,30.0
1,7,Y1050362,0.610067129749,-0.122616285875,0.134540378852,1.65050394549,0.772968059211,-0.633681228187,69.2024951361,80.0
1,7,Y1050377,-0.58855620084,-0.444111867473,-0.467959771047,0.396755756127,0.251000698194,0.341763614071,32.1942968549,40.0
1,7,Y1050380,1.26072544366,-0.444111867473,-0.467959771047,2.15835131333,-0.79293402384,-0.727030105598,77.5702747785,80.0
1,7,Y1050386,-0.239559447957,-0.444111867473,-0.120363530654,-0.142832072206,-0.270966662823,-0.706078751188,20.5281013312,30.0
1,7,Y1050391,0.783362069111,-0.219064960388,-0.166709695923,-0.666549670293,-0.270966662823,-0.475268907372,13.8088119645,10.0
1,7,Y1050409,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3227134272,10.0
1,7,Y1050423,0.759293327533,-0.444111867473,-0.467959771047,-0.555458058577,1.81690278124,-0.650471153431,16.3880277868,10.0
1,7,Y1050426,0.326055979127,0.14663626333,-0.29416165085,0.603068749313,0.251000698194,0.725503003978,37.6112162649,40.0
1,7,Y1050433,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3227134272,0.0
1,7,Y1050446,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3227134272,0.0
1,8,Y1050278,4.52404565684,-0.406604049681,0.111367296391,1.07917565666,-0.270966662823,0.880090144595,51.6843072035,54.0
1,8,Y1050279,0.614880878064,0.2872905803,0.458963536436,1.07917565666,1.81690278124,0.779362043034,64.0425595778,70.0
1,8,Y1050288,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3279656558,0.0
1,8,Y1050307,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3279656558,10.0
1,8,Y1050310,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3279656558,10.0
1,8,Y1050319,1.41396309846,0.56725964897,-0.281747499308,2.53923683921,0.772968059211,1.38510193066,91.2160653945,76.0
1,8,Y1050325,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3279656558,20.0
1,8,Y1050336,2.49224272115,-0.0190232655012,-0.339220422882,1.72985509671,0.251000698194,0.146484543984,58.9700707868,50.0
1,8,Y1050342,-0.155318852434,-0.413423652855,-0.183562847152,0.714160361028,-0.270966662823,-0.297346143612,36.6612837249,50.0
1,8,Y1050358,1.52548160102,-0.0281769590986,-0.14519183339,0.571328288823,1.29493542023,1.86539682604,41.9710517135,50.0
1,8,Y1050363,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3279656558,0.0
1,8,Y1050368,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3279656558,20.0
1,8,Y1050425,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3279656558,10.0
1,8,Y1050427,0.753276142138,0.737384394133,0.788734328702,2.72967960215,-0.270966662823,1.05564696226,91.8363084562,96.0
1,8,Y1050437,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3279656558,0.0
1,8,Y1050449,-0.197439150196,-0.359719277358,1.74796626146,-0.0317404604901,-0.270966662823,-0.483037374814,22.5687345937,20.0
1,8,Y1050451,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3279656558,0.0
1,8,Y1050453,-0.139273024635,-0.444111867473,-0.363680898929,-0.666549670293,0.251000698194,0.320021186151,14.7068995009,20.0
1,9,Y1050293,1.4412410055,-0.0100928325008,-0.0210503190134,1.55528256402,1.29493542023,1.839596536,74.6562276158,80.0
1,9,Y1050303,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1506748986,20.0
1,9,Y1050304,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1506748986,10.0
1,9,Y1050313,-0.58855620084,-0.331588414099,0.227232709739,-0.190442762941,0.772968059211,0.0705069629498,21.7407798757,30.0
1,9,Y1050331,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1506748986,10.0
1,9,Y1050334,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1506748986,20.0
1,9,Y1050339,0.0412425372003,-0.317522982301,0.096884119592,-0.666549670293,0.772968059211,0.831356348666,15.971347075,20.0
1,9,Y1050370,0.189666443438,0.490698361412,0.467876260674,-0.190442762941,-0.270966662823,0.95332043575,24.497582278,20.0
1,9,Y1050374,-0.58855620084,-0.444111867473,-0.467959771047,-0.0317404604901,0.772968059211,-0.570482311662,22.7717702465,30.0
1,9,Y1050381,0.657001175826,-0.17686866533,0.354684664666,0.714160361028,0.251000698194,1.9636725468,43.0820145181,55.0
1,9,Y1050385,-0.552453088473,0.0675737316449,6.7034995043,0.920473354214,2.33887014226,2.04113007655,47.1817668314,40.0
1,9,Y1050395,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1506748986,10.0
1,9,Y1050399,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1506748986,0.0
1,9,Y1050406,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1506748986,10.0
1,9,Y1050421,4.32146708109,0.0162113514573,-0.278361821899,0.174572532696,1.29493542023,-0.364204821392,47.9979595547,60.0
1,9,Y1050441,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1506748986,0.0
1,9,Y1050447,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1506748986,10.0
1,9,Y9999984,0.117460218704,0.433972939132,2.27349867256,1.7615955572,0.251000698194,2.66313569518,79.2369624284,66.0
1,10,Y1050276,1.03367698152,-0.336089352126,-0.315017425274,-0.507847367842,2.33887014226,-0.377075750736,17.70240629,40.0
1,10,Y1050282,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6292367176,10.0
1,10,Y1050299,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6292367176,10.0
1,10,Y1050306,-0.58855620084,-0.444111867473,0.140333649641,-0.666549670293,0.251000698194,1.04948684411,15.6798265272,10.0
1,10,Y1050316,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6292367176,10.0
1,10,Y1050317,1.18450776216,-0.114043070505,0.119091657211,0.872862663479,0.772968059211,1.3147149185,45.6831956432,55.0
1,10,Y1050326,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6292367176,20.0
1,10,Y1050328,2.86530821561,8.99379279256,1.38588684427,0.730030591273,0.251000698194,1.07859309924,48.9980198916,71.0
1,10,Y1050349,-0.139273024707,-0.444111867473,-0.467959771047,1.17439703814,-0.79293402384,-0.727030105598,59.6179667022,65.0
1,10,Y1050359,-0.58855620084,-0.444111867473,-0.467959771047,-0.507847367842,-0.79293402384,-0.727030105598,13.4444226853,20.0
1,10,Y1050373,-0.58855620084,-0.444111867473,-0.467959771047,-0.428496216617,-0.79293402384,-0.727030105598,14.8520156692,20.0
1,10,Y1050388,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6292367176,20.0
1,10,Y1050396,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6292367176,20.0
1,10,Y1050405,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6292367176,10.0
1,10,Y1050410,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.6292367176,20.0
1,10,Y1050428,-0.564487459262,-0.106541507014,-0.120363530654,-0.666549670293,-0.270966662823,0.222164707143,12.9310523903,20.0
1,10,Y1050452,1.80628358618,0.498272055587,-0.149329883904,1.03156496593,0.251000698194,0.658720856807,46.5889784668,40.0
1,10,Y1050454,1.27677127146,1.02673041733,1.29484973365,2.72967960215,0.772968059211,0.104279470807,89.8472266345,90.0
2,1,Y1050291,-0.396006268215,-0.444111867473,-0.467959771047,0.793511512254,-0.79293402384,-0.727030105598,35.1874171634,40.0
2,1,Y1050292,1.29482282765,1.56006460824,0.907840732872,0.714160361028,0.772968059211,2.34035371936,42.386718302,50.0
2,1,Y1050301,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1943030767,10.0
2,1,Y1050306,-0.58855620084,-0.444111867473,0.140333649641,-0.666549670293,0.251000698194,1.04948684411,15.5241215935,10.0
2,1,Y1050330,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1943030767,10.0
2,1,Y1050331,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1943030767,10.0
2,1,Y1050358,1.52548160102,-0.0281769590986,-0.14519183339,0.571328288823,1.29493542023,1.86539682604,41.0180266503,50.0
2,1,Y1050372,1.6739055075,0.934300437621,0.401030829936,0.285664144411,2.86083750328,2.24040552718,38.6395914661,50.0
2,1,Y1050379,0.29396432377,-0.413423652855,-0.467959771047,1.9361680899,2.33887014226,-0.0887315869034,79.9707209759,60.0
2,1,Y1050380,1.26072544366,-0.444111867473,-0.467959771047,2.15835131333,-0.79293402384,-0.727030105598,79.6270436307,80.0
2,1,Y1050381,0.657001175826,-0.17686866533,0.354684664666,0.714160361028,0.251000698194,1.9636725468,40.9948549334,55.0
2,1,Y1050393,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1943030767,0.0
2,1,Y1050397,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1943030767,20.0
2,1,Y1050405,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1943030767,10.0
2,1,Y1050410,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1943030767,20.0
2,1,Y1050416,2.37189901326,0.943677392153,0.0572967699531,1.47593141279,1.81690278124,2.21335853353,78.0330890652,63.0
2,1,Y1050422,-0.58855620084,-0.444111867473,-0.0571642141553,0.603068749313,1.29493542023,0.688015585473,36.8992280827,40.0
2,1,Y1050425,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1943030767,10.0
2,1,Y1050431,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.1943030767,0.0
2,2,Y1050284,-0.58855620084,-0.106541507014,-0.467959771047,-0.0317404604901,0.772968059211,-0.678561457084,22.5350721153,30.0
2,2,Y1050287,0.0612998217685,-0.22202610396,0.732619348586,1.71398486647,1.29493542023,0.970088499608,57.5996815904,50.0
2,2,Y1050296,1.68593987829,1.5663071683,1.57127150604,-0.666549670293,0.251000698194,2.14091747545,22.4584595607,20.0
2,2,Y1050308,-0.58855620084,1.58131029528,0.661728010231,-0.666549670293,-0.270966662823,-0.325594075031,11.7587760577,10.0
