evaluation_num,kfold_split_num,username,problem_avg_count,video_forward_seek_avg,video_backward_seek_avg,qz_mean,watched_time_weekday,watched_time_hour,label_val_predict,label_val_test
1,1,Y1050281,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.479233307,10.0
1,1,Y1050284,-0.58855620084,-0.106541507014,-0.467959771047,-0.0317404604901,0.772968059211,-0.678561457084,22.3593145909,30.0
1,1,Y1050294,0.205712271237,0.809720899849,0.42585913302,0.968084044949,0.772968059211,1.65291697573,45.2600237003,40.0
1,1,Y1050318,-0.492281234527,0.45607576053,4.10872406091,-0.0793511512254,1.29493542023,2.72297643355,26.7051186217,40.0
1,1,Y1050320,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.479233307,10.0
1,1,Y1050321,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.479233307,20.0
1,1,Y1050343,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.479233307,0.0
1,1,Y1050354,0.711155844377,-0.352047223619,-0.34156113805,0.238053453676,3.3828048643,1.68238965774,34.5678203017,50.0
1,1,Y1050366,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.479233307,10.0
1,1,Y1050392,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.479233307,20.0
1,1,Y1050401,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.479233307,10.0
1,1,Y1050404,3.88822973268,-0.444111867473,-0.467959771047,-0.666549670293,-0.270966662823,0.145358342324,22.8091840913,10.0
1,1,Y1050418,4.2011233732,-0.444111867473,-0.467959771047,-0.396755756127,0.251000698194,0.358997660023,28.5051029737,20.0
1,1,Y1050424,0.0131623386123,-0.0451650777784,0.385231000985,-0.0634809209803,-0.270966662823,1.01452095274,26.141195581,30.0
1,1,Y1050432,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.479233307,0.0
1,1,Y1050435,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.479233307,10.0
1,1,Y1050436,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.479233307,10.0
1,1,Y1050442,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.479233307,10.0
1,1,Y1050443,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.479233307,0.0
1,2,Y1050283,-0.58855620084,0.399814033674,-0.29416165085,0.555458058577,0.772968059211,-0.626794342685,36.6286548452,20.0
1,2,Y1050287,0.0612998217685,-0.22202610396,0.732619348586,1.71398486647,1.29493542023,0.970088499608,60.3318692005,50.0
1,2,Y1050289,-0.0831126277,2.36605178269,4.68729875698,2.12661085284,3.3828048643,-0.543255700783,85.9699223,60.0
1,2,Y1050308,-0.58855620084,1.58131029528,0.661728010231,-0.666549670293,-0.270966662823,-0.325594075031,13.639495435,10.0
1,2,Y1050309,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2160632427,0.0
1,2,Y1050335,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2160632427,10.0
1,2,Y1050338,0.0372310801904,0.962431301218,-0.178296237502,-0.666549670293,0.251000698194,0.553431466028,15.3461739566,10.0
1,2,Y1050351,-0.444143751371,0.530019744233,0.584760271435,2.01551924112,1.29493542023,0.805056147625,80.5128887661,70.0
1,2,Y1050361,-0.58855620084,-0.444111867473,0.0534345895429,-0.285664144411,0.772968059211,0.969036929268,22.0970314207,30.0
1,2,Y1050364,0.0372310801904,1.71258765772,0.72931616793,1.87268716892,-0.270966662823,-0.602445245738,75.426989665,72.0
1,2,Y1050389,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2160632427,0.0
1,2,Y1050393,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2160632427,0.0
1,2,Y1050397,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2160632427,20.0
1,2,Y1050400,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2160632427,20.0
1,2,Y1050403,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2160632427,20.0
1,2,Y1050430,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.2160632427,0.0
1,2,Y1050448,0.055282636374,-0.344826467358,-0.324831907314,-0.666549670293,-0.270966662823,1.31234112706,14.4550656185,20.0
1,2,Y1050450,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,0.251000698194,1.05629211837,14.3882663836,10.0
1,2,Y9999985,1.68593987829,3.30291913362,-0.189882778732,2.17422154357,0.251000698194,0.863006204173,70.6983802683,59.0
1,3,Y1050290,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3507673189,0.0
1,3,Y1050296,1.68593987829,1.5663071683,1.57127150604,-0.666549670293,0.251000698194,2.14091747545,19.3262713226,20.0
1,3,Y1050302,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3507673189,10.0
1,3,Y1050312,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3507673189,10.0
1,3,Y1050329,0.149551874302,1.00261824888,-0.269333348114,-0.190442762941,0.772968059211,0.509778766605,23.9831835047,20.0
1,3,Y1050333,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3507673189,10.0
1,3,Y1050353,-0.291708388051,1.26970688565,0.574828950132,0.888732893724,1.29493542023,1.11674672766,42.7328899811,50.0
1,3,Y1050360,-0.58855620084,-0.444111867473,-0.467959771047,-0.428496216617,-0.79293402384,-0.727030105598,15.3425728552,30.0
1,3,Y1050365,1.62576802434,0.636113285995,0.17509327368,2.66619868117,0.251000698194,1.373559982,93.0134321632,96.0
1,3,Y1050378,0.622903791843,-0.387850140617,-0.0831210763754,2.47575591823,0.772968059211,2.62545472554,92.2263564622,93.0
1,3,Y1050379,0.29396432377,-0.413423652855,-0.467959771047,1.9361680899,2.33887014226,-0.0887315869034,79.040274309,60.0
1,3,Y1050384,1.20055358972,2.09253463927,2.62029913412,-0.111091611715,1.29493542023,0.13413198243,24.1203625287,30.0
1,3,Y1050387,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3507673189,10.0
1,3,Y1050402,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3507673189,0.0
1,3,Y1050407,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3507673189,10.0
1,3,Y1050411,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,11.3507673189,10.0
