username,video_stop_backward_seek_avg,qz_mean,watched_time_hour,watched_time_weekday,active_num_days,video_stop_backward_seek_sum,hw_mean,final_score
Y1050274,-0.691640800938,1.48037814926,0.356235849922,2.37840904603,0.399662312737,-0.771693439934,2.17436974205,80
Y1050275,-0.691640800938,-0.379842563091,-0.363650070764,-0.0854027842581,-0.593025340204,-0.771693439934,0.00875078271954,20
Y1050276,-0.691640800938,-0.312928148839,-1.08555594384,3.13650499294,0.179065056749,-0.771693439934,1.68529795457,40
Y1050277,-0.691640800938,-0.580585805446,0.483738947193,0.672693163786,-0.923921224518,-0.771693439934,-0.748326287373,10
Y1050278,-0.691640800938,0.556959234429,1.1270249096,2.18888505874,0.840856825377,-0.771693439934,1.71387761401,54
Y1050279,0.659165517699,1.02536013339,0.625503543125,0.483169176491,1.502648594,0.189955307249,2.29417718852,70
Y1050280,-0.691640800938,-0.801403372036,-0.36639702812,1.24126512453,-0.04153219924,-0.771693439934,-0.615837800056,10
Y1050281,-0.691640800938,-0.982072290155,-1.01337329584,-1.60159467921,-1.25481710883,-0.771693439934,-0.748326287373,10
Y1050282,-0.691640800938,-0.580585805446,-0.873333432519,-0.464450757711,-0.813622596193,-0.771693439934,-0.748326287373,10
Y1050283,0.417442259667,0.00156959738225,-0.792042378943,0.104121203037,-0.372428083554,-0.2908690649,-0.634764726962,20
Y1050284,-0.691640800938,0.0885583358697,-0.132002295256,0.293645189195,0.179065056749,-0.771693439934,-0.748326287373,30
Y1050286,0.697431379109,1.66104706738,-0.79361070612,0.672693163786,0.951155453702,0.670779682283,0.683874260156,72
Y1050287,1.41074193864,1.62758986045,0.0336126767419,0.862217149944,0.289363685074,1.63242842947,-0.748326287373,50
Y1050289,0.736723763448,1.80156733703,-0.76703512026,0.293645189195,0.951155453702,1.63242842947,-0.407641605797,60
Y1050291,-0.691640800938,1.17257184458,-0.903999084483,-0.0854027842581,-0.703323967868,-0.771693439934,-0.748326287373,40
Y1050292,-0.691640800938,0.603799324446,1.91696748651,-0.0854027842581,1.28205133802,-0.771693439934,0.835289674038,50
Y1050293,0.161500035388,1.82833310281,2.39488007467,0.483169176491,0.289363685074,0.189955307249,1.9502749292,80
Y1050294,2.50763728537,0.710862387169,0.663862864421,0.672693163786,0.399662312737,2.1132528045,-0.748326287373,40
Y1050295,-0.691640800938,0.490044820579,1.3343909093,0.672693163786,0.509960941063,-0.771693439934,-0.596910873491,30
Y1050296,-0.691640800938,-0.580585805446,-0.0357969251386,0.104121203037,-0.04153219924,-0.771693439934,-0.180518484633,20
