username,forum_num_days,qz_mean,video_stop_backward_seek_avg,watched_time_hour,seek_video_avg,watched_time_weekday,video_avg_count,final_score
Y1050289,5.4313902456,1.8695529429,0.901028067188,-0.529684859245,1.77212836251,-0.319142982911,2.51167528042,60.0
Y1050290,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050291,-0.18411492358,1.39138636212,-0.628757275936,-0.626222766191,-0.702637274443,0.231830280039,0.312462656529,40.0
Y1050292,-0.18411492358,0.674136490943,-0.628757275936,1.08444470618,1.4232088404,-0.135485228594,-0.0941972576845,50.0
Y1050293,-0.18411492358,1.94924737304,0.284960665972,2.17638453592,0.00946148717369,0.599145788673,0.615885453344,80.0
Y1050294,-0.18411492358,0.674136490943,2.79768500325,0.482929079671,0.19028463035,0.599145788673,-0.195442999231,40.0
Y1050295,-0.18411492358,0.913219781335,-0.628757275936,1.70384956411,1.24339027003,0.966461297306,-0.307484094129,30.0
Y1050296,-0.18411492358,-0.361891100758,-0.628757275936,-0.0831856610385,0.406002553552,0.231830280039,-0.160227089135,20.0
Y1050297,-0.18411492358,-1.15883540207,-0.628757275936,-0.647654373917,-1.27352177157,-0.870116245861,-0.819477310863,10.0
Y1050298,-0.18411492358,-0.361891100758,-0.628757275936,0.0691806641766,-0.294063076097,1.15011905162,-0.48618387602,10.0
Y1050299,-0.18411492358,-0.999446541805,-0.628757275936,-0.787671465827,-0.620549308181,-0.686458491544,-0.284950104039,10.0
Y1050300,-0.18411492358,-0.361891100758,-0.628757275936,-0.143099909374,1.07717909756,0.966461297306,-0.401288378466,10.0
Y1050301,-0.18411492358,-1.31822426233,-0.628757275936,0.0182227879985,-0.263925885829,-0.135485228594,-0.335258547034,10.0
Y1050302,-0.18411492358,-1.31822426233,-0.0348406142895,-0.197480694074,-0.768556400028,-0.686458491544,-0.53020376366,10.0
Y1050303,-0.18411492358,-0.202502240496,1.40752842199,0.491744142899,1.14434197897,0.231830280039,0.478061281178,20.0
Y1050304,-0.18411492358,-0.840057681543,-0.628757275936,-0.170151117407,-1.0286570977,-0.870116245861,-0.498760986769,10.0
Y1050305,-0.18411492358,0.195969910158,-0.345939815747,0.343547164008,-0.116827693257,-0.686458491544,-0.36827346275,20.0
Y1050306,-0.18411492358,-1.07914097194,-0.628757275936,0.857182721181,0.807283812933,0.231830280039,-0.533348041328,10.0
Y1050307,-0.18411492358,-1.31822426233,-0.628757275936,-0.614478616678,-0.676518376158,-0.686458491544,-0.659119148816,10.0
Y1050308,-0.18411492358,-1.31822426233,0.983302231702,0.239177893532,1.26983052166,-0.135485228594,0.825204510833,10.0
Y1050309,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050310,-0.18411492358,-0.52127996102,-0.628757275936,-0.668851324618,-0.741815622261,-1.05377400018,-0.693706203375,10.0
Y1050311,-0.18411492358,0.116275480027,-0.358795159705,-0.0181218508804,2.00176172338,0.599145788673,0.503604794439,20.0
Y1050312,-0.18411492358,-0.52127996102,-0.628757275936,-0.65430947575,-0.646668206466,0.0481725257224,-0.580512206636,10.0
Y1050313,-0.18411492358,-0.282196670627,-0.628757275936,-0.134643735989,0.711514517656,0.782803542989,-0.336516258109,30.0
Y1050314,-0.18411492358,-0.52127996102,-0.0888330375357,-0.267121849919,-0.299999189736,-0.686458491544,-0.0208307783144,30.0
Y1050315,-0.18411492358,-0.202502240496,-0.331798945113,0.433681759998,0.828116743456,0.0481725257224,2.51974559294,20.0
Y1050316,-0.18411492358,-0.52127996102,0.284960665972,0.465325071144,-0.566732896093,-0.870116245861,-0.236737846148,10.0
Y1050317,-0.18411492358,0.992914211466,1.70341546969,-0.0402121254243,0.633741020718,0.231830280039,0.702877136002,55.0
Y1050318,-0.18411492358,0.753830921073,0.926738743228,0.93217838564,1.89494937373,-0.319142982911,0.577630074837,40.0
Y1050319,-0.18411492358,1.63046965251,-0.391190611277,1.20007297026,-0.287968667046,1.33377680594,0.824979919542,76.0
Y1050320,-0.18411492358,-0.361891100758,0.451091200865,0.315886851082,-0.0981713370036,0.0481725257224,0.0577761638656,10.0
Y1050321,-0.18411492358,0.594442060812,-0.628757275936,-0.656824696759,-1.11680838029,-1.23743175449,-0.737726090996,20.0
Y1050322,5.4313902456,2.58680281408,-0.628757275936,1.67683339308,1.18695153123,0.415488034356,0.508216401692,99.0
Y1050323,-0.18411492358,2.50710838395,0.2479768459,2.13777226539,1.2226986754,-0.502800737228,0.0294776646808,88.0
Y1050324,-0.18411492358,0.514747630681,-0.0631223614963,-0.0775720689353,1.519334737,1.70109231457,7.63548539002,30.0
Y1050325,-0.18411492358,-0.202502240496,0.361103828788,0.814610202057,1.17294839205,0.782803542989,0.438233764017,20.0
Y1050326,-0.18411492358,-0.122807810366,-0.0888330375357,0.519037983021,0.510873888749,1.51743456026,0.12485408788,20.0
Y1050327,-0.18411492358,-1.31822426233,-0.38129199827,-1.20951874683,-0.930711228152,-1.05377400018,-0.488280061124,0.0
Y1050328,-0.18411492358,1.15230307173,-0.339041830072,0.384249972552,2.62520162105,-0.319142982911,5.19049506045,71.0
Y1050329,-0.18411492358,0.116275480027,-0.628757275936,0.334903600496,1.38246492424,0.782803542989,0.943414379073,20.0
Y1050330,-0.18411492358,-0.282196670627,0.113638551122,1.67856062676,-0.718495177728,-0.319142982911,-0.523915208266,10.0
Y1050331,-0.18411492358,-0.60097439115,-0.628757275936,1.55867735265,0.548865013526,0.415488034356,0.155248772169,10.0
Y1050332,-0.18411492358,0.674136490943,2.20584497121,1.88266603632,1.70373585611,0.231830280039,1.22011081561,40.0
Y1050333,-0.18411492358,-0.441585530889,-0.628757275936,-0.387350086043,-0.979684162925,0.0481725257224,-0.774828567705,10.0
Y1050334,-0.18411492358,-0.441585530889,-0.257559362407,-0.311629101774,-0.669522242955,-0.870116245861,-0.551165614868,20.0
Y1050335,-0.18411492358,-0.441585530889,0.284960665972,-0.0998547559762,-0.0644885940173,0.599145788673,-0.102581998182,10.0
Y1050336,-0.18411492358,1.47108079225,-0.628757275936,0.330750334037,0.148507149408,0.415488034356,0.475965096263,50.0
Y1050337,-0.18411492358,-0.441585530889,-0.628757275936,-0.513561246669,-0.475029730345,0.231830280039,1.02935796921,10.0
Y1050338,-0.18411492358,-0.52127996102,-0.628757275936,-0.388558416347,-0.000225467456735,-0.502800737228,-0.266084437916,10.0
Y1050339,-0.18411492358,-0.0431133802347,-0.628757275936,-0.476460002986,-0.755807889451,-0.870116245861,-0.664359611607,20.0
Y1050340,-0.18411492358,-0.52127996102,0.299237507887,1.92785559619,0.285449985127,1.15011905162,-0.0428407221248,10.0
Y1050341,-0.18411492358,-0.122807810366,-0.628757275936,0.564690596255,-0.15315849137,0.599145788673,0.0839784779466,20.0
Y1050342,-0.18411492358,0.992914211466,-0.628757275936,0.302478930877,-0.4835946931,-0.319142982911,-0.355172305741,50.0
Y1050343,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050344,-0.18411492358,1.0726086416,-0.133826726544,2.08128003214,0.93640841032,-0.319142982911,-0.198482467641,40.0
Y1050345,-0.18411492358,-0.840057681543,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,10.0
Y1050346,-0.18411492358,0.195969910158,-0.133826726544,-0.637430864909,-0.144812227637,-0.502800737228,-0.325825713973,50.0
Y1050347,-0.18411492358,0.43505320055,0.785330013133,0.161447279065,0.0812167025083,0.415488034356,-0.188944825302,20.0
Y1050348,-0.18411492358,-0.52127996102,-0.628757275936,-0.0168617939001,0.136898749909,-0.135485228594,0.268442768908,10.0
Y1050349,-0.18411492358,0.674136490943,-0.628757275936,-0.56829592966,-0.254884728279,0.782803542989,-0.733533720744,65.0
Y1050350,-0.18411492358,-0.52127996102,1.8788908497,0.615431313425,1.57343816967,0.0481725257224,0.839443596904,10.0
Y1050351,-0.18411492358,1.39138636212,-0.628757275936,2.16969325064,1.36618301407,0.782803542989,0.265717728267,70.0
Y1050352,-0.18411492358,1.71016408264,3.2301130104,1.60035925429,0.401393336115,-0.135485228594,-0.390912262098,80.0
Y1050353,-0.18411492358,0.514747630681,0.88376393731,0.526449033967,1.34478097651,-0.319142982911,0.327240761659,50.0
Y1050354,-0.18411492358,1.0726086416,-0.0888330375357,0.457194841642,0.683873538991,0.415488034356,0.258111570811,50.0
Y1050355,-0.18411492358,-0.680668821281,-0.628757275936,-0.351351327395,-0.751143800388,-0.502800737228,-0.759736034806,10.0
Y1050356,-0.18411492358,0.116275480027,0.235121501941,-0.405427779734,1.69439520752,0.415488034356,0.407105414914,30.0
Y1050357,-0.18411492358,-0.361891100758,-0.133826726544,-0.914082499812,0.676067441245,0.231830280039,0.167825882918,20.0
Y1050358,-0.18411492358,0.514747630681,0.0330355730676,1.54476267426,0.0665020994181,0.415488034356,-0.164209840851,50.0
Y1050359,-0.18411492358,-0.680668821281,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,20.0
Y1050360,-0.18411492358,-0.0431133802347,0.361103828788,0.0460771711297,0.152134774496,0.599145788673,0.796681420358,30.0
Y1050361,-0.18411492358,0.0365810498961,-0.628757275936,1.95834645081,0.851903597601,0.599145788673,-0.252459234584,30.0
Y1050362,-0.18411492358,1.71016408264,-0.391190611277,1.05168612274,1.13149910029,0.231830280039,0.205227814597,80.0
Y1050363,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050364,-0.18411492358,1.78985851277,0.125422611963,0.700006313056,1.64613272664,0.782803542989,0.628148136324,72.0
Y1050365,-0.18411492358,2.02894180317,0.632351477633,1.81710251921,0.847875521217,1.33377680594,0.866379575799,96.0
Y1050366,-0.18411492358,-0.361891100758,0.361103828788,0.0251672360007,-0.457306191748,0.415488034356,-0.0501773700826,10.0
Y1050367,-0.18411492358,2.02894180317,0.113638551122,0.535667757653,0.43596013852,0.231830280039,0.647537848707,90.0
Y1050368,-0.18411492358,-0.202502240496,-0.0888330375357,-0.0584630204448,0.477631653785,0.231830280039,0.545139205382,20.0
Y1050369,-0.18411492358,-0.361891100758,-0.232812832859,-0.976154655888,-0.0683211673116,1.15011905162,-0.102581998182,10.0
Y1050370,-0.18411492358,0.0365810498961,-0.628757275936,0.249421147138,0.504572475412,0.599145788673,0.185643456457,20.0
Y1050371,-0.18411492358,0.594442060812,-0.628757275936,-0.282840112602,-0.466210361421,0.966461297306,0.450810874766,40.0
Y1050372,-0.18411492358,0.594442060812,1.91338600454,1.02408397782,1.35320836607,1.15011905162,0.642297385916,50.0
Y1050373,-0.18411492358,-0.202502240496,-0.171898304982,-0.829803961046,-0.85160110311,-0.319142982911,-0.640253482693,20.0
Y1050374,-0.18411492358,0.43505320055,0.955020490434,0.701932074475,0.672336169837,1.51743456026,-0.00825366756559,30.0
Y1050375,-0.18411492358,0.195969910158,0.85603437818,-0.12181910063,-0.163468583107,-0.319142982911,-0.0978655816508,30.0
Y1050376,-0.18411492358,2.26802509356,-0.0888330375357,0.948227197478,0.894550945213,-0.502800737228,0.497585748562,90.0
Y1050377,-0.18411492358,0.992914211466,0.559076047357,0.486871721706,-0.881738293378,-0.135485228594,-0.589945039698,40.0
Y1050378,-0.18411492358,2.02894180317,0.878531216745,2.06559814119,0.350690153863,-0.319142982911,3.18329299441,93.0
Y1050379,-0.18411492358,1.78985851277,-0.628757275936,-0.14101642998,-0.824855977331,0.415488034356,-0.535444226451,60.0
Y1050380,-0.18411492358,1.31169193199,-0.628757275936,0.553699781263,0.248406354998,0.415488034356,-0.0900048874328,80.0
Y1050381,-0.18411492358,1.23199750186,1.41623050079,1.4883808336,1.68982513004,-0.502800737228,-0.0213548245746,55.0
Y1050382,-0.18411492358,-0.0431133802347,3.33068713702,-0.76456658582,0.418270520536,0.231830280039,-0.313248603224,20.0
Y1050383,-0.18411492358,-0.680668821281,-0.628757275936,-0.996452627437,-1.27352177157,-0.502800737228,-0.80061164474,10.0
Y1050384,5.4313902456,0.0365810498961,2.30547384977,0.772711134898,2.13592730632,0.415488034356,1.05660837581,30.0
Y1050385,-0.18411492358,1.94924737304,0.673691545757,1.17870343947,1.91092183294,2.06840782321,2.96466088568,40.0
Y1050386,-0.18411492358,0.355358770419,-0.628757275936,-0.303467806483,1.10702926725,0.782803542989,-0.125640034575,30.0
Y1050387,-0.18411492358,-1.15883540207,2.12485633931,1.33661336659,0.92758904218,0.599145788673,-0.165677170417,10.0
Y1050388,-0.18411492358,0.0365810498961,-0.628757275936,-0.655023021379,-0.803381597741,-0.870116245861,-0.766024590181,20.0
Y1050389,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050390,-0.18411492358,-0.840057681543,-0.628757275936,-1.23473957832,-1.27352177157,-0.319142982911,-0.769168867868,10.0
Y1050391,-0.18411492358,-0.361891100758,-0.232812832859,-0.5685710114,-0.779271845056,-0.870116245861,-0.34626351894,10.0
Y1050392,-0.18411492358,0.0365810498961,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,20.0
Y1050393,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050394,-0.18411492358,-0.282196670627,0.85603437818,0.00554436958416,-0.424657569088,-0.319142982911,-0.609858798404,20.0
Y1050395,-0.18411492358,-1.15883540207,0.361103828788,-0.744378807311,-0.620549308181,-1.05377400018,-0.567935095887,10.0
Y1050396,-0.18411492358,-0.0431133802347,2.06765007859,1.34468656187,0.663347198629,-0.686458491544,-0.0978655816508,20.0
Y1050397,-0.18411492358,-0.202502240496,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,20.0
Y1050398,-0.18411492358,-1.31822426233,-0.628757275936,-1.31228120024,-1.11680838029,-1.23743175449,-0.718860424873,0.0
Y1050399,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050400,-0.18411492358,-0.202502240496,0.85603437818,0.645158399033,-0.294063076097,-0.870116245861,-0.321109297442,20.0
Y1050401,-0.18411492358,-0.680668821281,-0.628757275936,-0.575659837249,-1.07763003247,-0.686458491544,-0.794323089366,10.0
Y1050402,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050403,-0.18411492358,-0.361891100758,-0.628757275936,-0.78097197298,-1.27352177157,-0.502800737228,-0.769168867868,20.0
Y1050404,-0.18411492358,-0.680668821281,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,10.0
Y1050405,-0.18411492358,-0.999446541805,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,10.0
Y1050406,-0.18411492358,-0.840057681543,-0.628757275936,-0.732603233558,-0.489954815191,-1.23743175449,-0.725148980247,10.0
Y1050407,5.4313902456,-0.60097439115,-0.133826726544,1.1090697933,0.0716015030219,1.33377680594,-0.102581998182,10.0
Y1050408,-0.18411492358,-0.52127996102,-0.628757275936,-0.729891551444,-1.27352177157,-0.686458491544,-0.80061164474,10.0
Y1050409,-0.18411492358,-0.840057681543,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,10.0
Y1050410,-0.18411492358,-0.202502240496,-0.628757275936,-0.707564109864,-1.27352177157,-0.870116245861,-0.797467367053,20.0
Y1050411,-0.18411492358,-0.680668821281,-0.628757275936,-0.684048606608,-1.27352177157,-1.23743175449,-0.813188755489,10.0
Y1050412,-0.18411492358,0.753830921073,1.13469275283,-0.678902165834,1.67271924906,0.415488034356,1.49502549468,30.0
Y1050413,-0.18411492358,0.514747630681,1.06282317675,-0.574774764557,1.30100501667,-0.686458491544,0.62605195122,60.0
Y1050414,5.4313902456,0.514747630681,4.00237859903,1.2677409008,1.84986317945,-0.135485228594,1.84844230673,53.0
Y1050415,-0.18411492358,0.355358770419,-0.454075903117,0.028144980739,0.496721610134,0.0481725257224,0.323362819157,30.0
Y1050416,-0.18411492358,1.23199750186,2.171135555,1.70704917872,-0.0900303811344,-0.319142982911,-0.493834951702,63.0
Y1050417,-0.18411492358,1.31169193199,-0.171898304982,1.51570517809,0.896355953599,0.966461297306,0.601736203751,62.0
Y1050418,-0.18411492358,-0.760363251412,-0.628757275936,0.63013814377,-0.402891820125,1.70109231457,-0.574223651262,20.0
Y1050419,-0.18411492358,-0.760363251412,-0.628757275936,-0.821226544444,-0.577017810257,-0.870116245861,-0.483039598333,10.0
Y1050420,-0.18411492358,1.23199750186,-0.628757275936,-0.723869865117,-0.249287821559,-0.319142982911,-0.629772557092,75.0
Y1050421,-0.18411492358,0.594442060812,-0.232812832859,-0.0106800368875,0.409281548545,0.231830280039,0.225470973808,60.0
Y1050422,-0.18411492358,0.913219781335,-0.358795159705,-0.0457474497889,0.414878455264,1.33377680594,0.504263595448,40.0
Y1050423,-0.18411492358,-0.760363251412,-0.628757275936,-0.797160943031,-0.216328259158,-0.135485228594,-0.297527214788,10.0
Y1050424,-0.18411492358,-0.202502240496,0.371863187395,0.00105855527621,0.480986848313,-0.502800737228,0.659381294704,30.0
Y1050425,-0.18411492358,-0.840057681543,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,10.0
Y1050426,-0.18411492358,1.23199750186,0.889029750911,1.05217268869,0.576566875343,0.231830280039,-0.121447664305,40.0
Y1050427,-0.18411492358,2.42741395382,0.38648488108,2.07965699468,0.734763207045,1.15011905162,0.36119896068,96.0
Y1050428,-0.18411492358,-0.202502240496,-0.133826726544,-0.0766771649387,0.817855747674,1.51743456026,-0.0187345932106,20.0
Y1050429,-0.18411492358,-1.15883540207,0.219695098693,-0.54801207651,-0.732487444918,0.0481725257224,-0.168611829613,10.0
Y1050430,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050431,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050432,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.794323089366,0.0
Y1050433,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050434,-0.18411492358,-0.202502240496,5.31040934053,1.24095843477,-0.072052438719,2.25206557752,-0.539007741165,20.0
Y1050435,-0.18411492358,-0.60097439115,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,10.0
Y1050436,-0.18411492358,-0.999446541805,-0.628757275936,-1.13462404596,-1.11680838029,-1.05377400018,-0.662263426503,10.0
Y1050437,-0.18411492358,-1.31822426233,-0.628757275936,-0.71054614111,-1.27352177157,-0.870116245861,-0.74401464637,0.0
Y1050438,-0.18411492358,-0.919752111674,-0.408788142213,-0.817371096166,-0.228765829994,0.415488034356,0.843845585666,10.0
Y1050439,-0.18411492358,-0.361891100758,-0.628757275936,0.285324499496,-1.27352177157,0.599145788673,-0.730389443057,10.0
Y1050440,-0.18411492358,-0.840057681543,0.321871529322,0.856327996201,0.958927377123,0.599145788673,0.2825920185,10.0
Y1050441,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050442,-0.18411492358,-0.52127996102,-0.0888330375357,-0.944560230732,-0.561188174933,-0.135485228594,0.507407873135,10.0
Y1050443,-0.18411492358,-1.31822426233,-0.628757275936,-1.31774506326,-0.489954815191,-1.23743175449,-0.725148980247,0.0
Y1050444,-0.18411492358,-0.52127996102,-0.628757275936,-0.793319095426,-0.685846554285,-0.502800737228,-0.131928589931,10.0
Y1050445,-0.18411492358,0.355358770419,-0.628757275936,0.498063563978,1.18973911221,1.33377680594,0.79353714267,20.0
Y1050446,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050447,-0.18411492358,-0.760363251412,-0.628757275936,-0.427240246902,-0.15414040498,1.15011905162,-0.0711392213096,10.0
Y1050448,-0.18411492358,-0.0431133802347,-0.279394536237,1.29366858881,0.252238928292,1.33377680594,0.0420547754296,20.0
Y1050449,-0.18411492358,0.275664340289,-0.133826726544,1.17716432628,1.94563247473,2.61938108616,1.14674433616,20.0
Y1050450,-0.18411492358,-0.361891100758,-0.0631223614963,0.895502488341,0.039885698018,2.25206557752,0.782008124505,10.0
Y1050451,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.27352177157,-1.42108950881,-0.825765866238,0.0
Y1050452,-0.18411492358,1.0726086416,0.592994360641,1.44916351314,0.716446057711,2.43572333184,0.908827324514,40.0
Y1050453,-0.18411492358,-0.202502240496,2.11239654979,-0.0365698114214,-0.495982252775,2.06840782321,-0.085288470902,20.0
Y1050454,-0.18411492358,1.71016408264,-0.391190611277,0.697240446439,1.62343720496,0.599145788673,0.301772112392,90.0
Y9999984,-0.18411492358,0.992914211466,3.21079713008,1.40092841978,1.71559149214,0.966461297306,0.531304383558,66.0
Y9999985,-0.18411492358,1.8695529429,-0.628757275936,0.773223801092,1.7823893583,0.782803542989,0.416223820206,59.0
