username,watched_time_weekday,qz_mean,video_pause_backward_seek_avg,indicator,predict_score,real_score
Y1050308,1.0668371113,2.82357543426,2.89021219336,0.0,5.47560235674,10.0
Y1050309,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050310,-0.84981083578,0.29668581399,-0.420547474581,0.0,19.2755954079,10.0
Y1050311,0.409402094665,0.226618415146,0.617305576368,0.0,20.1607464225,20.0
Y1050312,-0.436902239308,-0.86137785306,-0.0870265703937,0.0,18.641429387,10.0
Y1050313,-0.222404489201,-1.03102241986,-0.0827071877406,0.0,20.3929737374,30.0
Y1050314,-0.641873523978,0.10369204425,0.0928015924254,0.0,15.8156042848,30.0
Y1050315,0.0798699050159,0.601070181422,0.00478384047605,0.0,23.6775328805,20.0
Y1050316,-0.719389055094,0.557060035846,0.37465610309,0.0,12.6684185298,10.0
Y1050317,0.814749374239,0.224536446912,-0.420691903571,0.0,34.2959837935,55.0
Y1050318,1.08553322842,1.4783667143,-0.361432707575,0.0,37.2489229673,40.0
Y1050319,1.14745186393,-0.791566354431,-0.838558854731,1.0,75.5215108845,76.0
Y1050320,-0.234777032604,-0.816770934681,-0.263151358287,0.0,22.2874060489,10.0
Y1050321,-0.545233845795,0.1650550598,-1.54241047611,0.0,33.2299262049,20.0
Y1050322,2.53748504555,0.81002779574,-1.05503288304,1.0,91.6995800118,99.0
Y1050323,1.42195139324,0.942270816356,-1.6309912603,1.0,87.5141664356,88.0
Y1050324,1.83185092662,-0.386943182673,0.585812468083,0.0,32.8298434903,30.0
Y1050325,0.79127269824,0.149609578282,1.10323848101,0.0,18.6545637995,20.0
Y1050326,1.78329874965,-0.0188766554744,1.234089953,0.0,26.1764528779,20.0
Y1050327,-1.86073817168,0.0732638715889,0.459825706598,0.0,1.04517119925,0.0
Y1050328,2.82149845297,3.26469811022,0.909119647646,1.0,76.6191425563,71.0
Y1050329,-0.401356738578,0.0900334845284,-0.223543206178,0.0,21.1720599193,20.0
Y1050330,-0.34178005861,-0.0635330642312,-0.00381365099522,0.0,19.3623702256,10.0
Y1050331,-0.457467833923,-0.564953312881,0.412371402073,0.0,13.6798383156,10.0
Y1050332,0.499831891355,0.1425465762,-0.166266677958,0.0,28.805961258,40.0
Y1050333,-0.176003826993,-0.971370418449,-0.0440904907537,0.0,20.476273933,10.0
Y1050334,-0.379004666041,0.456547540472,-0.202916813484,0.0,21.4872741717,20.0
Y1050335,0.528975624566,0.610497809949,0.546672802147,0.0,22.29205324,10.0
Y1050336,0.631559612024,-0.794147836101,-0.749369777155,0.0,35.0584977371,50.0
Y1050337,-0.27847154439,-0.765322828511,-0.127344684597,0.0,20.5674070533,10.0
Y1050338,-0.772532049351,0.0582557089364,-0.358256630577,0.0,19.1392421813,10.0
Y1050339,-0.660583788024,0.232005131184,-1.29406744963,0.0,29.7397317272,20.0
Y1050340,0.813594784011,0.0706853990105,0.949644722828,0.0,20.3361942205,10.0
Y1050341,-0.12295527966,0.202869616911,0.692791645989,0.0,14.5554546818,20.0
Y1050342,0.404878881914,-0.0722295207263,-0.931951565022,0.0,35.4768129942,50.0
Y1050343,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050344,1.65846199547,1.99967317645,-0.228958263248,0.0,41.5605799801,40.0
Y1050345,-1.85419685364,0.326745936814,-0.219367079557,0.0,8.17331630914,10.0
Y1050346,-1.34905904234,0.33041687056,-0.831996054623,0.0,18.9295004078,50.0
Y1050347,1.15783010416,-0.44044567927,-0.827897618397,0.0,40.9279490602,20.0
Y1050348,-0.568369135639,0.320724515142,-0.188343163835,0.0,19.5057630418,10.0
Y1050349,0.924889685339,-1.32276162601,-0.339148246631,1.0,68.0055570866,65.0
Y1050350,0.676713653668,0.570270180792,0.83977415729,0.0,20.6406340811,10.0
Y1050351,1.10220493462,-0.511956570143,-0.874191361085,1.0,75.7153688931,70.0
Y1050352,0.769852899935,-0.248751075554,-1.66123108937,1.0,80.8686500423,80.0
Y1050353,0.309365182041,1.23388446108,0.197804030588,0.0,24.3646183224,50.0
Y1050354,1.35961083781,1.26278080687,0.0347900680404,0.0,35.5492263497,50.0
Y1050355,-1.16458512425,-0.353055974957,0.00212011011626,0.0,11.5940989986,10.0
Y1050356,0.294128340474,0.308581633424,0.351222436214,0.0,21.8704466558,30.0
Y1050357,0.972682768514,0.275206546436,1.08204482661,0.0,20.6217948907,20.0
Y1050358,0.0454604220199,-0.564122950653,-0.202096463341,0.0,24.4320557383,50.0
Y1050359,-1.5174383126,0.32919322598,-0.627786396472,0.0,15.3441057118,20.0
Y1050360,0.799206178226,-0.838611748329,0.589279494837,0.0,23.0433032688,30.0
Y1050361,-0.0727936393998,0.081944835818,-0.638783134178,0.0,28.3281365549,30.0
Y1050362,0.847045933704,0.74128651025,-1.24859722069,1.0,78.2742898453,80.0
Y1050363,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050364,1.47204094271,-0.697142823838,-1.08493494763,1.0,81.0288962289,72.0
Y1050365,2.27283754204,0.547591619033,-0.0741339801561,1.0,79.1834021217,96.0
Y1050366,0.779744089848,-0.52585335592,0.575106281125,0.0,23.2834511834,10.0
Y1050367,1.23420131297,-0.449885109933,-0.936509290476,1.0,77.5938906905,90.0
Y1050368,0.751026413841,-0.440236051352,0.208887771163,0.0,26.7900970913,20.0
Y1050369,1.08377725872,-1.48610709002,0.820040209744,0.0,22.7289149231,10.0
Y1050370,0.0836449772823,-0.284876011487,-0.340464765939,0.0,26.4172500397,20.0
Y1050371,-0.0604201296015,0.097852036035,-0.628485348418,0.0,28.3503499401,40.0
Y1050372,0.728108265361,-0.239541839268,0.01966707855,0.0,28.6655975401,50.0
Y1050373,-0.189433223326,-0.420699043843,-0.223390218615,0.0,22.6438959227,20.0
Y1050374,1.27714845757,-0.532124422251,-0.0439588100038,0.0,34.0257519164,30.0
Y1050375,0.167152917506,0.605658803648,-0.0947465422364,0.0,25.4757835747,30.0
Y1050376,0.957399669176,0.345050027241,-2.01761188832,1.0,86.6801858924,90.0
Y1050377,-0.0320487107057,-0.173622251504,-1.63587653958,0.0,38.5257122483,40.0
Y1050378,3.46856654946,4.00385331411,0.760977761965,1.0,84.622098196,93.0
Y1050379,1.84630287723,1.12020180871,-0.250871918256,1.0,77.6013751709,60.0
Y1050380,0.769628759868,-0.293784829727,-0.117948909114,1.0,65.2689738662,80.0
Y1050381,0.701070598591,0.984107273901,-0.681399625557,0.0,36.5587213465,55.0
Y1050382,0.624479153243,-0.602923327968,0.103569506627,0.0,26.5629147397,20.0
Y1050383,-1.03427700953,-0.523312364049,0.108544322151,0.0,11.5529459956,10.0
Y1050384,0.759428980893,0.583901855442,0.221952769814,0.0,27.6304426321,30.0
Y1050385,2.79438177744,-1.46923217642,-0.170763241911,0.0,48.2314796263,40.0
Y1050386,1.15223620028,-0.707624963943,0.36657322121,0.0,28.601746853,30.0
Y1050387,-0.0517249402175,-0.303324126683,1.94917503858,0.0,2.09208323523,10.0
Y1050388,-0.482842613934,0.107812776937,-0.633677760521,0.0,24.5839743871,20.0
Y1050389,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050390,-1.07234816533,-0.694792397718,0.419178192641,0.0,7.92639829132,10.0
Y1050391,-1.0598885592,0.0266130163643,-0.595383509311,0.0,18.8984560608,10.0
Y1050392,-1.09649013668,0.332252337433,-1.13831054216,0.0,24.3075924572,20.0
Y1050393,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050394,0.0565638492854,-0.212069985816,-0.190831694065,0.0,24.727076004,20.0
Y1050395,-1.86847161526,0.063321871513,0.453389590537,0.0,1.03128783354,10.0
Y1050396,0.199172350043,0.876979952707,-0.238245734457,0.0,27.4499100183,20.0
Y1050397,-1.18067977182,0.331640515143,-1.03620571308,0.0,22.5148951092,20.0
Y1050398,-1.98640622018,0.249485460819,0.357263164264,0.0,1.09465422178,0.0
Y1050399,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050400,-0.0413678795518,0.56774501009,-0.438434023105,0.0,27.0180832465,20.0
Y1050401,-0.903404529315,-0.232528327553,-0.124856154368,0.0,15.3460940911,10.0
Y1050402,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050403,-0.419114495498,-0.162953066422,-0.0681748125366,0.0,19.2235365665,20.0
Y1050404,-1.5174383126,0.32919322598,-0.627786396472,0.0,15.3441057118,10.0
Y1050405,-2.02257612391,0.325522292234,-0.0151574214056,0.0,4.58792161316,10.0
Y1050406,-1.72388873892,0.156489547726,-0.112942867524,0.0,8.13216330617,10.0
Y1050407,0.258647406225,-0.995440463315,1.00025837755,0.0,13.8650871252,10.0
Y1050408,-0.99620585373,-0.351832330374,-0.202089548341,0.0,15.1794937,10.0
Y1050409,-1.68581758312,0.327969581397,-0.423576738014,0.0,11.7587110105,10.0
Y1050410,-0.789755427662,-0.179128652123,-0.716933076982,0.0,22.3914361003,20.0
Y1050411,-1.38713019788,0.158936836891,-0.521362184439,0.0,15.3029527089,10.0
Y1050412,1.67962163088,0.876088474724,0.639387673779,0.0,32.0153467262,30.0
Y1050413,0.688170173696,1.41292236415,-0.517940738962,1.0,70.056372229,60.0
Y1050414,0.730533879623,0.992154427884,0.372100175115,0.0,26.2120990641,53.0
Y1050415,1.57761839778,0.975112077606,0.384348852118,0.0,33.7488706928,30.0
Y1050416,0.164246864898,0.724459147469,-0.439483469994,1.0,63.9160476768,63.0
Y1050417,1.202534389,-1.07344684407,-0.280251154471,1.0,70.145552173,62.0
Y1050418,0.0543063878072,-2.05623168814,1.16846705952,0.0,9.38987162093,20.0
Y1050419,-1.60162794799,0.328581403687,-0.52568156709,0.0,13.5514083585,10.0
Y1050420,-0.145697812359,-0.227021926934,-1.04379961697,1.0,66.3676504465,75.0
Y1050421,0.708531366787,-0.802815213815,-0.857481648153,1.0,71.7255174898,60.0
Y1050422,1.23967165441,0.20287420535,0.101070523127,0.0,32.8670891426,40.0
Y1050423,-0.542054882801,-0.0130552385375,0.860511872622,0.0,8.87840052689,10.0
Y1050424,0.03831911095,0.762895340377,0.314545803825,0.0,20.31982538,30.0
Y1050425,-1.68581758312,0.327969581397,-0.423576738014,0.0,11.7587110105,10.0
Y1050426,0.995748711805,0.0267420203726,-0.95874096397,0.0,41.1871484727,40.0
Y1050427,2.01033468673,-0.665762316999,-1.15548050609,1.0,86.6448451614,96.0
Y1050428,1.15670373846,-1.60759613398,0.536390488959,0.0,26.1429492222,20.0
Y1050429,-1.11041932088,-0.866272431386,0.729812062824,0.0,4.29985059237,10.0
Y1050430,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050431,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050432,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050433,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050434,2.16652618067,0.0283951467035,1.37883368846,0.0,28.2309070307,20.0
Y1050435,-1.43324867747,0.32980504827,-0.729891225548,0.0,17.1368030598,10.0
Y1050436,-1.51933956467,0.0816763608934,0.055268059688,0.0,8.22429061614,10.0
Y1050437,0.427200735682,2.67682554809,2.36192632852,0.0,4.87747729108,0.0
Y1050438,-0.534463166221,-0.110916561741,0.694658844839,0.0,10.5335864458,10.0
Y1050439,0.214816439245,-0.914337379886,0.106972340752,0.0,22.5443590213,10.0
Y1050440,-0.592585025156,-0.631036844059,0.472092051514,0.0,11.7957139237,10.0
Y1050441,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050442,0.507983972745,0.353353811809,0.69934980447,0.0,20.3377242787,10.0
Y1050443,-2.06064727971,0.154042258562,0.295476449085,0.0,0.961373908838,0.0
Y1050444,-0.463194301427,0.45593571818,-0.100811984102,0.0,19.6945768183,10.0
Y1050445,1.1232521045,-1.40552841319,-0.176086212455,0.0,33.1992974963,20.0
Y1050446,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050447,0.421545639069,-1.7993566088,1.1297575314,0.0,13.3322671553,10.0
Y1050448,1.40693670393,-0.610343226554,0.748693509445,0.0,27.142350714,20.0
Y1050449,1.65565860882,-1.65661950022,1.46208451475,0.0,21.2887596836,20.0
Y1050450,1.3752604588,-1.90947407154,1.40089588246,0.0,19.1438215029,10.0
Y1050451,-2.19095539443,0.324298647651,0.189052237052,0.0,1.00252691181,0.0
Y1050452,1.18620340402,-1.21697803771,0.0484758535949,0.0,31.67075303,40.0
Y1050453,0.785723407437,-0.978481319827,0.920376914083,0.0,19.4608975483,20.0
Y1050454,0.70897916045,-0.356839851933,-0.682913779255,1.0,70.3598513788,90.0
Y9999984,1.48554960002,1.08690724317,0.137577910382,1.0,70.3875095298,66.0
Y9999985,1.31827964681,-1.12497350261,-1.04275475494,0.0,43.9489340592,59.0
