username,active_num_days,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,exam_mean,hw_mean,indicator,final_score
Y1050306,-0.483500093078,-0.483363305726,0.161255988321,0.152744016959,1.39388007507,-0.211914921714,0.0,10
Y1050307,-1.71420400886,0.143861852169,0.162226737252,0.698136559059,0.41203156436,-0.196549882599,0.0,10
Y1050308,2.03366532649,1.95253467188,-0.680433657642,0.149244806321,1.78748993733,0.652450408244,0.0,10
Y1050309,-2.19290250825,0.377589701334,-0.0410260443229,0.482123097433,0.101446224756,-0.119182620861,0.0,0
Y1050310,-1.58608494505,-0.0198756089647,-0.0768799657585,-0.0223429439016,-0.181226648098,-0.0479851460903,0.0,10
Y1050311,2.05511086155,1.24788323494,0.298006285209,-1.09454697317,0.8657786401,1.15369995113,0.0,20
Y1050312,-1.63970909221,0.0192047690553,-0.00460913873809,0.0466464169223,-0.262371088808,-0.00691812757217,0.0,10
Y1050313,-0.599760916174,-0.12548229434,-0.0739633003495,0.170990121545,0.0248559229768,-0.210284972773,0.0,30
Y1050314,-0.823604832206,0.00411691057962,0.107605125734,0.675491108396,-0.0779070606758,-0.210869730236,0.0,30
Y1050315,1.67796319205,2.59617893919,0.955406020097,0.584113926624,-0.423975815012,0.569111619475,0.0,20
Y1050316,-0.658418845207,-0.0101152971746,-0.327140428952,0.0544672964943,0.299636706316,0.16539382217,0.0,10
Y1050317,1.82646643155,-0.813470723799,-0.455479865016,0.388699004864,-0.061347583534,-0.308080650627,0.0,55
Y1050318,2.81146965034,0.300439230927,-1.15657219561,-0.352061960262,0.524798241232,-0.910799332364,0.0,40
Y1050319,0.562131862674,-1.06704209542,0.76984108589,0.313326581977,-1.42308610684,-0.115385321814,1.0,76
Y1050320,-0.322320427327,-0.156554166842,0.257659238652,-1.1614241095,0.952903532467,0.24562549104,0.0,10
Y1050321,-1.31211791682,-0.403117455154,0.0371772966014,-0.230278219778,-1.22993466382,-0.0670666189828,0.0,20
Y1050322,3.76520890888,-1.78036031559,-0.482085717216,0.280166171039,-0.533005720135,0.253045192252,1.0,99
Y1050323,4.49709077463,-1.21098221768,-0.685398283438,-0.508957515825,0.0269005504066,-1.55032969058,1.0,88
Y1050324,3.82770673643,4.37956325983,1.85647699268,-0.132328356007,-0.787697609611,-0.575889232777,0.0,30
Y1050325,-0.150389659811,-0.0819681682075,-0.12408995402,0.113854453238,0.176489671921,0.0531252943942,0.0,20
Y1050326,-0.845829052212,0.139190831043,-0.168749961491,-0.246796450732,-0.285465124951,0.0804861362729,0.0,20
Y1050327,-1.74209878888,0.513787246063,-0.323560862442,0.39705824715,0.312544629442,-0.0405295845307,0.0,0
Y1050328,6.6251792574,3.98055770571,5.4103856224,1.03659355251,-0.207753100683,1.3070648295,1.0,71
Y1050329,0.594753937415,0.181785304614,0.73741189371,-0.881653625799,0.529662257425,0.175978698694,0.0,20
Y1050330,-0.765645855078,-0.326690087743,-0.245891792928,-0.580312152366,0.390387752001,0.370178089263,0.0,10
Y1050331,-0.587198681217,0.370237401857,-0.0725012756981,-0.212541485588,0.374829694289,0.0974966828742,0.0,10
Y1050332,2.36625997283,0.721851321915,0.737974576098,0.364710459531,-0.105587358571,-0.768020171449,0.0,40
Y1050333,-1.0072797522,-0.418185973662,-0.0326822633814,-0.740555524539,0.602503202348,0.159182886105,0.0,10
Y1050334,-0.786679228166,-0.318094397178,-0.0519495982021,0.0716650000612,0.290990512745,0.0542888790851,0.0,20
Y1050335,-0.820568105006,0.221125532521,-0.295971699932,-0.0234173115416,0.010852972499,0.484315992654,0.0,10
Y1050336,0.0492631983086,-0.367586894161,-0.109087519037,-0.603721051335,-1.48992436809,0.549015436352,0.0,50
Y1050337,-0.918155139301,0.522946107401,0.0282978234057,0.337852963189,-0.368362329316,0.303038116688,0.0,10
Y1050338,-1.0372956567,0.218326143282,0.125703823383,-0.340781521322,0.160622392747,0.0276240709801,0.0,10
Y1050339,-0.997062201473,-0.457665290977,0.0547308018728,0.0890314948014,-0.299853216753,-0.0883236902647,0.0,20
Y1050340,0.148309187624,0.428313665649,-0.446999613918,-0.523540074008,0.789592240979,0.672529135582,0.0,10
Y1050341,-0.259366081133,0.429256217239,0.0479675996316,0.00536462541241,-0.216853521747,0.256857365844,0.0,20
Y1050342,-0.447637595128,-0.56904443272,-0.261847525198,-0.622935216817,-1.01199375345,0.272927960814,0.0,50
Y1050343,-2.19290250825,0.377589701334,-0.0410260443229,0.482123097433,0.101446224756,-0.119182620861,0.0,0
Y1050344,1.24393019227,-1.24335981267,-0.0131738795946,-1.10751369546,0.464113270313,0.804501487968,0.0,40
Y1050345,-1.78625434165,0.058513688448,-0.0177682548958,0.0652998459554,0.0564979890031,-0.0505516567457,0.0,10
Y1050346,0.44360187144,-1.26700057259,0.105855591341,-0.502944809246,0.928483302396,0.065623117114,0.0,50
Y1050347,-0.11673910327,-0.200103977951,-0.120348115386,-0.79313462536,-0.179099196794,0.402992891594,0.0,20
Y1050348,-0.2560009862,1.46654568073,0.529283615677,-0.0637874356674,-0.192608360079,0.116540625355,0.0,10
Y1050349,0.681895030997,-1.9386079272,0.713927125895,0.0705539625481,0.538088119553,-0.515031519306,1.0,65
Y1050350,1.91655855625,2.52331818573,0.67602105702,-1.51576947755,1.14999215363,-0.637302414078,0.0,10
Y1050351,2.47001573223,-0.701720889879,0.537231514549,-0.230816594442,0.0395193492037,-0.0600190186344,1.0,70
Y1050352,2.26535163042,-1.95483400334,1.22863221517,-0.184237181994,0.183975740667,-0.709641011544,1.0,80
Y1050353,3.07111784299,0.0785191881446,0.369961009815,-0.249520308076,1.15029150024,0.166693836663,0.0,50
Y1050354,2.20953077911,-0.811148722867,-0.634262067156,0.0693763204283,0.194892812844,0.275879897318,0.0,50
Y1050355,-1.63906874763,-0.00922205386424,-0.00890035432322,-0.0425595424387,0.0124227384963,-0.014289830187,0.0,10
Y1050356,1.2064164061,-0.157294301188,-0.488759990018,-0.113926914427,0.652761892691,0.134217852153,0.0,30
Y1050357,0.248058185239,0.403046340091,-0.415187553654,0.361487902729,0.221815156134,-0.3307329808,0.0,20
Y1050358,1.26958234656,-1.12764211711,0.618552093563,0.385307534137,0.494439584397,-0.221713148196,0.0,50
Y1050359,-1.1062069925,-0.530010625559,0.239488971227,0.272959985887,0.466608979377,-0.264360369227,0.0,20
Y1050360,0.499451277585,0.589523691869,-0.594931218987,0.320317281356,-0.163655166141,-0.773345268903,0.0,30
Y1050361,0.202291370252,-0.48203157571,0.49442938455,-0.292012458226,0.492160181258,0.0996883213154,0.0,30
Y1050362,3.59974452683,-1.42231560871,-0.607765455337,0.178247931269,0.41545740441,0.833692351507,1.0,80
Y1050363,-2.19290250825,0.377589701334,-0.0410260443229,0.482123097433,0.101446224756,-0.119182620861,0.0,0
Y1050364,2.72661731166,0.487561538418,0.856596535863,-0.977178175077,-0.648426483259,0.0338079463768,1.0,72
Y1050365,3.53961867353,-1.49930438678,-0.110636263868,1.33207304802,-0.53271170529,0.474284291523,1.0,96
Y1050366,-1.10847846424,0.191596522014,-0.279640622283,-0.0162151338446,-0.252364819158,0.0748496115562,0.0,10
Y1050367,2.55226776153,-1.02584171688,1.27940270755,0.462965482909,-0.900091248758,-0.663300971608,1.0,90
Y1050368,0.138663316506,0.599345273412,0.916939936751,0.549052086445,-0.189751223828,0.359581935096,0.0,20
Y1050369,-1.14822344828,0.075311869529,-0.198475287086,-0.093333907014,-0.170695743335,0.127046929518,0.0,10
Y1050370,-0.333782749838,0.61143279742,-0.296766684334,-0.335162317095,-0.436904809575,-0.239918635594,0.0,20
Y1050371,-0.335212610761,-0.227197495488,-0.332562735478,-0.189777582255,-0.798771588732,0.414481816278,0.0,40
Y1050372,1.91042747315,-0.766997682533,0.655231829825,1.04967249666,0.243053595568,-0.328144966172,0.0,50
Y1050373,-1.22991017452,-0.271935613958,-0.0450978872767,-0.355032952358,-0.113418677352,0.10271251583,0.0,20
Y1050374,-0.364420913144,0.05302096625,0.0552415709062,-0.547833534715,-0.56962474023,0.223304592256,0.0,30
Y1050375,0.496261358613,-0.675315553864,-0.4704158637,-1.71318055162,1.17571952731,0.309724755331,0.0,30
Y1050376,4.22597386476,-0.906254617013,0.931541231126,-0.158596344031,-0.0533412750546,-0.265001533614,1.0,90
Y1050377,-0.143100497325,-1.28120829944,0.248908414818,-0.393356709174,-0.532024495057,-0.107999618136,0.0,40
Y1050378,6.19795760851,-0.321627082845,-3.2916280413,3.11712322708,-0.618987333953,2.86097315334,1.0,93
Y1050379,0.888432252663,-1.54266396935,-0.245182159392,-1.98518062843,-0.14953198175,0.862907638687,1.0,60
Y1050380,2.50080165778,-2.39150882654,0.775354470801,0.231727256495,0.888955892168,-0.570611810008,1.0,80
Y1050381,2.68003613135,-1.13467178588,-0.116848921872,-0.0300433011653,0.491187785814,-0.291771546657,0.0,55
Y1050382,-0.613019144234,0.0616890591492,-0.0920998474293,-0.632678666453,-0.0349417168655,-0.110655241003,0.0,20
Y1050383,-1.81781772878,0.058074496803,-0.0208299076178,0.140062350076,-0.213889623375,-0.0765025109475,0.0,10
Y1050384,1.33789172845,1.7681253051,-0.575001598301,-0.550162161591,-0.0284739298554,-0.113146254167,0.0,30
Y1050385,4.20961653778,1.28351899882,-2.77243930113,-0.448193641902,-0.86844745358,-0.443414272848,0.0,40
Y1050386,0.0486028071236,-0.928862515738,0.147706259151,-0.744412539918,0.413281384159,0.0715916097666,0.0,30
Y1050387,-0.280552528178,0.806324692529,-0.314130143568,-0.512427617432,1.19886340248,0.0198289849484,0.0,10
Y1050388,-1.43924359589,-0.247151333937,-0.0145315731558,-0.155438348679,-0.666147966335,-0.0347217763082,0.0,20
Y1050389,-2.19290250825,0.377589701334,-0.0410260443229,0.482123097433,0.101446224756,-0.119182620861,0.0,0
Y1050390,-1.77054100225,0.0382852928925,0.00432485515978,0.227736393948,0.00112231554924,-0.0946317007337,0.0,10
Y1050391,-1.32160704523,0.0173731503105,-0.135181641504,-0.0958816383152,-0.235022661728,0.00623188561065,0.0,10
Y1050392,-1.62292619575,-0.171946612145,0.00310985901749,0.0156926002949,-0.893070894295,-0.111145788232,0.0,20
Y1050393,-2.19290250825,0.377589701334,-0.0410260443229,0.482123097433,0.101446224756,-0.119182620861,0.0,0
Y1050394,-1.2051165516,-0.260579926037,0.000352655928596,0.117318164964,-0.218568102682,-0.161295724593,0.0,20
Y1050395,-1.8017565125,0.475024388771,0.249285460433,0.246094849579,0.179558314417,0.0451480503797,0.0,10
Y1050396,1.74819468061,0.530607252633,0.456210245121,-0.465901342046,1.00608643117,-0.0158653878878,0.0,20
Y1050397,-1.7235102509,-0.0749696156489,-0.00467882980728,0.0980038644958,-0.717567873286,-0.112564052813,0.0,20
Y1050398,-2.10442854524,0.377651905034,-0.038373932146,0.438820849979,0.173019418536,-0.0604101749768,0.0,0
Y1050399,-2.19290250825,0.377589701334,-0.0410260443229,0.482123097433,0.101446224756,-0.119182620861,0.0,0
Y1050400,-0.0316073634525,0.0255761513368,0.182043781149,-0.198252211623,0.347595246745,0.361241846503,0.0,20
Y1050401,-1.81122105985,0.0640128126565,-0.0198007245614,0.143304672996,-0.214806535885,-0.0692379142288,0.0,10
Y1050402,-2.19290250825,0.377589701334,-0.0410260443229,0.482123097433,0.101446224756,-0.119182620861,0.0,0
Y1050403,-1.52557072521,-0.177253001317,0.0208461469641,0.1215812962,-0.340222723828,-0.090574546937,0.0,20
Y1050404,-1.92467836119,0.118984377344,-0.0202562074568,0.262626392897,-0.366561831268,-0.115400581977,0.0,10
Y1050405,-2.05879043472,0.248287039339,-0.0306411258898,0.372374745165,-0.132557803256,-0.117291601419,0.0,10
Y1050406,-1.88487376555,0.1227258278,-0.0260223668343,0.19493652621,-0.0968876093693,-0.0774480206686,0.0,10
Y1050407,-0.669629891262,0.0212792526719,-0.248249184428,0.126751263313,0.35488270371,0.270987533218,0.0,10
Y1050408,-1.8021317061,0.0247036707787,-0.0175575513457,0.148238354711,-0.407406088947,-0.0920056099644,0.0,10
Y1050409,-1.99173439795,0.183635708341,-0.0254486666733,0.317500569031,-0.249559817262,-0.116346091698,0.0,10
Y1050410,-1.61252901424,-0.134228366784,-0.00966643601807,-0.0210238596088,-0.565252360633,-0.067665128231,0.0,20
Y1050411,-1.71928324261,-0.024822237368,0.0168098300153,0.155103749975,-0.117218835752,-0.104104400233,0.0,10
Y1050412,3.23995680185,1.50569476824,0.240630352426,-0.205875447386,0.110831575979,0.697579833858,0.0,30
Y1050413,2.83377713113,0.269579599959,-1.59866530365,0.467929447357,0.475792052838,-0.953210328368,1.0,60
Y1050414,5.47110948042,1.96049633612,-1.38808995906,1.27030125669,0.689015454448,-0.578155329092,0.0,53
Y1050415,1.24734083773,0.356868710498,-0.177556724692,0.327160817388,-0.124386011738,0.414333058922,0.0,30
Y1050416,1.87243595046,-2.37931597225,0.603357776863,-0.419584823303,0.929731168298,-0.416985356523,1.0,63
Y1050417,2.072046139,-0.443814190637,0.722896265998,-0.0920517669637,-0.282809405084,-0.488035583269,1.0,62
Y1050418,-1.30149311079,-0.278856789946,0.104971723183,0.399287769951,0.259640562918,-0.216740199247,0.0,20
Y1050419,-1.55801988862,0.350517917716,-0.306490372206,0.224228309337,-0.170973737216,-0.175389285985,0.0,10
Y1050420,1.4722298419,-2.33898021997,1.02065305025,0.252248750832,0.379400436212,-0.67746203429,1.0,75
Y1050421,0.950117956255,-0.540706056683,1.24084030433,0.911273564555,-0.343717567894,-0.607442261871,1.0,60
Y1050422,0.196386831031,0.0173399375343,-0.321613123851,-0.426096592248,-0.949989850522,0.683996536395,0.0,40
Y1050423,-1.1772842001,0.157849292043,-0.190883762066,-0.0161126905549,0.275101265381,0.264550468485,0.0,10
Y1050424,-0.392685825065,0.77389190114,-0.0613762890536,-0.205348438187,-0.283168849663,0.00797142928048,0.0,30
Y1050425,-1.94036438388,0.152355203368,-0.023528563729,0.254450388262,-0.173045365696,-0.0998974829597,0.0,10
Y1050426,-0.177401259798,-0.559296576085,-0.0054516231257,-0.888024999129,-1.05260789217,0.258758602472,0.0,40
Y1050427,2.81021699411,-1.08027280056,0.493142943263,0.088042605221,-1.12700868642,-1.02800666577,1.0,96
Y1050428,-0.785159797098,-0.0117494144652,-0.00175993842505,-0.338211266289,-0.00557728024236,0.434695069811,0.0,20
Y1050429,-0.612226941783,1.51847664094,-0.658256178174,-0.0316906127333,0.366203097665,-1.00996705432,0.0,10
Y1050430,-2.19290250825,0.377589701334,-0.0410260443229,0.482123097433,0.101446224756,-0.119182620861,0.0,0
Y1050431,-2.19290250825,0.377589701334,-0.0410260443229,0.482123097433,0.101446224756,-0.119182620861,0.0,0
Y1050432,-2.14153249417,0.34630919636,-0.0391059413785,0.419072916664,0.177960676322,-0.102734012123,0.0,0
Y1050433,-2.19290250825,0.377589701334,-0.0410260443229,0.482123097433,0.101446224756,-0.119182620861,0.0,0
Y1050434,-0.972792402308,-0.214651957664,-0.148152412154,-0.414985751465,0.0266792054976,0.207572620426,0.0,20
Y1050435,-1.89115034281,0.0866587118449,-0.0176599778486,0.235189304831,-0.425062838271,-0.114927827116,0.0,10
Y1050436,-1.82360565849,0.148222815321,0.0160805182177,0.395713392368,0.0485313325734,-0.13205808828,0.0,10
Y1050437,-2.07161976096,0.322458773714,-0.0570484156581,0.37193617012,0.252869999309,-0.059281562396,0.0,0
Y1050438,-0.377985830741,1.37277855405,0.546147365647,0.489911598996,0.0751499235292,0.359902698412,0.0,10
Y1050439,-0.744485747924,-0.576578679243,-0.0484257359267,-0.984957975797,0.8471449014,0.301028513891,0.0,10
Y1050440,0.321051238031,0.882063765179,-0.350183170582,0.314492144362,0.675702782025,-0.278440365161,0.0,10
Y1050441,-2.19290250825,0.377589701334,-0.0410260443229,0.482123097433,0.101446224756,-0.119182620861,0.0,0
Y1050442,-1.0956706037,0.309935592655,-0.258308668061,0.107918144072,-0.149116009312,0.252944060873,0.0,10
Y1050443,-2.11225399119,0.377811267967,-0.0218960779154,0.42968605739,0.173350939367,-0.0741485656941,0.0,0
Y1050444,-0.998391555224,-0.259895463138,-0.165023596066,-0.188384927883,0.365245729748,0.331324909351,0.0,10
Y1050445,0.319008556973,0.326841289009,0.261985112877,-0.549997737392,-0.203833109614,1.04663139787,0.0,20
Y1050446,-2.19290250825,0.377589701334,-0.0410260443229,0.482123097433,0.101446224756,-0.119182620861,0.0,0
Y1050447,-1.57807584943,0.366280745878,-0.117348320895,0.220447411642,-0.180210853083,-0.0763803909664,0.0,10
Y1050448,0.803547661051,-0.32225203569,-0.753612312495,-0.460593952694,0.889455342509,1.18234309514,0.0,20
Y1050449,1.46525087304,1.11747538711,-2.14253622953,-0.437827008419,-0.0448033935218,-0.224505280772,0.0,20
Y1050450,-0.382176162775,0.402016229636,-0.125245505777,-0.260179064748,0.170640225008,0.291021241965,0.0,10
Y1050451,-2.19290250825,0.377589701334,-0.0410260443229,0.482123097433,0.101446224756,-0.119182620861,0.0,0
Y1050452,0.54650200689,0.235664442657,0.475628874273,-0.960007080407,-0.802661157916,0.517579997473,0.0,40
Y1050453,-0.213280175344,-0.162705166454,-0.393236525093,-0.326991679741,0.385908931779,0.80020777077,0.0,20
Y1050454,2.39716163279,-1.16866456075,0.428753342227,0.379127746543,-0.476741375402,-0.973481807782,1.0,90
Y9999984,2.14608724929,0.150443539944,-0.803748741947,-0.339193835486,-0.0924282771513,-1.24389009307,1.0,66
Y9999985,0.257708152054,-0.0687563228664,1.202856266,-1.15811321882,-1.76227818819,0.28920860569,0.0,59
