username,forum_num_days,video_stop_backward_seek_avg,qz_mean,watched_time_hour,final_score
Y1050274,-0.18411492358,-0.55376517513,1.57537460464,0.606590342528,80.0
Y1050275,-0.18411492358,-0.55376517513,-0.3672637307,-0.505519787848,20.0
Y1050276,-0.18411492358,-0.55376517513,-0.44255979021,-0.695979361998,40.0
Y1050277,-0.18411492358,-0.55376517513,-0.44255979021,0.504196248483,10.0
Y1050278,-0.18411492358,-0.55376517513,0.536288983413,1.17800445832,54.0
Y1050279,5.4313902456,1.03554130355,1.06336139998,0.693963947906,70.0
Y1050280,-0.18411492358,-0.55376517513,-0.691036786591,-0.13747166959,10.0
Y1050281,-0.18411492358,-0.55376517513,-0.894336147267,-0.435125634636,10.0
Y1050282,-0.18411492358,-0.55376517513,-0.44255979021,-0.695411145257,10.0
Y1050283,-0.18411492358,0.751139089381,0.212515927523,-0.59497043168,20.0
Y1050284,-0.18411492358,-0.55376517513,0.00921656684706,0.0992724618645,30.0
Y1050285,-0.18411492358,-0.55376517513,-0.894336147267,-1.11200885188,0.0
Y1050286,-0.18411492358,0.264998284444,1.77867396532,-0.788402735471,72.0
Y1050287,-0.18411492358,1.91981708373,1.74102593556,0.325167107134,50.0
Y1050288,-0.18411492358,-0.55376517513,-0.894336147267,-1.11200885188,0.0
Y1050289,5.4313902456,0.0393731275137,1.93679569029,-0.857175071107,60.0
Y1050290,-0.18411492358,-0.55376517513,-0.894336147267,-1.11200885188,0.0
Y1050291,-0.18411492358,-0.55376517513,1.2290127309,-0.316977695884,40.0
Y1050292,-0.18411492358,-0.55376517513,0.58899622507,2.1305962218,50.0
Y1050293,-0.18411492358,0.450007337036,1.96691411409,2.51155693511,80.0
Y1050294,-0.18411492358,1.34623279107,0.709469920285,0.936377855727,40.0
Y1050295,-0.18411492358,-0.55376517513,0.611585042923,2.10097037974,30.0
Y1050296,-0.18411492358,-0.55376517513,-0.593151909229,0.62086948283,20.0
Y1050297,-0.18411492358,-0.55376517513,-0.743744028248,-1.11200885188,10.0
Y1050298,-0.18411492358,-0.55376517513,-0.593151909229,0.231514835845,10.0
Y1050299,-0.18411492358,-0.55376517513,-0.593151909229,-1.11200885188,10.0
Y1050300,-0.18411492358,-0.55376517513,-0.743744028248,-0.398910424313,10.0
Y1050301,-0.18411492358,-0.55376517513,-0.894336147267,-0.431354438917,10.0
Y1050302,-0.18411492358,0.0986869571256,-0.894336147267,-0.710657536025,10.0
Y1050303,-0.18411492358,0.378309300453,-0.593151909229,0.380920025183,20.0
Y1050304,-0.18411492358,-0.55376517513,-0.894336147267,-0.459923622639,10.0
Y1050305,-0.18411492358,-0.55376517513,-0.216671611681,-0.0796912703074,20.0
