evaluation_num,score,num_of_same,num_of_positive,num_of_negative,posi_error,nega_error,max_posi_error,min_nega_error,mean_posi_error_rate,mean_nega_error_rate,max_posi_error_rate,min_naga_error_rate
1,0 to 10,0,21,0,11.2713031707,,11.479233307,0.0,inf,0.0,inf,0.0
1,10 to 20,0,57,0,3.19811846356,,25.334009641,0.0,0.319811846356,0.0,2.5334009641,0.0
1,20 to 30,0,6,30,8.70514709733,-7.53613125312,16.6286548452,-9.3830259908,0.435257354867,-0.376806562656,0.83143274226,-0.46915129954
1,30 to 40,0,2,13,6.4872521908,-9.73146633899,10.128857489,-19.3830259908,0.216241739693,-0.3243822113,0.337628582967,-0.64610086636
1,40 to 50,0,4,8,5.12602728455,-8.49873826581,7.1817668314,-22.29759371,0.128150682114,-0.212468456645,0.179544170785,-0.55743984275
1,50 to 60,0,4,10,7.93571247742,-8.9472885874,11.6983802683,-15.4321796983,0.149791756124,-0.173879770104,0.20663738401,-0.308643593966
1,60 to 70,0,5,3,16.0283099937,-8.48208994783,25.9699223,-12.0020404453,0.260018736019,-0.139068151567,0.432832038333,-0.200034007422
1,70 to 80,0,4,3,9.8507332647,-11.4886587308,15.2160653945,-22.0019801084,0.135077971396,-0.160582470338,0.20021138677,-0.30988704378
1,80 to 90,0,0,6,,-4.67041173592,0.0,-10.7975048639,0.0,-0.0577838911935,0.0,-0.134968810799
1,90 to 100,0,0,7,,-5.46285557713,0.0,-18.6183961713,0.0,-0.058918352952,0.0,-0.20687106857
2,0 to 10,0,21,0,11.2776397255,,11.4563103255,0.0,inf,0.0,inf,0.0
2,10 to 20,0,57,0,2.96665770306,,24.6274885881,0.0,0.296665770306,0.0,2.46274885881,0.0
2,20 to 30,0,7,29,6.68637855329,-7.67556113171,14.853989366,-9.2581079356,0.334318927664,-0.383778056585,0.7426994683,-0.46290539678
2,30 to 40,0,2,13,5.0470073409,-9.60545514725,8.1198501263,-18.838752978,0.16823357803,-0.320181838242,0.270661670877,-0.6279584326
2,40 to 50,0,4,8,7.06524193573,-8.59026209006,13.7763081122,-23.2357407815,0.176631048393,-0.214756552252,0.344407702805,-0.580893519538
2,50 to 60,0,4,10,6.79154176743,-9.68034069956,9.9853547736,-14.6257625757,0.128214886792,-0.188211225461,0.179154554002,-0.292515251514
