username,incomplete_rate,forum_num_days,qz_mean,watched_time_hour,video_stop_backward_seek_sum,final_score
Y1050339,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,20.0
Y1050340,0.348582185095,-0.0741249316661,-0.89839097457,1.7290458679,-0.465168832956,10.0
Y1050341,-0.87100344358,-0.0741249316661,0.69263046104,-0.900078629548,-0.465168832956,20.0
Y1050342,-0.87100344358,-0.0741249316661,1.75331141811,-0.900078629548,-0.465168832956,50.0
Y1050343,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050344,1.12468213271,-0.0741249316661,0.869410620552,1.89177831044,-0.465168832956,40.0
Y1050345,-0.87100344358,-0.0741249316661,-0.544830655546,-0.900078629548,-0.465168832956,10.0
Y1050346,0.697035222755,-0.0741249316661,-0.368050496034,-0.639834570903,0.460112649989,50.0
Y1050347,0.124576661632,-0.0741249316661,0.515850301528,0.676218115701,0.460112649989,20.0
Y1050348,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,10.0
Y1050349,3.31043299998,-0.0741249316661,0.339070142015,-0.752645805074,-0.465168832956,65.0
Y1050350,0.662189918362,-0.0741249316661,-0.89839097457,0.317778790831,1.38539413293,10.0
Y1050351,-0.123413290662,-0.0741249316661,0.869410620552,1.94783465014,-0.465168832956,70.0
Y1050352,-0.376833682829,-0.0741249316661,1.04619078006,1.82513663539,1.38539413293,80.0
Y1050353,0.700926139267,-0.0741249316661,0.339070142015,1.51220037564,2.31067561588,50.0
Y1050354,-0.710178964821,-0.0741249316661,1.5765312586,-0.505105109838,-0.465168832956,50.0
Y1050355,0.522808704971,-0.0741249316661,-0.544830655546,-0.12055094293,-0.465168832956,10.0
Y1050356,0.744551546548,-0.0741249316661,0.162289982503,-0.255333480431,0.460112649989,30.0
Y1050357,0.697035222755,-0.0741249316661,-0.544830655546,-0.860457964287,-0.465168832956,20.0
Y1050358,2.47414571127,-0.0741249316661,0.339070142015,1.83155344253,0.460112649989,50.0
Y1050359,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,20.0
Y1050360,0.98741275379,-0.0741249316661,-0.191270336521,0.386783428799,-0.465168832956,30.0
Y1050361,0.697035222755,-0.0741249316661,0.515850301528,1.63076595746,-0.465168832956,30.0
Y1050362,-0.359289192982,-0.0741249316661,1.75331141811,1.45698382004,-0.465168832956,80.0
Y1050363,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050364,1.01607339171,-0.0741249316661,2.10687173714,0.305179031073,0.460112649989,72.0
Y1050365,-0.807648346584,-0.0741249316661,2.28365189665,1.30117059376,-0.465168832956,96.0
Y1050366,-0.87100344358,-0.0741249316661,-0.89839097457,0.145122663054,-0.465168832956,10.0
Y1050367,-0.17409737035,-0.0741249316661,2.28365189665,-0.223370229653,-0.465168832956,90.0
Y1050368,-0.17409737035,-0.0741249316661,-0.89839097457,-0.647098924206,-0.465168832956,20.0
Y1050369,-0.273655379617,-0.0741249316661,-0.89839097457,-0.684006056923,-0.465168832956,10.0
Y1050370,0.17435566731,-0.0741249316661,-0.89839097457,0.45390821899,-0.465168832956,20.0
Y1050371,1.2197147782,-0.0741249316661,0.515850301528,-0.549896676652,-0.465168832956,40.0
Y1050372,0.000129149525425,-0.0741249316661,0.869410620552,0.565814263761,2.31067561588,50.0
Y1050373,-0.87100344358,-0.0741249316661,-0.544830655546,-0.900078629548,-0.465168832956,20.0
Y1050374,2.68321753345,-0.0741249316661,0.162289982503,1.11099313466,-0.465168832956,30.0
Y1050375,-0.87100344358,-0.0741249316661,-0.544830655546,-0.900078629548,-0.465168832956,30.0
Y1050376,-0.110742271263,-0.0741249316661,2.46043205616,1.72476835511,0.460112649989,90.0
Y1050377,0.0250186523648,-0.0741249316661,0.69263046104,0.474209793423,-0.465168832956,40.0
Y1050378,-0.87100344358,-0.0741249316661,2.28365189665,1.54892466507,-0.465168832956,93.0
Y1050379,0.0296136370541,-0.0741249316661,2.10687173714,-0.698372823456,-0.465168832956,60.0
Y1050380,-0.710178964821,-0.0741249316661,1.39975109909,1.49538439906,-0.465168832956,80.0
Y1050381,-0.0266749306162,-0.0741249316661,1.22297093958,1.33068192186,1.38539413293,55.0
Y1050382,0.522808704971,-0.0741249316661,-0.544830655546,-0.649757498757,1.38539413293,20.0
Y1050383,-0.87100344358,-0.0741249316661,-0.544830655546,-0.900078629548,-0.465168832956,10.0
Y1050384,1.36905179315,-0.0741249316661,-0.191270336521,-0.0497961775244,3.23595709882,30.0
Y1050385,-0.243787977046,-0.0741249316661,1.39975109909,1.51239355741,-0.465168832956,40.0
Y1050386,0.0250186523648,-0.0741249316661,0.339070142015,-0.648972017396,-0.465168832956,30.0
Y1050387,0.326407902192,-0.0741249316661,-0.544830655546,1.8193718825,4.16123858177,10.0
Y1050388,-0.87100344358,-0.0741249316661,0.339070142015,-0.900078629548,-0.465168832956,20.0
Y1050389,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050390,-0.87100344358,-0.0741249316661,-0.544830655546,-0.900078629548,-0.465168832956,10.0
Y1050391,-0.87100344358,-0.0741249316661,-0.544830655546,-0.900078629548,-0.465168832956,10.0
Y1050392,-0.87100344358,-0.0741249316661,0.515850301528,-0.900078629548,-0.465168832956,20.0
Y1050393,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050394,-0.348323888135,-0.0741249316661,-0.89839097457,0.436614127732,0.460112649989,20.0
Y1050395,-0.87100344358,-0.0741249316661,-0.544830655546,-0.900078629548,-0.465168832956,10.0
Y1050396,-0.572329411598,-0.0741249316661,-0.544830655546,1.77012285383,1.38539413293,20.0
Y1050397,-0.87100344358,-0.0741249316661,-0.544830655546,-0.900078629548,-0.465168832956,20.0
Y1050398,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050399,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050400,-0.87100344358,-0.0741249316661,-0.89839097457,0.376426293565,-0.465168832956,20.0
Y1050401,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,10.0
Y1050402,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050403,-0.87100344358,-0.0741249316661,-0.544830655546,-0.900078629548,-0.465168832956,20.0
Y1050404,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,10.0
Y1050405,-0.87100344358,-0.0741249316661,-0.544830655546,-0.900078629548,-0.465168832956,10.0
Y1050406,-0.87100344358,-0.0741249316661,-0.544830655546,-0.900078629548,-0.465168832956,10.0
Y1050407,1.2197147782,-0.0741249316661,0.339070142015,1.92087865602,-0.465168832956,10.0
Y1050408,-0.87100344358,-0.0741249316661,-0.544830655546,-0.900078629548,-0.465168832956,10.0
Y1050409,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,10.0
Y1050410,-0.87100344358,-0.0741249316661,-0.544830655546,-0.900078629548,-0.465168832956,20.0
Y1050411,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,10.0
Y1050412,-0.0374491208202,-0.0741249316661,1.04619078006,-0.734877415998,3.23595709882,30.0
Y1050413,-0.235746752794,-0.0741249316661,1.04619078006,-0.838626481035,1.38539413293,60.0
Y1050414,0.0872424073725,-0.0741249316661,0.515850301528,0.206070029635,2.31067561588,53.0
Y1050415,0.346667609883,-0.0741249316661,0.339070142015,-0.107520674619,-0.465168832956,30.0
Y1050416,1.2957408946,-0.0741249316661,1.39975109909,-0.814611583332,1.38539413293,63.0
Y1050417,0.77744746109,-0.0741249316661,1.39975109909,1.53420784558,0.460112649989,62.0
Y1050418,2.26507388909,-0.0741249316661,-0.368050496034,1.6346065429,-0.465168832956,20.0
Y1050419,-0.87100344358,-0.0741249316661,-0.721610815058,-0.900078629548,-0.465168832956,10.0
Y1050420,2.47414571127,-0.0741249316661,1.22297093958,-0.818829130215,-0.465168832956,75.0
Y1050421,-0.00982665202846,-0.0741249316661,0.515850301528,-0.472891736453,1.38539413293,60.0
Y1050422,0.572587708559,-0.0741249316661,0.869410620552,0.457526916853,-0.465168832956,40.0
Y1050423,0.589180712542,-0.0741249316661,-0.368050496034,0.251640492619,-0.465168832956,10.0
Y1050424,-0.518762873333,-0.0741249316661,-0.191270336521,0.816222724209,1.38539413293,30.0
Y1050425,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,10.0
Y1050426,2.43930040688,-0.0741249316661,1.22297093958,0.0129946510101,-0.465168832956,40.0
Y1050427,0.731880527149,-0.0741249316661,2.46043205616,1.61571290311,-0.465168832956,96.0
Y1050428,0.17435566731,-0.0741249316661,-0.89839097457,0.204803713221,0.460112649989,20.0
Y1050429,-0.671887422956,-0.0741249316661,-0.89839097457,0.733747278371,5.08652006472,10.0
Y1050430,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050431,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050432,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050433,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050434,1.2197147782,-0.0741249316661,-0.89839097457,1.85831095283,0.460112649989,20.0
Y1050435,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,10.0
Y1050436,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,10.0
Y1050437,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050438,0.75511072729,-0.0741249316661,-0.0144901770092,-0.331995592311,0.460112649989,10.0
Y1050439,3.31043299998,-0.0741249316661,-0.89839097457,0.378574932031,-0.465168832956,10.0
Y1050440,0.0596211302902,-0.0741249316661,-0.89839097457,1.75485815561,4.16123858177,10.0
Y1050441,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050442,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,10.0
Y1050443,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050444,0.29050667847,-0.0741249316661,-0.89839097457,-0.36720306579,-0.465168832956,10.0
Y1050445,1.53705593627,-0.0741249316661,0.69263046104,-0.454233953234,-0.465168832956,20.0
Y1050446,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050447,-0.87100344358,-0.0741249316661,-0.89839097457,0.356583816907,-0.465168832956,10.0
Y1050448,0.522808704971,-0.0741249316661,-0.544830655546,1.57382695712,-0.465168832956,20.0
Y1050449,1.2197147782,-0.0741249316661,0.515850301528,1.55624546384,-0.465168832956,20.0
Y1050450,0.383427489488,-0.0741249316661,-0.544830655546,-0.424541192728,-0.465168832956,10.0
Y1050451,-0.87100344358,-0.0741249316661,-0.89839097457,-0.900078629548,-0.465168832956,0.0
Y1050452,-0.87100344358,-0.0741249316661,1.5765312586,0.635180450012,0.460112649989,40.0
Y1050453,-0.87100344358,-0.0741249316661,-0.191270336521,-0.11534770413,2.31067561588,20.0
Y1050454,1.17790041376,-0.0741249316661,2.46043205616,1.28481711075,0.460112649989,90.0
Y9999984,0.0698197562212,-0.0741249316661,1.5765312586,0.940473825592,2.31067561588,66.0
Y9999985,1.2197147782,-0.0741249316661,1.93009157763,-0.667718494027,-0.465168832956,59.0
