username,forum_num_days,stop_video_avg,qz_mean,video_pause_backward_seek_avg,seek_video_avg,num_incomplete,watched_time_hour,indicator,final_score
Y1050356,0.438266078329,0.290040902089,-0.233344133184,0.70283014957,-0.241244506051,0.279297547191,-0.819498312961,0.0,30.0
Y1050357,1.014069205,0.280748241345,0.0298311754054,0.935068100207,-0.154963015039,0.00948012309379,-1.50257300446,0.0,20.0
Y1050358,0.966239349974,0.0185896793409,-1.46403584178,-0.594997659451,0.322460950959,0.497656347356,0.650034658925,0.0,50.0
Y1050359,-2.3361399732,-0.0322494250238,0.0882859225943,-0.0402629435216,-0.841097623582,0.288374385642,0.0581847835489,0.0,20.0
Y1050360,1.44103950823,0.0260990352016,-0.813890862828,0.0720176023191,0.368917782175,0.922076667208,-0.272929417575,0.0,30.0
Y1050361,0.709102674444,-0.722652102032,0.509212075606,-0.412283394765,0.807616141324,-0.378655771704,0.324128194616,0.0,30.0
Y1050362,1.94033152654,-0.686064915951,0.210480435453,0.25354405444,-0.735535536032,-0.588205141806,-0.421828325862,1.0,80.0
Y1050363,-2.94689560173,0.556620625414,0.190556078458,0.198585462623,0.299251809222,-0.00507436803671,-0.0841040334793,0.0,0.0
Y1050364,2.53535310085,0.390365848432,-2.63709648815,-0.598154567567,-0.145539566976,-0.167002313154,-0.0650923580086,1.0,72.0
Y1050365,1.84314290168,-0.615360661452,1.38857950162,1.36791417252,-0.259221399328,-0.368211989273,0.586556599887,1.0,96.0
Y1050366,0.57289309492,-0.71782778773,0.209005430973,-0.353310882325,0.257973793908,0.587328948929,0.197158136422,0.0,10.0
Y1050367,1.27197140412,-1.02150923734,0.408637051334,-0.530251168218,-0.00866059365269,-0.563192333487,-0.123067313072,1.0,90.0
Y1050368,2.06693943303,0.34229595773,-2.35022684695,-0.643903454528,0.193997234174,0.272984616116,-0.16521129382,0.0,20.0
Y1050369,0.367033784686,-0.258667893519,-0.0227606812034,0.159369251422,-0.19559318364,0.990583665158,-0.791634402243,0.0,10.0
Y1050370,-0.141971578783,-0.156984353259,-0.170688018333,0.313896807976,-1.148969196,0.419586488971,-0.641051151995,0.0,20.0
Y1050371,-0.0510757038435,-0.276201844557,0.0424614050956,0.140907924068,-0.639592091558,-0.370059315648,0.1941310724,0.0,40.0
Y1050372,1.66190174513,0.0150822918762,-0.747065960191,-0.150960960599,0.792368828695,0.249053732809,-0.666056380459,0.0,50.0
Y1050373,0.443523540102,-0.833618488615,0.331840947197,-0.453820559729,0.383841698139,1.29229420986,-0.252311093213,0.0,20.0
Y1050374,1.27680902025,-1.46208635269,1.63344947816,-0.0324383517995,0.275653421066,0.510593752697,-0.187145273197,0.0,30.0
Y1050375,0.526529608838,-0.219240965632,0.550178459255,0.967973700866,-0.705978861911,0.0768453791798,0.177569099577,0.0,30.0
Y1050376,1.09635805435,-1.560588785,1.15410439652,-0.329957809336,-0.705300477806,0.231845176802,-0.241145440635,1.0,90.0
Y1050377,-0.149809282004,-0.879743419076,-0.265961346616,-0.821618974289,-0.932798422043,0.301246287648,0.258290865903,0.0,40.0
Y1050378,3.08037188415,-0.682575926317,1.9212882975,1.84569058038,0.093230658384,-0.854022084921,0.00920690611916,1.0,93.0
Y1050379,0.680730382198,-0.14570339507,0.440938949261,1.30273839613,-0.705267847272,0.271425415536,1.83531950571,1.0,60.0
Y1050380,0.0334669418134,0.099069759563,-0.38806840093,0.218247362774,-0.199623495169,0.0026837494512,0.107103907585,1.0,80.0
Y1050381,1.60700200871,-0.154185821788,-0.525598040921,0.18741635564,-0.315682428557,-0.542587976094,0.0584637021852,0.0,55.0
Y1050382,1.05674785891,0.0458966870739,-0.783164898381,0.278557178152,-0.398364852957,0.921565853848,-0.465963446681,0.0,20.0
Y1050383,-1.38848508328,-0.824162807453,1.16324415744,-0.492712119419,0.62483856722,0.650587510124,-0.127177940701,0.0,10.0
Y1050384,3.23662126556,5.27700946412,1.88777020673,-2.85049876191,-1.35912170576,-0.664764649864,0.210530251166,0.0,30.0
Y1050385,1.78993691638,-0.999006920618,0.852404057132,0.355083412199,-0.956081962372,-0.0889357368312,-1.30931198658,0.0,40.0
Y1050386,0.796397183703,0.254310535378,-0.912959781295,0.0616919483332,-0.756925887947,-1.30051493399,-1.08909102315,0.0,30.0
Y1050387,0.516052816933,0.472222388876,-0.320958707086,-0.0584656236301,2.16634386406,-0.559919711441,0.0110002032416,0.0,10.0
Y1050388,-0.617422134336,0.0165823915056,-0.310037235008,0.0320587762739,-0.606182635285,-0.573873857718,0.233887342727,0.0,20.0
Y1050389,-2.94689560173,0.556620625414,0.190556078458,0.198585462623,0.299251809222,-0.00507436803671,-0.0841040334793,0.0,0.0
Y1050390,-2.11789593898,0.0178089593408,0.251861901194,-0.162184968793,0.264982750008,0.469099372701,0.0233975185448,0.0,10.0
Y1050391,-0.419965443216,0.18849734642,-1.58473733469,-0.747290144569,0.1131632446,0.762160571499,0.883100591892,0.0,10.0
Y1050392,-2.25979551964,-0.105858181329,0.0755021531113,-0.0701189942897,-0.983641302683,0.325055479852,0.0759708856774,0.0,20.0
Y1050393,-2.94689560173,0.556620625414,0.190556078458,0.198585462623,0.299251809222,-0.00507436803671,-0.0841040334793,0.0,0.0
Y1050394,-0.199337577235,-0.105943407048,-0.801539672438,-0.337971222,-0.89594893281,-0.331235928182,-0.0824625120629,0.0,20.0
Y1050395,-1.06117260556,0.566077842948,-0.252816050693,-0.0743425596518,1.21863567123,-0.475821287921,-0.576904946502,0.0,10.0
Y1050396,1.18119652161,-0.746375641427,0.718658461287,0.270736351927,-0.494690769541,-1.10547307488,0.195770868508,0.0,20.0
Y1050397,-2.03076215894,-0.326684450243,0.0371508446626,-0.159687146594,-1.41127233998,0.435098762481,0.129329192063,0.0,20.0
Y1050398,-2.63218483519,0.646233719964,0.166233991372,0.352054808828,0.326078367902,-0.196449638279,-0.214275429183,0.0,0.0
Y1050399,-2.94689560173,0.556620625414,0.190556078458,0.198585462623,0.299251809222,-0.00507436803671,-0.0841040334793,0.0,0.0
Y1050400,1.3603463817,-1.31845606894,0.900950829966,-0.512134074311,0.270786874597,-0.217671431876,0.179927118048,0.0,20.0
Y1050401,-0.790538632352,-0.492920527184,0.353057828444,-0.426970965879,0.196550727123,-0.185602835142,0.352117008935,0.0,10.0
Y1050402,-2.94689560173,0.556620625414,0.190556078458,0.198585462623,0.299251809222,-0.00507436803671,-0.0841040334793,0.0,0.0
Y1050403,-0.516592220662,-0.963931865105,1.14957957431,-0.173481547777,0.223439681549,0.728412055845,0.410355904664,0.0,20.0
Y1050404,-2.3361399732,-0.0322494250238,0.0882859225943,-0.0402629435216,-0.841097623582,0.288374385642,0.0581847835489,0.0,10.0
Y1050405,-2.7942066946,0.409403112804,0.164988539492,0.138873361087,0.0141644510206,0.068287820383,-0.0485318292223,0.0,10.0
Y1050406,-1.04893231661,0.476506072229,-0.522756296227,-0.138416046,0.20827257949,-0.975180744522,-0.65938925247,0.0,10.0
Y1050407,1.43336987259,5.22055147277,3.37343280578,-2.78195908446,-0.0803405638226,-0.537603264641,-0.388360653473,0.0,10.0
Y1050408,-1.56044716189,-0.160073610727,-0.216809376433,-0.455031830393,-0.306260721838,-0.278860896934,0.740289180461,0.0,10.0
Y1050409,-2.48882888033,0.114968087586,0.11385346156,0.0194491580146,-0.556010265381,0.215012197222,0.0226125792918,0.0,10.0
Y1050410,-0.661745043586,-1.36195706734,1.07727235742,-0.822775076967,-0.0639148793175,0.511239183953,0.244130562526,0.0,20.0
Y1050411,-1.67739320335,-0.267974540023,0.0655592726958,-0.410312510557,-0.432843385359,-0.592906179193,0.706924503124,0.0,10.0
Y1050412,1.51115424753,0.909285981138,-1.18670956832,1.29428290979,-0.383173942656,0.528122550125,-0.350059611016,0.0,30.0
Y1050413,0.00628892688115,-0.202680395105,-0.124045367578,-0.0156627531261,0.125618603894,0.522603894082,0.306415705451,1.0,60.0
Y1050414,2.91371107716,4.84057674184,2.98909516092,-2.866822984,-0.0959382478969,0.413943020315,0.743595480031,0.0,53.0
Y1050415,1.03964631896,0.038564928446,-1.2157709984,-0.0934307375604,-0.284228037909,0.362098415125,0.710284083324,0.0,30.0
Y1050416,1.74854942267,-1.38327027634,1.05362371959,-0.756535431514,1.63410342391,-0.121346577074,0.962412358441,1.0,63.0
Y1050417,-0.0344872887163,-0.531397682664,-0.539861563176,-0.879197209344,-0.338544045292,-1.25045502909,1.16425364869,1.0,62.0
Y1050418,-1.59780928966,-0.316469071563,0.611988591139,-0.391812236497,0.523192595459,-0.450995224106,0.247884591183,0.0,20.0
Y1050419,-2.48882888033,0.114968087586,0.11385346156,0.0194491580146,-0.556010265381,0.215012197222,0.0226125792918,0.0,10.0
Y1050420,-0.277756920619,0.0962335415821,-1.67162875405,-0.794758253505,-0.227955323626,0.871658886051,0.6439860095,1.0,75.0
Y1050421,0.991396915571,-1.01005689444,-0.132004493716,-0.877715660763,-0.483382729427,-0.352721962424,-0.226902071679,1.0,60.0
Y1050422,-0.781123659031,-0.481182987448,-0.0499016453863,-0.149796400178,-0.999678654164,1.15965869843,-0.260659774491,0.0,40.0
Y1050423,-2.64151778747,0.262185600195,0.139421000526,0.0791612595508,-0.27092290718,0.141650008803,-0.0129596249652,0.0,10.0
Y1050424,-0.0794624892514,0.216262879245,0.00422595332403,0.7433268537,-0.597407632207,-0.260961362628,-0.404028160326,0.0,30.0
Y1050425,-2.48882888033,0.114968087586,0.11385346156,0.0194491580146,-0.556010265381,0.215012197222,0.0226125792918,0.0,10.0
Y1050426,1.5968518487,-1.94973672798,2.08879468606,-0.436025936938,0.678124911703,0.173447692506,-0.00839235526016,0.0,40.0
Y1050427,2.03618802215,-0.969962172549,-0.0977296902702,-0.358352057113,-0.429115703735,-0.197789932492,0.321173734276,1.0,96.0
Y1050428,0.020500171321,-1.00276019509,0.901103864776,-0.157496917354,-0.609918400063,0.613252951876,-0.938944051624,0.0,20.0
Y1050429,-2.7942066946,0.409403112804,0.164988539492,0.138873361087,0.0141644510206,0.068287820383,-0.0485318292223,0.0,10.0
Y1050430,-2.94689560173,0.556620625414,0.190556078458,0.198585462623,0.299251809222,-0.00507436803671,-0.0841040334793,0.0,0.0
Y1050431,-2.94689560173,0.556620625414,0.190556078458,0.198585462623,0.299251809222,-0.00507436803671,-0.0841040334793,0.0,0.0
Y1050432,-2.94689560173,0.556620625414,0.190556078458,0.198585462623,0.299251809222,-0.00507436803671,-0.0841040334793,0.0,0.0
Y1050433,-2.94689560173,0.556620625414,0.190556078458,0.198585462623,0.299251809222,-0.00507436803671,-0.0841040334793,0.0,0.0
Y1050434,1.16536333846,-1.48212495533,2.0859695781,0.460152362437,0.284712655962,1.08577648002,0.246787574132,0.0,20.0
Y1050435,-2.25979551964,-0.105858181329,0.0755021531113,-0.0701189942897,-0.983641302683,0.325055479852,0.0759708856774,0.0,10.0
Y1050436,-1.50923177672,-0.561021034036,1.31341209104,-0.131173483808,0.734455382912,0.528893083943,-0.530492128453,0.0,10.0
Y1050437,-0.0222139769981,1.77015721506,1.65911252034,4.52689943355,0.436833910354,-0.287808421375,2.39121069734,0.0,0.0
Y1050438,-2.94689560173,0.556620625414,0.190556078458,0.198585462623,0.299251809222,-0.00507436803671,-0.0841040334793,0.0,10.0
Y1050439,0.261092607573,0.1274524979,-1.83331022014,-0.703182776777,0.220335898737,1.02549945799,1.77324067926,0.0,10.0
Y1050440,-0.871631245494,0.320481373837,-0.549172950604,-0.211953977193,-0.0615615422334,-0.934745050428,-0.59957876866,0.0,10.0
Y1050441,-2.94689560173,0.556620625414,0.190556078458,0.198585462623,0.299251809222,-0.00507436803671,-0.0841040334793,0.0,0.0
Y1050442,0.266705037826,0.328710696049,0.651859486875,1.698550014,-0.630492873443,-0.0388837614552,-0.0787505499661,0.0,10.0
Y1050443,-1.97829675003,0.919353307079,-0.31092677216,0.321043852492,0.364682407537,-0.522375827451,-1.30413885687,0.0,0.0
Y1050444,-0.622586999583,0.638644937902,-0.95039852964,0.583892347213,-0.670068924333,0.932763667971,-0.322659589326,0.0,10.0
Y1050445,1.53719376264,0.127966440999,-1.80543936978,-0.863954171087,0.197121413788,-0.81281808266,-0.346768414067,0.0,20.0
Y1050446,-2.94689560173,0.556620625414,0.190556078458,0.198585462623,0.299251809222,-0.00507436803671,-0.0841040334793,0.0,0.0
Y1050447,-1.65863518574,0.151138366687,0.00884123164853,0.13164187922,-0.551937755723,-0.351138615323,-0.150636835659,0.0,10.0
Y1050448,0.636405078467,0.248520787265,-0.605687492062,0.79205390031,-0.930484690991,0.343776232767,0.0934170386585,0.0,20.0
Y1050449,1.42663759742,0.567702260872,-0.513152168461,0.828985550044,0.407424514392,-0.854368696514,-0.22044923993,0.0,20.0
Y1050450,0.75513428169,-0.755374136854,0.45872302012,-0.413755580809,0.621331825236,-0.3291729258,0.284831483016,0.0,10.0
Y1050451,-2.94689560173,0.556620625414,0.190556078458,0.198585462623,0.299251809222,-0.00507436803671,-0.0841040334793,0.0,0.0
Y1050452,1.68124499687,-0.455216383309,-0.287455548044,-0.534866723279,1.00893796409,-0.314207330834,-0.112231463003,0.0,40.0
Y1050453,-0.3237965358,-0.9570728979,1.2820259557,-0.0863337763677,0.170304441906,0.602246646113,-0.31297043431,0.0,20.0
Y1050454,0.567385099058,0.688594725114,-2.24689222395,-0.551453602056,0.577555340119,0.946927799803,-0.0192055509035,1.0,90.0
Y9999984,1.73534910697,-0.352917676321,0.805501811719,0.706623739758,0.52267134398,-0.524675246061,-0.514590027589,1.0,66.0
Y9999985,1.83349308401,0.0944564467488,-2.03691681428,-0.884787885938,-0.466330922547,-1.11436055542,-0.871469638603,0.0,59.0
