username,forum_num_days,problem_avg_count,video_backward_seek_avg,watched_time_hour,qz_mean,indicator,final_score
Y1050411,-1.00827332031,-0.160981066694,-0.275054668239,-0.123722135992,-0.572679033514,0.0,10.0
Y1050412,0.771782135507,0.19075241741,0.431681107696,-1.50685252967,0.874945060797,0.0,30.0
Y1050413,1.30070773677,0.777554235954,1.72417842655,-1.17284550085,0.622170342117,1.0,60.0
Y1050414,4.67975290027,4.71588641969,-1.08243315827,-1.06183693209,-1.00122826565,0.0,53.0
Y1050415,0.243647705947,-0.033860518069,0.29337777906,-0.201627591578,0.335077282804,0.0,30.0
Y1050416,1.54955531787,-1.0058901544,-0.390919363511,0.524486332674,0.220151198289,1.0,63.0
Y1050417,2.22556197633,-0.177132538028,1.1047165768,0.135284541184,0.207515384361,1.0,62.0
Y1050418,0.304037384679,-0.563211417653,0.0180708761252,0.445331795425,-1.33687650127,0.0,20.0
Y1050419,-1.00178205559,0.437116135211,0.577586855214,0.049937195556,0.0120054361839,0.0,10.0
Y1050420,0.564081323577,-0.791435664775,-0.841466730982,-0.203639533465,0.871830514865,1.0,75.0
Y1050421,0.661950623701,-0.806152312771,-0.721026098962,-0.555734014167,-0.0473034426744,1.0,60.0
Y1050422,0.21738320939,-0.134094132242,0.388057713809,0.972653995407,0.556992003748,0.0,40.0
Y1050423,-0.963410112996,0.106374833849,0.0965824893549,-0.0241080607102,-0.143551411697,0.0,10.0
Y1050424,0.954933975486,-0.688053566519,-0.33289032573,-1.1816797411,-1.1774375904,0.0,30.0
Y1050425,-1.86178934548,0.33198091767,-0.0386929028769,-0.0605258683315,0.13896561103,0.0,10.0
Y1050426,1.56905342164,-1.14550892635,-0.67080528394,0.249378991917,0.224330054153,0.0,40.0
Y1050427,3.50253105886,-1.56471835648,-0.401650078213,0.464133759089,0.391311230807,1.0,96.0
Y1050428,-0.700770600877,0.0509308748089,0.378329069285,0.698635954304,-0.416090768597,0.0,20.0
Y1050429,-0.933788282507,0.419194936628,0.682023517517,0.100461390445,-0.410522577087,0.0,10.0
Y1050430,-1.86178934548,0.33198091767,-0.0386929028769,-0.0605258683315,0.13896561103,0.0,0.0
Y1050431,-1.86178934548,0.33198091767,-0.0386929028769,-0.0605258683315,0.13896561103,0.0,0.0
Y1050432,-1.86178934548,0.33198091767,-0.0386929028769,-0.0605258683315,0.13896561103,0.0,0.0
Y1050433,-1.86178934548,0.33198091767,-0.0386929028769,-0.0605258683315,0.13896561103,0.0,0.0
Y1050434,0.216642186521,-0.436112643468,0.194017599782,0.654423659078,-1.16793565835,0.0,20.0
Y1050435,-1.86178934548,0.33198091767,-0.0386929028769,-0.0605258683315,0.13896561103,0.0,10.0
Y1050436,-1.86178934548,0.33198091767,-0.0386929028769,-0.0605258683315,0.13896561103,0.0,10.0
Y1050437,-1.86178934548,0.33198091767,-0.0386929028769,-0.0605258683315,0.13896561103,0.0,0.0
Y1050438,-0.344274765333,-0.268131399617,-0.345782781769,-0.6792650178,-0.248692541968,0.0,10.0
Y1050439,-0.553405687115,-0.363429396337,-0.34935739623,0.0390157916184,-0.502217878603,0.0,10.0
Y1050440,0.498691006169,-0.373097038081,0.115190836044,-0.689720140197,-1.3871084587,0.0,10.0
Y1050441,-1.86178934548,0.33198091767,-0.0386929028769,-0.0605258683315,0.13896561103,0.0,0.0
Y1050442,-1.65930010894,0.262456686131,-0.0869657766759,0.0427455879923,0.436844762017,0.0,10.0
Y1050443,-1.81598133074,0.314641838691,-0.0202343673987,-0.00842350610472,0.0887077923979,0.0,0.0
Y1050444,-1.31269486077,0.0944605459638,0.00409873851807,0.29819480803,-0.159469825011,0.0,10.0
Y1050445,-0.454143092255,-0.149272493435,0.158951783922,1.00912243433,0.0932502487731,0.0,20.0
Y1050446,-1.86178934548,0.33198091767,-0.0386929028769,-0.0605258683315,0.13896561103,0.0,0.0
Y1050447,-1.16270606731,0.384528373085,0.490684509311,0.0778238165753,-0.286161564957,0.0,10.0
Y1050448,0.751521085791,-0.754529699968,-0.0501072926728,0.513684908805,-1.34892803127,0.0,20.0
Y1050449,1.6837000497,0.959923933794,2.58875145306,-0.237846057385,-0.151190628287,0.0,20.0
Y1050450,0.113293661745,-0.453856345061,-0.0589907152622,0.137729738419,-0.963692959064,0.0,10.0
Y1050451,-1.86178934548,0.33198091767,-0.0386929028769,-0.0605258683315,0.13896561103,0.0,0.0
Y1050452,2.16298792843,-1.55409249364,-1.02444478795,-0.393016515308,-0.604746571194,0.0,40.0
Y1050453,-0.199299660017,-0.477018167894,-0.350397270861,0.0585187104855,-0.528680766395,0.0,20.0
Y1050454,3.44537223736,-1.37678240737,-0.404752283136,-0.208878437035,0.830697592637,1.0,90.0
Y9999984,2.33225179809,0.0997459796042,1.58214773356,0.331092694027,0.456788243494,1.0,66.0
Y9999985,2.76291973867,-1.70990466113,-1.34233735165,-0.918967395485,0.444186412629,0.0,59.0
