username,incomplete_rate,forum_num_days,qz_mean,watched_time_hour,video_stop_backward_seek_sum,indicator,predict_score,real_score
Y1050331,0.980748601065,-0.213416467376,-0.66071539417,0.515674331184,-1.71630793029,0.0,18.650054098,10.0
Y1050332,2.29912276298,-2.0761079899,2.1195739212,0.0465627037227,-0.261472451941,0.0,36.8161839814,40.0
Y1050333,-0.254691309367,0.118357291764,-1.03452046845,1.05103552042,0.496474134933,0.0,12.7992360485,10.0
Y1050334,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,20.0
Y1050335,0.366239799825,0.0374925641663,-1.65629008237,1.71907611682,0.599900470507,0.0,11.6809935562,10.0
Y1050336,-0.606039184052,0.608997257385,0.214218201348,-1.33939234411,0.554218182373,0.0,35.7580088286,50.0
Y1050337,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,10.0
Y1050338,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,10.0
Y1050339,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,20.0
Y1050340,0.60673062136,-0.269123411101,-0.611459849776,0.740390952763,-1.66657753398,0.0,13.1064145681,10.0
Y1050341,-0.784751254195,0.516241127539,0.210313514323,-1.07568263826,0.432131573728,0.0,30.6918562383,20.0
Y1050342,-0.248615043765,0.794509517076,0.2220275754,-1.86681175581,0.798391399663,0.0,45.8903140092,50.0
Y1050343,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050344,1.97553389777,0.181541861472,-1.04901407427,-0.180226222365,-0.867688194756,0.0,39.351866187,40.0
Y1050345,-1.4102434997,0.191594673079,0.196647109734,-0.152698667795,0.00482844347039,0.0,12.9603221722,10.0
Y1050346,-0.104177563405,-0.317163255643,-0.126619970545,0.68357350057,0.808179967965,0.0,18.1741162094,50.0
Y1050347,0.868737195588,-0.28577287481,0.168287954155,-0.266762513185,-0.14225487498,0.0,32.4488975662,20.0
Y1050348,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,10.0
Y1050349,1.15179982896,0.45956140355,-2.22980570917,1.33073637765,1.89249970358,1.0,57.8334564513,65.0
Y1050350,0.493832936434,-1.13559532172,0.448888745287,1.227182544,0.174558856513,0.0,13.0102054131,10.0
Y1050351,1.40524460803,0.156129212217,-0.325464073634,-0.819621349273,-1.4178318947,1.0,66.8259143148,70.0
Y1050352,1.89368999432,-0.860367419989,1.01982123211,-0.753010953942,-0.747729353137,1.0,70.8330579857,80.0
Y1050353,2.16560551251,-1.52388954973,0.992569833671,0.490349292476,-0.00289799675656,0.0,33.6158811933,50.0
Y1050354,-0.0189594276841,0.692543740467,0.112278585664,-1.65187918335,0.495504876377,0.0,44.1213489724,50.0
Y1050355,-0.259283202863,0.096727088829,-0.641870506354,0.562786940146,-0.0356043224729,0.0,15.3780329686,10.0
Y1050356,0.421628837141,-0.233646400522,-0.162308749686,0.313012656328,0.71162196162,0.0,26.4250459515,30.0
Y1050357,-0.626583735024,0.207416169513,-0.716366075429,0.650790528899,0.610430742209,0.0,14.3484515331,20.0
Y1050358,2.62267513498,-0.468840772665,-1.24141829275,1.07092518226,-0.148037405713,0.0,33.7389390496,50.0
Y1050359,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,20.0
Y1050360,0.454167071335,0.12163977612,-0.926433003478,0.537995720524,-0.119435289456,0.0,21.6437229055,30.0
Y1050361,1.43035431215,0.121089024567,-0.794855549477,-0.136077861513,-0.960388074119,0.0,33.5091810741,30.0
Y1050362,1.43813267784,0.456604275752,-0.160803022566,-1.60059167122,-0.826682333089,1.0,78.5112682225,80.0
Y1050363,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050364,1.87822821719,0.198223935175,-0.318977404022,-0.997311490602,1.05746645024,1.0,83.849460054,72.0
Y1050365,1.39392163225,0.612360084132,0.111349168551,-2.2261500579,-0.704370777636,1.0,85.4837795217,96.0
Y1050366,-0.950898094684,-0.0541287274288,0.154897229152,0.112798640311,-0.929965960365,0.0,9.55655389816,10.0
Y1050367,0.770102452435,0.844215017897,-0.201764039667,-1.90414275139,0.738188023836,1.0,83.5944087018,90.0
Y1050368,-1.09697717641,0.0714233794702,-0.221563633317,0.468519900298,-0.0311165331614,0.0,8.88547089921,20.0
Y1050369,-1.16772813585,0.0754521089996,-0.162349276314,0.417445894209,-0.0428259548695,0.0,8.74263624091,10.0
Y1050370,-0.256080523278,-0.0849067299429,-0.464002492279,0.648941043738,-0.745792386355,0.0,10.9310835337,20.0
Y1050371,0.352296471352,0.447439988386,-1.01975650592,0.127999707247,0.947346807686,0.0,30.4825588903,40.0
Y1050372,1.51651121727,-1.25591244378,1.44010212365,-0.265903660308,0.631676903609,0.0,39.1176632815,50.0
Y1050373,-1.4102434997,0.191594673079,0.196647109734,-0.152698667795,0.00482844347039,0.0,12.9603221722,20.0
Y1050374,1.89633865004,0.131788080496,-1.93460623167,1.14441002895,0.127799469318,0.0,29.2948104342,30.0
Y1050375,-1.4102434997,0.191594673079,0.196647109734,-0.152698667795,0.00482844347039,0.0,12.9603221722,30.0
Y1050376,2.37777975376,0.0676838749934,0.288599835531,-1.83594374678,-0.381597717313,1.0,90.221212427,90.0
Y1050377,0.488186426067,0.327465625682,-0.360349483614,-0.614234237462,-0.272798815874,0.0,33.634858444,40.0
Y1050378,1.51448073686,0.575227249414,0.139209817301,-2.25818779716,-0.922728215256,1.0,85.8242904762,93.0
Y1050379,0.489441114762,0.870163279253,-0.304944544828,-1.66872417441,1.12916710472,1.0,80.4779960058,60.0
Y1050380,1.11291081601,0.353390090276,0.0378914746031,-1.51660290377,-1.12104111397,1.0,73.2096626613,80.0
Y1050381,1.8507972488,-0.736796956628,0.836112415337,-0.706299410517,-0.160100647576,0.0,44.43599164,55.0
Y1050382,0.0143905071238,-0.903160130577,0.568855697183,0.890402828103,0.992394222474,0.0,16.4197114329,20.0
Y1050383,-1.4102434997,0.191594673079,0.196647109734,-0.152698667795,0.00482844347039,0.0,12.9603221722,10.0
Y1050384,1.56596651745,-1.96387919775,1.25063804635,1.38983273902,1.60794168476,0.0,25.038615339,30.0
Y1050385,1.34918875971,0.357331348034,-0.233860594642,-1.27760743803,-0.944975657479,0.0,45.1912243867,40.0
Y1050386,-0.376187396914,0.399089369144,-0.323585417807,-0.35244550354,0.478456982853,0.0,26.7822941454,30.0
Y1050387,2.32168121759,-2.8832365164,2.38097631663,1.28677668429,-0.0824542744099,0.0,23.0059341651,10.0
Y1050388,-0.963463324338,0.423484997693,0.206408827297,-0.811972932416,0.310044965083,0.0,25.625703648,20.0
Y1050389,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050390,-1.4102434997,0.191594673079,0.196647109734,-0.152698667795,0.00482844347039,0.0,12.9603221722,10.0
Y1050391,-1.4102434997,0.191594673079,0.196647109734,-0.152698667795,0.00482844347039,0.0,12.9603221722,10.0
Y1050392,-0.874107289267,0.469863062616,0.20836117081,-0.94382778534,0.371088269406,0.0,28.1587799432,20.0
Y1050393,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050394,-0.221427976055,-0.628251213204,0.436265435951,0.545364814754,-0.636227694851,0.0,11.4035617176,20.0
Y1050395,-1.4102434997,0.191594673079,0.196647109734,-0.152698667795,0.00482844347039,0.0,12.9603221722,10.0
Y1050396,0.961214244985,-1.27241411671,1.11789346294,0.333421805043,-1.33368711533,0.0,19.343036073,20.0
Y1050397,-1.4102434997,0.191594673079,0.196647109734,-0.152698667795,0.00482844347039,0.0,12.9603221722,20.0
Y1050398,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050399,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050400,-0.809695618641,-0.0879804699631,0.146522066656,0.11319423769,-1.10981864989,0.0,9.92444047692,20.0
Y1050401,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,10.0
Y1050402,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050403,-1.4102434997,0.191594673079,0.196647109734,-0.152698667795,0.00482844347039,0.0,12.9603221722,20.0
Y1050404,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,10.0
Y1050405,-1.4102434997,0.191594673079,0.196647109734,-0.152698667795,0.00482844347039,0.0,12.9603221722,10.0
Y1050406,-1.4102434997,0.191594673079,0.196647109734,-0.152698667795,0.00482844347039,0.0,12.9603221722,10.0
Y1050407,1.77125915115,0.0394590803229,-1.11117197138,0.264080314189,-1.03487511289,0.0,31.8792310475,10.0
Y1050408,-1.4102434997,0.191594673079,0.196647109734,-0.152698667795,0.00482844347039,0.0,12.9603221722,10.0
Y1050409,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,10.0
Y1050410,-1.4102434997,0.191594673079,0.196647109734,-0.152698667795,0.00482844347039,0.0,12.9603221722,20.0
Y1050411,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,10.0
Y1050412,1.09200884776,-1.55836253523,2.10677890889,-0.254976695062,1.99708979559,0.0,40.4919319503,30.0
Y1050413,0.335894085874,-0.468575132703,1.03425133253,-0.685277572136,1.3807710896,1.0,66.7155932865,60.0
Y1050414,1.16038127354,-1.29481818106,1.39857998988,0.0418253002534,0.824669491273,0.0,33.5529577454,53.0
Y1050415,0.110138296606,0.324281781093,-0.530181048458,-0.186715065347,0.187991115127,0.0,27.9152862393,30.0
Y1050416,1.27103583682,-0.358217535655,0.146956814731,-0.164252544653,2.10575970636,1.0,73.1141659728,63.0
Y1050417,2.15550414252,-0.170449281056,-0.232563016063,-0.590055676725,-0.239201253881,1.0,75.4702581722,62.0
Y1050418,1.74539146063,-0.0897433183618,-1.71633490841,1.32662440532,-0.632181101221,0.0,22.1750210277,20.0
Y1050419,-1.49959953477,0.145216608157,0.194694766221,-0.0208438148709,-0.0562148608522,0.0,10.4272458771,10.0
Y1050420,1.15312533268,0.689607090233,-1.73147234888,0.242857488737,1.90975924824,1.0,69.6868469384,75.0
Y1050421,0.400517204831,-0.658120350728,0.883813037765,-0.173332030145,1.0049528319,1.0,59.888982417,60.0
Y1050422,0.832570888068,0.383835124321,-0.67612210445,-0.465557758261,0.0234547796957,0.0,36.6041386316,40.0
Y1050423,0.0894291990957,0.0895493378491,-0.691980001472,0.465575900995,-0.237024594193,0.0,18.5591662123,10.0
Y1050424,0.583549610564,-1.03931424804,1.12519658026,0.0955267226422,-0.448144231057,0.0,22.937285954,30.0
Y1050425,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,10.0
Y1050426,1.64404640391,0.56738759345,-1.74133415604,0.226426342568,1.24882305096,0.0,42.540781687,40.0
Y1050427,2.42095852765,0.633931228676,-0.793092024164,-1.56865317884,-0.263064618174,1.0,89.8181528963,96.0
Y1050428,-0.109782230098,-0.587118615518,0.140799421864,0.812775495185,-0.243844355138,0.0,11.4765734392,20.0
Y1050429,1.29508221655,-3.36954262442,3.59252124189,1.2013900924,0.542680865804,0.0,16.3111567767,10.0
Y1050430,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050431,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050432,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050433,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050434,1.40593915031,-0.814699288683,-0.526790683666,1.35121776901,-1.10527396055,0.0,14.9898721831,20.0
Y1050435,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,10.0
Y1050436,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,10.0
Y1050437,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050438,0.290587657423,-0.268659224575,-0.167623846482,0.450146638666,0.714473714967,0.0,23.7789624972,10.0
Y1050439,1.21687680918,-0.0306414369344,-2.28443194423,2.25565506897,0.585603410133,0.0,13.4614925595,10.0
Y1050440,1.97436883154,-2.97022938118,2.53450394716,1.41368158499,-0.26265655693,0.0,17.6117177107,10.0
Y1050441,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050442,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,10.0
Y1050443,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050444,-0.701081934548,0.0368660119248,-0.50179560515,0.707049399635,-0.060186783778,0.0,9.72326910504,10.0
Y1050445,0.653753954366,0.484193113168,-1.20575410892,0.158905660379,1.06280372408,0.0,33.435963616,20.0
Y1050446,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050447,-0.821808730868,-0.0850764843681,0.1472405334,0.113160301207,-1.09438991327,0.0,9.89288117612,10.0
Y1050448,0.775073042696,-0.15124845873,-0.703221425109,0.565684825731,-1.35308655017,0.0,18.0729274993,20.0
Y1050449,1.63801984922,0.139201932101,-1.09601679906,0.13160183104,-0.690307247537,0.0,33.8323611599,20.0
Y1050450,-0.512366915725,0.139294878432,-0.549834261368,0.490851788319,0.144196890855,0.0,14.7767510783,10.0
Y1050451,-1.58895556984,0.0988385432337,0.192742422708,0.111011038053,-0.117258165175,0.0,7.89416958193,0.0
Y1050452,0.897616456593,-0.0152255635033,0.760267978648,-1.56807066381,-0.148155463403,0.0,46.7407436647,40.0
Y1050453,0.142621008384,-1.4465025797,1.95948447493,0.077715228226,0.441501088595,0.0,22.0996489412,20.0
Y1050454,2.73335402157,0.149839364857,-0.44462203065,-1.1764298516,0.483504357404,1.0,90.6104754462,90.0
Y9999984,2.13640577522,-1.12427145842,1.39383102574,-0.756974674815,0.612814324554,1.0,78.3443827988,66.0
Y9999985,0.995218806325,0.835707963126,-0.999871604001,-0.92704062618,1.52730689612,0.0,50.5597745911,59.0
