username,video_stop_backward_seek_avg,watched_time_hour,qz_mean,hw_mean,indicator,predict_score,real_score
Y1050295,0.518324501948,-0.257170113046,-1.41857531036,0.43939532426,0.0,33.1701714991,30.0
Y1050296,0.220597421486,0.0930862951822,-1.790574352,-0.161014580713,0.0,20.437684698,20.0
Y1050297,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050298,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050299,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050300,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050301,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050302,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050303,-0.865444341794,0.116641625203,-0.433705401322,-0.274545140782,0.0,10.4336278718,20.0
Y1050304,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050305,-1.08053281273,0.0751717802138,-0.0651455260976,-0.220636157926,0.0,9.79291495801,20.0
Y1050306,0.281017293362,0.102644540475,-1.73773960524,-0.534453703803,0.0,18.7484592315,10.0
Y1050307,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050308,-0.610443552423,0.854594775473,-0.0350569171558,-0.144194850371,0.0,10.3631589282,10.0
Y1050309,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050310,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050311,0.281891440429,-0.180457489369,-1.27808962402,0.296144699367,0.0,28.9121944389,20.0
Y1050312,-1.15697312279,0.0604338084611,0.0658369994375,-0.201477439904,0.0,9.56521194086,10.0
Y1050313,-0.604081635823,-0.124151887647,-0.251441425397,0.142112961492,0.0,19.6733320369,30.0
Y1050314,-1.0503435079,-0.15195577101,0.387217085712,0.157529376925,0.0,16.6517622699,30.0
Y1050315,-0.628091368011,0.00516414000619,-0.500153462495,-0.073665268631,0.0,15.7096829547,20.0
Y1050316,-1.0503435079,-0.15195577101,0.387217085712,0.157529376925,0.0,16.6517622699,10.0
Y1050317,2.98273886414,2.33250683842,1.27149319507,-0.0295249117269,0.0,52.9604297432,55.0
Y1050318,1.35248567156,-0.515698958899,-1.23186256012,-0.763476845042,0.0,38.834051682,40.0
Y1050319,3.15125824814,-1.66334270915,-0.396869935599,-0.367603320672,1.0,85.2207359606,76.0
Y1050320,-0.312359636655,1.09991774255,-0.317941021993,-0.165924754407,0.0,11.0247176829,10.0
Y1050321,-0.9257985512,-0.244417127164,0.425852354044,0.319179922992,0.0,20.4072202485,20.0
Y1050322,3.14608597036,-1.95094569851,0.181585411959,0.228861165171,1.0,94.1767300356,99.0
Y1050323,4.18177201214,-0.594776108403,-0.839128139805,-0.0769804812895,1.0,90.5154057965,88.0
Y1050324,-0.822390310209,-0.224479639553,0.248659554119,0.293262061999,0.0,20.7152562632,30.0
Y1050325,-0.297177274119,-0.0649796026281,-0.77733029691,0.0651915816443,0.0,20.587549275,20.0
Y1050326,-0.500461480048,0.0705375777796,-0.807066944799,-0.173157066454,0.0,14.9053105279,20.0
Y1050327,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050328,2.53490502132,-1.53116221105,0.495680357732,-1.53316736668,1.0,71.2658959774,71.0
Y1050329,-0.365433336066,-0.194613701165,-0.408325302176,0.275165065252,0.0,23.7686849619,20.0
Y1050330,-0.460420272143,0.0200206294224,-0.749655431469,-0.0867598297494,0.0,16.7168162438,10.0
Y1050331,-0.528800058054,0.0650737961458,-0.758508029815,-0.166054389545,0.0,14.8208945998,10.0
Y1050332,2.03916791996,1.2547447936,0.018436289178,-0.370877655157,0.0,41.471631342,40.0
Y1050333,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050334,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,20.0
Y1050335,-1.02791223655,0.085317220031,-0.155312297498,-0.233824785501,0.0,9.94966293498,10.0
Y1050336,0.445095784784,-0.975957061338,0.231784775431,1.62458861579,0.0,53.4280133738,50.0
Y1050337,-1.22586559326,0.0471510878247,0.183886099011,-0.18421048462,0.0,9.3599926871,10.0
Y1050338,-0.850825029916,0.119460282078,-0.458755985103,-0.278209271314,0.0,10.4771763794,10.0
Y1050339,-0.75345433388,0.138233708908,-0.625603289496,-0.302613904257,0.0,10.7672275481,20.0
Y1050340,0.583831214776,1.90279115995,-1.08920477698,-0.212836465198,0.0,12.9349926293,10.0
Y1050341,-0.769107244644,-0.330680549326,0.409403988004,0.472773426226,0.0,24.2584368764,20.0
Y1050342,0.0156012563934,-0.802522203632,0.413233115148,1.30793026547,0.0,44.7028101265,50.0
Y1050343,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050344,1.45181674043,0.842870765947,-2.29532002309,0.239202104362,0.0,31.5980112878,40.0
Y1050345,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,0.0,12.896304297,10.0
Y1050346,1.15382025868,0.0638730433747,0.156304859535,0.604277692421,0.0,46.8517375157,50.0
Y1050347,-0.173872606726,1.62755532655,0.0524662363369,-0.0593526330654,0.0,10.8335573818,20.0
Y1050348,-0.718170699422,0.145036522863,-0.686062745351,-0.311457264558,0.0,10.8723316485,10.0
Y1050349,1.008802558,-1.32077754815,1.46195863111,-0.659814813513,1.0,59.1332866889,65.0
Y1050350,0.608128589224,2.32935847453,-0.61903447434,-0.0999403346968,0.0,12.4989501288,10.0
Y1050351,2.16244313671,-1.22916022014,-0.459530876606,-0.189719538654,1.0,69.2657282565,70.0
Y1050352,6.32196122386,6.21838316336,2.43389372128,0.269789981962,1.0,79.1952999671,80.0
Y1050353,1.17671429962,-0.667704252677,-0.978756513668,0.199678599965,0.0,45.60255255,50.0
Y1050354,1.1744886323,0.352655536532,-0.400536130052,0.630837918514,0.0,42.6024467334,50.0
Y1050355,-0.840460095169,0.00498459948987,-0.224470180682,-0.0879410647129,0.0,13.8925109927,10.0
Y1050356,0.371503782466,0.754732557322,-0.0348812712332,0.3210046661,0.0,27.7567352349,30.0
Y1050357,-1.13129772966,-0.0918558895854,0.362104161327,0.052456522115,0.0,14.2107145869,20.0
Y1050358,2.7772526092,1.14624653935,-0.619111928007,-0.241740602259,0.0,50.5937462929,50.0
Y1050359,-1.23716094286,-0.0132637368471,0.329264183242,-0.0849464420537,0.0,11.0185753049,20.0
Y1050360,-0.956934790422,-0.221301788091,0.416193536947,0.278767286414,0.0,19.4683557524,30.0
Y1050361,0.0470811130393,0.036336899286,-1.44284021445,-0.0789518843674,0.0,20.5977002086,30.0
Y1050362,1.98698962172,-1.62331226555,0.806342868979,0.00895773298711,1.0,76.8554648115,80.0
Y1050363,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050364,1.78931874461,-1.10295194878,1.68677692005,0.312409549788,1.0,75.7094914857,72.0
Y1050365,4.06343875379,-1.50222629049,-0.0213292175646,-0.300654209291,1.0,98.2575844657,96.0
Y1050366,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050367,1.90742961053,-1.88503844133,1.36626583693,0.697951643923,1.0,85.1706698752,90.0
Y1050368,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,20.0
Y1050369,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050370,0.0569725430624,0.11977585922,-1.63622192471,-0.216437261011,0.0,18.2580437059,20.0
Y1050371,-0.107985852502,-0.610873203103,0.158717110357,0.982103517875,0.0,38.073415111,40.0
Y1050372,3.47474610852,0.734360882692,-0.450629544884,-1.50260829075,0.0,55.192551465,50.0
Y1050373,-1.08147974694,-0.128840432075,0.377558268672,0.11711674059,0.0,15.7128977795,20.0
Y1050374,-0.600711691989,-0.18173919003,-0.131192715581,0.237701348878,0.0,21.3756001337,30.0
Y1050375,0.201501918114,-0.230899107684,-1.06472609759,0.374153044099,0.0,29.6880651294,30.0
Y1050376,2.81567562246,-0.833585703925,1.13552027927,0.0952253905567,1.0,83.5056832517,90.0
Y1050377,0.752870915213,-0.490890111335,-0.837253304168,-0.0618946144102,0.0,37.1493098519,40.0
Y1050378,4.22584382117,-0.902793074958,-0.595331636008,-0.297425833718,1.0,93.1158363266,93.0
Y1050379,0.578272407447,-1.08422531267,0.293436411953,1.81300565821,1.0,64.00486487,60.0
Y1050380,2.60181483071,-1.84478676909,0.834550362239,-0.406324112508,1.0,84.1698540058,80.0
Y1050381,1.96344718617,-0.864845124401,-1.19239302976,-0.324289703028,0.0,53.25723842,55.0
Y1050382,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,0.0,12.896304297,20.0
Y1050383,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,0.0,12.896304297,10.0
Y1050384,0.220436967857,1.21107891861,-0.138966020865,0.323634975845,0.0,21.5229215453,30.0
Y1050385,1.41048463037,0.189421518399,-1.82751819899,0.744660638435,0.0,41.9850535544,40.0
Y1050386,-0.837504044034,-0.303101774676,0.438387502112,0.422413035677,0.0,22.8701334254,30.0
Y1050387,-0.137685004375,1.10478550654,-0.2588553126,0.00788582413023,0.0,14.8238578718,10.0
Y1050388,-1.0503435079,-0.15195577101,0.387217085712,0.157529376925,0.0,16.6517622699,20.0
Y1050389,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050390,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,0.0,12.896304297,10.0
Y1050391,-0.775036270764,0.660467419358,0.443316923569,0.0769732505795,0.0,13.3126619451,10.0
Y1050392,-1.0503435079,-0.15195577101,0.387217085712,0.157529376925,0.0,16.6517622699,20.0
Y1050393,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050394,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,20.0
Y1050395,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,0.0,12.896304297,10.0
Y1050396,0.580495757345,2.68970833113,0.265280960592,0.235835418042,0.0,15.22004386,20.0
Y1050397,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,0.0,12.896304297,20.0
Y1050398,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050399,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050400,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,20.0
Y1050401,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050402,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050403,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,0.0,12.896304297,20.0
Y1050404,-0.993793028,0.0918955284067,-0.213776478272,-0.242376298379,0.0,10.0512984036,10.0
Y1050405,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,0.0,12.896304297,10.0
Y1050406,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,0.0,12.896304297,10.0
Y1050407,-0.551456609109,0.0607055301195,-0.719685420711,-0.160375834962,0.0,14.7534044885,10.0
Y1050408,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,0.0,12.896304297,10.0
Y1050409,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050410,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,0.0,12.896304297,20.0
Y1050411,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050412,0.56423122163,1.27876423151,0.802951472826,0.59173488276,0.0,31.4456460573,30.0
Y1050413,1.3575107851,1.11329378607,1.56765856413,0.0228588414723,1.0,48.9852750477,60.0
Y1050414,3.02355681252,0.227279160774,-0.161954742144,-1.19429513041,0.0,56.68397612,53.0
Y1050415,-0.589980131736,-0.063196025937,-0.401627931131,0.0421455944026,0.0,18.0231084832,30.0
Y1050416,4.34142880444,2.75738177025,1.36839826523,0.230595624224,1.0,76.3411397482,63.0
Y1050417,1.72281045665,-1.24881680366,0.0769831061748,-0.00646008663458,1.0,67.0292859288,62.0
Y1050418,0.09317559327,-0.0720966641882,-1.06549095901,-0.378580845758,0.0,21.5707845513,20.0
Y1050419,-0.335158240953,0.154821983685,-1.20373936668,-0.301377778029,0.0,13.8747148508,10.0
Y1050420,1.48091533151,-1.69793851833,1.69142804355,-0.0631807971026,1.0,73.822342438,75.0
Y1050421,1.18178349159,-0.61949354152,1.30164794636,-1.20092981219,1.0,51.1616910651,60.0
Y1050422,0.379049899962,-0.516970926189,-0.675831740064,0.860034669109,0.0,39.5242139135,40.0
Y1050423,-0.951811164919,-0.115487262406,0.180572308277,0.103903687725,0.0,16.4376049141,10.0
Y1050424,0.622331725973,1.24514305271,-0.427953238167,0.470232073184,0.0,26.5031367409,30.0
Y1050425,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050426,0.054452155922,-0.404843440258,-0.497694380224,0.652091599783,0.0,33.4806022386,40.0
Y1050427,3.6768381085,-0.673140611261,0.435394750696,0.426214475982,1.0,93.234887688,96.0
Y1050428,-0.399956622731,1.00997543875,-0.256465394243,-0.164573394428,0.0,10.8518189378,20.0
Y1050429,-0.566961958605,1.55176625976,0.726035404644,0.0391698355696,0.0,9.66260933917,10.0
Y1050430,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050431,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050432,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050433,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050434,-0.350967433373,0.215834657493,-1.31527540993,-0.403491739898,0.0,11.9661693309,20.0
Y1050435,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050436,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050437,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050438,-0.962035192129,0.0980185554803,-0.268194383496,-0.250335965497,0.0,10.1458997342,10.0
Y1050439,-0.995607249057,0.091545739942,-0.210667761736,-0.241921588689,0.0,10.0458941396,10.0
Y1050440,-0.291302933923,0.83002775122,-0.686362837843,-0.24846592331,0.0,11.4175851984,10.0
Y1050441,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050442,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050443,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050444,-0.91508219339,0.107071265609,-0.348649608647,-0.262104092319,0.0,10.2857649371,10.0
Y1050445,-0.836246113537,-0.0524399693151,-0.105667752316,0.00743577614534,0.0,15.5972933383,20.0
Y1050446,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050447,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,10.0
Y1050448,0.188493788553,0.770607905657,-1.29946980408,-0.185853191724,0.0,16.2740037246,20.0
Y1050449,0.278569813039,0.616664461159,-0.284929883231,0.53326039684,0.0,28.1031031034,20.0
Y1050450,-0.549073833162,0.0611649380494,-0.723768371332,-0.160973045157,0.0,14.7605023832,10.0
Y1050451,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,0.0,9.14084631843,0.0
Y1050452,0.724527042034,-0.607601675719,-0.927553469323,1.0338146976,0.0,45.1223529771,40.0
Y1050453,-0.615289361471,-0.0680757381285,-0.358259885822,0.0484890066084,0.0,17.9477164817,20.0
Y1050454,3.22638988325,-2.10977633809,0.674260249269,-0.105555243435,1.0,96.2644717686,90.0
Y9999984,3.07730156248,0.500162965735,-1.06442764667,0.462946398501,1.0,69.4168652321,66.0
Y9999985,0.808218870528,-1.01077227234,-0.163594631866,1.70715621387,0.0,57.5557101447,59.0
