number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.73430488399,91.0495360071,0.808257656947,0.807198306985
2.0,0.772697074607,61.1008205104,0.905175349181,0.904121741949
3.0,0.785922892055,56.0045203799,0.919847145274,0.918503801341
4.0,0.818871139062,41.3222415677,0.940642955006,0.939309088827
