number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.678913819002,136.88254463,0.501857646395,0.499105478695
2.0,0.675354424933,141.995605678,0.520477152325,0.515149120684
3.0,0.743213837075,92.3524798192,0.754278068021,0.750159823351
