number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.732918418808,125.97110102,0.639995865311,0.637745839469
2.0,0.772975780471,85.718068108,0.826416531965,0.824233092116
3.0,0.78777959268,76.8039069147,0.867456972312,0.864940332546
4.0,0.839116397596,41.2217456042,0.94376146681,0.942328637939
5.0,0.873097632576,26.524211149,0.97685134051,0.976109396295
6.0,0.897370809577,16.3782046222,0.977383303141,0.976507818101
7.0,0.897587844059,16.5492095031,0.977829733555,0.976821994171
