number_of_comp,pMAPC,pMSE
1.0,0.701270736049,120.329251201
2.0,0.789110883273,61.9590637422
3.0,0.794295642924,60.0567082157
4.0,0.791461721907,62.6067531812
5.0,0.857260227662,28.3150588016
6.0,0.863766998842,25.8528843955
