evaluation_num,pMAPC,pMSE,mean_train_score,mean_test_score
1.0,0.9947829353029507,0.2193772441127572,0.99945900568555,0.9989596496312914
2.0,0.9945739990406957,0.2241340234974443,0.999457806198593,0.9989448226265439
3.0,0.9944088850496312,0.22725303580572456,0.9994577433475345,0.9985896173640377
4.0,0.994685388852889,0.21739585524211544,0.9994587961486896,0.9989626645111107
5.0,0.9944356630652138,0.2347569099937629,0.9994575251304637,0.9985851885187114
6.0,0.9945436362591644,0.23026171878296425,0.9994581249292027,0.9986779390369207
7.0,0.9945430383048699,0.21652388647326037,0.9994588131064331,0.9987991080803036
8.0,0.9945282184525593,0.2277680260385028,0.9994586834396231,0.9985569149932607
9.0,0.9947194693264901,0.2258652110656483,0.9994590569409798,0.9989532441116113
10.0,0.9948180508357163,0.20603273591205293,0.9994603361802957,0.9987042548984725
11.0,0.9945391841294098,0.2212797156574521,0.999458600944265,0.9984480569567676
12.0,0.9947718824808266,0.2194867232523939,0.999458410440696,0.9990188410279821
13.0,0.9947484140784599,0.20554200338878403,0.999460267544592,0.9990035933859227
14.0,0.9947116953503967,0.21107052341151017,0.9994593387763236,0.9989898494956954
15.0,0.9946532727977226,0.22084273305836255,0.9994578309683254,0.9989860316936806
16.0,0.9945724938531466,0.22208822671774198,0.9994580567874325,0.9989323474998807
17.0,0.9945804137793427,0.2254633816194861,0.999458925297575,0.9988659707372849
18.0,0.9946321437209418,0.22375033534762903,0.9994580527230422,0.9988991496881481
19.0,0.9944955927203187,0.22861696148360935,0.9994573459931416,0.9989958998724487
20.0,0.9947352759798134,0.21057853243909327,0.9994602315278038,0.9986887671779275
21.0,0.9946619612735608,0.21978666626723092,0.9994587956477767,0.9986874761249194
22.0,0.9945286098755328,0.2192418991542674,0.9994588273437873,0.9986803312852797
23.0,0.9944739463696454,0.2469913935172292,0.9994564356688214,0.9988325955196695
24.0,0.9946812160825967,0.21284408613242997,0.9994596387232214,0.9989197496540221
25.0,0.9946643478765628,0.21414782751377187,0.9994590612480806,0.9980103760986683
26.0,0.9945933315541995,0.22542527610846808,0.9994578158990859,0.9990004972059301
27.0,0.9947001625002578,0.21487062009011054,0.9994587592379937,0.9982634347651637
28.0,0.9946213308313905,0.22130154095611682,0.9994582258739213,0.9987870978741806
29.0,0.9946150393701186,0.23085670832661934,0.9994581255524633,0.9983099678860082
30.0,0.994764444989731,0.20947370609327415,0.9994598258218736,0.9990300400396018
31.0,0.9944704183095527,0.2260885215915129,0.999458077740659,0.9987560366275874
32.0,0.9942299010230957,0.24627738843767133,0.9994556059951952,0.9954948583453547
33.0,0.9947054322880824,0.21448131978896848,0.9994592854286284,0.9986899502010619
34.0,0.9946134265445703,0.22572583519087158,0.9994571524167931,0.9990039641285428
35.0,0.9945661508096648,0.23153419227828706,0.9994577232364511,0.9984377983440886
36.0,0.9943234546235337,0.2525095678674224,0.9994554999692824,0.9986924112628204
37.0,0.9945155819473068,0.22904679551448504,0.9994579919418107,0.9986029304357844
38.0,0.9945419966311448,0.23311371560590682,0.9994574313796463,0.9985807218546523
39.0,0.9945264618875438,0.2213187106029694,0.9994593037866588,0.9984255559270627
40.0,0.9942994725668409,0.2446255833781135,0.9994559287907231,0.998835362041854
41.0,0.9946657335398165,0.21500785721196014,0.9994593142154935,0.9985839958594444
42.0,0.9948881428993198,0.20178296801939918,0.9994605803124236,0.9989762856471994
43.0,0.9947293985778591,0.2163003498658927,0.999458659141894,0.9990987773800086
44.0,0.9944556639873087,0.22880435057809353,0.999457605494982,0.99875666240338
45.0,0.9945671187898796,0.2303085492542372,0.9994569256257165,0.9989383082305212
46.0,0.9946078038593391,0.22080611801946826,0.9994583105390674,0.9989734310703368
47.0,0.9948101454001836,0.205493558014492,0.9994597107257472,0.9986840052062533
48.0,0.9943458784633232,0.23974226947899685,0.9994565120682524,0.9985036162935461
49.0,0.9943974515085936,0.24707736804967634,0.9994559535811829,0.9979419021432481
50.0,0.9945704017176936,0.2206020809225557,0.999458723011361,0.9988300103817276
51.0,0.9944107797812276,0.22834906433681806,0.9994579904744423,0.9986565759134554
52.0,0.9949768452312912,0.19451048321731204,0.9994615354218821,0.9988861878134998
53.0,0.9946575604647497,0.21698637575123297,0.9994590117240183,0.9988774528892137
54.0,0.9944797255464124,0.23274158131095624,0.9994569713526034,0.9984272075897668
55.0,0.994551854157082,0.2326044070676551,0.9994570631156151,0.9987924154481144
56.0,0.9947192936935834,0.21041873676986853,0.999459871510231,0.998715954845484
57.0,0.9941886135836977,0.2502999955048067,0.9994555404108263,0.9987518291911162
58.0,0.9948125800387416,0.2084372968272225,0.9994604005953107,0.9987552777053276
59.0,0.9946579523030661,0.21660193111202483,0.9994592799808789,0.998515682555219
