username,active_sum_count,problem_avg_count,problem_sum_count,video_sum_count,video_backward_seek_sum,video_backward_seek_avg,all_type_video_backward_seek_sum,video_events_avg,mt_unit_sum,mt_online_practice_num_day,final_score
104602021,92.0,2.277777778,4.555555556,8.944444444,0.666666667,0.190476191,0.833333333,4.253968254,0.611111111,0.611111111,3
104602022,307.05555560000005,9.388888889,9.388888889,67.33333333,7.833333333,1.094279101,10.27777778,9.482092281,0.7222222220000001,0.7222222220000001,3
104602023,98.66666667,1.611111111,4.833333333,3.333333333,0.388888889,0.168981482,0.388888889,1.914351852,0.7777777779999999,0.8888888890000001,3
104602024,128.6666667,5.583333333,5.722222222,2.555555556,0.055555556,0.011111111000000002,0.222222222,1.227777778,0.5,0.5555555560000001,2
104602025,124.7777778,3.805555556,9.388888889,6.555555556,0.111111111,0.035714286,0.166666667,1.794642857,1.0,1.0555555559999998,2
104602026,46.55555556,0.0,0.0,3.444444444,0.222222222,0.031746032,0.388888889,1.484920635,0.0,0.0,0
104602027,184.2222222,5.0,7.5,15.5,1.166666667,0.22979798,1.722222222,5.887241462,0.8888888890000001,0.8888888890000001,1
104602028,222.1666667,9.777777777999999,14.5,11.22222222,0.833333333,0.100793651,1.333333333,2.235714286,0.833333333,0.833333333,3
104602029,202.9444444,9.833333332999999,9.833333332999999,19.27777778,1.722222222,0.610942761,2.666666667,5.310858586,1.111111111,1.333333333,2
104602030,189.5555556,4.5,4.5,30.77777778,3.944444444,0.418253968,5.666666667,4.954365079,0.611111111,0.666666667,1
104602031,177.5,8.023148147999999,12.05555556,10.22222222,1.777777778,0.368055556,1.944444444,4.264520202,0.666666667,0.7222222220000001,1
104602032,14.83333333,0.944444444,0.944444444,1.333333333,0.111111111,0.027777778,0.111111111,0.638888889,0.111111111,0.111111111,1
104602033,329.6666667,9.087962962999999,18.44444444,24.88888889,3.777777778,0.435691623,5.166666667,6.025876901,0.7222222220000001,0.7222222220000001,3
104602035,242.3888889,5.194444444,7.5,19.27777778,4.333333333,0.4042989420000001,6.722222222,4.238073192,1.333333333,1.722222222,3
104602037,343.8888889,14.92592593,24.38888889,30.72222222,2.833333333,0.399371924,3.111111111,10.24664595,1.111111111,1.277777778,2
104602501,244.4444444,3.611111111,10.33333333,37.5,4.444444444,0.655908289,7.611111111,8.636816578,0.611111111,0.611111111,1
104602502,437.7777778,12.08333333,16.88888889,67.83333333,10.5,1.821153846,13.22222222,16.83532764,1.388888889,1.5,2
104602503,252.6111111,7.722222222,7.722222222,62.11111111,10.05555556,0.963083213,11.27777778,10.66740019,1.0,1.0,1
104602504,211.2777778,1.277777778,1.277777778,47.5,2.611111111,0.305687831,5.777777778,14.173412699999998,1.333333333,1.722222222,2
104602505,319.5,9.212962962999999,14.5,48.77777778,6.666666667,0.790085378,9.0,11.19678331,1.222222222,1.5,3
104602506,222.6666667,6.055555556,6.055555556,41.22222222,1.611111111,0.603479854,3.0,9.576363451,1.222222222,1.4444444440000002,2
104602507,79.66666667,2.444444444,7.166666667,3.333333333,0.111111111,0.013888889,0.222222222,0.541666667,0.666666667,0.7222222220000001,1
104602508,407.4444444,7.921296297,20.5,29.11111111,4.666666667,0.590046296,6.666666667,7.208994709,1.0555555559999998,1.4444444440000002,2
104602509,287.0,6.231481482,9.666666667000001,25.77777778,2.0,0.38287037,3.611111111,5.274074074,0.611111111,0.666666667,1
104602510,326.0,8.319444444,14.27777778,40.66666667,2.611111111,0.548098182,3.722222222,8.057211275,1.0555555559999998,1.5,2
104602511,572.4444444000002,10.5,18.0,117.8333333,21.33333333,2.315922966,24.33333333,25.29768519,1.111111111,1.333333333,2
104602513,405.1666667,18.05555556,25.83333333,33.77777778,4.055555556,0.5642857139999999,4.833333333,7.334126984,1.333333333,1.666666667,3
104602514,295.0,7.894444443999999,14.44444444,29.44444444,5.333333333,0.5559318560000001,7.222222222,5.543012224,1.277777778,1.666666667,2
104602515,181.7222222,13.38888889,15.11111111,11.88888889,1.277777778,0.188888889,1.611111111,2.945833333,0.611111111,0.666666667,2
104602516,281.3333333,8.305555556,13.27777778,53.61111111,6.222222222,3.008333333,7.055555556,20.53271605,1.388888889,1.5555555559999998,1
104602517,127.3333333,7.277777778,10.61111111,8.555555556,0.611111111,0.055555556,1.111111111,1.767676768,0.055555556,0.055555556,3
104602519,297.55555560000005,8.444444444,10.72222222,78.77777778,5.444444444,1.03258547,6.5,10.70450244,1.5,1.944444444,3
104602520,440.83333330000005,22.0,27.11111111,55.94444444,9.333333332999999,0.8743492620000001,11.77777778,7.275435444,0.666666667,0.7222222220000001,1
104602521,578.5555555999998,11.83333333,17.16666667,140.66666669999998,12.5,1.041675744,15.16666667,15.64725853,1.333333333,1.611111111,3
104602522,522.9444444000002,15.11111111,22.61111111,92.33333333,4.277777778,0.529579086,8.111111111,9.793413128,1.388888889,1.777777778,1
104602524,184.2222222,6.194444444,8.388888889,30.33333333,2.5,0.295680899,3.5555555560000003,3.912479133,1.222222222,1.277777778,2
104602525,129.7222222,6.138888889,9.333333332999999,12.22222222,1.722222222,0.378968254,2.388888889,4.523809524,0.7222222220000001,1.0,1
104602526,255.7222222,2.685185185,7.944444444,50.44444444,6.1111111110000005,0.940589013,10.61111111,9.798443822000001,1.0,1.0555555559999998,2
os0,24.44444444,0.0,0.0,4.6111111110000005,0.388888889,0.194444444,0.5555555560000001,2.535353535,0.5555555560000001,0.611111111,0
os1,46.55555556,0.0,0.0,3.444444444,0.222222222,0.031746032,0.388888889,1.484920635,0.0,0.0,0
os2,46.55555556,0.0,0.0,3.444444444,0.222222222,0.031746032,0.388888889,1.484920635,0.0,0.0,0
os3,24.44444444,0.0,0.0,4.6111111110000005,0.388888889,0.194444444,0.5555555560000001,2.535353535,0.5555555560000001,0.611111111,0
os4,46.55555556,0.0,0.0,3.444444444,0.222222222,0.031746032,0.388888889,1.484920635,0.0,0.0,0
os5,46.55555556,0.0,0.0,3.444444444,0.222222222,0.031746032,0.388888889,1.484920635,0.0,0.0,0
os6,46.55555556,0.0,0.0,3.444444444,0.222222222,0.031746032,0.388888889,1.484920635,0.0,0.0,0
os7,46.55555556,0.0,0.0,3.444444444,0.222222222,0.031746032,0.388888889,1.484920635,0.0,0.0,0
os8,46.55555556,0.0,0.0,3.444444444,0.222222222,0.031746032,0.388888889,1.484920635,0.0,0.0,0
os9,46.55555556,0.0,0.0,3.444444444,0.222222222,0.031746032,0.388888889,1.484920635,0.0,0.0,0
os10,46.55555556,0.0,0.0,3.444444444,0.222222222,0.031746032,0.388888889,1.484920635,0.0,0.0,0
os11,24.44444444,0.0,0.0,4.6111111110000005,0.388888889,0.194444444,0.5555555560000001,2.535353535,0.5555555560000001,0.611111111,0
os12,24.44444444,0.0,0.0,4.6111111110000005,0.388888889,0.194444444,0.5555555560000001,2.535353535,0.5555555560000001,0.611111111,0
os13,46.55555556,0.0,0.0,3.444444444,0.222222222,0.031746032,0.388888889,1.484920635,0.0,0.0,0
os14,24.44444444,0.0,0.0,4.6111111110000005,0.388888889,0.194444444,0.5555555560000001,2.535353535,0.5555555560000001,0.611111111,0
os15,24.44444444,0.0,0.0,4.6111111110000005,0.388888889,0.194444444,0.5555555560000001,2.535353535,0.5555555560000001,0.611111111,0
os16,24.44444444,0.0,0.0,4.6111111110000005,0.388888889,0.194444444,0.5555555560000001,2.535353535,0.5555555560000001,0.611111111,0
os17,24.44444444,0.0,0.0,4.6111111110000005,0.388888889,0.194444444,0.5555555560000001,2.535353535,0.5555555560000001,0.611111111,0
os18,24.44444444,0.0,0.0,4.6111111110000005,0.388888889,0.194444444,0.5555555560000001,2.535353535,0.5555555560000001,0.611111111,0
os19,46.55555556,0.0,0.0,3.444444444,0.222222222,0.031746032,0.388888889,1.484920635,0.0,0.0,0
os20,24.44444444,0.0,0.0,4.6111111110000005,0.388888889,0.194444444,0.5555555560000001,2.535353535,0.5555555560000001,0.611111111,0
os21,46.55555556,0.0,0.0,3.444444444,0.222222222,0.031746032,0.388888889,1.484920635,0.0,0.0,0
os22,287.0,6.231481482,9.666666667000001,25.77777778,2.0,0.38287037,3.611111111,5.274074074,0.611111111,0.666666667,1
os23,522.9444444000002,15.11111111,22.61111111,92.33333333,4.277777778,0.529579086,8.111111111,9.793413128,1.388888889,1.777777778,1
os24,179.5,9.055555556,16.77777778,13.72222222,1.0,0.272486772,1.111111111,6.0806878310000005,0.7222222220000001,0.944444444,1
os25,79.66666667,2.444444444,7.166666667,3.333333333,0.111111111,0.013888889,0.222222222,0.541666667,0.666666667,0.7222222220000001,1
os26,189.5555556,4.5,4.5,30.77777778,3.944444444,0.418253968,5.666666667,4.954365079,0.611111111,0.666666667,1
os27,319.5,9.212962962999999,14.5,48.77777778,6.666666667,0.790085378,9.0,11.19678331,1.222222222,1.5,3
os28,307.05555560000005,9.388888889,9.388888889,67.33333333,7.833333333,1.094279101,10.27777778,9.482092281,0.7222222220000001,0.7222222220000001,3
os29,92.0,2.277777778,4.555555556,8.944444444,0.666666667,0.190476191,0.833333333,4.253968254,0.611111111,0.611111111,3
os30,594.3888889,4.927777778,16.33333333,108.8888889,7.277777778,0.6873038779999999,11.72222222,15.13124834,1.388888889,1.666666667,3
os31,92.0,2.277777778,4.555555556,8.944444444,0.666666667,0.190476191,0.833333333,4.253968254,0.611111111,0.611111111,3
os32,98.66666667,1.611111111,4.833333333,3.333333333,0.388888889,0.168981482,0.388888889,1.914351852,0.7777777779999999,0.8888888890000001,3
os33,594.3888889,4.927777778,16.33333333,108.8888889,7.277777778,0.6873038779999999,11.72222222,15.13124834,1.388888889,1.666666667,3
os34,377.7222222,9.101851852000001,14.44444444,62.72222222,17.72222222,2.720216049,20.61111111,14.3219687,0.944444444,1.0,3
os35,92.0,2.277777778,4.555555556,8.944444444,0.666666667,0.190476191,0.833333333,4.253968254,0.611111111,0.611111111,3
os36,242.3888889,5.194444444,7.5,19.27777778,4.333333333,0.4042989420000001,6.722222222,4.238073192,1.333333333,1.722222222,3
